loss,step,_step,_runtime,loss_interior,time,l2_error,_timestamp,loss_boundary
0.2560152115220833,46,42,8.992416858673096,0.011588920959776724,5.136552095413208,0.7139264795566281,1715681490.4855478,0.24442629056230658
0.22123756882231274,50,43,9.251851558685303,0.015646634792861304,5.39676308631897,0.583578389087167,1715681490.7449825,0.20559093402945144
0.21219719890980146,55,44,9.568900346755981,0.020963446844170695,5.7130303382873535,0.53566522591008,1715681491.0620313,0.19123375206563076
0.20898178233305445,61,45,9.94643259048462,0.016646330865741292,6.090790748596191,0.6181425970088383,1715681491.4395635,0.19233545146731315
0.18380618199415447,67,46,10.323498010635376,0.015846257038208283,6.467745542526245,0.5639506296743585,1715681491.816629,0.1679599249559462
0.19114915484666983,73,47,10.699855327606201,0.014147363165701459,6.8445281982421875,0.5467757989803836,1715681492.1929862,0.17700179168096838
0.1752119606651608,81,48,11.198398351669312,0.012403438966765538,7.34284520149231,0.5662315788328082,1715681492.6915293,0.16280852169839524
0.18395953191478773,89,49,11.695783615112305,0.014728412323906676,7.840473890304565,0.5462979079981283,1715681493.1889145,0.16923111959088105
0.17333202983154508,98,50,12.255171060562134,0.011647398174133546,8.399641752243042,0.5553943292052587,1715681493.748302,0.16168463165741154
0.16749806125359026,107,51,12.816274166107178,0.012711033202122322,8.96018934249878,0.5351836612506182,1715681494.309405,0.15478702805146793
0.16199045037246879,118,52,13.486429214477539,0.01172365480805575,9.630884408950806,0.5149409158676848,1715681494.9795601,0.15026679556441302
0.1527306935203699,130,53,14.2207670211792,0.010620777400965698,10.364641666412354,0.5190457306331197,1715681495.713898,0.14210991611940418
0.13641270256950425,143,54,15.016950845718384,0.010647106417839535,11.161071300506592,0.5151842615800772,1715681496.5100818,0.12576559615166472
0.14970716259638261,157,55,15.870489835739136,0.012681825762515794,12.014727115631104,0.4914225710073271,1715681497.3636208,0.13702533683386683
0.13861708130019312,172,56,16.783083200454712,0.012824814993810236,12.926867246627808,0.48525534393596165,1715681498.2762141,0.12579226630638288
0.13620100347219138,190,57,17.880395889282227,0.01585803452459905,14.024662494659424,0.446915231005682,1715681499.3735268,0.12034296894759235
0.1311842877981006,208,58,18.96895480155945,0.01402500126130029,15.112901210784912,0.45957873276564387,1715681500.4620857,0.1171592865368003
0.13035015724636356,229,59,20.252615451812744,0.014897183361683075,16.39658236503601,0.44770191068555915,1715681501.7457464,0.1154529738846805
0.11324487585132079,252,60,21.637869358062744,0.013087226818681564,17.78207278251648,0.4433698829124743,1715681503.1310003,0.10015764903263923
0.10845395124045601,277,61,23.146446228027344,0.01111965299197471,19.290019273757935,0.42473241508309934,1715681504.6395772,0.0973342982484813
0.08912782413217696,305,62,24.837257385253906,0.011120813815032079,20.9811372756958,0.3814304727278006,1715681506.3303883,0.07800701031714488
0.0673575135978706,335,63,26.640315294265747,0.011970711143633463,22.784682750701904,0.33309890239550277,1715681508.1334462,0.055386802454237126
0.050933033446005735,369,64,28.68187642097473,0.012422560978060597,24.82578134536743,0.2530229803266169,1715681510.1750073,0.03851047246794514
0.03989494567359657,406,65,30.916818380355835,0.013006503875539198,27.06116485595703,0.2094357465302389,1715681512.4099493,0.02688844179805737
0.036401789798390934,446,66,33.31029725074768,0.012710166064643766,29.45479989051819,0.18716651050864375,1715681514.8034282,0.023691623733747166
0.0317199954124185,491,67,36.00347185134888,0.011519402713181946,32.147228717803955,0.17982081494023638,1715681517.4966028,0.02020059269923656
0.027378838593221478,540,68,38.92396354675293,0.009806331082577242,35.06766319274902,0.17076405506705106,1715681520.4170945,0.017572507510644236
0.02762115205220477,594,69,42.17234253883362,0.00814959915205803,38.31627917289734,0.15477749050789016,1715681523.6654735,0.01947155290014674
0.022388547747745652,653,70,45.686678647994995,0.006568431754625093,41.83084678649902,0.1619831008675086,1715681527.1798096,0.01582011599312056
0.018722695630825296,718,71,49.56125354766846,0.005552776998138044,45.70534873008728,0.16882496007307943,1715681531.0543845,0.013169918632687252
0.017283124346080536,790,72,53.85383629798889,0.00454300881292574,49.9987416267395,0.13576632598405736,1715681535.3469672,0.012740115533154794
0.01212963402419603,869,73,58.57818341255188,0.003546607147621759,54.72228407859802,0.10922860698918467,1715681540.0713143,0.008583026876574272
0.009276906978018442,956,74,63.77478003501892,0.002746661818355523,59.91937851905823,0.1198552424889924,1715681545.267911,0.00653024515966292
0.007619122311845373,1052,75,69.5214581489563,0.0020847390712039494,65.66531896591187,0.09175396231279935,1715681551.014589,0.005534383240641424
0.005637359525702511,1157,76,75.81929516792297,0.0020509339890162057,71.96331810951233,0.07029651501907556,1715681557.312426,0.003586425536686305
0.004030551460585183,1272,77,82.67817974090576,0.001766457689679193,78.82266926765442,0.052002134854447914,1715681564.1713107,0.0022640937709059905
0.004305204205302832,1400,78,90.29313206672668,0.0017089580144252522,86.43708896636963,0.05092150568333123,1715681571.786263,0.00259624619087758
0.0027754327621974115,1539,79,98.576331615448,0.001333571226434268,94.72036504745483,0.04177560886195009,1715681580.0694625,0.0014418615357631435
0.002430621817551158,1693,80,107.77971172332764,0.0012879616905766985,103.92384886741638,0.04100790915102177,1715681589.2728426,0.0011426601269744591
0.001733336162890816,1863,81,117.93988561630249,0.0008534938622009894,114.0839490890503,0.0343050569725319,1715681599.4330165,0.0008798423006898266
0.0017141738276426552,2049,82,129.03865265846252,0.0008873495604291692,125.18231725692749,0.03447576905169678,1715681610.5317836,0.0008268242672134861
0.0028038001653198303,2254,83,141.23095059394836,0.0008919602013062387,137.37495875358582,0.06818401795914873,1715681622.7240815,0.0019118399640135914
0.0015297276455416323,2479,84,154.6080482006073,0.000541838864569572,150.7522008419037,0.06580995804323986,1715681636.1011791,0.0009878887809720604
0.0009666493960188298,2727,85,169.38818335533142,0.00037841758968577865,165.5322835445404,0.024943359857554814,1715681650.8813143,0.0005882318063330512
0.0011996054868593142,3000,86,185.60876083374023,0.00036682441982899917,181.7523581981659,0.05190923109156158,1715681667.1018918,0.0008327810670303151
0.0010200257077083784,3299,87,203.39985418319702,0.0002936148889885856,199.54392004013062,0.022677369012773337,1715681684.892985,0.0007264108187197928
0.0005549851992737585,3629,88,223.03378343582153,0.0002150549854079486,219.17746996879578,0.018636197230935445,1715681704.5269144,0.00033993021386581
0.0005968867564373026,3992,89,244.60410141944885,0.00018745253751310402,240.74799513816833,0.02457429923943649,1715681726.0972323,0.0004094342189241986
0.0003525629875891362,4391,90,268.31472516059875,0.00014263883875672187,264.45862102508545,0.01495590042278197,1715681749.807856,0.00020992414883241428
0.000303233366763907,4831,91,294.53037190437317,0.00014520184761081115,290.6740152835846,0.019499458885080437,1715681776.0235028,0.00015803151915309586
0.0002539331886724042,5314,92,323.25884652137756,0.00012199486780838028,319.4022295475006,0.021429168599380002,1715681804.7519774,0.00013193832086402397
0.0003726995185003967,5845,93,354.83279633522034,0.00013119448055546516,350.97608375549316,0.023402033305336235,1715681836.3259273,0.0002415050379449315
0.00022398900014503607,6429,94,389.5931611061096,0.00011693024139488994,385.7365300655365,0.011769354793407972,1715681871.086292,0.00010705875875014614
0.0001920621411918762,7072,95,427.9347355365753,9.53384500858856e-05,424.07823872566223,0.009708044559746486,1715681909.4278665,9.672369110599061e-05
0.00018353323705158061,7779,96,470.08392906188965,9.030256321762466e-05,466.22660756111145,0.010395030227337256,1715681951.57706,9.323067383395595e-05
0.0001740537017623735,8557,97,516.4921991825104,8.156148204642035e-05,512.635507106781,0.0151561843501973,1715681997.98533,9.249221971595316e-05
0.00014643723865445814,9413,98,567.4577853679657,7.538298888526181e-05,563.600802898407,0.009386762904461238,1715682048.9509163,7.105424976919633e-05
0.00016187603425473634,10354,99,623.4355819225311,7.022079563269313e-05,619.5789349079132,0.01299531769260209,1715682104.9287128,9.165523862204323e-05
0.00014432122737649734,11389,100,685.06400847435,6.397228081353877e-05,681.2069568634033,0.008909641393985014,1715682166.5571394,8.034894656295857e-05
0.00011507462068060948,12528,101,752.9265859127045,5.770722120951972e-05,749.0697712898254,0.01434675388877824,1715682234.4197168,5.7367399471089753e-05
0.00016152231134030368,13781,102,827.4517765045166,5.4706319620634214e-05,823.5948610305786,0.016847634132375826,1715682308.9449074,0.00010681599171966947
9.258648263221845e-05,15159,103,909.3604099750519,4.9144614237601024e-05,905.5039005279541,0.008191130705598704,1715682390.853541,4.344186839461742e-05
0.00017799998702925637,16675,104,999.391316652298,4.945893280082882e-05,995.5347836017609,0.01699465545825403,1715682480.8844476,0.00012854105422842755
0.00024294480010154696,18342,105,1098.3974554538727,5.7206651670734594e-05,1094.5407655239105,0.023677084145235415,1715682579.8905864,0.00018573814843081236
9.846005599503543e-05,20177,106,1207.3527235984802,4.531910066731884e-05,1203.4959173202515,0.0079537582885643,1715682688.8458545,5.31409553277166e-05
7.848839385849105e-05,22194,107,1327.0929145812988,3.5189130765614386e-05,1323.2361533641815,0.007467281922005094,1715682808.5860455,4.3299263092876674e-05
7.260916012754433e-05,24414,108,1459.1110181808472,3.3860318484099164e-05,1455.2543683052063,0.0064224258767563505,1715682940.604149,3.8748841643445166e-05
9.002438181912516e-05,26855,109,1604.0763938426971,3.054805851157011e-05,1600.2199168205261,0.0061214740895506785,1715683085.5695248,5.947632330755506e-05
0.0001033592928307697,29540,110,1763.6128492355347,3.090008958671549e-05,1759.7562465667725,0.013813082649043764,1715683245.1059802,7.24592032440542e-05
5.95749133808005e-05,32494,111,1939.2537925243378,2.8292040384980177e-05,1935.4004361629486,0.006683355439557363,1715683420.7469234,3.1282872995820324e-05
4.8030070767872505e-05,35744,112,2132.731286764145,2.385052618539113e-05,2128.875166654587,0.0060699047999999535,1715683614.2244177,2.4179544582481374e-05
4.471993783280134e-05,39318,113,2345.4449591636658,2.1387773287170053e-05,2341.588072538376,0.005724431678297162,1715683826.93809,2.3332164545631287e-05
7.280523573114565e-05,43250,114,2579.060975790024,1.987168137547058e-05,2575.2041993141174,0.009789157301867581,1715684060.5541067,5.293355435567508e-05
4.522261014768881e-05,47575,115,2835.994160890579,2.0208065414459382e-05,2832.1373612880707,0.0066452526178146145,1715684317.4872918,2.501454473322943e-05
3.980370000552291e-05,50431,116,3003.9110798835754,1.6595311822633205e-05,3000.054122686386,0.005114053786100812,1715684485.4042108,2.3208388182889707e-05
