_step,l2_error,_timestamp,_runtime,loss_interior,loss,time,loss_boundary,step
42,0.35644209996366144,1715696823.9037557,112.75016665458679,0.014810201432099313,0.09277039699234785,108.79526829719543,0.07796019556024854,46
43,0.36065325903780826,1715696832.941418,121.78782892227173,0.013182636977536787,0.08387060161153939,117.83289456367493,0.0706879646340026,50
44,0.3601085259150325,1715696844.280884,133.12729501724243,0.019272243966715247,0.07464562134143568,129.1719172000885,0.05537337737472043,55
45,0.29770386377433616,1715696857.8896387,146.7360496520996,0.016632144422635792,0.07661305072373371,142.7801969051361,0.059980906301097925,61
46,0.3173986652685577,1715696871.571241,160.41765189170837,0.019793517629497187,0.06155886468941904,156.4624617099762,0.041765347059921853,67
47,0.2753444853905773,1715696885.2664294,174.11284041404724,0.017003000688800746,0.06461428958852375,170.15776681900024,0.047611288899723,73
48,0.26298902663527013,1715696903.481973,192.3283839225769,0.01659360537458646,0.057806490955290654,188.3732647895813,0.04121288558070419,81
49,0.22830662056572606,1715696921.6805751,210.52698612213135,0.01658226244528024,0.056558524268788476,206.57194685935974,0.03997626182350823,89
50,0.2485352688938846,1715696942.1594617,231.00587272644043,0.0149929194666269,0.050084039789381946,227.05061984062195,0.03509112032275505,98
51,0.23604126507815107,1715696962.613808,251.4602189064026,0.01517802839862191,0.047359599219997085,247.50503587722778,0.032181570821375176,107
52,0.2336860085954664,1715696987.5941877,276.4405987262726,0.01563465211605023,0.04860538306684702,272.4851875305176,0.03297073095079679,118
53,0.22543682281989125,1715697014.8396995,303.686110496521,0.01368695104797311,0.041089208419761866,299.7308564186096,0.02740225737178876,130
54,0.21164483589090397,1715697044.3748832,333.2212941646576,0.011001671782269164,0.03379309364968691,329.26596689224243,0.022791421867417748,143
55,0.20093941847600402,1715697076.178599,365.02501010894775,0.00962807826532049,0.032500946476186135,361.06961584091187,0.022872868210865642,157
56,0.18365039285863857,1715697110.3038692,399.1502802371979,0.008913029680580017,0.02983179749980948,395.19512152671814,0.02091876781922946,172
57,0.1695169035530148,1715697151.1850605,440.03147149086,0.0070284316365336495,0.02354330252415075,436.0759627819061,0.0165148708876171,190
58,0.15393202713687135,1715697192.0649834,480.9113943576813,0.00606142095887382,0.021306160827417098,476.9560890197754,0.015244739868543277,208
59,0.14093415220631755,1715697239.7706099,528.6170208454132,0.005414657011932188,0.021407556916484403,524.6610333919525,0.015992899904552216,229
60,0.13982082331809623,1715697292.0845022,580.9309132099152,0.005412908698517694,0.017247621549869474,576.9757959842682,0.011834712851351778,252
61,0.13659911955646853,1715697348.880988,637.7273988723755,0.004566189904510428,0.014687694971484613,633.7719960212708,0.010121505066974184,277
62,0.11990814512793883,1715697412.3479457,701.1943566799164,0.0035437218948868405,0.013111682738966863,697.2391967773438,0.009567960844080022,305
63,0.113273803189037,1715697480.2063663,769.0527772903442,0.0028878385405024945,0.010779818481322138,765.097642660141,0.007891979940819643,335
64,0.09912915231711307,1715697557.2508597,846.0972707271576,0.0023744331666884708,0.008785438702283143,842.1419568061829,0.006411005535594672,369
65,0.09262853482256396,1715697641.0839534,929.9303643703461,0.002424253701081055,0.007446750257531236,925.9751310348511,0.005022496556450181,406
66,0.08095149415962946,1715697731.6023633,1020.4487743377686,0.0020347097034731838,0.0068218292072556655,1016.4937789440155,0.004787119503782481,446
67,0.07077802045395798,1715697833.5045662,1122.3509771823883,0.0018492417939077435,0.005188104321433188,1118.3957555294037,0.003338862527525444,491
68,0.06476575078232354,1715697944.4060915,1233.2525024414062,0.0015244403750591445,0.004298132782948584,1229.297280073166,0.00277369240788944,540
69,0.05602361438390367,1715698066.5770192,1355.4234302043915,0.0013034299829807697,0.0038792156456458364,1351.4681432247162,0.0025757856626650666,594
70,0.04919963491476149,1715698200.2300966,1489.0765075683594,0.0011009180930497068,0.0030280854046564037,1485.121340751648,0.0019271673116066969,653
71,0.04566471991540217,1715698346.7926958,1635.6391067504883,0.0010574203611209184,0.0024484532755950556,1631.6839385032654,0.0013910329144741372,718
72,0.039937103700303206,1715698508.846778,1797.693188905716,0.0008930887928200928,0.0022579730818628073,1793.7379982471466,0.0013648842890427143,790
73,0.036049992645815855,1715698687.0226066,1975.8690176010132,0.0007266361766354832,0.0018585882084380494,1971.9137148857117,0.001131952031802566,869
74,0.033476496251308246,1715698883.893323,2172.7397339344025,0.0006756933042524618,0.0014946607466950496,2168.783548593521,0.0008189674424425879,956
75,0.03022491686681595,1715699101.3876464,2390.2340574264526,0.0005588185953432013,0.0013718982491539512,2386.2787232398987,0.0008130796538107501,1052
76,0.028434778049642295,1715699339.265293,2628.1117038726807,0.00043949386353656436,0.0012153909627927789,2624.156290769577,0.0007758970992562146,1157
77,0.026392678325421057,1715699600.0222623,2888.868673324585,0.000399829253015077,0.0011310561485154118,2884.9135789871216,0.0007312268955003348,1272
78,0.026151178006332723,1715699715.80646,3004.6528708934784,0.00041755271437269204,0.001093291249112106,3000.6977274417877,0.000675738534739414,1323
