loss_interior,step,time,_timestamp,loss,loss_boundary,_step,l2_error,_runtime
0.01310808414763879,46,39.17552614212036,1715780571.5725167,0.03993428480730291,0.026826200659664123,42,0.16110324844972237,43.08982062339783
0.01189775709925425,50,42.3205463886261,1715780574.7179494,0.03457895858989422,0.022681201490639964,43,0.17792147803402075,46.23525333404541
0.00984164734483671,55,46.24633026123047,1715780578.6432438,0.02955237138242011,0.0197107240375834,44,0.1599270351159758,50.160547733306885
0.00850655945411637,61,50.95146679878235,1715780583.3482885,0.02634468764187487,0.0178381281877585,45,0.14237280217789655,54.86559247970581
0.007167535680323394,67,55.65881276130676,1715780588.0556037,0.02338300401640001,0.016215468336076615,46,0.14885633003025836,59.57290768623352
0.005517940004194982,73,60.37434363365173,1715780592.7713404,0.017763124533543444,0.012245184529348462,47,0.12187270941931391,64.28864431381226
0.004032466048234681,81,66.64753460884094,1715780599.0444496,0.01097872671148863,0.006946260663253948,48,0.08410667433041878,70.56175351142883
0.003572536838394586,89,72.91900706291199,1715780605.315875,0.007612807546154195,0.004040270707759609,49,0.072483551329504,76.8331789970398
0.0029524695129022906,98,79.97748637199402,1715780612.374555,0.005841960273617829,0.0028894907607155385,50,0.05783974390378512,83.89185905456543
0.0019305600604760992,107,87.0364580154419,1715780619.4336593,0.004133940199537507,0.0022033801390614082,51,0.04769725722280515,90.95096325874329
0.001229682306393303,118,95.6594021320343,1715780628.0563111,0.0025778547796367615,0.0013481724732434587,52,0.03934930370327901,99.57361507415771
0.0006213461892396744,130,105.0692024230957,1715780637.4662771,0.0016786560578541335,0.001057309868614459,53,0.03426626817263434,108.98358106613159
0.0003534808993064885,143,115.25225234031677,1715780647.6494925,0.0012585424270185413,0.0009050615277120528,54,0.031200088156678612,119.16679644584656
0.00021302049554395617,157,126.21613931655884,1715780658.613242,0.0009320533252864558,0.0007190328297424996,55,0.028267939451067592,130.13054585456848
0.00014269943080495178,172,137.9648253917694,1715780670.3617387,0.0007269369730434666,0.0005842375422385149,56,0.02591437460455496,141.87904262542725
0.00010395502647931451,190,152.06012344360352,1715780684.45732,0.0005220359812492038,0.0004180809547698892,57,0.022592472467758758,155.97462391853333
8.974123563975224e-05,208,166.15753507614136,1715780698.554473,0.0003870661668306831,0.00029732493119093086,58,0.019416941871982448,170.07177686691284
5.287250446917473e-05,229,182.5934181213379,1715780714.9907184,0.00022411654678665383,0.0001712440423174791,59,0.01628742561156877,186.5080223083496
3.36711287435644e-05,252,200.5903673171997,1715780732.9873328,0.0001391647985193853,0.0001054936697758209,60,0.013506559288577661,204.50463676452637
2.085924948127523e-05,277,220.14705991744995,1715780752.5439956,8.494618373428616e-05,6.408693425301093e-05,61,0.011078307640144829,224.06129956245422
1.9372578734451418e-05,305,242.0559229850769,1715780774.4532368,6.480259473470157e-05,4.5430016000250153e-05,62,0.008241035378701895,245.97054076194763
1.1075009277924476e-05,335,265.52503728866577,1715780797.9223475,3.657995145542068e-05,2.5504942177496203e-05,63,0.007081446888232858,269.4396514892578
5.255204354833676e-06,369,292.1212508678436,1715780824.5185492,2.061155423192889e-05,1.5356349877095212e-05,64,0.0059457850393879255,296.0358531475067
3.371080546305822e-06,406,321.0828495025635,1715780853.4801154,1.5215356405357739e-05,1.1844275859051917e-05,65,0.004794287433060368,324.9974193572998
1.167855765071558e-06,446,352.3896701335907,1715780884.786806,3.8300359278731836e-06,2.662180162801626e-06,66,0.002871804670722268,356.3041100502014
5.635678420583836e-07,491,387.6318144798279,1715780920.0289745,1.304987732590433e-06,7.414198905320495e-07,67,0.0017387036416683342,391.5462784767151
3.0386678962834866e-07,540,426.03627347946167,1715780958.4334674,6.059396508457107e-07,3.02072861217362e-07,68,0.0010494782818593396,429.9507713317871
1.0990521830063329e-07,594,468.33972096443176,1715781000.7369108,2.1685761713753008e-07,1.069523988368968e-07,69,0.00080291265564439,472.25421476364136
4.8759620952440254e-08,653,514.5790975093842,1715781046.97628,9.549488630945441e-08,4.6735265357014166e-08,70,0.0004537849950224825,518.4935839176178
3.132035263269655e-08,718,565.4991326332092,1715781097.8963153,7.666571637829376e-08,4.534536374559721e-08,71,0.0003386719939096827,569.4136192798615
9.544189738483855e-09,790,621.8975639343262,1715781154.2948291,1.7915489733509322e-08,8.371299995025465e-09,72,0.0002585326690135564,625.8121330738068
6.329143040229099e-09,869,683.7284889221191,1715781216.1257048,1.1811327030080333e-08,5.482183989851234e-09,73,0.00018469079559973778,687.6430087089539
4.852588043561969e-09,956,751.8324358463287,1715781284.2296405,9.556774554716818e-09,4.704186511154849e-09,74,0.00013492355027806092,755.7469444274902
2.8989142283993657e-09,1052,826.9255483150482,1715781359.3227608,5.477704131039482e-09,2.578789902640117e-09,75,0.00011703532350410261,830.8400647640228
1.740753767944546e-09,1157,909.064966917038,1715781441.4621537,3.45025239780196e-09,1.7094986298574137e-09,76,9.992447279742256e-05,912.979457616806
1.0322360193442497e-09,1272,998.8249609470367,1715781531.2221563,1.939998912995999e-09,9.077628936517495e-10,77,8.260167187246702e-05,1002.7394602298737
8.159550491551883e-09,1400,1098.597154378891,1715781630.9943488,1.2788404722594445e-08,4.6288542310425625e-09,78,6.823993477829512e-05,1102.5116527080536
8.334700547645049e-10,1539,1206.959660768509,1715781739.3568404,1.6864724600356797e-09,8.530024052711748e-10,79,5.2300384521274506e-05,1210.8741443157196
4.2735642251255675e-10,1693,1326.9929838180542,1715781859.3901844,8.185044684566465e-10,3.9114804594408974e-10,80,4.401931368579577e-05,1330.9074883460999
4.4860916383490454e-10,1863,1459.4608488082886,1715781991.8580153,8.170258688040747e-10,3.6841670496917016e-10,81,3.5668747738499195e-05,1463.3753192424774
3.595788914657029e-10,2049,1604.4561541080475,1715782136.853357,6.835797051565683e-10,3.2400081369086537e-10,82,3.135393659513458e-05,1608.370661020279
3.7805170108459377e-10,2254,1764.1478757858276,1715782296.5450947,6.779278983816533e-10,2.998761972970596e-10,83,2.6485190328160006e-05,1768.0623986721039
2.8426314294723794e-10,2479,1939.4477398395538,1715782471.8449488,4.66407393796277e-10,1.8214425084903908e-10,84,2.392005412572992e-05,1943.3622527122498
3.2473423937924773e-10,2727,2132.6993470191956,1715782665.0964987,5.470331787705075e-10,2.2229893939125978e-10,85,2.026100365153406e-05,2136.6138026714325
2.137803844471734e-09,3000,2345.4364697933197,1715782877.8336396,2.4344834086552075e-09,2.9667956418347314e-10,86,1.8234407612213156e-05,2349.3509435653687
1.4778296893888108e-10,3299,2578.464213848114,1715783110.8613963,2.302816351882112e-10,8.249866624933012e-11,87,1.638457441219064e-05,2582.3787002563477
1.6064858659806976e-10,3629,2835.586287498474,1715783367.98346,2.4906339971677875e-10,8.841481311870901e-11,88,1.4390453073232163e-05,2839.5007638931274
1.1907679439743034e-10,3841,3000.7499883174896,1715783533.1472635,1.8212317843044483e-10,6.30463840330145e-11,89,1.3163716269258377e-05,3004.6645674705505
