_runtime,step,l2_error,_timestamp,loss_boundary,loss_interior,time,_step,loss
8.687849998474121,46,0.45874363349870606,1715682276.530721,0.16382621862539368,0.026193427410640215,4.835677623748779,42,0.19001964603603388
8.935131072998047,50,0.5559735456813696,1715682276.778002,0.15145058441532758,0.011289460188317718,5.082958221435547,43,0.1627400446036453
9.239567518234253,55,0.54715795825418,1715682277.0824385,0.141543762596492,0.011491407597591617,5.387386798858643,44,0.15303517019408364
9.599295616149902,61,0.4664804935151114,1715682277.4421666,0.1423848129984361,0.017212772683751855,5.746985673904419,45,0.15959758568218796
9.960909605026245,67,0.5230787905987856,1715682277.8037806,0.12929615942481765,0.009753798949053169,6.108522176742554,46,0.13904995837387082
10.319758653640747,73,0.46309825659592674,1715682278.1626296,0.1370737659110951,0.013218484397143702,6.467240810394287,47,0.1502922503082388
10.794856309890747,81,0.4897029956841853,1715682278.6377273,0.12598308752918494,0.007797176235781004,6.942514657974243,48,0.13378026376496593
11.266038656234741,89,0.454971962370531,1715682279.1089096,0.12876882652230348,0.012187054209400297,7.413671970367432,49,0.1409558807317038
11.794023036956787,98,0.4569242573293072,1715682279.636894,0.11849028805798333,0.012033286935035288,7.941515922546387,50,0.13052357499301862
12.32344937324524,107,0.447538179620535,1715682280.1663203,0.11145941730527946,0.012179953776851184,8.47112226486206,51,0.12363937108213065
12.967483758926392,118,0.42585776747953025,1715682280.8103547,0.11178304113377632,0.011877797613160202,9.11473560333252,52,0.12366083874693652
13.664490222930908,130,0.43251868413128153,1715682281.5073612,0.10033871570591484,0.010429533936077928,9.812060594558716,53,0.11076824964199276
14.422085762023926,143,0.4037551300730488,1715682282.2649567,0.08213074017351905,0.008845399207838408,10.569649934768677,54,0.09097613938135746
15.234193086624146,157,0.36266205048126215,1715682283.077064,0.0782355282908236,0.009636884829525237,11.381657838821411,55,0.08787241312034884
16.100874662399292,172,0.3093028898989478,1715682283.9437456,0.0560298592532696,0.010844524971079484,12.24833631515503,56,0.06687438422434909
17.149573802947998,190,0.23685003038850877,1715682284.9924448,0.03583736725584982,0.014762556948126357,13.297338724136353,57,0.05059992420397618
18.19983220100403,208,0.2106200051162032,1715682286.0427032,0.02758443619987147,0.012095434751133238,14.352779388427734,58,0.03967987095100471
19.430163621902466,229,0.1823237884553656,1715682287.2730346,0.02524786186884445,0.010122104676697838,15.577707052230835,59,0.03536996654554229
20.749916553497314,252,0.15499383721685958,1715682288.5927875,0.017668150588217735,0.006718392813493298,16.89731788635254,60,0.024386543401711033
22.18101978302002,277,0.13276866480621669,1715682290.0238907,0.011442704165229094,0.004636292315085198,18.328606367111206,61,0.016078996480314293
23.800281763076782,305,0.10650203955684445,1715682291.6431527,0.008368068153946308,0.0028994003011815982,19.95216655731201,62,0.011267468455127907
25.540972471237183,335,0.08101455866965752,1715682293.3838434,0.004875855278926624,0.0030085052993086684,21.68825888633728,63,0.007884360578235293
27.491968393325806,369,0.052851680486618945,1715682295.3348393,0.002487398840816137,0.0012994126849955733,23.63895273208618,64,0.0037868115258117103
29.61023712158203,406,0.03810855122591107,1715682297.453108,0.0013083820996527625,0.001177688232355872,25.757351398468018,65,0.0024860703320086345
31.9005229473114,446,0.030555284410434265,1715682299.743394,0.0009888356354625849,0.0006957016731540253,28.04789924621582,66,0.0016845373086166102
34.46836304664612,491,0.026719898294212063,1715682302.311234,0.0007558667872750159,0.0006738058794179739,30.62109613418579,67,0.0014296726666929898
37.2952036857605,540,0.024864576806108714,1715682305.1380746,0.0006534894957450126,0.00035450790129575634,33.449503898620605,68,0.0010079973970407688
40.38355851173401,594,0.024595500426185673,1715682308.2264295,0.0007354471803957301,0.00045459641689618287,36.535747051239014,69,0.001190043597291913
43.769446849823,653,0.0200249873940366,1715682311.6123178,0.0005415824701273249,0.0004035105327065654,39.92004466056824,70,0.0009450930028338902
47.52955770492554,718,0.0193796344728778,1715682315.3724287,0.00042336360071183434,0.0004903046385777028,43.676915645599365,71,0.000913668239289537
51.618263244628906,790,0.017662661692269495,1715682319.4611342,0.0003398823068460367,0.00016960034734599724,47.765708684921265,72,0.000509482654192034
56.136218309402466,869,0.019393414049045765,1715682323.9790893,0.0004383759061543894,0.00014955864238534063,52.2896945476532,73,0.00058793454853973
61.11326575279236,956,0.02335172533347581,1715682328.9561367,0.0002230360708890764,0.00012805028452601722,57.26588296890259,74,0.00035108635541509364
66.5994381904602,1052,0.02864000308379665,1715682334.4423091,0.00033342147386129783,0.00011367224761939942,62.75126075744629,75,0.00044709372148069726
72.58900713920593,1157,0.0123756612505283,1715682340.431878,0.00016639156695946367,0.00015375203854908602,68.73636198043823,76,0.0003201436055085497
79.10428047180176,1272,0.012717769963900616,1715682346.9471514,0.00015163750939000848,7.628498451580858e-05,75.25156998634338,77,0.00022792249390581705
86.37154793739319,1400,0.014551045748199556,1715682354.214419,0.0001291972422923815,0.00012335068909587014,82.5244472026825,78,0.00025254793138825167
94.28226447105408,1539,0.012182924232755014,1715682362.1251354,0.0003950052726570493,0.00020138282862495368,90.43506050109863,79,0.000596388101282003
103.04289102554321,1693,0.00949606832023811,1715682370.885762,8.064801906988305e-05,4.214303404772461e-05,99.19012689590454,80,0.00012279105311760767
112.80146956443787,1863,0.01751554933128574,1715682380.6443405,7.957209692032453e-05,5.4737035541132653e-05,108.9485113620758,81,0.00013430913246145719
123.46524429321289,2049,0.013062921698245862,1715682391.3081152,0.0001319242791131495,0.0001859768052861721,119.61268162727356,82,0.0003179010843993216
135.0847852230072,2254,0.023433320067318686,1715682402.9276562,0.00017721047910435468,4.3452051663657656e-05,131.23737049102783,83,0.00022066253076801233
147.87217164039612,2479,0.0071576858732180886,1715682415.7150426,4.450245225920587e-05,5.279720816281405e-05,144.01920223236084,84,9.729966042201992e-05
161.96435594558716,2727,0.007549085921593129,1715682429.807227,9.264799129541153e-05,7.280560298372296e-05,158.11642694473267,85,0.0001654535942791345
177.52002239227295,3000,0.018378150030057976,1715682445.3628933,0.0003294687426891149,3.2172207920313985e-05,173.66747641563416,86,0.00036164095060942883
194.51829648017883,3299,0.006714743419848625,1715682462.3611674,4.637218989022789e-05,3.244132125286611e-05,190.66533660888672,87,7.8813511143094e-05
213.27943301200867,3629,0.01580724040750769,1715682481.122304,0.00024137413370678613,8.41448214639654e-05,209.42707061767578,88,0.00032551895517075153
234.02959609031677,3992,0.016474249035803665,1715682501.872467,0.00014569103132783753,0.0001952795117420872,230.1829481124878,89,0.00034097054306992476
256.8171718120575,4391,0.006853508101362446,1715682524.6600428,2.296917104788754e-05,2.817188276383145e-05,252.9698088169098,90,5.114105381171899e-05
281.85134625434875,4831,0.005044194970420711,1715682549.6942172,2.273994544963081e-05,2.3025520222608563e-05,278.00368189811707,91,4.576546567223937e-05
309.319650888443,5314,0.011225711354727982,1715682577.1625218,8.836251370690818e-05,5.6359275806535515e-05,305.4684615135193,92,0.0001447217895134437
339.60600662231445,5845,0.005002410727066767,1715682607.4488776,4.2896624410258935e-05,9.507464234601925e-05,335.75226378440857,93,0.00013797126675627817
372.81760907173157,6429,0.00795152068533464,1715682640.66048,3.2447873828110276e-05,4.7172624647492566e-05,368.9647934436798,94,7.962049847560284e-05
409.4063832759857,7072,0.01298819038185605,1715682677.2492542,2.844509184390019e-05,4.9217749562529206e-05,405.5532727241516,95,7.76628414064294e-05
449.51292300224304,7779,0.0033451716782687013,1715682717.355794,1.0600957882714039e-05,1.218751550291295e-05,445.6641221046448,96,2.278847338562699e-05
493.9014160633087,8557,0.012246686700753935,1715682761.744287,0.00011867136916765257,0.00019269476902729007,490.04838156700134,97,0.00031136613819494267
542.6283559799194,9413,0.016596264088878477,1715682810.471227,3.816030422924219e-05,7.025639838648138e-05,538.7810618877411,98,0.00010841670261572356
596.2019789218903,10354,0.007170801390701206,1715682864.0448499,5.2875321507010066e-05,9.622682132122307e-05,592.3488981723785,99,0.00014910214282823312
654.867687702179,11389,0.01286864531581418,1715682922.7105587,0.00015881586425128727,0.00015386479953294325,651.0149204730988,100,0.0003126806637842305
719.44486951828,12528,0.011194257298539014,1715682987.2877405,0.00010784253880968584,5.1415570015028175e-05,715.5918786525726,101,0.000159258108824714
790.5781254768372,13781,0.040581552412842954,1715683058.4209964,0.0005660930185661519,0.0001409455234538894,786.7250814437866,102,0.0007070385420200414
868.6816358566284,15159,0.017775870020977174,1715683136.5245068,0.00011241472920237555,5.867248227239722e-05,864.8327813148499,103,0.00017108721147477278
954.980619430542,16675,0.002581424850098007,1715683222.8234904,5.577334159457673e-06,2.8551397510280424e-05,951.1276574134827,104,3.41287316697381e-05
1049.6081883907318,18342,0.0161187568005994,1715683317.4510593,8.753746164479329e-05,1.5866699929687712e-05,1045.7550795078278,105,0.000103404161574481
1153.6606607437134,20177,0.007993783207615525,1715683421.5035317,3.495282099558843e-05,0.0004285631472411668,1149.8135211467743,106,0.00046351596823675527
1268.553106546402,22194,0.006235071556705374,1715683536.3959775,2.6713716938381773e-05,8.168297372795923e-05,1264.7053883075714,107,0.00010839669066634101
1394.4035093784332,24414,0.00255418360129465,1715683662.2463803,3.827111602805109e-06,4.354204362022212e-06,1390.556970834732,108,8.18131596482732e-06
1532.6541316509247,26855,0.005075234174906234,1715683800.4970026,1.653885018147026e-05,8.654398342935323e-06,1528.8010048866272,109,2.5193248524405585e-05
1685.0391812324524,29540,0.005800580044158344,1715683952.8820522,3.249435274732646e-05,2.9406498044450705e-05,1681.1862077713013,110,6.190085079177717e-05
1852.4378094673157,32494,0.0021686319942326887,1715684120.2806804,3.0123642761884366e-06,9.98290439773992e-06,1848.5898694992065,111,1.2995268673928356e-05
2037.199889421463,35744,0.0035836049830150394,1715684305.0427604,3.3675816488819088e-06,0.00010146780567913083,2033.3516170978546,112,0.00010483538732801274
2240.286319732666,39318,0.005871045949076426,1715684508.1291907,1.3753618891240782e-05,1.3862282147000567e-05,2236.43843793869,113,2.761590103824135e-05
2463.8041446208954,43250,0.0030210266943916054,1715684731.6470156,5.55709728887175e-06,6.641112298640774e-06,2459.951354265213,114,1.2198209587512524e-05
2709.793383836746,47575,0.000988737818208155,1715684977.6362548,6.352452999551572e-07,3.4979760100350225e-06,2705.940640926361,115,4.13322130999018e-06
2980.0909717082977,52332,0.003692461723617689,1715685247.9338427,1.4671558378465551e-05,1.0434109256558235e-05,2976.2440073490143,116,2.5105667635023788e-05
3003.852222919464,52746,0.0007473512407844563,1715685271.6950939,7.753722145912112e-07,2.5581134903720323e-06,3000.0059957504272,117,3.3334857049632435e-06
