l2_error,loss_boundary,loss_interior,_step,step,_timestamp,loss,_runtime,time
0.6194034994248834,0.19901310225504013,0.01945338941830012,48,81,1715686810.893027,0.21846649167334026,6.633522987365723,2.815920829772949
0.5676246476018574,0.20743393253598816,0.02176197426184426,49,89,1715686811.0203211,0.22919590679783242,6.760817050933838,2.9432826042175293
0.6148060691055123,0.1778718189383373,0.01738255096434864,50,98,1715686811.1713507,0.19525436990268596,6.91184663772583,3.094269275665283
0.5643298002579087,0.17226085291826576,0.021966834099554678,51,107,1715686811.314939,0.19422768701782045,7.055434942245483,3.237781524658203
0.5753304776065271,0.17370803873909485,0.017548766983498148,52,118,1715686811.488214,0.191256805722593,7.228709936141968,3.410965919494629
0.5605353400172166,0.1579519544315961,0.015543388017804683,53,130,1715686811.6948435,0.1734953424494008,7.435339450836182,3.6179277896881104
0.5315076422339244,0.15422432602681047,0.013228386327257546,54,143,1715686811.9128172,0.167452712354068,7.653313159942627,3.8370752334594727
0.5096015640672766,0.13801212924469075,0.012729952493708108,55,157,1715686812.1394193,0.15074208173839887,7.879915237426758,4.062487840652466
0.505752310909341,0.14312785391731894,0.011206562469436727,56,172,1715686812.387512,0.15433441638675566,8.128007888793945,4.312538385391235
0.4939163528120312,0.13703370937115147,0.011892483430326653,57,190,1715686812.6906443,0.14892619280147812,8.431140184402466,4.615612268447876
0.4647924337247511,0.1273709819785993,0.013695498600340346,58,208,1715686812.9881372,0.14106648057893964,8.728633165359497,4.911984443664551
0.4607704181182032,0.11550183413182216,0.014312916962128842,59,229,1715686813.3362432,0.129814751093951,9.076739072799683,5.258933782577515
0.43114069078161077,0.0976266101335204,0.014571558323763218,60,252,1715686813.7135286,0.11219816845728363,9.45402455329895,5.637217044830322
0.41611418003759526,0.09554071681540839,0.013385399655486059,61,277,1715686814.1212745,0.10892611647089445,9.861770391464233,6.043892860412598
0.38537889877191966,0.07673770942548888,0.012217204602243415,62,305,1715686814.571013,0.0889549140277323,10.311508893966675,6.4935362339019775
0.33009845911579944,0.06907668717946872,0.01290922125893484,63,335,1715686815.0568693,0.08198590843840356,10.797365188598633,6.980326175689697
0.2743364393596078,0.04487534475822608,0.010642692950199347,64,369,1715686815.6277945,0.05551803770842542,11.368290424346924,7.552610158920288
0.20940243052182422,0.02833780059862517,0.011829774619990978,65,406,1715686816.2115538,0.04016757521861615,11.952049732208252,8.13418984413147
0.1900512461569799,0.026166569420866318,0.011941545306694057,66,446,1715686816.8609993,0.03810811472756037,12.601495265960693,8.78084397315979
0.17700085575710567,0.02219029332719994,0.009822192593757252,67,491,1715686817.5788498,0.03201248592095719,13.319345712661743,9.50269865989685
0.17068706460825042,0.018836036979454,0.009141802476364275,68,540,1715686818.350734,0.027977839455818276,14.091229915618896,10.273279428482056
0.16860201287673074,0.01594415837526732,0.0076399226026623,69,594,1715686819.1963518,0.02358408097792962,14.936847686767578,11.118917465209961
0.16698820367404144,0.01527289019553353,0.0063357780382865955,70,653,1715686820.119988,0.021608668233820124,15.860483884811401,12.042294025421143
0.13500249443469886,0.012975082592600828,0.0053601362871984045,71,718,1715686821.162539,0.018335218879799234,16.903034925460815,13.085276126861572
0.14311315364401478,0.014101661389542105,0.004487544001008014,72,790,1715686822.309304,0.018589205390550118,18.049799919128418,14.231778621673584
0.11984847089410768,0.0094878168932877,0.003832684317691214,73,869,1715686823.5800436,0.013320501210978913,19.320539474487305,15.50311541557312
0.10762443601756852,0.008330802959787246,0.0029095692765751485,74,956,1715686824.966654,0.011240372236362395,20.707149982452393,16.889213800430298
0.08767346186907804,0.005914458631306875,0.0026196258332375445,75,1052,1715686826.4835424,0.00853408446454442,22.22403836250305,18.40720248222351
0.07643649570735889,0.0048717457997361395,0.0021996623468207173,76,1157,1715686828.1405025,0.0070714081465568564,23.880998373031616,20.06316375732422
0.06534101110840576,0.0028177062491789332,0.002100207930265639,77,1272,1715686829.9397242,0.004917914179444573,25.680220127105713,21.862131357192993
0.05160694987202228,0.002526554233052531,0.0021111731324415565,78,1400,1715686831.9786227,0.004637727365494088,27.71911859512329,23.901401042938232
0.044681428211550196,0.001803054984885618,0.0018508296995667064,79,1539,1715686834.1588585,0.0036538846844523243,29.899354457855225,26.08149480819702
0.04445472887978485,0.0018551442450751613,0.0017640922575165707,80,1693,1715686836.643626,0.0036192365025917318,32.384121894836426,28.566924333572388
0.04762733587151825,0.0012460916438358002,0.0015199156471037405,81,1863,1715686839.3801553,0.0027660072909395407,35.12065124511719,31.304048538208008
0.03592306388086491,0.0011128020277059191,0.0013146148133462963,82,2049,1715686842.310709,0.0024274168410522157,38.05120491981506,34.23313307762146
0.0359742337773874,0.0013104945879003212,0.001165793417482559,83,2254,1715686845.5668855,0.00247628800538288,41.30738139152527,37.48946237564087
0.0395298776034677,0.001038119471674376,0.0009199494570762162,84,2479,1715686849.1372778,0.0019580689287505924,44.87777376174927,41.06176042556763
0.031594713405359395,0.0009176361517658719,0.0008527596679267259,85,2727,1715686853.0498078,0.0017703958196925978,48.7903037071228,44.97242879867554
0.030138802886228895,0.000929680051962265,0.0007586894660749156,86,3000,1715686857.3901315,0.0016883695180371808,53.130627393722534,49.312437295913696
0.03095510233372591,0.0008499960018353336,0.0006770198954890821,87,3299,1715686862.2147307,0.0015270158973244158,57.95522665977478,54.137080669403076
0.03126399250620908,0.000806074153592565,0.0005573149057027924,88,3629,1715686867.413875,0.0013633890592953575,63.1543710231781,59.336602449417114
0.026861022448050373,0.0010245223785756508,0.0004839957250418682,89,3992,1715686873.1564987,0.001508518103617519,68.89699459075928,65.08002948760986
0.025456343260827595,0.0007972396586810476,0.000431636776886743,90,4391,1715686879.541802,0.0012288764355677904,75.28229784965515,71.46547150611877
0.024251971999718503,0.0006976056759773001,0.00036872314894736643,91,4831,1715686886.5543096,0.0010663288249246664,82.2948055267334,78.47648668289185
0.02520677224143422,0.0005224804577647231,0.0003291696126812431,92,5314,1715686894.1330838,0.0008516500704459662,89.87357974052429,86.05531930923462
0.021445458630365403,0.0005567303942667739,0.00028270895259911873,93,5845,1715686902.6956115,0.0008394393468658927,98.43610739707947,94.61806631088257
0.024877320345147065,0.00041233933324571207,0.00023313181892817712,94,6429,1715686911.9800255,0.0006454711521738892,107.72052145004272,103.90256476402283
0.019463672921553588,0.00039900125492995736,0.0002107145338645185,95,7072,1715686922.2196393,0.0006097157887944758,117.96013522148132,114.14335894584656
0.018323105737098937,0.00035683393182489045,0.00018022475307174032,96,7779,1715686933.5168455,0.0005370586848966307,129.2573413848877,125.4399631023407
0.01839650040252396,0.00034286317222269894,0.0001610255398063388,97,8557,1715686945.8912344,0.0005038887120290378,141.63173031806946,137.81354665756226
0.01982540902862191,0.0002834736517859815,0.0001385756414534403,98,9413,1715686959.5010107,0.00042204929323942176,155.2415065765381,151.42415404319763
0.018935211541989152,0.0002376442518597985,0.00012526673643063998,99,10354,1715686974.4210985,0.00036291098829043845,170.16159439086914,166.34587597846985
0.01714738710963154,0.00023696475413973248,0.00012261527391436273,100,11389,1715686990.8101408,0.0003595800280540952,186.55063676834106,182.73221468925476
0.014289067889077293,0.00021032028815748657,0.00010614130585172791,101,12528,1715687008.9977984,0.00031646159400921446,204.73829436302185,200.9200038909912
0.0180840772836481,0.00017119418436356597,9.544725374858053e-05,102,13781,1715687028.9637702,0.0002666414381121465,224.70426607131958,220.88601636886597
0.013722955280172932,0.0001708325876949205,8.367949524000776e-05,103,15159,1715687050.9587748,0.00025451208293492827,246.69927072525024,242.88086247444153
0.015247226165675547,0.00020256402354168568,7.760577893918145e-05,104,16675,1715687075.066317,0.00028016980248086716,270.8068130016327,266.9887456893921
0.019253356174817327,0.0002565029031682147,7.695987849041577e-05,105,18342,1715687101.464625,0.00033346278165863043,297.20512080192566,293.3883538246155
0.012696232078271159,0.0001386031745884334,6.072885721319368e-05,106,20177,1715687130.2705297,0.00019933203180162707,326.01102566719055,322.1926691532135
0.021655625879435886,0.00014555333470352128,6.2235612900733e-05,107,22194,1715687162.2147157,0.00020778894760425427,357.9552116394043,354.13666224479675
0.012444839886287232,0.0001253854278796017,5.446089399189426e-05,108,24414,1715687197.276565,0.00017984632187149595,393.01706099510193,389.1987931728363
0.010693390405900102,0.00011529203113139528,5.0217190456935864e-05,109,26855,1715687235.9787457,0.00016550922158833114,431.7192416191101,427.9006886482239
0.01003573010768368,0.00012539826376939406,5.1667219056584184e-05,110,29540,1715687278.483347,0.00017706548282597824,474.2238428592682,470.40555787086487
0.010721132351693136,0.00010485206438863554,4.673117999750185e-05,111,32494,1715687325.6697826,0.0001515832443861374,521.4102785587311,517.5918271541595
0.01000019855903565,9.636796621630745e-05,4.581064564106087e-05,112,35744,1715687377.5122154,0.0001421786118573683,573.2527112960815,569.43421626091
0.009564935050063495,9.75166228099664e-05,4.2403354077966024e-05,113,39318,1715687434.5834196,0.00013991997688793243,630.3239154815674,626.5074410438538
0.010360132333363829,6.964363017237127e-05,4.223695704236866e-05,114,43250,1715687497.398222,0.00011188058721473993,693.1387178897858,689.3202433586121
0.009460888607242555,7.253615241516108e-05,3.223797405539338e-05,115,47575,1715687565.944125,0.00010477412647055446,761.6846208572388,757.8677754402161
0.008263432099663072,6.331102734818126e-05,3.146937629834776e-05,116,52332,1715687641.5585876,9.478040364652903e-05,837.2990834712982,833.4818789958954
0.013749184441280168,8.994467004951021e-05,3.187790173071148e-05,117,57566,1715687724.5340922,0.0001218225717802217,920.2745881080627,916.4565079212189
0.007693851856154056,5.6844828854289145e-05,2.6614741796410392e-05,118,63322,1715687815.9603066,8.345957065069953e-05,1011.700802564621,1007.8824238777161
0.00830074263252589,4.919174398776211e-05,2.2499719045800934e-05,119,69654,1715687916.713919,7.169146303356305e-05,1112.454414844513,1108.6360561847687
0.008982657005726986,4.330809215884628e-05,2.1310605715626522e-05,120,76620,1715688027.7745557,6.461869787447281e-05,1223.5150516033173,1219.698771238327
0.0065215690216540185,3.6585484221332596e-05,1.74129495928807e-05,121,84281,1715688149.2977421,5.399843381421329e-05,1345.0382380485535,1341.2199339866638
0.010752211300469678,4.429472427874527e-05,1.7176374631701e-05,122,92710,1715688283.0674727,6.147109891044628e-05,1478.8079686164856,1474.9918360710144
0.011272849474882293,5.947031701332197e-05,1.5449956286048982e-05,123,101980,1715688430.5364108,7.492027329937095e-05,1626.2769067287445,1622.4602086544037
0.00747294236427951,3.883982754673239e-05,1.3543758691161311e-05,124,112178,1715688592.8117537,5.23835862378937e-05,1788.5522496700287,1784.7344551086426
0.005853128083765602,2.818641021480337e-05,1.2712528959838587e-05,125,123396,1715688771.058958,4.089893917464196e-05,1966.7994539737701,1962.9818031787872
0.006455669367801553,2.9278946756914392e-05,1.1621332839766715e-05,126,135736,1715688967.3602054,4.0900279596681106e-05,2163.1007013320923,2159.2821831703186
0.009913109132922794,4.434644790764562e-05,1.098191313653304e-05,127,149309,1715689183.191172,5.5328361044178654e-05,2378.931667804718,2375.1132261753082
0.004961383875768667,2.8335985713848668e-05,9.691916070402475e-06,128,164240,1715689420.5061321,3.802790178425114e-05,2616.2466280460358,2612.428005218506
0.0049297928911811745,2.308747032387897e-05,9.281666243799503e-06,129,180664,1715689682.6826375,3.236913656767847e-05,2878.4231333732605,2874.604672431946
0.0048763502033959015,2.0230473128814272e-05,8.800808570936896e-06,130,188456,1715689808.0916615,2.9031281699751166e-05,3003.8321573734283,3000.015324831009
