loss_interior,loss_boundary,step,time,_timestamp,_step,_runtime,l2_error,loss
2.450668069944958e-06,7.000030284396487e-06,39,77.28342127799988,1715701249.0972562,39,81.35645723342896,0.0029384229172165527,9.450698354341445e-06
2.0440418473540247e-06,7.370560170251266e-06,40,82.30059838294983,1715701254.1144552,40,86.37365627288818,0.003456502983480836,9.41460201760529e-06
1.4631366585628117e-06,7.1324098120444465e-06,42,85.30956411361694,1715701257.123413,41,89.38261413574219,0.002681555877545302,8.595546470607259e-06
9.63522203327579e-07,7.408949208434517e-06,46,98.36036372184753,1715701270.1742342,42,102.4334352016449,0.0034087979359057486,8.372471411762096e-06
8.50615267583739e-07,3.104444161990372e-06,50,111.36122965812683,1715701283.1751487,43,115.43434977531433,0.0022510120050111787,3.955059429574111e-06
5.05496405213857e-07,3.019708488858248e-06,55,118.17973566055298,1715701289.9938302,44,122.2530312538147,0.0022367455957298453,3.5252048940721053e-06
6.343057959039464e-07,1.2882820167216024e-06,61,133.87547302246094,1715701305.689402,45,137.94860315322876,0.0017539696259587718,1.922587812625549e-06
3.341702854688052e-07,5.833265093364867e-07,67,153.12277221679688,1715701324.936651,46,157.1958520412445,0.0008258623064883769,9.174967948052919e-07
1.980262756362176e-07,4.587736364014475e-07,73,170.3464822769165,1715701342.1603441,47,174.41954517364502,0.0008037595433554757,6.567999120376651e-07
1.1414984323921873e-07,3.1453136258641114e-07,81,195.60587358474731,1715701367.4200058,48,199.67920684814453,0.0006120910710208619,4.286812058256299e-07
8.086794279937893e-08,2.1947067853259273e-07,89,224.36146140098572,1715701396.1756902,49,228.43489122390747,0.000497208236662847,3.0033862133197167e-07
3.847812573141273e-08,2.1429045825870574e-07,98,266.56989002227783,1715701438.3840246,50,270.64322566986084,0.000487513251338165,2.5276858399011847e-07
2.9290845744822965e-08,9.317952946808444e-08,107,308.70450735092163,1715701480.518664,51,312.7778649330139,0.0003385137478365591,1.224703752129074e-07
1.9295873926304764e-08,4.949452584431256e-08,118,363.816486120224,1715701535.630619,52,367.88982009887695,0.0002802502223475801,6.879039977061733e-08
8.4265843544434e-09,2.1491456810680917e-08,130,423.74673891067505,1715701595.5608647,53,427.82006573677063,0.0001608303567700618,2.9918041165124315e-08
6.4668737691570625e-09,1.6711288121430996e-08,143,488.71735072135925,1715701660.5316048,54,492.7908058166504,0.0001468659113442238,2.317816189058806e-08
3.1692832172337607e-09,1.0340747019898854e-08,157,558.804388999939,1715701730.6185174,55,562.8777184486389,0.00010638259730027581,1.3510030237132614e-08
2.3694652844245495e-09,7.73751319649361e-09,172,633.7237122058868,1715701805.537837,56,637.7970380783081,8.887500271720655e-05,1.0106978480918158e-08
1.7358394086735656e-09,5.478220470835254e-09,190,723.7345998287201,1715701895.5488381,57,727.808039188385,7.323282618581497e-05,7.214059879508819e-09
1.3592679570865516e-09,4.011704707080069e-09,208,813.5673470497131,1715701985.3814838,58,817.6406848430634,6.656782981311002e-05,5.37097266416662e-09
1.185757729608065e-09,3.983374325966605e-09,229,918.5159230232239,1715702090.3302586,59,922.5894596576691,6.31853418022962e-05,5.16913205557467e-09
1.0765505583495631e-09,2.955801177180515e-09,252,1033.457638502121,1715702205.2718058,60,1037.5310068130493,5.473568757733276e-05,4.032351735530078e-09
9.465713293074222e-10,2.999088156370454e-09,277,1158.612580537796,1715702330.4267173,61,1162.6859183311462,5.120932183947581e-05,3.945659485677876e-09
7.634625668377697e-10,2.5433175883793647e-09,305,1298.7817952632904,1715702470.5959086,62,1302.8551096916199,5.042873371240293e-05,3.3067801552171345e-09
6.789583741157928e-10,2.1995274678793176e-09,335,1448.0859971046448,1715702619.9001522,63,1452.1593532562256,4.9030630943765804e-05,2.8784858419951106e-09
6.545209970233376e-10,1.7449320750646803e-09,369,1617.8461201190948,1715702789.6604831,64,1621.9196841716766,4.272683800455555e-05,2.399453072088018e-09
5.333827095131778e-10,1.4562169843967674e-09,406,1804.3511128425598,1715702976.1653032,65,1808.4245042800903,3.731914326508412e-05,1.9895996939099453e-09
5.465311359195585e-10,1.5058898304801578e-09,446,2005.6804013252258,1715703177.4946754,66,2009.7538764476776,3.7149976061078166e-05,2.052420966399716e-09
4.937877770910881e-10,9.701582118011597e-10,491,2232.9218266010284,1715703404.7360322,67,2236.995233297348,3.61208636972387e-05,1.4639459888922478e-09
4.0970244057968797e-10,1.0978101073437405e-09,540,2480.1917424201965,1715703652.0058901,68,2484.2650911808014,3.4221768550424124e-05,1.5075125479234285e-09
4.3048370295218645e-10,9.21572526439665e-10,594,2753.521656036377,1715703925.3359518,69,2757.5951528549194,3.069131660512727e-05,1.3520562293918514e-09
3.763844516677054e-10,8.384398061099501e-10,644,3004.591990709305,1715704176.4061186,70,3008.6653196811676,3.0300494141995193e-05,1.2148242577776555e-09
