loss_boundary,loss_interior,loss,step,_step,time,l2_error,_timestamp,_runtime
0.20328767662406613,0.024950818102178748,0.22823849472624488,46,42,2.285691499710083,0.5472019928400227,1715697377.0522819,6.147625923156738
0.22395616585645645,0.03596741738781022,0.2599235832442667,50,43,2.3510236740112305,0.48048513792415715,1715697377.1174474,6.212791442871094
0.2177390308472654,0.029190142222641498,0.2469291730699069,55,44,2.4315426349639893,0.4825369105841458,1715697377.198112,6.293456077575684
0.20788032567136647,0.01335895953504905,0.2212392852064155,61,45,2.5275049209594727,0.5467499356626064,1715697377.294133,6.389477014541626
0.20196378787479996,0.0054853699907380735,0.20744915786553803,67,46,2.6274497509002686,0.602510004006203,1715697377.3939257,6.489269733428955
0.20908900494660904,0.006960217006647188,0.21604922195325624,73,47,2.724653959274292,0.5837667386975539,1715697377.491277,6.586621046066284
0.17228589220244583,0.016898563650452277,0.18918445585289811,81,48,2.852787733078003,0.5085181603265782,1715697377.6192653,6.714609384536743
0.17252854369233522,0.016933091996457133,0.18946163568879235,89,49,2.9803335666656494,0.5032817287063964,1715697377.74664,6.841984033584595
0.15374118465331318,0.013844691224862244,0.16758587587817542,98,50,3.1226818561553955,0.5307335581654775,1715697377.8891852,6.984529256820679
0.1475642473113994,0.019433160604765718,0.1669974079161651,107,51,3.265310287475586,0.5041395061017517,1715697378.0319262,7.127270221710205
0.15202069542712987,0.014883158502975813,0.16690385393010568,118,52,3.4391891956329346,0.511678817467379,1715697378.2058206,7.301164627075195
0.13711919693287858,0.013276279127211878,0.15039547606009046,130,53,3.6267056465148926,0.49257670980589857,1715697378.3933582,7.488702297210693
0.13511583113968348,0.009826819463652945,0.14494265060333641,143,54,3.830437183380127,0.47961046144923053,1715697378.5971124,7.692456483840942
0.12131055268250475,0.00934669011582283,0.13065724279832758,157,55,4.049774885177612,0.47521618854409164,1715697378.8164167,7.9117608070373535
0.12728227265830042,0.008157017607850746,0.13543929026615117,172,56,4.284465789794922,0.46864150374173924,1715697379.0511873,8.146531343460083
0.12219680495833148,0.00955359814574538,0.13175040310407685,190,57,4.563289165496826,0.45589917405719926,1715697379.3301296,8.425473690032959
0.11514638673671068,0.010419072975860623,0.1255654597125713,208,58,4.844316244125366,0.43939174424873245,1715697379.61109,8.70643401145935
0.10405541319870565,0.01021664195329742,0.11427205515200307,229,59,5.1689722537994385,0.43903372502822374,1715697379.9356902,9.031034231185913
0.08791593755095005,0.010208782937281344,0.0981247204882314,252,60,5.529294967651367,0.40763238768817295,1715697380.2960203,9.391364336013794
0.08157951157120036,0.009137893073065584,0.09071740464426595,277,61,5.914898157119751,0.37719380894595633,1715697380.6816351,9.776979207992554
0.059176448082318284,0.00964834970213996,0.06882479778445824,305,62,6.347597360610962,0.33048394329033215,1715697381.1142204,10.209564447402954
0.047029901122457425,0.012826193892917918,0.059856095015375345,335,63,6.814770936965942,0.25919308333875263,1715697381.58151,10.676854133605957
0.03390590276749269,0.011996171728725106,0.0459020744962178,369,64,7.338879108428955,0.2251320373483821,1715697382.10566,11.201004028320312
0.026670304273855954,0.010081454232275092,0.03675175850613105,406,65,7.911323070526123,0.20112854841529945,1715697382.6777327,11.77307677268982
0.02658992592449264,0.007790407033198837,0.034380332957691474,446,66,8.531843900680542,0.1838474118782097,1715697383.2984974,12.39384150505066
0.021177961128327837,0.006192943314785071,0.02737090444311291,491,67,9.230892658233643,0.17064963326266233,1715697383.9975705,13.092914581298828
0.017200805506434876,0.005116441030707685,0.022317246537142562,540,68,9.988117218017578,0.1609572399525612,1715697384.7548077,13.850151777267456
0.012027416972606116,0.0035584788191191205,0.015585895791725236,594,69,10.827889442443848,0.13576675405361352,1715697385.5946686,14.690012693405151
0.009663809657056259,0.0032448405943433607,0.01290865025139962,653,70,11.736666202545166,0.12785536841839165,1715697386.503426,15.598770141601562
0.0068157164251841035,0.0024899278378761364,0.00930564426306024,718,71,12.742315769195557,0.10263844869157177,1715697387.5090563,16.604400396347046
0.005640273538860178,0.0022400109569967724,0.00788028449585695,790,72,13.857617616653442,0.08184670420291246,1715697388.6242943,17.719638347625732
0.002815313279894686,0.0017881060727272834,0.004603419352621969,869,73,15.083112001419067,0.08078156596724026,1715697389.849612,18.944956064224243
0.0016880125146024648,0.001377749216414769,0.003065761731017234,956,74,16.424977779388428,0.04541751676776232,1715697391.1917222,20.287066221237183
0.0012047711910253168,0.0009403295437738335,0.0021451007347991504,1052,75,17.90169620513916,0.03669706273779812,1715697392.668473,21.763817071914673
0.0008123049334614192,0.000649619168036729,0.0014619241014981483,1157,76,19.51427936553955,0.0394765022446225,1715697394.2810812,23.37642526626587
0.0006249836229697598,0.00048768694686625026,0.00111267056983601,1272,77,21.280771493911743,0.02921096118516816,1715697396.0474968,25.14284086227417
0.0006771180044318364,0.0003577899046034039,0.0010349079090352404,1400,78,23.249733924865723,0.024479056690902144,1715697398.0165184,27.111862421035767
0.0005535373931054453,0.0002753424014472422,0.0008288797945526876,1539,79,25.37441086769104,0.02562769457889789,1715697400.1412163,29.236560344696045
0.00035636205318920845,0.00024618361937546603,0.0006025456725646744,1693,80,27.762924671173096,0.021696310434854326,1715697402.529687,31.625030994415283
0.00027798373315845396,0.0002178769742039881,0.000495860707362442,1863,81,30.365933656692505,0.017259663553007832,1715697405.1327226,34.22806668281555
0.0002572878883862158,0.00019638976361437314,0.0004536776520005889,2049,82,33.22717833518982,0.017612581628029592,1715697407.9940193,37.08936333656311
0.0005424667649308184,0.0001592899616968508,0.0007017567266276692,2254,83,36.40187621116638,0.02592905259461142,1715697411.168632,40.263976097106934
0.00026634119199270224,0.00013084485071644658,0.00039718604270914883,2479,84,39.8532018661499,0.01682305333110216,1715697414.6200454,43.71538949012756
0.0003013887522119678,0.00012872053679577659,0.0004301092890077444,2727,85,43.65804481506348,0.014213809102024024,1715697418.4252813,47.5206253528595
0.00027513685930428543,9.339232909071593e-05,0.00036852918839500135,3000,86,47.85474991798401,0.022447546371753932,1715697422.6216667,51.717010736465454
0.0001366900087029242,8.533032682745941e-05,0.0002220203355303836,3299,87,52.431188344955444,0.012163836006489511,1715697427.198003,56.293347120285034
0.0004441152297767255,6.76912505470113e-05,0.0005118064803237368,3629,88,57.51103639602661,0.01815668442267305,1715697432.2777781,61.373122215270996
9.993522558255247e-05,8.664844749436421e-05,0.00018658367307691667,3992,89,63.07878017425537,0.015929064890246855,1715697437.8454278,66.94077181816101
0.0001807516878539572,5.394302041297938e-05,0.00023469470826693655,4391,90,69.17740893363953,0.020262888187433756,1715697443.9441721,73.03951621055603
6.991537160267845e-05,6.65954595511238e-05,0.00013651083115380226,4831,91,75.94962310791016,0.008239969387039033,1715697450.7162728,79.81161689758301
5.828672705157949e-05,5.1228610594009956e-05,0.00010951533764558944,5314,92,83.35850405693054,0.008196126014930478,1715697458.125281,87.22062516212463
0.0006051113308016962,4.456694382737409e-05,0.0006496782746290703,5845,93,91.59662055969238,0.03187007457359884,1715697466.363629,95.45897316932678
4.8996861512649e-05,7.413476337814982e-05,0.0001231316248907988,6429,94,100.60263657569885,0.00724557572967104,1715697475.3695836,104.46492767333984
4.346804444687254e-05,6.509731742057567e-05,0.0001085653618674482,7072,95,110.48932981491089,0.011640157884189834,1715697485.2564385,114.35178256034851
5.926209936788593e-05,6.429419200932628e-05,0.00012355629137721221,7779,96,121.36541771888733,0.006505068182347371,1715697496.132429,125.2277729511261
0.0001307741983601846,4.268286674008418e-05,0.00017345706510026878,8557,97,133.43072700500488,0.013531944288240776,1715697508.197729,137.29307317733765
0.00011224806009233822,2.9404390127808678e-05,0.0001416524502201469,9413,98,146.61122798919678,0.017751557236899456,1715697521.3782823,150.47362637519836
0.00010262750161341247,2.1135074164185854e-05,0.00012376257577759831,10354,99,161.06005144119263,0.014889911447603956,1715697535.826868,164.92221212387085
7.757569658173846e-05,2.2060461866659903e-05,9.963615844839837e-05,11389,100,176.92132997512817,0.012870990142158704,1715697551.688291,180.78363513946533
3.763994317167124e-05,3.3353761781651916e-05,7.099370495332316e-05,12528,101,194.4138946533203,0.008965302730877079,1715697569.1806495,198.27599358558655
9.491710920416555e-05,1.844599293720381e-05,0.00011336310214136937,13781,102,213.61887741088867,0.021678447097754076,1715697588.3859181,217.48126220703125
5.55047980110163e-05,1.663212832169274e-05,7.213692633270904e-05,15159,103,234.78724217414856,0.00856281812967901,1715697609.5540738,238.64941787719727
1.7757293041265695e-05,2.278241693433333e-05,4.053970997559902e-05,16675,104,258.1174228191376,0.0047374461379625765,1715697632.8846123,261.9799563884735
2.3944959928672625e-05,1.6978556819613823e-05,4.092351674828645e-05,18342,105,283.91609954833984,0.004853075523999715,1715697658.683179,287.77852296829224
1.0066425412588853e-05,1.7791460069513834e-05,2.785788548210269e-05,20177,106,312.20741844177246,0.004105510016644129,1715697686.9744701,316.0698142051697
2.577305412484533e-05,3.606994065060983e-05,6.184299477545516e-05,22194,107,343.17002272605896,0.0036114210096305287,1715697717.937171,347.0325150489807
3.7103958655988224e-05,1.1947916553595417e-05,4.905187520958364e-05,24414,108,377.4460070133209,0.008116657539115547,1715697752.212907,381.30825114250183
5.723382545814059e-06,1.3360166638371283e-05,1.908354918418534e-05,26855,109,415.3411066532135,0.0027068719808784093,1715697790.1083238,419.2036678791046
4.449138796211794e-05,6.802146240218958e-06,5.12935342023369e-05,29540,110,456.8559136390686,0.006771868165646646,1715697831.623047,460.71839118003845
1.2555584660938598e-05,4.2444296742784535e-05,5.499988140372313e-05,32494,111,502.23226499557495,0.003722972800896682,1715697876.999158,506.0945019721985
3.462875965424954e-06,5.243039457134965e-06,8.70591542255992e-06,35744,112,552.0598514080048,0.0020522307848554328,1715697926.8268483,555.9221923351288
1.3885054824965365e-05,2.3844849970430506e-05,3.772990479539587e-05,39318,113,606.7810668945312,0.003464401348008163,1715697981.5482712,610.6436152458191
1.0271922258703867e-05,7.182003965519608e-06,1.7453926224223475e-05,43250,114,667.3354721069336,0.0042470670744842965,1715698042.102375,671.1977190971375
2.0694333001747696e-05,4.548413219135027e-06,2.5242746220882724e-05,47575,115,733.7344088554382,0.004187716037555474,1715698108.501627,737.5969710350037
5.951616343922402e-06,3.443498218753611e-06,9.395114562676014e-06,52332,116,807.0264580249786,0.0033935596209921687,1715698181.793494,810.8888380527496
1.4937590359331548e-06,2.7277057316432566e-06,4.221464767576412e-06,57566,117,888.1936886310577,0.0010859234561578503,1715698262.9607453,892.0560894012451
5.4803858167536224e-06,3.0536618922339966e-06,8.534047708987619e-06,63322,118,976.4106540679932,0.002124276281055825,1715698351.1776695,980.2730135917664
1.2229960018661507e-05,9.371937384316201e-06,2.1601897402977706e-05,69654,119,1073.4130127429962,0.004721146005807631,1715698448.180676,1077.2760200500488
2.76412685976378e-06,5.428015102786117e-06,8.192141962549897e-06,76620,120,1180.3731198310852,0.0027330471790384717,1715698555.139934,1184.2352781295776
5.01172940931788e-06,1.8219360948468287e-06,6.833665504164709e-06,84281,121,1297.6413307189941,0.002946892634744784,1715698672.4084556,1301.5037996768951
1.0612570083200986e-05,7.688185133634238e-06,1.8300755216835223e-05,92710,122,1427.3904118537903,0.0035008695726485204,1715698802.1574256,1431.2527697086334
3.063303923720089e-06,2.814033662581471e-06,5.87733758630156e-06,101980,123,1569.9100160598755,0.003126394626397657,1715698944.6771808,1573.7725248336792
2.365086617586466e-06,2.0227861765663747e-06,4.3878727941528405e-06,112178,124,1726.5175368785858,0.0022140292543729317,1715699101.2845988,1730.379942893982
1.242106486699859e-05,2.0191834755756906e-06,1.444024834257428e-05,123396,125,1898.9078946113586,0.005653129310788494,1715699273.6749182,1902.7702622413635
6.99746349271721e-07,1.6742832736853998e-06,2.3740296229571207e-06,135736,126,2088.8038082122803,0.0008217032744026318,1715699463.570413,2092.6657571792603
7.937018797185543e-07,1.0806636483245762e-05,1.1600338362964316e-05,149309,127,2297.4248583316803,0.0019302699414571072,1715699672.1919618,2301.287305831909
8.809090337646027e-07,2.644528555714782e-06,3.5254375894793847e-06,164240,128,2526.401948451996,0.0013883346158917278,1715699901.1701198,2530.2654638290405
5.577118380003088e-07,1.8689921493315484e-06,2.426703987331857e-06,180664,129,2777.47904753685,0.0007382951743766116,1715700152.2460518,2781.34139585495
6.040650450813713e-07,1.1050352881954633e-06,1.7091003332768346e-06,195213,130,3000.001420021057,0.000893013508792518,1715700374.7686002,3003.8639442920685
