_step,loss_boundary,time,_runtime,l2_error,loss,loss_interior,step,_timestamp
72,0.0038877083728147835,312.2570290565491,316.2564916610718,0.06634263953639351,0.0056904027842482234,0.0018026944114334401,790,1715703453.6205246
73,0.0036509216485833998,343.0616571903229,347.06088066101074,0.06292324958995127,0.005528469624851692,0.001877547976268293,869,1715703484.4249136
74,0.0030895359561049504,377.021066904068,381.0204646587372,0.05958360266260789,0.004627810294014225,0.0015382743379092744,956,1715703518.3844976
75,0.0026201807853118092,414.4485492706299,418.4477903842926,0.05644901642035575,0.004197503964259731,0.0015773231789479216,1052,1715703555.8118234
76,0.0028821932669861224,455.41753482818604,459.41692066192627,0.053916562535978346,0.004149816529311854,0.0012676232623257313,1157,1715703596.7809536
77,0.0022814890113997456,500.34585309028625,504.34535026550293,0.05037404881319508,0.0034793519105070685,0.001197862899107323,1272,1715703641.7093832
78,0.0022417146329635216,550.4611628055573,554.4606275558472,0.047205860630441174,0.003383817461550863,0.0011421028285873414,1400,1715703691.8246605
79,0.0017666725376081706,605.2443652153015,609.2438530921936,0.04432316934456849,0.002709272174307559,0.0009425996366993881,1539,1715703746.607886
80,0.0017500394921655942,665.707263469696,669.7069697380066,0.04178912730325429,0.0026648290153290155,0.0009147895231634213,1693,1715703807.0710027
81,0.001382585623225438,732.1550734043121,736.1546156406403,0.03957432636856047,0.0022449700682155814,0.0008623844449901436,1863,1715703873.5186486
82,0.0012179021086432904,805.2594473361969,809.2634227275848,0.036704649508577145,0.0019489007217920666,0.0007309986131487761,2049,1715703946.6274557
83,0.0012281223780591512,885.4513113498688,889.4507012367249,0.03602189695771026,0.001925023386884655,0.000696901008825504,2254,1715704026.8147342
84,0.0011294020745351002,973.44659948349,977.446051120758,0.0335705706464365,0.0017303288067684222,0.0006009267322333222,2479,1715704114.810084
85,0.0009037549432738945,1070.407206773758,1074.4067323207855,0.03152709844260891,0.0014143408581298838,0.0005105859148559893,2727,1715704211.7707653
86,0.0008890315856105585,1177.0402562618256,1181.0397386550903,0.029989152445391673,0.001376306091973461,0.0004872745063629026,3000,1715704318.4037716
87,0.0008151953688035427,1294.0403892993927,1298.0395939350128,0.029007141180975547,0.001250551042532875,0.00043535567372933226,3299,1715704435.403627
88,0.0006797901335289711,1423.082194328308,1427.0815525054932,0.027614586087007256,0.0010793883140303895,0.0003995981805014184,3629,1715704564.4455855
89,0.0006735882626757074,1566.5917727947235,1570.591249704361,0.0263157139319652,0.0010399811975387197,0.00036639293486301236,3992,1715704707.9552827
90,0.000633738781550319,1724.521993637085,1728.5214569568634,0.025608676778854568,0.0009607973214802636,0.0003270585399299446,4391,1715704865.88549
91,0.0007534699742360955,1896.2461907863617,1900.2456693649292,0.025297943016506317,0.0010743680815140234,0.00032089810727792793,4831,1715705037.6097023
92,0.0005567838179257873,2085.467540025711,2089.466968536377,0.023709744083333352,0.000870444580666798,0.0003136607627410107,5314,1715705226.8310015
93,0.0005272058441691209,2293.4033002853394,2297.402688741684,0.02333474864492366,0.0007647783345951772,0.00023757249042605637,5845,1715705434.7667217
94,0.0004872516655483895,2523.1662850379944,2527.1657407283783,0.022609835384744776,0.000730617270661296,0.00024336560511290653,6429,1715705664.5297737
95,0.00040619189018465524,2776.6689550876617,2780.668501853943,0.02188565704765789,0.0006227341573569382,0.00021654226717228296,7072,1715705918.0325348
96,0.00041580945168141184,3000.1030402183533,3004.1024618148804,0.020847529111917198,0.0006175407029058032,0.00020173125122439138,7641,1715706141.4664948
