_step,_timestamp,loss_interior,time,step,l2_error,loss_boundary,loss,_runtime
38,1715701438.640901,7.52104166828507e-05,27.87959361076355,38,0.013046001542544887,0.00014665313766553482,0.00022186355434838554,31.71942114830017
39,1715701439.4411592,7.351267420279105e-05,28.67991065979004,39,0.013919873958095415,0.0001424784177891865,0.00021599109199197752,32.51967930793762
40,1715701440.2213528,8.07195146944115e-05,29.46007227897644,40,0.013175054695013443,0.00015785797618677116,0.00023857749088118267,33.29987287521362
41,1715701441.864533,6.997497005353342e-05,31.103227376937866,42,0.013430684602179693,0.00014434023425004893,0.00021431520430358235,34.943053007125854
42,1715701444.6916275,5.497003892195462e-05,33.930367946624756,46,0.011306362959933413,0.00011786421632871446,0.0001728342552506691,37.77014756202698
43,1715701447.6216722,6.593088123472153e-05,36.86037063598633,50,0.011822468887784694,0.00011006747382872716,0.0001759983550634487,40.70019221305847
44,1715701451.2132435,4.829060839617401e-05,40.45188903808594,55,0.011183225884790936,0.00010634045635185763,0.00015463106474803163,44.29176354408264
45,1715701455.7471066,5.0729826042793766e-05,44.985565185546875,61,0.010293542375314643,9.869743623200811e-05,0.00014942726227480188,48.825626611709595
46,1715701460.155342,3.8426306037963635e-05,49.394065618515015,67,0.00896099614095889,5.746380671442916e-05,9.58901127523928e-05,53.23386216163635
47,1715701464.729059,3.5814437066222345e-05,53.96772122383118,73,0.008247285459427748,4.692585378971651e-05,8.274029085593885e-05,57.807579040527344
48,1715701470.4572268,3.392647184998693e-05,59.69580101966858,81,0.007954027457056582,4.872363669266007e-05,8.2650108542647e-05,63.535746812820435
49,1715701476.2827778,2.8298516005532962e-05,65.52115535736084,89,0.007602082009739175,4.329701165450883e-05,7.15955276600418e-05,69.36129784584045
50,1715701482.66715,2.6664662021206783e-05,71.90587973594666,98,0.0076186072145318535,4.910829379472257e-05,7.577295581592935e-05,75.74567008018494
51,1715701489.7354703,2.3454999946841108e-05,78.97415518760681,107,0.007006282518801156,3.723636744666419e-05,6.06913673935053e-05,82.81399035453796
52,1715701497.8366802,2.200353626110594e-05,87.07514548301697,118,0.007205586782738638,3.869757823232675e-05,6.070111449343269e-05,90.91520023345947
53,1715701506.4756184,2.0498046789694063e-05,95.71426224708557,130,0.006831235113624589,3.201731089960953e-05,5.25153576893036e-05,99.55413842201233
54,1715701515.8347533,2.0381083496465303e-05,105.07350134849548,143,0.006807976415367242,3.5617973454834625e-05,5.599905695129993e-05,108.91327333450317
55,1715701526.4265697,1.7971465473765056e-05,115.66488814353943,157,0.006617281187784316,3.354262689599437e-05,5.1514092369759426e-05,119.50508975982666
56,1715701537.3889163,1.7549698202405604e-05,126.62765264511108,172,0.006105923361322708,3.193274049621323e-05,4.948243869861883e-05,130.46743631362915
57,1715701550.5549345,1.7135868853294153e-05,139.7936315536499,190,0.006057161949030512,2.6932477640741858e-05,4.406834649403601e-05,143.63345456123352
58,1715701564.48888,1.5305980379582874e-05,153.7273383140564,208,0.005637885742017756,2.0203104482548342e-05,3.550908486213121e-05,157.5673999786377
59,1715701579.8201468,1.4364186108882035e-05,169.0588653087616,229,0.005913363191896823,2.5472799373677656e-05,3.9836985482559695e-05,172.8986668586731
60,1715701596.2924256,1.414318314189262e-05,185.53090596199036,252,0.0051847946780659545,1.959595118145406e-05,3.373913432334668e-05,189.37094569206238
61,1715701614.401258,1.3871222184084155e-05,203.63991284370422,277,0.004600327022371059,1.5143124748792692e-05,2.9014346932876847e-05,207.47977805137634
62,1715701635.2089314,1.3142580136998823e-05,224.44761490821838,305,0.004394192690709098,1.4212948155670218e-05,2.7355528292669042e-05,228.287451505661
63,1715701657.3912175,1.2933997353976074e-05,246.62970232963562,335,0.004254847702939803,1.306869587875167e-05,2.6002693232727745e-05,250.46973752975464
64,1715701682.1061516,1.1843276914145055e-05,271.34484219551086,369,0.0040581720265688934,1.354842459848414e-05,2.5391701512629197e-05,275.1846716403961
65,1715701709.2391274,1.1478508449371277e-05,298.4775106906891,406,0.003685715708043677,1.1324826846281734e-05,2.280333529565301e-05,302.3176474571228
66,1715701739.485028,1.1366482401671297e-05,328.72374510765076,446,0.003567154192320338,1.0638653710296097e-05,2.2005136111967394e-05,332.56354808807373
67,1715701772.672277,1.0533835238601199e-05,361.9107437133789,491,0.0031949261357612966,8.440159712060948e-06,1.8973994950662145e-05,365.75079703330994
68,1715701809.627039,1.0166492071398524e-05,398.86542892456055,540,0.0030945872941436107,5.733361840027569e-06,1.5899853911426094e-05,402.70555901527405
69,1715701849.5442164,8.094852298287865e-06,438.7828104496002,594,0.0027615501147573037,6.1000608273975995e-06,1.4194913125685463e-05,442.62273645401
70,1715701892.5838282,5.719328911499124e-06,481.82228684425354,653,0.0025758572084448256,4.599550624757123e-06,1.0318879536256247e-05,485.66234827041626
71,1715701940.7905858,4.760552642856506e-06,530.0289742946625,718,0.0023781419699994617,4.690540910104733e-06,9.451093552961239e-06,533.8691058158875
72,1715701994.593948,4.094830648162023e-06,583.8323683738708,790,0.0020177325964617736,2.7499963063279723e-06,6.844826954489995e-06,587.6724679470062
73,1715702049.628672,4.138975963814382e-06,638.8670330047607,869,0.001886471896626585,2.9461393731388347e-06,7.085115336953217e-06,642.7071919441223
74,1715702112.9265609,3.067543462281049e-06,702.1649720668793,956,0.001857257402089728,2.3397094122665313e-06,5.40725287454758e-06,706.0050809383392
75,1715702177.225509,2.5188262355567174e-06,766.4638962745667,1052,0.0016296995356792632,1.7986941635292843e-06,4.3175203990860015e-06,770.3040289878845
76,1715702241.514477,2.2560566583353026e-06,830.7529218196869,1157,0.0014935168075376772,1.8639779883306696e-06,4.120034646665972e-06,834.5929970741272
77,1715702309.3427467,2.0797885101697763e-06,898.5811610221863,1272,0.0013641435282180806,1.4473053880905478e-06,3.527093898260324e-06,902.4212667942047
78,1715702374.333925,1.7229097445235551e-06,963.5723640918732,1400,0.0013781056184157276,1.4831139858876758e-06,3.206023730411231e-06,967.4124450683594
79,1715702428.4407308,1.410526800477137e-06,1017.6791496276855,1539,0.0012604702284289301,1.3544886209305925e-06,2.765015421407729e-06,1021.519250869751
80,1715702514.1187034,1.1628375132949764e-06,1103.357161283493,1693,0.0012828595286105823,1.371758274073561e-06,2.5345957873685376e-06,1107.1972234249115
81,1715702593.1254358,1.0593143733098789e-06,1182.3638091087341,1863,0.0011831298018266483,1.324767143946327e-06,2.384081517256206e-06,1186.2039558887482
82,1715702657.1665676,9.352867554118021e-07,1246.4050505161285,2049,0.0011922224034411361,1.1591382137760769e-06,2.0944249691878787e-06,1250.2450876235962
83,1715702672.7119017,9.011666953182006e-07,1261.9504663944244,2254,0.0011732353493061204,1.1173114384778651e-06,2.0184781337960657e-06,1265.7904217243195
84,1715702681.8723989,8.897501481458748e-07,1271.110996723175,2479,0.001173228189496545,1.1601365172709575e-06,2.0498866654168324e-06,1274.9509189128876
85,1715702691.7285748,9.016234302882363e-07,1280.967290878296,2727,0.0011732533497351818,1.0592367064696496e-06,1.9608601367578857e-06,1284.8070948123932
86,1715702702.9532182,9.303214155030505e-07,1292.191525220871,3000,0.0011732533497351818,1.0994998201942865e-06,2.029821235697337e-06,1296.03173828125
87,1715702715.0897865,9.129649866579835e-07,1304.3281264305115,3299,0.0011732533497351818,8.235563659593489e-07,1.7365213526173324e-06,1308.1683065891266
88,1715702728.6496482,9.678934314645714e-07,1317.888349533081,3629,0.0011731909650758657,1.0246609315453812e-06,1.9925543630099526e-06,1321.7281682491302
89,1715702743.6623456,8.769043140292554e-07,1332.900904417038,3992,0.0011731909650758657,1.093331211294907e-06,1.9702355253241623e-06,1336.7408657073975
90,1715702760.2968762,9.249211040109553e-07,1349.5351870059967,4391,0.0011731909650758657,1.0853790412092816e-06,2.010300145220237e-06,1353.3753962516785
91,1715702778.0798137,8.788721620381157e-07,1367.318532705307,4831,0.001173171468402827,1.0321460643080683e-06,1.911018226346184e-06,1371.1583337783813
92,1715702797.3614748,9.552884846105193e-07,1386.6002309322357,5314,0.001173171468402827,9.897898644088072e-07,1.9450783490193263e-06,1390.4399948120117
93,1715702818.7448199,9.268254036560641e-07,1407.983253479004,5845,0.0011731482959394337,8.707622685822947e-07,1.7975876722383588e-06,1411.8233399391174
94,1715702842.4395938,9.156945248011049e-07,1431.6775209903717,6429,0.0011731137210504326,1.124870218536416e-06,2.0405647433375207e-06,1435.5181138515472
95,1715702869.103509,9.265357412610433e-07,1458.341941833496,7072,0.0011730869821801433,1.0622153391361811e-06,1.9887510803972245e-06,1462.1820290088654
96,1715702897.0703075,9.037071837263447e-07,1486.3090534210205,7779,0.0011730758408405374,1.1173302382570517e-06,2.0210374219833963e-06,1490.1488275527954
97,1715702928.7030327,8.748717479117212e-07,1517.9415187835693,8557,0.0011730758408405374,1.162651196373525e-06,2.037522944285246e-06,1521.7815527915955
98,1715702963.7393267,8.8662364358844e-07,1552.9776484966278,9413,0.0011730758408405374,1.0960521966465405e-06,1.9826758402349806e-06,1556.817846775055
99,1715703001.6661606,8.585538687233334e-07,1590.9044501781464,10354,0.0011730758408405374,1.2803185855519532e-06,2.1388724542752868e-06,1594.7446806430817
100,1715703042.9911542,9.5545395126117e-07,1632.2295444011688,11389,0.0011730758408405374,1.0729434452083088e-06,2.028397396469479e-06,1636.0696742534637
101,1715703089.281923,9.601489888743681e-07,1678.5200715065002,12528,0.0011730758408405374,1.0856732806879857e-06,2.045822269562354e-06,1682.3604431152344
102,1715703138.7826157,9.405800477007429e-07,1728.0210928916931,13781,0.0011730758408405374,9.757457267424401e-07,1.916325774443183e-06,1731.8611357212067
103,1715703194.3799891,9.233255197506638e-07,1783.6183762550354,15159,0.0011730758408405374,9.549590917082482e-07,1.878284611458912e-06,1787.4585092067719
104,1715703256.9467008,8.6509378824654e-07,1846.1851739883423,16675,0.0011730758408405374,1.045780912610695e-06,1.910874700857235e-06,1850.0252208709717
105,1715703325.6839135,9.088937957444354e-07,1914.922370672226,18342,0.0011730758408405374,9.525519363315731e-07,1.8614457320760085e-06,1918.7624335289001
106,1715703399.914279,8.728033764255294e-07,1989.1527426242828,20177,0.0011730573529910742,9.046465097692535e-07,1.7774498861947829e-06,1992.9927990436554
107,1715703483.250559,9.412157369060007e-07,2072.488705396652,22194,0.0011730573529910742,1.122740491152041e-06,2.0639562280580418e-06,2076.3290791511536
108,1715703574.7141588,8.336042627519047e-07,2163.952527999878,24414,0.0011730573529910742,1.1846778325064051e-06,2.01828209525831e-06,2167.792678833008
109,1715703675.0262454,8.578173817299362e-07,2264.2646918296814,26855,0.0011730573529910742,9.588196008887095e-07,1.8166369826186456e-06,2268.1047654151917
110,1715703782.6089463,9.148796053996451e-07,2371.847160100937,29540,0.0011730261547099007,1.0544029522251754e-06,1.9692825576248207e-06,2375.6874663829803
111,1715703902.4740083,8.793515359959523e-07,2491.7124361991882,32494,0.0011730261547099007,1.2889022553431691e-06,2.1682537913391213e-06,2495.5525283813477
112,1715704034.328992,8.571646577823573e-07,2623.567464828491,35744,0.0011730261547099007,1.2645169648548177e-06,2.121681622637175e-06,2627.407511949539
113,1715704179.6705992,9.125070185992692e-07,2768.909016609192,39318,0.0011730261547099007,1.0762606248595113e-06,1.9887676434587805e-06,2772.749119281769
114,1715704340.7104788,9.176801040103917e-07,2929.948628425598,43250,0.0011730261547099007,8.663483933274664e-07,1.784028497337858e-06,2933.7889988422394
115,1715704410.7982664,8.817266384115712e-07,3000.036345720291,44966,0.0011730261547099007,1.0149612669524728e-06,1.896687905364044e-06,3003.876786470413
