_runtime,loss_interior,step,l2_error,loss,_timestamp,loss_boundary,time,_step
5.6089136600494385,0.00025267566290999985,0,0.6801601847867755,3.173703907627406,1715771671.3154006,3.1734512319644956,1.5580189228057861,0
5.800449848175049,0.0005655936039226354,1,0.7997988382902101,0.3678259749556188,1715771671.5069368,0.3672603813516962,2.04011607170105,1
5.987232208251953,0.0010600639956382034,2,0.7997988382902101,0.3414687455214472,1715771671.6937191,0.340408681525809,2.228400468826294,2
6.175762176513672,0.0010600639956382034,3,0.8035768137589059,0.3414687455214472,1715771671.882249,0.340408681525809,2.4169039726257324,3
6.36177921295166,0.0011587976326248213,4,0.8283614344808253,0.3414163744860598,1715771672.0682662,0.340257576853435,2.602949857711792,4
6.547907114028931,0.0040606346764955935,5,0.6718177638705894,0.33873277260600654,1715771672.254394,0.33467213792951095,2.789027690887451,5
6.732781171798706,0.04164259479951499,6,0.5877086994471248,0.31566515561658604,1715771672.439268,0.27402256081707105,2.973850727081299,6
6.919468641281128,0.0736160467208342,7,0.6629660163118972,0.3117468019106489,1715771672.6259556,0.2381307551898147,3.1605095863342285,7
7.105183839797974,0.05323253507409279,8,0.7043692489571811,0.2901395890433359,1715771672.8116708,0.23690705396924314,3.3461661338806152,8
7.29492712020874,0.007198681665229296,9,0.6330973105682702,0.25865968177557624,1715771673.001414,0.25146100011034694,3.5359485149383545,9
7.481568098068237,0.0027929185920770867,10,0.6908302767123006,0.25248817822723574,1715771673.188055,0.24969525963515868,3.722540855407715,10
7.6686317920684814,0.0049617774025355835,11,0.5678857428624109,0.2143011549338381,1715771673.3751187,0.20933937753130252,3.909604549407959,11
7.85521936416626,0.010807082845945816,12,0.5518334202690157,0.19997128541396753,1715771673.5617063,0.18916420256802172,4.096141576766968,12
8.041861772537231,0.012989568712026403,13,0.5409119647640769,0.19951938407665104,1715771673.7483487,0.18652981536462465,4.282700300216675,13
8.231504440307617,0.021903616758287947,14,0.5760714652139272,0.19591732762653327,1715771673.9379914,0.17401371086824532,4.472291469573975,14
8.418627738952637,0.024870090499798606,15,0.6375186374293316,0.19364281936149927,1715771674.1251147,0.16877272886170067,4.659537315368652,15
8.604157209396362,0.014672960606100493,16,0.532146647054224,0.18781603215565296,1715771674.3106441,0.17314307154955247,4.845087766647339,16
8.789790153503418,0.01663398388592755,17,0.526417595700027,0.17745737030178516,1715771674.496277,0.1608233864158576,5.0307207107543945,17
8.97555685043335,0.016484396709283575,18,0.5108262154105468,0.17738160667045383,1715771674.6820438,0.16089720996117024,5.216458320617676,18
9.16118860244751,0.005212584987863753,19,0.5860852369431253,0.17044996544043067,1715771674.8676755,0.16523738045256692,5.40207052230835,19
9.350200891494751,0.0052436341516128564,20,0.48745443912793124,0.16344733737544317,1715771675.0566878,0.15820370322383032,5.590975284576416,20
9.536092042922974,0.0180385103901036,21,0.4376717273822669,0.1551762685573584,1715771675.242579,0.1371377581672548,5.776932001113892,21
9.722466945648193,0.025428924700680648,22,0.4724004189458011,0.138384569037008,1715771675.428954,0.11295564433632733,5.963284015655518,22
9.908722639083862,0.015595609800932492,23,0.4836931879833987,0.13286382606754818,1715771675.6152096,0.1172682162666157,6.1495585441589355,23
10.094541072845459,0.010226227667007823,24,0.4568217722959803,0.1311555084794328,1715771675.801028,0.12092928081242499,6.335372686386108,24
10.280433416366577,0.009777978245172582,25,0.41330500638972006,0.12966476295060608,1715771675.9869204,0.11988678470543351,6.521238803863525,25
10.470259189605713,0.01327460265822098,26,0.4405902783591382,0.12775607206361966,1715771676.1767461,0.11448146940539869,6.71096658706665,26
10.656597137451172,0.014419512729211477,27,0.4534795029624837,0.12361555538534821,1715771676.363084,0.10919604265613674,6.897411584854126,27
10.842828750610352,0.015062449521598286,28,0.4572729818997773,0.1231894892062206,1715771676.5493157,0.10812703968462231,7.083637952804565,28
11.029712677001953,0.018666474449067928,29,0.40152242410663014,0.12213725991133692,1715771676.7361996,0.103470785462269,7.2704856395721436,29
11.215873956680298,0.018985205071943446,30,0.4294966374873324,0.11884880891059045,1715771676.922361,0.09986360383864701,7.4566428661346436,30
11.405441284179688,0.01364934439083991,31,0.3927923485504148,0.11567209547201814,1715771677.1119282,0.10202275108117823,7.646151542663574,31
11.592307567596436,0.019892434805933324,32,0.3771955967556139,0.10462499535828862,1715771677.2987945,0.0847325605523553,7.8330934047698975,32
11.779524087905884,0.014187257446528689,33,0.37073807703646455,0.1001045305406909,1715771677.486011,0.08591727309416222,8.020270586013794,33
11.967559337615967,0.011703493016382306,34,0.35203710313190045,0.0951343871245353,1715771677.6740463,0.08343089410815299,8.208380937576294,34
12.1559579372406,0.017910404808952052,35,0.37990006850629476,0.0897354992116234,1715771677.8624449,0.07182509440267135,8.396775245666504,35
12.343727111816406,0.013769425577384465,36,0.3308700025038832,0.08567794726465093,1715771678.050214,0.07190852168726647,8.584552526473999,36
12.535863637924194,0.011364006242358143,37,0.31267481410966624,0.08044340667695746,1715771678.2423506,0.06907940043459931,8.776622295379639,37
12.724808692932129,0.010944259381234469,38,0.2704247519111619,0.06243966959706114,1715771678.4312956,0.051495410215826674,8.965599060058594,38
12.912840127944946,0.01293202646447576,39,0.25985666786455075,0.05999695962576139,1715771678.619327,0.04706493316128563,9.15366792678833,39
13.098355770111084,0.011415900541805786,40,0.27617428528251775,0.056675238738327326,1715771678.8048427,0.04525933819652154,9.339196681976318,40
13.467023134231567,0.013087659427935171,42,0.24029890501099316,0.050308882022779305,1715771679.17351,0.03722122259484414,9.70782732963562,41
