loss,_step,step,time,_timestamp,loss_interior,_runtime,l2_error,loss_boundary
0.10067654809287079,42,46,25.37936782836914,1716353493.6500363,0.01165703217851989,29.161859273910522,0.41342342665232035,0.0890195159143509
0.09307193317180992,43,50,27.34244441986084,1716353495.6129775,0.009767109273480262,31.124800443649292,0.35614397456323327,0.08330482389832966
0.06961895531703537,44,55,29.785521030426025,1716353498.0560162,0.011812809697845391,33.5678391456604,0.3216104671156211,0.05780614561918997
0.05698881858986676,45,61,32.71653151512146,1716353500.986996,0.009655331771010061,36.49881887435913,0.2675143992925898,0.0473334868188567
0.038759841093819,46,67,35.642799377441406,1716353503.9133048,0.011912620491078538,39.42512774467468,0.1908378024521921,0.026847220602740456
0.030752534612151453,47,73,38.57736659049988,1716353506.848351,0.011533505880320068,42.36017394065857,0.16554132793768048,0.019219028731831383
0.02524252300109097,48,81,42.471920013427734,1716353510.7428443,0.009158835889542504,46.25466728210449,0.15207890376455807,0.016083687111548464
0.023040782756161664,49,89,46.374871253967285,1716353514.6454096,0.008123142201548469,50.15723252296448,0.1458994200525818,0.014917640554613195
0.020429886296233876,50,98,50.770198822021484,1716353519.0408063,0.007005291314512058,54.552629232406616,0.1395740802433252,0.013424594981721816
0.01791934660015744,51,107,55.16029453277588,1716353523.4308214,0.0059706583344562685,58.942644357681274,0.12986880759463496,0.011948688265701174
0.013980131467226074,52,118,60.51085829734802,1716353528.7816978,0.004446936233133434,64.29352068901062,0.11526877099586623,0.00953319523409264
0.00681410527894,53,130,66.35164713859558,1716353534.6224096,0.0023921074387898804,70.13423252105713,0.07424873079237117,0.00442199784015012
0.004932436799412448,54,143,72.68336462974548,1716353540.9542904,0.0019258932486815625,76.46611332893372,0.05890225442490844,0.0030065435507308854
0.0036498968702370557,55,157,79.53575015068054,1716353547.8065436,0.0014175059059525416,83.31836652755737,0.047848271414956414,0.002232390964284514
0.002292213198708306,56,172,86.85144448280334,1716353555.1226044,0.0008584087567854907,90.63442730903625,0.039125214748353586,0.0014338044419228153
0.001067779252065587,57,190,95.63636827468872,1716353563.9072227,0.00023816372321777373,99.4190456867218,0.03001168488121051,0.0008296155288478133
0.0007667450746540848,58,208,104.39906096458435,1716353572.670032,0.00013560320552036072,108.18185496330261,0.02600602607802161,0.0006311418691337241
0.0005386041222663857,59,229,114.62221264839172,1716353582.8934085,8.469311748534327e-05,118.40523147583008,0.022223962903632287,0.0004539110047810425
0.00028063653830123726,60,252,125.81837224960327,1716353594.0892012,4.71044281480686e-05,129.6010241508484,0.01687736365902198,0.00023353211015316868
0.00017306422136180886,61,277,137.99215984344482,1716353606.263069,3.0456577665891017e-05,141.77489185333252,0.013949497865101319,0.00014260764369591783
8.092573885946247e-05,62,305,151.6486382484436,1716353619.9202056,1.641008915569443e-05,155.4320285320282,0.009830043368373594,6.451564970376803e-05
3.7634841087553106e-05,63,335,166.28641843795776,1716353634.5573478,8.761386907214481e-06,170.06917071342468,0.006525038431761808,2.8873454180338622e-05
1.7101592158046845e-05,64,369,182.96445274353027,1716353651.2354076,4.261577343852154e-06,186.74723052978516,0.004297693961924284,1.284001481419469e-05
6.522102767014664e-06,65,406,201.08545780181885,1716353669.356623,1.8017744323810793e-06,204.8684458732605,0.002302401272847178,4.720328334633585e-06
2.3503286441418695e-06,66,446,220.61389803886414,1716353688.8848264,7.806211428679437e-07,224.39664936065674,0.0015362076255389693,1.5697075012739258e-06
9.689077446521202e-07,67,491,242.67024445533752,1716353710.9415236,3.571487532757109e-07,246.45334649085999,0.0009885094251512604,6.117589913764093e-07
3.948944741933253e-07,68,540,266.70072507858276,1716353734.9718282,1.3903159855873554e-07,270.48365116119385,0.0006232365173932511,2.5586287563458974e-07
2.2050715521753342e-07,69,594,293.19188690185547,1716353761.463207,7.222420942316334e-08,296.97502994537354,0.0004936668880064804,1.482829457943701e-07
8.782284982870761e-08,70,653,322.0689470767975,1716353790.3404503,2.563567854553236e-08,325.8522732257843,0.0003269613458708833,6.218717128317526e-08
6.862122116801606e-08,71,718,353.879896402359,1716353822.1510143,1.7801642632917227e-08,357.662837266922,0.00029765853908472306,5.0819578535098836e-08
2.3077222854587724e-07,72,790,389.2289807796478,1716353857.5003216,1.569601402592452e-07,393.0121445655823,0.0002713722145714919,7.381208828663202e-08
1.6101708599237264e-07,73,869,427.9016842842102,1716353896.1730793,9.755632972886128e-08,431.6849021911621,0.00025726978308150575,6.346075626351134e-08
1.0810676168198978e-07,74,956,470.56617164611816,1716353938.8375552,5.630089307885711e-08,474.34937810897827,0.00023847901475751123,5.180586860313267e-08
7.768736865092074e-08,75,1052,517.6787974834442,1716353985.9501739,3.494716721227209e-08,521.461996793747,0.00022123943846301449,4.274020143864865e-08
5.981507006218846e-08,76,1157,569.109671831131,1716354037.3810208,2.3982435339558266e-08,572.8928437232971,0.0002071054152767065,3.5832634722630194e-08
4.630513740091718e-08,77,1272,625.3042435646057,1716354093.5755556,1.627600601579033e-08,629.0873785018921,0.00019270464138757717,3.002913138512685e-08
3.7224566922234946e-08,78,1400,687.8520030975342,1716354156.1234186,1.188614109260056e-08,691.6352415084839,0.00018006637740324735,2.5338425829634382e-08
8.146903178239234e-08,79,1539,755.7231097221375,1716354223.9944355,5.392765965513292e-08,759.5062584877014,0.0001679228670097413,2.7541372127259416e-08
4.785880883448245e-08,80,1693,830.9798460006714,1716354299.251169,2.5173271125088893e-08,834.7629919052124,0.00016101436175866058,2.2685537709393558e-08
3.484905395948563e-08,81,1863,913.9905126094818,1716354382.2618976,1.5424315717178172e-08,917.7737205028534,0.0001546845963004943,1.9424738242307456e-08
2.769738815322704e-08,82,2049,1004.8445858955383,1716354473.115929,1.080065655501281e-08,1008.62775182724,0.00014851486294442423,1.6896731598214232e-08
8.763945054542413e-08,83,2254,1105.5345613956451,1716354573.8072178,6.77521973535876e-08,1109.319040775299,0.00014386319996417764,1.9887253191836524e-08
2.80281853668965e-08,84,2479,1216.5392608642578,1716354684.8117912,1.4509464831396861e-08,1220.3236141204834,0.00013119282533363477,1.351872053549964e-08
1.719664504448968e-08,85,2727,1338.9417533874512,1716354807.2139482,6.713353783998248e-09,1342.725771188736,0.00012062242682017501,1.0483291260491432e-08
2.6940668969574752e-08,86,3000,1473.7823576927185,1716354942.0538235,1.6787820837034382e-08,1477.5656464099884,0.00010853793892423272,1.015284813254037e-08
8.825678843966439e-09,87,3299,1621.3692734241486,1716355089.64074,2.6998964047819996e-09,1625.1525628566742,9.172275238557737e-05,6.125782439184439e-09
5.086575826550589e-09,88,3629,1784.2756192684174,1716355252.547066,1.0229023054008251e-09,1788.058888912201,8.022795099645678e-05,4.063673521149764e-09
1.095850949428706e-08,89,3992,1963.5045697689056,1716355431.7762146,6.266397203901952e-09,1967.2880375385284,7.335008153096736e-05,4.6921122903851075e-09
3.6103043270688866e-08,90,4391,2158.922973871231,1716355627.1953363,3.02733009448299e-08,2162.707159280777,7.177232229202651e-05,5.829742325858965e-09
6.745996830697285e-09,91,4831,2374.174690723419,1716355842.4461117,3.0964520765947565e-09,2377.957934617996,6.791813668914486e-05,3.649544754102528e-09
1.2383166959170894e-08,92,5314,2610.5974900722504,1716356078.8688931,8.274706560306208e-09,2614.380716085434,6.379604760960144e-05,4.108460398864686e-09
3.191279170990703e-08,93,5845,2870.703380346298,1716356338.97478,2.759714302288291e-08,2874.4866030216217,6.011706854262346e-05,4.3156486870241154e-09
5.946473316452089e-09,94,6109,3000.0114295482635,1716356468.2827468,3.0452841334159276e-09,3003.7945697307587,5.749551138485103e-05,2.9011891830361615e-09
