_step,_runtime,loss,step,l2_error,loss_boundary,loss_interior,time,_timestamp
40,50.98321008682251,2.7259634212217327e-05,40,0.0048782466840346555,1.7782428276036604e-05,9.477205936180722e-06,47.29750180244446,1716274177.180767
41,53.74097967147827,2.5098776582905593e-05,42,0.004719939282878048,1.657050145930696e-05,8.528275123598634e-06,50.05529499053955,1716274179.9385366
42,59.40774655342102,2.150736849996431e-05,46,0.004391806954101887,1.4907116154396141e-05,6.600252345568167e-06,55.72199559211731,1716274185.6053035
43,65.00984859466553,1.809199785077906e-05,50,0.00401599036041817,1.2160882402449312e-05,5.9311154483297465e-06,61.324050188064575,1716274191.2074056
44,71.66260528564453,1.4532993355119141e-05,55,0.0036156638153923113,9.347423159652474e-06,5.185570195466668e-06,67.97661423683167,1716274197.8601623
45,79.72498559951782,1.1417560712639642e-05,61,0.0030794968943584017,6.541632770752254e-06,4.875927941887388e-06,76.03927636146545,1716274205.9225426
46,87.8049008846283,8.886675101727399e-06,67,0.0025485427601000658,4.730953865874822e-06,4.1557212358525776e-06,84.11888718605042,1716274214.0024579
47,96.2092535495758,6.91420544487942e-06,73,0.0021750773792482657,3.272951480540573e-06,3.641253964338847e-06,92.52350854873657,1716274222.4068105
48,107.10089421272278,5.452282314143052e-06,81,0.0018459166621137444,2.3976283846155983e-06,3.0546539295274536e-06,103.41520094871521,1716274233.2984512
49,117.86549878120422,4.2481623845945665e-06,89,0.0015774735842931263,1.7477143873865213e-06,2.500447997208045e-06,114.17950105667114,1716274244.0630558
50,130.1181240081787,3.2856894406175213e-06,98,0.0013552209836522648,1.2732141508717998e-06,2.0124752897457213e-06,126.43234586715698,1716274256.315681
51,142.3891704082489,2.5679558206809095e-06,107,0.0012296182508828317,9.892803876319043e-07,1.578675433049005e-06,138.70343923568726,1716274268.5867274
52,157.16639280319214,1.991054033468563e-06,118,0.00102724684605319,7.29632102030683e-07,1.26142193143788e-06,153.48041605949402,1716274283.3639498
53,168.35977840423584,1.5593932644840706e-06,130,0.0008965848462518,5.386017294860089e-07,1.0207915349980617e-06,164.67400670051575,1716274294.5573354
54,169.5353717803955,1.555624168342464e-06,143,0.0008957272491312182,5.354705917391838e-07,1.0201535766032803e-06,165.8496515750885,1716274295.7329288
55,170.54073071479797,1.555515783858726e-06,157,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,166.85500168800354,1716274296.7382877
56,171.62090158462524,1.555515783858726e-06,172,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,167.9351773262024,1716274297.8184586
57,172.90662026405334,1.555515783858726e-06,190,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,169.2209289073944,1716274299.1041772
58,174.205956697464,1.555515783858726e-06,208,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,170.52027201652527,1716274300.4035137
59,175.70680713653564,1.555515783858726e-06,229,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,172.02112293243408,1716274301.904364
60,177.3482642173767,1.555515783858726e-06,252,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,173.66257429122925,1716274303.5458212
61,179.09427642822266,1.555515783858726e-06,277,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,175.4085624217987,1716274305.2918334
62,181.0127398967743,1.555515783858726e-06,305,0.0008957272491312182,5.353752243684918e-07,1.0201405594902341e-06,177.32703971862793,1716274307.2102969
63,210.16886258125305,1.465027199262646e-06,335,0.0007732358629546299,4.899657719887592e-07,9.750614272738866e-07,206.4828977584839,1716274336.3664196
64,227.0068600177765,1.0009336500858994e-06,369,0.0006540105972748432,3.2913127177794623e-07,6.718023783079531e-07,223.3211452960968,1716274353.204417
65,229.53458857536316,1.0009336500858994e-06,406,0.0006540105972748432,3.2913127177794623e-07,6.718023783079531e-07,225.84887290000916,1716274355.7321455
66,232.24132823944092,1.0009336500858994e-06,446,0.0006540105972748432,3.2913127177794623e-07,6.718023783079531e-07,228.55562806129456,1716274358.4388852
67,235.44271874427795,1.0009336500858994e-06,491,0.0006540105972748432,3.2913127177794623e-07,6.718023783079531e-07,231.75689578056335,1716274361.6402757
68,238.88753199577332,1.0009336500858994e-06,540,0.0006540105972748432,3.2913127177794623e-07,6.718023783079531e-07,235.20176577568054,1716274365.085089
69,242.71256399154663,1.0009336500858994e-06,594,0.0006540105972748432,3.2913127177794623e-07,6.718023783079531e-07,239.0266342163086,1716274368.910121
70,247.26049637794495,2.7025928701939463e-06,653,0.0006505233628403735,3.564762055879161e-07,2.3461166646060302e-06,243.57471752166748,1716274373.4580534
71,251.8364610671997,2.7011784670128965e-06,718,0.0006500756935316753,3.559527498394667e-07,2.34522571717343e-06,248.15074944496155,1716274378.034018
72,256.64917397499084,2.7011784670128965e-06,790,0.0006500756935316753,3.559527498394667e-07,2.34522571717343e-06,252.9634301662445,1716274382.846731
73,262.1179533004761,2.7011784670128965e-06,869,0.0006500756935316753,3.559527498394667e-07,2.34522571717343e-06,258.43223428726196,1716274388.3155103
74,283.34325528144836,1.5616922009309314e-06,956,0.0006469014244969336,3.4636347189261034e-07,1.215328729038321e-06,279.65736627578735,1716274409.5408123
75,303.6170401573181,1.0461253235926818e-06,1052,0.000658620972908345,3.1057166220462633e-07,7.355536613880555e-07,299.93109917640686,1716274429.8145971
76,311.03523659706116,1.0461253235926818e-06,1157,0.000658620972908345,3.1057166220462633e-07,7.355536613880555e-07,307.3495440483093,1716274437.2327936
77,328.131942987442,8.95385949023626e-07,1272,0.0006515507015248004,2.8891281817264603e-07,6.0647313085098e-07,324.44622015953064,1716274454.3295
78,337.06357407569885,8.932330350353582e-07,1400,0.000651277525190499,2.8961955243964254e-07,6.036134825957156e-07,333.37777972221375,1716274463.261131
79,346.4365334510803,8.932330350353582e-07,1539,0.000651277525190499,2.8961955243964254e-07,6.036134825957156e-07,342.7504918575287,1716274472.6340904
80,372.34895420074463,8.883455163539543e-07,1693,0.0005942831048040141,2.7206221861553764e-07,6.162832977384166e-07,368.6632149219513,1716274498.5465112
81,384.11706614494324,8.883455163539543e-07,1863,0.0005942831048040141,2.7206221861553764e-07,6.162832977384166e-07,380.43136191368103,1716274510.314623
82,415.0973701477051,7.541866698112847e-07,2049,0.000590215096707427,2.2650502905745014e-07,5.276816407538346e-07,411.4113941192627,1716274541.2949271
83,430.41289734840393,1.500343364675636e-06,2254,0.0005878806955163762,2.3563706761504752e-07,1.2647062970605885e-06,426.7271590232849,1716274556.6104543
84,446.2021200656891,1.497931746627926e-06,2479,0.0005887164433687071,2.352919711913651e-07,1.2626397754365607e-06,442.5161454677582,1716274572.399677
85,465.821711063385,1.423181837029212e-06,2727,0.0005905903775178237,2.4224668871395506e-07,1.1809351483152568e-06,462.1359393596649,1716274592.019268
86,492.0462944507599,8.573537943705034e-07,3000,0.0005874234211291185,2.4093729631798816e-07,6.164164980525153e-07,488.36049032211304,1716274618.2438514
87,521.5499012470245,7.928744126166675e-07,3299,0.0006063370748537405,2.2875885002193577e-07,5.641155625947317e-07,517.8639488220215,1716274647.7474582
88,555.0106449127197,8.282424235878118e-07,3629,0.0005729354384591657,2.297199622623706e-07,5.985224613254412e-07,551.3245596885681,1716274681.208202
89,585.8405466079712,7.161709684464162e-07,3992,0.0005745980414572563,2.302319498634502e-07,4.859390185829659e-07,582.1548113822937,1716274712.0381036
90,614.5331559181213,1.181693499684732e-06,4391,0.0005746463834738234,2.408126086852002e-07,9.408808909995319e-07,610.8471293449402,1716274740.730713
91,660.9341218471527,6.998465906053073e-07,4831,0.00055779166389848,2.0110612011744103e-07,4.987404704878662e-07,657.2480630874634,1716274787.1316788
92,696.9689638614655,7.624238429496555e-07,5314,0.0005537746132167816,2.280814368755089e-07,5.343424060741466e-07,693.2831571102142,1716274823.1665208
93,741.8054120540619,8.134620366873061e-07,5845,0.0005417911590463449,2.1351007971776418e-07,5.999519569695419e-07,738.1194770336151,1716274868.002969
94,793.0947742462158,7.240115417384464e-07,6429,0.0005450269861887275,2.2019775371031008e-07,5.038137880281363e-07,789.408798456192,1716274919.2923312
95,844.8526422977448,6.379942667077593e-07,7072,0.0005306969008727249,1.846458214172456e-07,4.5334844529051366e-07,841.1666662693024,1716274971.0501993
96,904.8354671001434,6.854217224132358e-07,7779,0.0005487317438154832,2.0056593687025256e-07,4.848557855429832e-07,901.1493892669678,1716275031.033024
97,972.8793277740479,8.756690365665943e-07,8557,0.0005372361426519576,1.8576741258485318e-07,6.899016239817411e-07,969.1933546066284,1716275099.0768847
98,1038.5938951969147,7.077274625983955e-07,9413,0.0005582768698099353,2.228889404571073e-07,4.848385221412882e-07,1034.9078810214996,1716275164.7914522
99,1112.8857395648956,6.243775891438026e-07,10354,0.0005229687722785432,1.9327505441417648e-07,4.311025347296261e-07,1109.1996848583221,1716275239.0832965
100,1218.0663316249847,5.021213535289381e-07,11389,0.00048587308211659906,1.5027906969563426e-07,3.518422838333038e-07,1214.3802435398102,1716275344.2638886
101,1301.2196021080017,7.857212565490457e-07,12528,0.0005004611369543758,1.7389223781005995e-07,6.118290187389858e-07,1297.5336360931396,1716275427.417159
102,1403.3957586288452,8.719156392285732e-07,13781,0.0005009388744170197,1.833888982058001e-07,6.885267410227731e-07,1399.7097430229187,1716275529.5933156
103,1517.637005329132,6.194409177164838e-07,15159,0.000514354010288714,1.885946342619264e-07,4.308462834545574e-07,1513.9509751796722,1716275643.8345623
104,1636.924011707306,5.690947635397602e-07,16675,0.0004816157544726171,1.564844203640089e-07,4.126103431757514e-07,1633.237922668457,1716275763.1215687
105,1771.1730134487152,5.191701365854489e-07,18342,0.0004954124461485303,1.5443690775062334e-07,3.6473322883482553e-07,1767.487054824829,1716275897.3705704
106,1922.4679863452911,4.865267025553495e-07,20177,0.00047179045938923236,1.4863122900198887e-07,3.3789547355336066e-07,1918.7819566726685,1716276048.6655433
107,2079.552798271179,5.722309019619823e-07,22194,0.0004905161689916657,1.6350430566183626e-07,4.0872659630014604e-07,2075.8667690753937,1716276205.7503552
108,2251.8947813510895,6.26097265148921e-07,24414,0.0004362912503357822,1.355327505555223e-07,4.905645145933988e-07,2248.20867729187,1716276378.0923383
109,2443.0449538230896,4.675347510757284e-07,26855,0.0004659842229854316,1.423531412610389e-07,3.251816098146895e-07,2439.3589084148407,1716276569.2425108
110,2650.021416425705,4.586507400581527e-07,29540,0.000456556823667232,1.4163268723201856e-07,3.1701805282613415e-07,2646.335369348526,1716276776.2189734
111,2886.5173828601837,4.4189750470276725e-07,32494,0.0004310802293095297,1.2641516974638308e-07,3.1548233495638417e-07,2882.831330537796,1716277012.7149398
112,3004.038723707199,5.639968052635005e-07,34021,0.0004549598076864969,1.5852376565368753e-07,4.05473039609813e-07,3000.3526310920715,1716277130.2362807
