loss_boundary,step,loss_interior,l2_error,_timestamp,loss,time,_step,_runtime
4.7121595369939827e-07,39,7.947184739393488e-07,0.0007419480102965028,1716482354.0663319,1.2659344276387472e-06,525.5537078380585,39,529.4740407466888
4.55957246003325e-07,40,7.71155273229659e-07,0.000730755337472096,1716482368.8001692,1.2271125192329839e-06,540.287505865097,40,544.207878112793
4.2854311487685737e-07,42,7.284105631467574e-07,0.0007099441734035464,1716482400.203893,1.1569536780236148e-06,571.6909739971161,41,575.6116018295288
3.8335613707677187e-07,46,6.569312969251742e-07,0.0006737737802401783,1716482462.5673065,1.040287434001946e-06,634.0543491840363,42,637.9750154018402
3.4746883157351925e-07,50,5.993671189595684e-07,0.0006430193475246832,1716482526.1702793,9.468359505330878e-07,697.6573333740234,43,701.5779881477356
3.115865527936196e-07,55,5.412257845123767e-07,0.0006101523830592799,1716482604.2304015,8.528123373059963e-07,775.7174029350281,44,779.6381103992462
2.7758980209457955e-07,61,4.857022178026595e-07,0.0005767987608552147,1716482694.9043589,7.63292019897239e-07,866.3913860321045,45,870.3120677471161
2.5043121777280985e-07,67,4.410741254940237e-07,0.0005483367822405977,1716482785.067872,6.915053432668336e-07,956.5549111366272,46,960.4755809307098
2.2813547277378454e-07,73,4.0426093779364335e-07,0.0005235989859357692,1716482874.917107,6.323964105674279e-07,1046.4041378498077,47,1050.3248159885406
2.0386408734024927e-07,81,3.640010326380456e-07,0.0004950811043122978,1716482995.4634786,5.678651199782949e-07,1166.9504837989807,48,1170.8711874485016
1.8414346216164355e-07,89,3.311357668847708e-07,0.00047052632450094974,1716483114.9031265,5.152792290464143e-07,1286.3901908397675,49,1290.3108353614807
1.659175172024699e-07,98,3.0063392814755004e-07,0.0004465584586010684,1716483247.125131,4.665514453500199e-07,1418.6121532917023,50,1422.5328397750854
1.508258301327125e-07,107,2.752655401572572e-07,0.00042564857488168673,1716483379.1939247,4.2609137028996973e-07,1550.6809430122375,51,1554.6016335487366
1.3556066321523795e-07,118,2.494947320447522e-07,0.00040337732881076714,1716483534.8680892,3.8505539525999015e-07,1706.3551609516144,52,1710.2757980823517
1.21904856690986e-07,130,2.2631988295298343e-07,0.00038232777900643966,1716483707.4980965,3.4822473964396947e-07,1878.985134601593,53,1882.90580534935
1.0974713838972973e-07,143,2.0556471163585955e-07,0.0003625421474569587,1716483890.2698681,3.1531185002558926e-07,2061.7569301128387,54,2065.677577018738
9.895710686659249e-08,157,1.8702297895604838e-07,0.00034401587488830544,1716484086.6012073,2.859800858226409e-07,2258.0882613658905,55,2262.0089161396027
8.940073404607808e-08,172,1.704779859225184e-07,0.0003267084757274567,1716484295.7138674,2.598787199685965e-07,2467.200917482376,56,2471.121576309204
7.999491267260436e-08,190,1.5404742875651328e-07,0.0003086998530088524,1716484545.12645,2.3404234142911766e-07,2716.613507270813,57,2720.5341589450836
7.228568536545975e-08,208,1.404475809184595e-07,0.0002930922337747078,1716484792.2054718,2.1273326628391927e-07,2963.692534685135,58,2967.6131806373596
7.113549252906187e-08,211,1.384056555932177e-07,0.00029068959547993024,1716484836.536845,2.0954114812227957e-07,3008.023849248886,59,3011.9445538520813
