loss_interior,step,time,_runtime,_timestamp,l2_error,loss_boundary,loss,_step
0.012050867670547772,46,3.325714111328125,7.07132887840271,1716289426.3300328,0.5626431857895038,0.19892695708470567,0.21097782475525345,42
0.004525720915079222,50,3.4281868934631348,7.173731327056885,1716289426.4324353,0.6187027427465731,0.2033751370588095,0.20790085797388871,43
0.0037194459700862987,55,3.5443732738494873,7.290947437286377,1716289426.5496514,0.6066613240487502,0.197590618121613,0.2013100640916993,44
0.00962590376570013,61,3.680837869644165,7.427298545837402,1716289426.6860025,0.5229890358082662,0.1754516853807325,0.18507758914643263,45
0.017668878365422094,67,3.816805124282837,7.563304901123047,1716289426.8220088,0.48925152963509555,0.15969098586437347,0.17735986422979555,46
0.013239420067367655,73,3.9524924755096436,7.69901704788208,1716289426.957721,0.5256165733281506,0.15444600136418402,0.16768542143155168,47
0.009565448324612699,81,4.126367807388306,7.872861385345459,1716289427.1315653,0.5242213197143126,0.15050425011773136,0.16006969844234406,48
0.01199207889032866,89,4.300069093704224,8.046566009521484,1716289427.30527,0.49561846260889264,0.14324078245969105,0.1552328613500197,49
0.009955069831833988,98,4.497874021530151,8.2428560256958,1716289427.50156,0.5126717401480456,0.14139684382851275,0.15135191366034673,50
0.010879782101958826,107,4.706140518188477,8.450457334518433,1716289427.7091613,0.4959638894403427,0.1365407017475917,0.14742048384955053,51
0.008615121732128514,118,4.945209741592407,8.690397024154663,1716289427.949101,0.489774869116353,0.1334292287318969,0.14204435046402542,52
0.008309120998801283,130,5.2073729038238525,8.952278137207031,1716289428.210982,0.47825585391848435,0.12781229307038705,0.13612141406918835,53
0.008397618986430875,143,5.493111848831177,9.238746404647827,1716289428.4974504,0.4630931936392133,0.12151380831594986,0.12991142730238073,54
0.009240302814225828,157,5.793541431427002,9.539194107055664,1716289428.797898,0.44988318571219954,0.11487306094925451,0.12411336376348034,55
0.010355583368610557,172,6.116741418838501,9.861302375793457,1716289429.1200063,0.4377560908675667,0.10868935281693513,0.1190449361855457,56
0.014066213359235346,190,6.517307281494141,10.262920141220093,1716289429.521624,0.4204631354848055,0.10600985095271638,0.12007606431195172,57
0.012594291527509727,208,6.899190187454224,10.643349170684814,1716289429.902053,0.41032858620655993,0.09904203065624435,0.11163632218375408,58
0.011337729191986718,229,7.34292459487915,11.086697101593018,1716289430.345401,0.38368364202467337,0.08685462452983839,0.09819235372182511,59
0.010810586233200067,252,7.825733184814453,11.569769144058228,1716289430.828473,0.3332847109307964,0.06736117435083395,0.07817176058403402,60
0.012980606658094149,277,8.331116199493408,12.078121900558472,1716289431.3368258,0.2583321244954331,0.04380851889010616,0.05678912554820031,61
0.014323864773230492,305,8.89335012435913,12.640281677246094,1716289431.8989856,0.20149028354266002,0.02836060975405385,0.04268447452728434,62
0.011418128691813906,335,9.509780406951904,13.252948522567749,1716289432.5116525,0.1767391601846031,0.02229239498430907,0.033710523676122976,63
0.00821661137171403,369,10.237181425094604,13.982579469680786,1716289433.2412834,0.145617028866536,0.016678928791266274,0.024895540162980304,64
0.0042334130209431215,406,10.973124980926514,14.720174074172974,1716289433.978878,0.11746048347510492,0.01055587941396891,0.014789292434912032,65
0.0022327034836616237,446,11.801739931106567,15.547857999801636,1716289434.806562,0.08007873299609757,0.004943594450223785,0.007176297933885409,66
0.001490055013141377,491,12.715184688568115,16.46231746673584,1716289435.7210214,0.05444374154961925,0.0023675271392490076,0.0038575821523903846,67
0.0014201006766904147,540,13.741453170776367,17.487879276275635,1716289436.7465832,0.04426054838325427,0.0018461646254701951,0.00326626530216061,68
0.0007271554363846298,594,14.807602405548096,18.55116605758667,1716289437.80987,0.038827027928385105,0.0013723246656971503,0.00209948010208178,69
0.000501522466367016,653,16.010014057159424,19.75466513633728,1716289439.013369,0.03316787712316316,0.0010276256781620902,0.0015291481445291063,70
0.0004118358236783216,718,17.33499050140381,21.081112146377563,1716289440.339816,0.028539103673634297,0.0008160449737476466,0.0012278807974259681,71
0.0003125392584815759,790,18.791064262390137,22.53694462776184,1716289441.7956486,0.025298203299672,0.0006103152184418614,0.0009228544769234373,72
0.00025352643360726214,869,20.391693115234375,24.136401414871216,1716289443.3951054,0.023098281768389427,0.00048297635415930977,0.0007365027877665719,73
0.00037961822203480544,956,22.184699058532715,25.93075442314148,1716289445.1894584,0.028038146265322476,0.0004360082282404112,0.0008156264502752167,74
0.00020406076497925222,1052,24.14069128036499,27.886696338653564,1716289447.1454003,0.01865529687034844,0.00031387603236878825,0.0005179367973480404,75
0.00013499881618499526,1157,26.223872900009155,29.971043825149536,1716289449.2297478,0.015524589362520767,0.0002610755100749507,0.000396074326259946,76
0.0001605553213861829,1272,28.48568868637085,32.23314166069031,1716289451.4918456,0.017420000490850678,0.00020584416995720977,0.0003663994913433927,77
9.884378945898138e-05,1400,31.040468215942383,34.78771257400513,1716289454.0464165,0.014073201365464534,0.00016012631635125757,0.00025897010581023896,78
0.00012036322403734903,1539,33.86115384101868,37.60835647583008,1716289456.8670604,0.024155201259268146,0.0002540860215648823,0.0003744492456022313,79
7.82611851198523e-05,1693,36.94644045829773,40.692471742630005,1716289459.9511757,0.010541917816593032,0.00013516501678687075,0.00021342620190672304,80
7.885527079226669e-05,1863,40.40205717086792,44.14924502372742,1716289463.407949,0.01188741084972912,9.585157849278808e-05,0.00017470684928505478,81
6.468579383805647e-05,2049,44.098628282547,47.845696687698364,1716289467.1044006,0.010626004337759447,8.34275126768527e-05,0.00014811330651490917,82
5.790470015869472e-05,2254,48.20360279083252,51.94794750213623,1716289471.2066514,0.010059497227400219,7.26005257714022e-05,0.00013050522593009692,83
8.182254587418166e-05,2479,52.701173543930054,56.44775629043579,1716289475.7064602,0.011837236361330515,7.170090205898067e-05,0.00015352344793316232,84
4.540158461897611e-05,2727,57.58186626434326,61.32896065711975,1716289480.5876646,0.009081453792125311,6.313716381784758e-05,0.00010853874843682369,85
3.1231236194095816e-05,3000,63.00599503517151,66.7517602443695,1716289486.0104642,0.008894440678567076,5.714699564554341e-05,8.837823183963923e-05,86
3.36954410551049e-05,3299,68.97906446456909,72.725022315979,1716289491.9837263,0.008117270534954481,5.7163045888954564e-05,9.085848694405946e-05,87
3.538209648337171e-05,3629,75.4866898059845,79.23406624794006,1716289498.4927702,0.008129611218422123,5.011314530900849e-05,8.549524179238019e-05,88
2.9973742991252608e-05,3992,82.61185193061829,86.35910940170288,1716289505.6178133,0.006954016260817399,5.3881504135115795e-05,8.38552471263684e-05,89
3.100402131453236e-05,4391,90.54420614242554,94.29130411148071,1716289513.550008,0.007709478936152696,4.229840154337069e-05,7.330242285790304e-05,90
2.549388127143868e-05,4831,99.35280799865723,103.10019779205322,1716289522.3589017,0.008060667039003763,4.2284363871681325e-05,6.777824514312e-05,91
2.8430524411184694e-05,5314,108.88419651985168,112.63038921356201,1716289531.8890932,0.006895527499818575,3.5832162907979755e-05,6.426268731916445e-05,92
3.436069580178294e-05,5845,119.38458847999573,123.13067507743835,1716289542.389379,0.019845830389784304,0.0001968801691385044,0.00023124086494028732,93
1.908969069424111e-05,6429,131.0044550895691,134.74773454666138,1716289554.0064385,0.00599207822950973,3.559447149032077e-05,5.4684162184561876e-05,94
1.0107841000283552e-05,7072,143.85878992080688,147.60333108901978,1716289566.862035,0.006008270071365024,2.8661104427655985e-05,3.8768945427939535e-05,95
8.764790645820967e-06,7779,158.06665682792664,161.8127224445343,1716289581.0714264,0.00505315685307419,2.7066622504153075e-05,3.583141314997404e-05,96
1.0457494521429628e-05,8557,173.71081447601318,177.45493602752686,1716289596.71364,0.004724660353741045,2.1448644518158887e-05,3.1906139039588513e-05,97
9.342020966802904e-06,9413,190.68291449546814,194.4302113056183,1716289613.6889153,0.004585712333996554,1.6900683267324895e-05,2.6242704234127797e-05,98
9.767691943617473e-06,10354,209.35571718215942,213.10090923309326,1716289632.3596132,0.004076516337250633,1.2929617622963341e-05,2.2697309566580814e-05,99
9.543769771755312e-06,11389,229.92240023612976,233.66836142539978,1716289652.9270654,0.003713450176460146,1.066574876495747e-05,2.0209518536712784e-05,100
5.030695489172255e-06,12528,252.54293084144592,256.2870616912842,1716289675.5457656,0.0032144878226129173,7.915354400733559e-06,1.2946049889905813e-05,101
3.875091987750415e-06,13781,277.2848291397095,281.0319092273712,1716289700.2906132,0.002888546317824005,6.342710536534105e-06,1.0217802524284518e-05,102
4.97359781991906e-06,15159,304.2823328971863,308.0296165943146,1716289727.2883205,0.002460148338075415,5.861373869427963e-06,1.0834971689347023e-05,103
7.140115390536701e-06,16675,334.27421021461487,338.0202147960663,1716289757.2789187,0.0023348605199431517,4.0790701353814065e-06,1.1219185525918107e-05,104
3.762322113706337e-06,18342,367.20872139930725,370.9520125389099,1716289790.2107165,0.0021990062502227556,3.154305582599463e-06,6.9166276963058006e-06,105
2.9656134153587423e-06,20177,403.6331706047058,407.3779857158661,1716289826.6366897,0.002173470992829156,3.5599491723393863e-06,6.5255625876981285e-06,106
4.368874786185425e-06,22194,443.58652329444885,447.33382177352905,1716289866.5925257,0.0015562104676618664,2.8373078998339504e-06,7.206182686019376e-06,107
2.537204232925287e-06,24414,487.69736528396606,491.4436981678009,1716289910.702402,0.0013475707979925039,1.6897577823642045e-06,4.226962015289492e-06,108
2.3982159633184185e-06,26855,536.1021778583527,539.8493988513947,1716289959.1081028,0.0012310779154400134,1.5471911894670098e-06,3.945407152785428e-06,109
1.7139053472084756e-06,29540,589.4541661739349,593.201539516449,1716290012.4602435,0.0011583793570461409,1.175195907323849e-06,2.8891012545323243e-06,110
2.1788069762372163e-06,32494,647.882828950882,651.6282572746277,1716290070.8869612,0.0017356827355070098,1.444661652617736e-06,3.623468628854952e-06,111
1.1716965558714392e-06,35744,712.4587399959564,716.2061283588409,1716290135.4648323,0.0009421423436103603,8.710064162685994e-07,2.0427029721400384e-06,112
1.853613143378158e-05,39318,783.2291185855865,786.9763493537903,1716290206.2350533,0.014649445368319585,4.625853990198653e-05,6.479467133576811e-05,113
2.0452750369626997e-06,43250,861.3604898452759,865.1064214706421,1716290284.3651254,0.0011649012952113702,2.4834087671960766e-06,4.528683804158777e-06,114
1.0024087830932237e-06,47575,947.3832769393921,951.1296129226685,1716290370.3883169,0.002696867048923207,2.9374126629917667e-06,3.9398214460849905e-06,115
1.0303473079628745e-06,52332,1041.7138938903809,1045.4611778259277,1716290464.7198818,0.0009671536814305966,1.0719372176781236e-06,2.102284525640998e-06,116
1.3861529517348768e-06,57566,1145.5094423294067,1149.2567307949066,1716290568.5154347,0.0007936451210372835,6.523217608993161e-07,2.038474712634193e-06,117
7.62941849270212e-07,63322,1259.1839439868927,1262.9312915802002,1716290682.1899955,0.000768236103390315,4.7379121943208303e-07,1.236733068702295e-06,118
2.537627327034357e-06,69654,1385.0946202278137,1388.842600107193,1716290808.101304,0.0019437626673311976,3.4249846191531224e-06,5.962611946187479e-06,119
5.440314116897539e-07,76620,1523.658001422882,1527.4022269248962,1716290946.6609309,0.0005959419952295633,3.5500294472999e-07,8.990343564197439e-07,120
1.0156284893154742e-06,84281,1675.3441700935364,1679.0915553569794,1716291098.3502593,0.0010076628192280002,8.075124421671485e-07,1.8231409314826227e-06,121
4.855169242248499e-07,92710,1842.796618938446,1846.541736125946,1716291265.80044,0.0005655936976793665,3.097674244921958e-07,7.952843487170457e-07,122
2.6539982329749192e-05,101980,2027.0535566806793,2030.8009223937988,1716291450.0596263,0.007417606167152866,2.9907184111749555e-06,2.9530700740924146e-05,123
2.8294796720792418e-06,112178,2229.218630552292,2232.96595788002,1716291652.2246618,0.0006597377733894444,3.2074574867466984e-06,6.03693715882594e-06,124
1.7675403110509558e-06,123396,2451.9493641853333,2455.6967046260834,1716291874.9554086,0.0018289352714746284,2.091884437373968e-06,3.859424748424924e-06,125
4.214432438105603e-07,135736,2696.924578666687,2700.6703429222107,1716292119.9290469,0.0010143283648811553,1.040172773581442e-06,1.4616160173920023e-06,126
6.836985156453286e-05,149309,2967.402830839157,2971.1501410007477,1716292390.408845,0.010623783585581213,9.115851653259969e-05,0.00015952836809713256,127
2.508000696525851e-07,150958,3000.005558013916,3003.7528648376465,1716292423.0115688,0.00041165165378878984,1.5213353285392803e-07,4.029336025065131e-07,128
