step,l2_error,loss,_step,_runtime,_timestamp,loss_boundary,loss_interior,time
46,0.1108348483629031,0.014540821519019857,42,28.606608390808105,1716207177.4689114,0.009541816734748134,0.0049990047842717236,23.368793725967407
50,0.07390333600550421,0.01175672559970348,43,30.21933388710022,1716207179.081637,0.0050326353539034445,0.006724090245800036,24.98148512840271
55,0.0687938600778182,0.009555914128719988,44,32.22904181480408,1716207181.0913448,0.004506231326000841,0.005049682802719147,26.99119257926941
61,0.06890677455319345,0.005711692363662623,45,34.637784242630005,1716207183.5000873,0.00403766357545656,0.0016740287882060622,29.39997696876526
67,0.05854423362270342,0.004149218875237815,46,37.051215410232544,1716207185.9135184,0.0026897311601810983,0.0014594877150567165,31.81336760520935
73,0.047217693470377325,0.0029270001587270744,47,39.45258903503418,1716207188.314892,0.0019860833177995914,0.0009409168409274829,34.214696168899536
81,0.04172225255361373,0.002274365853413169,48,42.64482069015503,1716207191.5071237,0.001574679305681792,0.0006996865477313772,37.40665602684021
89,0.036178647418849866,0.0019546409957478376,49,45.83554720878601,1716207194.6978502,0.0013274779601089026,0.0006271630356389351,40.59757161140442
98,0.03514599497004132,0.001677005405088986,50,49.4190890789032,1716207198.281392,0.0010699250729359069,0.0006070803321530792,44.18136239051819
107,0.03050959066173282,0.001376315258267805,51,53.00871443748474,1716207201.8710175,0.0008646367409135693,0.0005116785173542356,47.77087163925171
118,0.026228244221025303,0.0009912883458631993,52,57.38230514526367,1716207206.2446082,0.0006164704154645107,0.0003748179303986886,52.144627809524536
130,0.021163147680778857,0.0006508181027416735,53,62.143826484680176,1716207211.0061295,0.0004303964324901262,0.0002204216702515473,56.90608859062195
143,0.019316808102403316,0.00045891056023962307,54,67.3099913597107,1716207216.1722944,0.0002913103418946198,0.00016760021834500327,62.07186007499695
157,0.0182573212536078,0.0003496561772935186,55,72.86476349830627,1716207221.7270665,0.00023277664248626387,0.00011687953480725476,67.6270477771759
172,0.01654080419477093,0.00026790991017499997,56,78.80912685394287,1716207227.6714299,0.00018706190463834278,8.08480055366572e-05,73.57130813598633
190,0.014471806499206256,0.0001949022436649759,57,85.96126747131348,1716207234.8235705,0.00013218155128748212,6.272069237749375e-05,80.72327923774719
208,0.010714566763498402,0.00012889649571644693,58,93.14962077140808,1716207242.0119238,7.793517064854519e-05,5.0961325067901743e-05,87.91148138046265
229,0.008080757797808553,8.117330861375115e-05,59,101.53335404396057,1716207250.395657,4.682934221055275e-05,3.43439664031984e-05,96.29540419578552
252,0.007170761868467428,6.368332999986887e-05,60,110.69588017463684,1716207259.5581832,3.679341417222721e-05,2.6889915827641652e-05,105.45790529251099
277,0.006338953910864838,5.0760020208182304e-05,61,120.67866826057434,1716207269.5409713,3.1044956315006855e-05,1.971506389317545e-05,115.44054174423218
305,0.005497065882691177,3.777983027430743e-05,62,131.83550786972046,1716207280.697811,2.361138214040894e-05,1.4168448133898485e-05,126.59701323509216
335,0.004535590704047021,2.6968888725820444e-05,63,143.7712960243225,1716207292.633599,1.5371640291824988e-05,1.1597248433995456e-05,138.53341269493103
369,0.0037572479633404352,1.6699192365956498e-05,64,157.30435276031494,1716207306.1666558,9.770367283345753e-06,6.9288250826107436e-06,152.06628847122192
406,0.002540351927561759,6.704631757452101e-06,65,172.06999588012695,1716207320.932299,4.121805621978887e-06,2.5828261354732137e-06,166.83196210861206
446,0.0014665632124247505,3.3244660491648615e-06,66,188.07822442054749,1716207336.9405274,1.5326351821921247e-06,1.7918308669727368e-06,182.8402841091156
491,0.0009731133259470304,1.674812874794314e-06,67,206.07820653915405,1716207354.9405096,7.548630049541347e-07,9.199498698401792e-07,200.83988189697266
540,0.0007526221867681948,7.286160996960857e-07,68,225.68650364875793,1716207374.5488067,4.111693660563934e-07,3.1744673363969234e-07,220.44852328300476
594,0.0005641164431385207,3.3486571654196234e-07,69,247.2521207332611,1716207396.1144238,2.0646857051722142e-07,1.2839714602474091e-07,242.01387214660645
653,0.00034963265973793486,1.477685097537964e-07,70,270.77371549606323,1716207419.6360185,7.850681847103714e-08,6.926169128275926e-08,265.5357358455658
718,0.00018826510049269323,5.626814303888768e-08,71,296.6751608848572,1716207445.537464,2.4233066144456612e-08,3.203507689443107e-08,291.43700337409973
790,0.00011378861053411602,2.214493068887965e-08,72,325.3965811729431,1716207474.2588842,9.378033821457294e-09,1.2766896867422353e-08,320.1585433483124
869,5.5586383317317435e-05,6.81926441395097e-09,73,356.8672387599945,1716207505.7295418,2.4151622666263465e-09,4.404102147324623e-09,351.6290509700775
956,3.3301511410729545e-05,2.1364943961151046e-09,74,391.6151428222656,1716207540.4774458,7.070248324947821e-10,1.4294695636203226e-09,386.37690830230713
1052,1.955421470189769e-05,6.831023104965652e-10,75,429.9274368286133,1716207578.7897398,2.3973986581570463e-10,4.4336244468086053e-10,424.6894574165344
1157,1.1787529692789552e-05,2.3112343961155502e-10,76,471.8406569957733,1716207620.70296,7.805105248725417e-11,1.5307238712430085e-10,466.6023967266083
1272,6.827504221002774e-06,9.212497220154417e-11,77,517.8328335285187,1716207666.6951365,2.226666313097472e-11,6.985830907056946e-11,512.5945038795471
1400,4.427197936122767e-06,4.03728739968359e-11,78,568.9617583751678,1716207717.8240614,7.519192378446527e-12,3.2853681618389376e-11,563.7235341072083
1539,2.990617921165313e-06,1.9008378493037888e-11,79,624.4542787075043,1716207773.3165817,2.9502020157807575e-12,1.605817647725713e-11,619.2159485816956
1693,2.4565183097943004e-06,8.742396450709176e-12,80,685.8871047496796,1716207834.7494078,1.376560720352927e-12,7.365835730356249e-12,680.6488299369812
1863,2.130663796165056e-06,4.023679459954904e-12,81,753.6702032089233,1716207902.5325062,6.890190219133613e-13,3.3346604380415433e-12,748.431991815567
2049,1.8584772215399491e-06,2.019910954936694e-12,82,827.8177254199982,1716207976.6800284,3.6433683832111523e-13,1.655574116615579e-12,822.57936668396
2254,1.7398293104849512e-06,1.4329610773198222e-12,83,909.5663840770721,1716208058.428687,2.5913220239179586e-13,1.1738288749280262e-12,904.3282432556152
2479,1.6841068553542024e-06,1.2052547474809425e-12,84,999.2630105018616,1716208148.1253135,2.2095043715624754e-13,9.84304310324695e-13,994.0247447490692
2727,1.6381566275401554e-06,1.0295895664825392e-12,85,1098.1326258182526,1716208246.9949288,1.9260341539102222e-13,8.36986151091517e-13,1092.894492149353
3000,1.5966797699360386e-06,8.857585437005258e-13,86,1206.885073184967,1716208355.7473762,1.6980312406031218e-13,7.159554196402136e-13,1201.6460065841675
3299,1.5572355544570817e-06,7.656419582835827e-13,87,1326.0014519691467,1716208474.863755,1.507117205495428e-13,6.149302377340399e-13,1320.7624270915985
3629,1.5189250670771016e-06,6.626601109270027e-13,88,1457.460560798645,1716208606.3228638,1.3418691563841535e-13,5.284731952885873e-13,1452.2222249507904
3992,1.4819884586362382e-06,5.742529763169442e-13,89,1601.9799988269806,1716208750.8423018,1.198528377326481e-13,4.544001385842962e-13,1596.741759777069
4391,1.4462944795602852e-06,4.98386226780046e-13,90,1760.803067445755,1716208909.6653705,1.0737957179098637e-13,3.9100665498905964e-13,1755.5648555755615
4831,1.4116802363602654e-06,4.3297833520921704e-13,91,1936.2926263809204,1716209085.1549294,9.642693392820318e-14,3.3655140128101385e-13,1931.0534148216248
5314,1.3783086332940823e-06,3.766977691753574e-13,92,2128.664428949356,1716209277.526732,8.679281753787035e-14,2.8990495163748706e-13,2123.4253191947937
5845,1.3460806920904864e-06,3.280647321705848e-13,93,2340.1851012706757,1716209489.0474043,7.825299124669165e-14,2.4981174092389313e-13,2334.94607257843
6429,1.3147412178226532e-06,2.859721712629038e-13,94,2572.8710112571716,1716209721.7333143,7.061877847159192e-14,2.1535339279131188e-13,2567.631894826889
7072,1.2841646938003676e-06,2.4947166268672183e-13,95,2828.9107942581177,1716209977.7730973,6.374639030606362e-14,1.857252723806582e-13,2823.67267370224
7515,1.2650995390129948e-06,2.2878973285240336e-13,96,3005.5079712867737,1716210154.3702743,5.972032443028452e-14,1.6906940842211883e-13,3000.268916606903
