_step,_runtime,loss,_timestamp,time,loss_interior,loss_boundary,step,l2_error
61,41.63005709648132,2.759984331584237e-06,1715508826.4001591,35.021456718444824,2.6139071664948036e-06,1.460771650894334e-07,277,0.00026875260826088223
62,42.06684064865112,2.759984331584237e-06,1715508826.8369427,35.458210945129395,2.6139071664948036e-06,1.460771650894334e-07,305,0.00026875260826088223
63,42.53956961631775,2.759984331584237e-06,1715508827.3096716,35.9309298992157,2.6139071664948036e-06,1.460771650894334e-07,335,0.00026875260826088223
64,43.13917827606201,2.759984331584237e-06,1715508827.9092803,36.530556201934814,2.6139071664948036e-06,1.460771650894334e-07,369,0.00026875260826088223
65,43.77896785736084,2.759984331584237e-06,1715508828.54907,37.17028093338013,2.6139071664948036e-06,1.460771650894334e-07,406,0.00026875260826088223
66,44.416319370269775,2.759984331584237e-06,1715508829.1864214,37.80764317512512,2.6139071664948036e-06,1.460771650894334e-07,446,0.00026875260826088223
67,45.12110900878906,2.759984331584237e-06,1715508829.891211,38.512484073638916,2.6139071664948036e-06,1.460771650894334e-07,491,0.00026875260826088223
68,45.9492392539978,2.759984331584237e-06,1715508830.7193413,39.34052085876465,2.6139071664948036e-06,1.460771650894334e-07,540,0.00026875260826088223
69,46.793133020401,2.759984331584237e-06,1715508831.563235,40.18451523780823,2.6139071664948036e-06,1.460771650894334e-07,594,0.00026875260826088223
70,47.72242283821106,2.759984331584237e-06,1715508832.4925249,41.113558530807495,2.6139071664948036e-06,1.460771650894334e-07,653,0.00026875260826088223
71,48.74733257293701,2.759984331584237e-06,1715508833.5174346,42.13871192932129,2.6139071664948036e-06,1.460771650894334e-07,718,0.00026875260826088223
72,49.99216675758362,2.759984331584237e-06,1715508834.7622688,43.38336443901062,2.6139071664948036e-06,1.460771650894334e-07,790,0.00026875260826088223
73,51.26952385902405,2.759984331584237e-06,1715508836.039626,44.66092133522034,2.6139071664948036e-06,1.460771650894334e-07,869,0.00026875260826088223
74,52.80973529815674,2.759984331584237e-06,1715508837.5798373,46.20109152793884,2.6139071664948036e-06,1.460771650894334e-07,956,0.00026875260826088223
75,54.52978253364563,2.759984331584237e-06,1715508839.2998846,47.92114806175232,2.6139071664948036e-06,1.460771650894334e-07,1052,0.00026875260826088223
76,56.186726331710815,2.759984331584237e-06,1715508840.9568284,49.57810401916504,2.6139071664948036e-06,1.460771650894334e-07,1157,0.00026875260826088223
77,58.23634076118469,2.759984331584237e-06,1715508843.0064428,51.62763595581055,2.6139071664948036e-06,1.460771650894334e-07,1272,0.00026875260826088223
78,60.3808012008667,2.759984331584237e-06,1715508845.1509032,53.77213954925537,2.6139071664948036e-06,1.460771650894334e-07,1400,0.00026875260826088223
79,62.77825736999512,2.759984331584237e-06,1715508847.5483594,56.169599533081055,2.6139071664948036e-06,1.460771650894334e-07,1539,0.00026875260826088223
80,65.5440685749054,2.759984331584237e-06,1715508850.3141706,58.9352662563324,2.6139071664948036e-06,1.460771650894334e-07,1693,0.00026875260826088223
81,68.48943519592285,2.759984331584237e-06,1715508853.2595372,61.88067436218262,2.6139071664948036e-06,1.460771650894334e-07,1863,0.00026875260826088223
82,71.46013355255127,2.759984331584237e-06,1715508856.2302356,64.8513662815094,2.6139071664948036e-06,1.460771650894334e-07,2049,0.00026875260826088223
83,75.13214826583862,2.759984331584237e-06,1715508859.9022503,68.52352166175842,2.6139071664948036e-06,1.460771650894334e-07,2254,0.00026875260826088223
84,79.14255738258362,2.759984331584237e-06,1715508863.9126594,72.53386044502258,2.6139071664948036e-06,1.460771650894334e-07,2479,0.00026875260826088223
85,83.49157238006592,2.759984331584237e-06,1715508868.2616744,76.88296437263489,2.6139071664948036e-06,1.460771650894334e-07,2727,0.00026875260826088223
86,88.14820575714111,2.759984331584237e-06,1715508872.9183078,81.53946781158447,2.6139071664948036e-06,1.460771650894334e-07,3000,0.00026875260826088223
87,93.30987572669983,2.759984331584237e-06,1715508878.0799778,86.70095443725586,2.6139071664948036e-06,1.460771650894334e-07,3299,0.00026875260826088223
88,98.61792206764221,2.759984331584237e-06,1715508883.388024,92.00926852226257,2.6139071664948036e-06,1.460771650894334e-07,3629,0.00026875260826088223
89,104.46982407569885,2.759984331584237e-06,1715508889.239926,97.86105942726135,2.6139071664948036e-06,1.460771650894334e-07,3992,0.00026875260826088223
90,110.941330909729,2.759984331584237e-06,1715508895.711433,104.33272051811218,2.6139071664948036e-06,1.460771650894334e-07,4391,0.00026875260826088223
91,118.13368892669678,2.759984331584237e-06,1715508902.903791,111.52471590042114,2.6139071664948036e-06,1.460771650894334e-07,4831,0.00026875260826088223
92,125.93761825561523,2.759984331584237e-06,1715508910.7077203,119.32889914512634,2.6139071664948036e-06,1.460771650894334e-07,5314,0.00026875260826088223
93,134.83945322036743,2.759984331584237e-06,1715508919.6095552,128.23080921173096,2.6139071664948036e-06,1.460771650894334e-07,5845,0.00026875260826088223
94,144.51062774658203,2.759984331584237e-06,1715508929.2807298,137.9018657207489,2.6139071664948036e-06,1.460771650894334e-07,6429,0.00026875260826088223
95,154.86763262748718,2.759984331584237e-06,1715508939.6377347,148.2586703300476,2.6139071664948036e-06,1.460771650894334e-07,7072,0.00026875260826088223
96,166.7128028869629,2.759984331584237e-06,1715508951.482905,160.1040644645691,2.6139071664948036e-06,1.460771650894334e-07,7779,0.00026875260826088223
97,180.0415017604828,2.759984331584237e-06,1715508964.8116038,173.4328474998474,2.6139071664948036e-06,1.460771650894334e-07,8557,0.00026875260826088223
98,194.71976518630981,2.759984331584237e-06,1715508979.4898672,188.11074352264404,2.6139071664948036e-06,1.460771650894334e-07,9413,0.00026875260826088223
99,210.13711953163147,2.759984331584237e-06,1715508994.9072216,203.52847838401794,2.6139071664948036e-06,1.460771650894334e-07,10354,0.00026875260826088223
100,227.44365644454956,2.759984331584237e-06,1715509012.2137585,220.83487272262573,2.6139071664948036e-06,1.460771650894334e-07,11389,0.00026875260826088223
101,246.7199990749359,2.759984331584237e-06,1715509031.490101,240.11097860336304,2.6139071664948036e-06,1.460771650894334e-07,12528,0.00026875260826088223
102,267.8005487918854,2.759984331584237e-06,1715509052.5706508,261.19185757637024,2.6139071664948036e-06,1.460771650894334e-07,13781,0.00026875260826088223
103,291.3550834655762,2.759984331584237e-06,1715509076.1251855,284.7460331916809,2.6139071664948036e-06,1.460771650894334e-07,15159,0.00026875260826088223
104,316.6686899662018,2.759984331584237e-06,1715509101.438792,310.05990648269653,2.6139071664948036e-06,1.460771650894334e-07,16675,0.00026875260826088223
105,344.61286091804504,2.759984331584237e-06,1715509129.382963,338.0039267539978,2.6139071664948036e-06,1.460771650894334e-07,18342,0.00026875260826088223
106,375.50353360176086,2.759984331584237e-06,1715509160.2736356,368.89479660987854,2.6139071664948036e-06,1.460771650894334e-07,20177,0.00026875260826088223
107,409.54404306411743,2.759984331584237e-06,1715509194.314145,402.935054063797,2.6139071664948036e-06,1.460771650894334e-07,22194,0.00026875260826088223
108,447.09848952293396,2.759984331584237e-06,1715509231.8685915,440.4896945953369,2.6139071664948036e-06,1.460771650894334e-07,24414,0.00026875260826088223
109,486.9146902561188,2.759984331584237e-06,1715509271.6847923,480.30578231811523,2.6139071664948036e-06,1.460771650894334e-07,26855,0.00026875260826088223
110,532.4477841854095,2.759984331584237e-06,1715509317.2178862,525.8388257026672,2.6139071664948036e-06,1.460771650894334e-07,29540,0.00026875260826088223
111,581.488671541214,2.759984331584237e-06,1715509366.2587736,574.8797190189362,2.6139071664948036e-06,1.460771650894334e-07,32494,0.00026875260826088223
112,635.8025035858154,2.759984331584237e-06,1715509420.5726056,629.1935408115387,2.6139071664948036e-06,1.460771650894334e-07,35744,0.00026875260826088223
113,695.7954862117767,2.759984331584237e-06,1715509480.5655882,689.1865158081055,2.6139071664948036e-06,1.460771650894334e-07,39318,0.00026875260826088223
114,762.9240055084229,2.759984331584237e-06,1715509547.6941075,756.3150415420532,2.6139071664948036e-06,1.460771650894334e-07,43250,0.00026875260826088223
115,835.198778629303,2.759984331584237e-06,1715509619.9688807,828.5887768268585,2.6139071664948036e-06,1.460771650894334e-07,47575,0.00026875260826088223
116,915.1345014572144,2.759984331584237e-06,1715509699.9046035,908.525484085083,2.6139071664948036e-06,1.460771650894334e-07,52332,0.00026875260826088223
117,1003.0692336559296,2.759984331584237e-06,1715509787.8393357,996.4602153301239,2.6139071664948036e-06,1.460771650894334e-07,57566,0.00026875260826088223
118,1006.618754863739,2.759984331584237e-06,1715509791.388857,1000.0101153850555,2.6139071664948036e-06,1.460771650894334e-07,57770,0.00026875260826088223
