loss_boundary,_step,_timestamp,l2_error,loss,step,time,loss_interior,_runtime
0.008037575323622573,41,1715715280.9214756,0.06389812671938952,0.009364685898997785,42,3.012934446334839,0.0013271105753752115,6.820282697677612
0.006461053204892754,42,1715715281.0381813,0.04905973597569146,0.00787998619215605,46,3.129667282104492,0.0014189329872632956,6.936988353729248
0.004460695340699905,43,1715715281.1534767,0.04501287715886206,0.006464412523268511,50,3.2450063228607178,0.0020037171825686064,7.052283763885498
0.002636006695299171,44,1715715281.3014498,0.031095153069152733,0.004957413262616435,55,3.392951011657715,0.0023214065673172633,7.200256824493408
0.0021274564145492836,45,1715715281.475584,0.02513681403452439,0.003947083853119756,61,3.5671520233154297,0.0018196274385704721,7.374391078948975
0.0017074079832194852,46,1715715281.6495585,0.026047886927842472,0.0029790862698269214,67,3.741098403930664,0.0012716782866074362,7.548365592956543
0.0010437303643100813,47,1715715281.8308809,0.020414475803662013,0.0021686574001587647,73,3.9223175048828125,0.0011249270358486831,7.729687929153442
0.0007221426223307504,48,1715715282.075929,0.02399297300061796,0.0016132929755105683,81,4.167334079742432,0.0008911503531798179,7.974735975265503
0.00043596718784605495,49,1715715282.313901,0.014081030667454315,0.000857032877919491,89,4.405308961868286,0.00042106569007343604,8.212707996368408
0.0002286205664604133,50,1715715282.6017058,0.013161663028115297,0.0005925517515650839,98,4.693078517913818,0.00036393118510467064,8.500512838363647
0.00016914490844517442,51,1715715282.8899457,0.010674305742809587,0.0004504372758472888,107,4.980966091156006,0.00028129236740211436,8.788752794265747
0.00011822747685010231,52,1715715283.2091854,0.008290748401649546,0.00032982062186229954,118,5.300679683685303,0.00021159314501219723,9.10799241065979
0.00010053729911632592,53,1715715283.5656917,0.008562695017913038,0.00024370955153956195,130,5.657184362411499,0.00014317225242323602,9.46449875831604
9.121552407826917e-05,54,1715715283.9491806,0.008970455522775322,0.0001960758489528707,143,6.040579319000244,0.00010486032487460153,9.847987651824951
4.151934581493319e-05,55,1715715284.3585963,0.005958367080979506,0.00014951986415178808,157,6.449946165084839,0.00010800051833685488,10.257403373718262
1.5950788075590616e-05,56,1715715284.838301,0.002445558108280363,0.00010745619040188969,172,6.929632186889648,9.150540232629907e-05,10.737107992172241
1.1892273869535434e-05,57,1715715285.393417,0.0027658951248806384,6.378948089954568e-05,190,7.484888792037964,5.1897207030010256e-05,11.292223930358887
6.046070105005482e-06,58,1715715285.928148,0.0020957531391613796,4.402470107212438e-05,208,8.01957368850708,3.79786309671189e-05,11.826955080032349
2.2066378252610522e-06,59,1715715286.555543,0.0011025534327057586,3.065051206184257e-05,229,8.64694595336914,2.8443874236581513e-05,12.454349994659424
1.884036033072102e-06,60,1715715287.2484276,0.0008366281783639231,2.4864011466751032e-05,252,9.33986496925354,2.297997543367893e-05,13.147234678268433
1.5232007549047384e-06,61,1715715287.986593,0.0007221350077891964,2.0968500446533738e-05,277,10.077998161315918,1.9445299691629e-05,13.88540005683899
1.5623118724343408e-06,62,1715715288.8231833,0.0007439002117419433,1.775856904830283e-05,305,10.91459345817566,1.619625717586849e-05,14.72199034690857
1.4882134874087812e-06,63,1715715289.7120152,0.0007858043190078425,1.526480466316847e-05,335,11.803483009338379,1.3776591175759689e-05,15.610822200775146
1.3352102632330643e-06,64,1715715290.720376,0.0008059516892752333,1.2852816982472125e-05,369,12.811829328536987,1.1517606719239061e-05,16.61918306350708
1.2161036937467492e-06,65,1715715291.7991931,0.0008510463740241866,1.0730656421469305e-05,406,13.890687227249146,9.514552727722557e-06,17.698000192642212
1.1115437989241703e-06,66,1715715292.9682043,0.0009193861226475143,8.832879551431968e-06,446,15.059622049331665,7.721335752507798e-06,18.867011308670044
1.0626921029729532e-06,67,1715715294.2872953,0.0007997501114538385,7.892580245212802e-06,491,16.378729343414307,6.829888142239849e-06,20.186102390289307
9.431143713896283e-07,68,1715715295.7184927,0.0008488038071926123,6.673943375070403e-06,540,17.80977749824524,5.7308290036807745e-06,21.617299795150757
6.110494667492015e-07,69,1715715297.3056219,0.0005721734429809956,5.165481043341092e-06,594,19.397045612335205,4.554431576591891e-06,23.204428911209106
3.6239141950148137e-07,70,1715715299.0391426,0.00042569081109711476,3.5649201986036047e-06,653,21.130634784698486,3.2025287791021235e-06,24.937949657440186
3.2212586585640947e-07,71,1715715300.9397933,0.0004080683935809531,2.5619024205089815e-06,718,23.031270265579224,2.239776554652572e-06,26.838600397109985
2.7366241289514764e-07,72,1715715303.0437016,0.000398698873322135,1.62166466639187e-06,790,25.135178089141846,1.3480022534967224e-06,28.942508697509766
1.2026923803178935e-07,73,1715715305.38449,0.0002896607162959155,9.331556826568617e-07,869,27.47595524787903,8.128864446250724e-07,31.283297061920166
3.9318337119952154e-08,74,1715715307.9437833,0.0001626160717828921,4.864209164112553e-07,956,30.035289525985718,4.471025792913032e-07,33.84259033203125
1.6562038727736448e-08,75,1715715310.7682436,0.00011646642759579514,2.3955087491113046e-07,1052,32.85967659950256,2.22988836183394e-07,36.66705060005188
1.037099069869337e-08,76,1715715313.869157,0.00010075892530146484,1.719449394459266e-07,1157,35.96056294441223,1.6157394874723323e-07,39.767964124679565
7.045914560495092e-09,77,1715715317.212353,8.25545099760524e-05,1.2473317401208963e-07,1272,39.30358815193176,1.1768725945159453e-07,43.11116003990173
3.6376109080811245e-09,78,1715715320.9415863,6.035605610779249e-05,7.180709728751486e-08,1400,43.03293490409851,6.816948637943374e-08,46.84039330482483
2.306941103219654e-09,79,1715715325.0976532,4.642049208377129e-05,4.9177335944739966e-08,1539,47.18909692764282,4.687039484152031e-08,50.99646019935608
1.720074230758076e-09,80,1715715329.5846877,3.956096967407387e-05,3.526715383557534e-08,1693,51.67617630958557,3.354707960481726e-08,55.48349475860596
1.2210200187527556e-09,81,1715715334.6743445,3.333286479775796e-05,2.6885834233173447e-08,1863,56.765700340270996,2.5664814214420692e-08,60.57315158843994
9.925347348799728e-10,82,1715715340.2264888,3.110421033323401e-05,2.1176028395710085e-08,2049,62.31791830062866,2.0183493660830112e-08,66.12529587745667
9.264163388952091e-10,83,1715715346.268372,2.9024989400509575e-05,1.5952610090179385e-08,2254,68.35984420776367,1.5026193751284174e-08,72.16717910766602
9.462620481156377e-10,84,1715715352.8540723,2.778397700310241e-05,1.2636486728899642e-08,2479,74.94543552398682,1.1690224680784005e-08,78.75287938117981
8.801443237956747e-10,85,1715715360.118686,2.602354461273904e-05,9.33003379528636e-09,2727,82.20992350578308,8.449889471490685e-09,86.01749300956726
7.223237000431391e-10,86,1715715368.119526,2.3930883462380786e-05,6.925277720842442e-09,3000,90.2109603881836,6.202954020799302e-09,94.01833295822144
6.117657555422269e-10,87,1715715376.8972216,2.2831298106630956e-05,5.278776943869865e-09,3299,98.98867392539978,4.667011188327638e-09,102.79602861404419
5.5901426490295e-10,88,1715715386.6750388,2.4805240915936273e-05,3.824764061470735e-09,3629,108.76632022857666,3.2657497965677846e-09,112.57384586334229
5.145884214315608e-10,89,1715715397.4736538,2.516833081344117e-05,2.8619064557766516e-09,3992,119.565096616745,2.3473180343450907e-09,123.37246084213257
4.1268715350623655e-10,90,1715715409.237974,2.1431307034277863e-05,2.2328615232710856e-09,4391,131.32941102981567,1.8201743697648488e-09,135.13678097724915
3.295237124925757e-10,91,1715715422.1115057,1.841060066869265e-05,1.784738322614757e-09,4831,144.20272207260132,1.4552146101221812e-09,148.01031279563904
2.5317878812001946e-10,92,1715715436.3979409,1.563870024838906e-05,1.4032578875880944e-09,5314,158.48929977416992,1.150079099468075e-09,162.29674792289734
2.1936771062761639e-10,93,1715715452.037739,1.4437029005345757e-05,1.1888560567287296e-09,5845,174.12919640541077,9.694883461011132e-10,177.93654608726501
1.9066133626007992e-10,94,1715715469.1087618,1.370231791729397e-05,9.994512588831723e-10,6429,191.20018410682678,8.087899226230924e-10,195.00756883621216
1.649503335845665e-10,95,1715715487.9860363,1.269882823712487e-05,8.672964343565739e-10,7072,210.07716155052185,7.023461007720073e-10,213.8848433494568
1.411397412662175e-10,96,1715715508.8426201,1.1756898718378796e-05,7.639693567673296e-10,7779,230.93405842781067,6.228296155011122e-10,234.74142718315125
4.573199087062875e-11,97,1715715531.7336311,6.148315818875074e-06,4.942446738286651e-10,8557,253.82501769065857,4.485126829580363e-10,257.6324381828308
3.947883409527899e-11,98,1715715557.014566,5.665871133327564e-06,3.5969383615935003e-10,9413,279.1055898666382,3.2021500206407104e-10,282.91337299346924
3.033565862140263e-11,99,1715715584.9004803,5.067591907963207e-06,2.8461832719100626e-10,10354,306.9915337562561,2.5428266856960364e-10,310.79928731918335
2.1951314762340773e-11,100,1715715615.5110924,4.188027561789066e-06,2.2502276938112908e-10,11389,337.6021146774292,2.030714546187883e-10,341.4098994731903
9.757435864700526e-12,101,1715715649.241642,2.7109181920570567e-06,1.5524692403096935e-10,12528,371.3327124118805,1.4548948816626883e-10,375.1404490470886
4.385153473296253e-12,102,1715715686.0336695,1.8275234094531147e-06,9.952632559935898e-11,13781,408.1248438358307,9.514117212606272e-11,411.93247652053833
2.6723890167986306e-12,103,1715715726.4961927,1.408920716673373e-06,7.144086366760602e-11,15159,448.58727383613586,6.876847465080739e-11,452.39499974250793
2.0565219819967574e-12,104,1715715771.1867614,1.143261497974714e-06,5.790687144150847e-11,16675,493.2778046131134,5.585034945951172e-11,497.08556842803955
1.9064634566176657e-12,105,1715715820.1271477,1.1807330548709024e-06,3.8957315744943946e-11,18342,542.2183113098145,3.705085228832628e-11,546.0259547233582
1.1160851489945003e-12,106,1715715874.0805328,8.769477969840416e-07,2.0183744687868093e-11,20177,596.1716749668121,1.9067659538873593e-11,599.979339838028
1.0413615902252843e-12,107,1715715933.039444,8.387144319320382e-07,1.5454482069417745e-11,22194,655.1306240558624,1.4413120479192461e-11,658.9382510185242
1.0057213010188703e-12,108,1715715997.8777776,8.532103792901141e-07,1.3198682331000929e-11,24414,719.9688334465027,1.2192961029982058e-11,723.7765846252441
9.518696024153426e-13,109,1715716069.1947656,8.662634193335385e-07,1.1868187035874155e-11,26855,791.2858231067657,1.0916317433458813e-11,795.0935726165771
9.066162070900564e-13,110,1715716147.6877263,8.707165786996149e-07,1.0689025309716434e-11,29540,869.7788755893707,9.782409102626378e-12,873.5865333080292
8.949165136442114e-13,111,1715716234.22066,8.692450660927953e-07,9.57012121270917e-12,32494,956.3114850521088,8.67520469906496e-12,960.1194670200348
8.720723712256228e-13,112,1715716277.937704,8.822967243100035e-07,9.111337198785971e-12,33984,1000.0288982391357,8.239264827560349e-12,1003.8365111351013
