_step,loss_interior,_runtime,l2_error,step,time,loss,_timestamp,loss_boundary
42,0.0014134351523887802,10.881811141967773,0.08555491328982105,46,5.684439420700073,0.010140885524653453,1715711140.092766,0.008727450372264673
43,0.000999644085559271,11.17099404335022,0.08532421149006496,50,5.9736456871032715,0.009920181069028507,1715711140.381949,0.008920536983469236
44,0.0008708054721227366,11.532902956008911,0.08598041209211017,55,6.335538625717163,0.009840866919016639,1715711140.7438579,0.008970061446893902
45,0.0012284759496520642,11.965877294540405,0.07520312813263523,61,6.768548011779785,0.009341972984827931,1715711141.1768322,0.008113497035175868
46,0.001141061675554494,12.405355453491211,0.05623228626024549,67,7.208132028579712,0.008789934661901377,1715711141.6163104,0.007648872986346884
47,0.0009149630532678027,12.863840579986572,0.04899818126391812,73,7.6665380001068115,0.00850579275851144,1715711142.0747955,0.007590829705243636
48,0.00230634855868741,13.437604188919067,0.04255292107643845,81,8.240296125411987,0.006950783551046667,1715711142.648559,0.004644434992359257
49,0.0014749331659289352,14.008423089981079,0.04343055948828593,89,8.811125755310059,0.0056930564828873535,1715711143.219378,0.0042181233169584186
50,0.0012610330384917295,14.658721446990967,0.0333832950288884,98,9.461463212966919,0.005297065186299362,1715711143.8696764,0.004036032147807633
51,0.0007525552739056883,15.301653623580933,0.03623789542245187,107,10.104367017745972,0.004610849255689581,1715711144.5126085,0.0038582939817838925
52,0.0004020494023237201,16.107106924057007,0.03908695118421807,118,10.909870862960815,0.004277366385377559,1715711145.3180618,0.003875316983053839
53,0.0007082143103032473,16.982697248458862,0.030983214219393665,130,11.785363674163818,0.0030962979746729565,1715711146.1936522,0.0023880836643697095
54,0.00035950945161803305,17.947758674621582,0.02503207041223866,143,12.750460147857666,0.0024810338398769563,1715711147.1587136,0.0021215243882589233
55,0.0003120821081262878,18.949612617492676,0.027468838141725804,157,13.752307891845703,0.0018944516531161793,1715711148.1605675,0.0015823695449898915
56,0.0002371975704808103,20.02662754058838,0.02137270115531816,172,14.829192161560059,0.0015237385013965737,1715711149.2375824,0.0012865409309157634
57,0.0001828101043675404,21.327285766601562,0.023864104658219355,190,16.129932641983032,0.0013049241282211846,1715711150.5382407,0.0011221140238536441
58,0.00016045560565963526,22.61971426010132,0.01234181425528887,208,17.42235803604126,0.0008064100901099778,1715711151.8306692,0.0006459544844503425
59,0.0001206183968689604,24.1179461479187,0.012104850570387654,229,18.920645475387573,0.0004823846680512625,1715711153.328901,0.0003617662711823021
60,0.00010025704860651195,25.75879406929016,0.007457423975544522,252,20.561551809310913,0.00035287670085001774,1715711154.969749,0.0002526196522435058
61,5.336679146056172e-05,27.57560443878174,0.004828524500720721,277,22.3782696723938,0.00016978352909733616,1715711156.7865593,0.00011641673763677443
62,2.8844795348881218e-05,29.645742416381836,0.004041506059176888,305,24.44843339920044,8.651130500454376e-05,1715711158.8566973,5.7666509655662535e-05
63,1.9700091913820076e-05,31.77802348136902,0.004931940178287473,335,26.580636501312256,6.192432230071091e-05,1715711160.9889784,4.222423038689084e-05
64,1.5840374774454686e-05,34.25588774681091,0.003933356210980788,369,29.0585880279541,4.4324657621147375e-05,1715711163.4668427,2.848428284669269e-05
65,1.2681386953970811e-05,36.900086641311646,0.0039839552367893875,406,31.702686548233032,3.5098903023424695e-05,1715711166.1110415,2.2417516069453887e-05
66,7.4713469700577235e-06,39.863706827163696,0.0036587926037444027,446,34.66618466377258,2.1468403379435687e-05,1715711169.0746617,1.3997056409377964e-05
67,4.845296946291712e-06,43.07296276092529,0.0025778379899151025,491,37.875563621520996,1.3864316959325293e-05,1715711172.2839177,9.019020013033581e-06
68,3.5676901158510297e-06,46.58532977104187,0.0019446563180880285,540,41.38802433013916,9.342257033616213e-06,1715711175.7962847,5.774566917765183e-06
69,2.7369299618626304e-06,50.435797691345215,0.0014622774085689023,594,45.23845934867859,6.310556503054217e-06,1715711179.6467526,3.573626541191587e-06
70,2.245817109926556e-06,54.6365909576416,0.0011071947896792243,653,49.43908190727234,4.662669629047607e-06,1715711183.8475459,2.4168525191210507e-06
71,1.950686050909628e-06,59.27347540855408,0.000993193408469156,718,54.076082944869995,3.764470458613698e-06,1715711188.4844303,1.81378440770407e-06
72,1.6379011004962999e-06,64.41257095336914,0.000829667919872822,790,59.21517825126648,2.939261027382345e-06,1715711193.6235259,1.301359926886045e-06
73,1.335109687603772e-06,70.08242058753967,0.0007219460602711045,869,64.88509154319763,2.356372391039769e-06,1715711199.2933755,1.0212627034359969e-06
74,9.938949147261121e-07,76.31831455230713,0.0005736967656006204,956,71.12103605270386,1.6573216249738413e-06,1715711205.5292695,6.634267102477291e-07
75,8.174727468848678e-07,83.1883704662323,0.000512143428046081,1052,77.99032282829285,1.273286882873366e-06,1715711212.3993254,4.5581413598849816e-07
76,7.139159492381409e-07,90.7472825050354,0.00043229368399577456,1157,85.55004596710205,1.0698722198592e-06,1715711219.9582374,3.559562706210591e-07
77,4.038677803332374e-07,98.99234008789062,0.00036892223185369574,1272,93.79494786262512,6.01030477898638e-07,1715711228.203295,1.9716269756540057e-07
78,3.1277178815101855e-07,108.15844893455505,0.000322767436500535,1400,102.96078824996948,4.670910811907753e-07,1715711237.3694038,1.5431929303975673e-07
79,2.442204113047205e-07,118.0762267112732,0.00029136187304143555,1539,112.87889099121094,3.672132841562461e-07,1715711247.2871816,1.2299287285152562e-07
80,1.9747866121983002e-07,129.1045205593109,0.00024098548887366517,1693,123.9067530632019,2.9222973710496074e-07,1715711258.3154755,9.475107588513072e-08
81,1.472876434380801e-07,141.47342133522034,0.00020485824782836716,1863,136.2756700515747,2.0661425719261977e-07,1715711270.6843762,5.932661375453967e-08
82,1.2970106682782468e-07,154.83573269844055,0.00018315774810838975,2049,149.63782572746277,1.77177528294092e-07,1715711284.0466876,4.7476461466267304e-08
83,7.814841324387003e-08,169.52484440803528,0.00010941006370016255,2254,164.32706785202026,9.64402761911613e-08,1715711298.7357993,1.829186294729127e-08
84,5.7892185260555205e-08,185.65909790992737,6.959358504509002e-05,2479,180.4614007472992,6.626405754542638e-08,1715711314.8700528,8.371872284871169e-09
85,3.8595432899004104e-08,203.40517902374268,5.123619811649404e-05,2727,198.20749926567078,4.2912449798757464e-08,1715711332.616134,4.317016899753357e-09
86,1.4383135185538046e-08,222.8604724407196,3.175962053292127e-05,3000,217.66271209716797,1.606467522071406e-08,1715711352.0714273,1.6815400351760143e-09
87,5.6306049525202124e-09,244.20375442504883,1.425470345512481e-05,3299,239.00549602508545,6.0066847972671525e-09,1715711373.4147093,3.760798447469402e-10
88,3.4232044699748957e-09,267.8936777114868,1.427298004333643e-05,3629,262.6959390640259,3.6398069522876097e-09,1715711397.1046326,2.1660248231271383e-10
89,2.2661828220736e-09,294.06669783592224,1.163708522977366e-05,3992,288.86884570121765,2.367945911917806e-09,1715711423.2776527,1.0176308984420624e-10
90,1.5797995741192807e-09,322.8468859195709,7.4177620543020945e-06,4391,317.64919209480286,1.6625846357733683e-09,1715711452.0578408,8.278506165408768e-11
91,1.1437889635264682e-09,354.4356212615967,6.1101555312399205e-06,4831,349.2378373146057,1.204489523515134e-09,1715711483.6465762,6.070055998866576e-11
92,9.029251612188359e-10,389.1453776359558,4.44537156309335e-06,5314,383.9476945400238,9.372318263180538e-10,1715711518.3563325,3.430666509921782e-11
93,7.714732685500465e-10,427.3187584877014,3.837151275251409e-06,5845,422.12120246887207,7.933765215673668e-10,1715711556.5297134,2.190325301732029e-11
94,7.006365358134936e-10,469.23150062561035,3.5286011760397144e-06,6429,464.0337266921997,7.165983801470996e-10,1715711598.4424555,1.5961844333605993e-11
95,6.300574760430015e-10,515.3106865882874,3.3021679392493057e-06,7072,510.11301469802856,6.454469329168541e-10,1715711644.5216415,1.5389456873852615e-11
96,5.810570785507979e-10,566.0697588920593,2.75489478681677e-06,7779,560.8720951080322,5.92418432170694e-10,1715711695.2807138,1.1361353619896071e-11
97,5.438769893909207e-10,621.6221594810486,2.2955417571758737e-06,8557,616.4242413043976,5.526699969126e-10,1715711750.8331144,8.793007521679269e-12
98,5.014121104524656e-10,683.4803247451782,2.0326014636721094e-06,9413,678.2826895713806,5.089855036307436e-10,1715711812.6912796,7.573393178277938e-12
99,4.5051132736064995e-10,751.3182413578033,1.9372118145799433e-06,10354,746.1204237937927,4.5596673336380817e-10,1715711880.5291963,5.4554060031582335e-12
100,4.199922656024614e-10,825.8726019859314,1.9937355106646853e-06,11389,820.6747214794159,4.2521315210148646e-10,1715711955.083557,5.2208864990250485e-12
101,4.0090796333560305e-10,907.8768799304962,1.9979880661879108e-06,12528,902.6792144775391,4.06047089878559e-10,1715712037.0878348,5.1391265429559385e-12
102,3.8259407687206087e-10,998.3214287757874,1.8906349649844153e-06,13781,993.1238327026367,3.8737320475163983e-10,1715712127.5323837,4.779127879578961e-12
103,3.813292410625312e-10,1005.2645156383514,1.8834967966971607e-06,13877,1000.0668456554413,3.8607455196776346e-10,1715712134.4754705,4.745310905232239e-12
