time,loss_interior,loss_boundary,step,_runtime,l2_error,loss,_step,_timestamp
118.8621940612793,3.9483618457117436e-05,3.967681687988086e-05,40,123.23540043830872,0.00608397099920809,7.91604353369983e-05,40,1716042819.3204405
124.89795994758606,3.6613761652375775e-05,3.771117549959328e-05,42,129.27110624313354,0.005934426957994383,7.432493715196905e-05,41,1716042825.3561463
136.9376163482666,3.1805926555593614e-05,3.4285758127360384e-05,46,141.31106209754944,0.00566388027378606,6.6091684682954e-05,42,1716042837.3961022
148.93617343902588,2.7940710482829054e-05,3.140655345224529e-05,50,153.30934166908264,0.005425591599162525,5.9347263935074344e-05,43,1716042849.3943818
163.76095914840698,2.40683257862327e-05,2.840052679375633e-05,55,168.13415217399597,0.005164747679390602,5.246885257998903e-05,44,1716042864.2191923
181.63672184944153,2.0434848159340095e-05,2.5453151976599194e-05,61,186.0101408958435,0.004895271517131224,4.588800013593929e-05,45,1716042882.095181
199.4156837463379,1.7593710895651867e-05,2.3043536576567164e-05,67,203.78882575035095,0.0046633465775902236,4.063724747221903e-05,46,1716042899.8738658
216.88144874572754,1.532827432009024e-05,2.1037695527340897e-05,73,221.2546830177307,0.004461123656164036,3.636596984743113e-05,47,1716042917.339723
239.98099517822266,1.2957462917413042e-05,1.8833103375882254e-05,81,244.35455322265625,0.00422792258513693,3.1790566293295296e-05,48,1716042940.4395933
261.9151945114136,1.112306904307405e-05,1.7029363539682708e-05,89,266.28839015960693,0.004027386217064431,2.8152432582756756e-05,49,1716042962.3734303
285.92948055267334,9.513546769037339e-06,1.535385966198023e-05,98,290.3029091358185,0.0038321390051699214,2.486740643101757e-05,50,1716042986.3879492
310.01074171066284,8.2487289765046e-06,1.3959674251826106e-05,107,314.38389229774475,0.003662208856724303,2.2208403228330705e-05,51,1716043010.4689324
339.57604789733887,7.034559147530241e-06,1.254208804157514e-05,118,343.9495735168457,0.0034815274212292315,1.957664718910538e-05,52,1716043040.0346136
371.42569494247437,6.003391736170079e-06,1.1265570408124291e-05,130,375.7988383769989,0.003311062992665505,1.726896214429437e-05,53,1716043071.8838785
405.55547881126404,5.127264781432036e-06,1.0120403166111552e-05,143,409.9286918640137,0.0031509441090462973,1.5247667947543587e-05,54,1716043106.013732
442.41238045692444,4.380966003408127e-06,9.095581898827719e-06,157,446.7857527732849,0.0030009977972358937,1.3476547902235847e-05,55,1716043142.8707929
481.58460235595703,3.743429398568217e-06,8.180045056154703e-06,172,485.95785880088806,0.0028608746422113304,1.192347445472292e-05,56,1716043182.042899
528.0817716121674,3.137301238015505e-06,7.270865177843534e-06,190,532.455155134201,0.0027149864463474633,1.0408166415859038e-05,57,1716043228.5401952
573.7672011852264,2.6574512270880306e-06,6.5197464002432155e-06,208,578.1405735015869,0.00258850848772152,9.177197627331247e-06,58,1716043274.2256136
626.8128204345703,2.2142557284799264e-06,5.795788796819468e-06,229,631.1860387325287,0.002460586451746821,8.010044525299395e-06,59,1716043327.2710788
684.4487819671631,1.835130714770729e-06,5.147035556649143e-06,252,688.8221743106842,0.0023400370501539362,6.9821662714198725e-06,60,1716043384.9072144
747.0439069271088,1.515390250596467e-06,4.572081716555222e-06,277,751.4173531532288,0.0022276855261413025,6.0874719671516886e-06,61,1716043447.5023932
816.7138118743896,1.240477759035582e-06,4.0503305026797294e-06,305,821.0872633457184,0.002120476724773505,5.290808261715311e-06,62,1716043517.1723034
890.5009682178497,1.0163520604877458e-06,3.5996359205763654e-06,335,894.8742599487305,0.0020231795496696353,4.615987981064111e-06,63,1716043590.9593
974.0930216312408,8.249167843727978e-07,3.19030685995529e-06,369,978.4664576053619,0.001930459553019069,4.015223644328088e-06,64,1716043674.5514977
1063.6294717788696,6.695412257515797e-07,2.83588356073784e-06,406,1068.002967596054,0.0018463191089652937,3.5054247864894197e-06,65,1716043764.0880077
1160.6801669597626,5.444829881207324e-07,2.5313158427703954e-06,446,1165.053607225418,0.0017707086838568585,3.075798830891128e-06,66,1716043861.1386473
1269.6208755970001,4.4023097931749407e-07,2.259966972102769e-06,491,1273.9942932128906,0.001700337922599278,2.700197951420263e-06,67,1716043970.0793333
1386.6694240570068,3.5647715362053715e-07,2.0267429990971295e-06,540,1391.0436260700226,0.0016371579907644145,2.3832201527176666e-06,68,1716044087.1286662
1514.3641209602356,2.8839227848509546e-07,1.823767801306888e-06,594,1518.7375328540802,0.0015796752549328207,2.1121600797919834e-06,69,1716044214.822573
1654.0445239543915,2.3355221642103214e-07,1.6484091892662936e-06,653,1658.417960882187,0.0015276486259915621,1.8819614056873257e-06,70,1716044354.503001
1807.4568860530853,1.8903953844570789e-07,1.4952590410704014e-06,718,1811.8304200172424,0.0014798911503394315,1.6842985795161094e-06,71,1716044507.91546
1976.555857181549,1.5282883679847576e-07,1.3604763124783055e-06,790,1980.9293649196625,0.0014355232076365733,1.5133051492767813e-06,72,1716044677.014405
2161.8452332019806,1.2373282996828458e-07,1.2425030576549072e-06,869,2166.218628168106,0.0013943491011360197,1.3662358876231918e-06,73,1716044862.3036683
2364.5648086071014,1.0030765742116201e-07,1.1382527893762386e-06,956,2368.9382584095,0.0013556250458155886,1.2385604467974006e-06,74,1716045065.0232985
2588.0187134742737,8.14543585495562e-08,1.0453723143078161e-06,1052,2592.392139196396,0.0013187961219061537,1.1268266728573724e-06,75,1716045288.4771793
2831.6566486358643,6.642056999706392e-08,9.627283203418347e-07,1157,2836.0300641059875,0.0012837629518590344,1.0291488903388986e-06,76,1716045532.1151042
3000.046385526657,5.835912511284133e-08,9.139492359813316e-07,1230,3004.4197909832,0.0012619071920929048,9.72308361094173e-07,77,1716045700.504831
