l2_error,_step,loss_interior,loss,step,_runtime,time,_timestamp,loss_boundary
0.8987222882521624,50,37.05559674164529,37.611295988508445,98,7.779887914657593,3.941416025161743,1715937847.570694,0.5556992468631547
0.9299615236518947,51,32.17246011383712,32.789305916485354,107,7.933090686798096,4.094537734985352,1715937847.7238967,0.6168458026482362
0.8795420652058616,52,28.399186444168983,28.95565988549703,118,8.115025997161865,4.27652382850647,1715937847.905832,0.5564734413280467
0.9321770027626497,53,26.779117451776795,27.390018347190534,130,8.315695524215698,4.480363368988037,1715937848.1065016,0.6109008954137388
1.0325891932516988,54,24.95001182803615,25.696971004702515,143,8.53136944770813,4.6938841342926025,1715937848.3221755,0.7469591766663645
1.0833960183592863,55,23.422333821699684,24.24749062747027,157,8.764849185943604,4.928560018539429,1715937848.5556552,0.8251568057705857
1.1501082517680477,56,21.97807357777665,22.900405862194273,172,9.016044855117798,5.179463148117065,1715937848.806851,0.9223322844176218
1.2117054049132066,57,20.37830781808198,21.39900383381403,190,9.307844877243042,5.471645355224609,1715937849.098651,1.0206960157320515
1.2689079366047973,58,18.811545356904126,19.92708832906094,208,9.594282627105713,5.7554028034210205,1715937849.3850887,1.1155429721568129
1.3274028608856272,59,16.961440852471206,18.177593419515876,229,9.927934169769287,6.088923931121826,1715937849.7187402,1.2161525670446713
1.3871611470077412,60,14.856936783800164,16.180144396699205,252,10.289299964904785,6.450199842453003,1715937850.080106,1.3232076128990418
1.45102352474058,61,12.517130972621034,13.959599501483416,277,10.689058065414429,6.851956129074097,1715937850.4798641,1.4424685288623817
1.5293752692209823,62,10.07538162302599,11.672279012900226,305,11.131964921951294,7.293716907501221,1715937850.922771,1.5968973898742358
1.6208080373923903,63,8.057001463984037,9.846985658874305,335,11.609292984008789,7.7696404457092285,1715937851.400099,1.7899841948902686
1.6947348792495183,64,6.533324543760843,8.490729429698565,369,12.143957138061523,8.307543277740479,1715937851.9347632,1.957404885937721
1.7242614600150679,65,5.2789297968621645,7.30558397192857,406,12.732799291610718,8.894023895263672,1715937852.5236053,2.026654175066405
1.7182254135241064,66,4.167536109351634,6.180739591462319,446,13.362883806228638,9.526387214660645,1715937853.1536899,2.0132034821106854
1.6804275047146808,67,3.1814035927222504,5.107372697208927,491,14.054186820983887,10.214388370513916,1715937853.8449929,1.925969104486676
1.6218923206193505,68,2.3716767026342445,4.1654680284391015,540,14.823611974716187,10.98757290840149,1715937854.614418,1.7937913258048572
1.5470434558357697,69,1.760967357127921,3.392711894946067,594,15.663825511932373,11.826074600219727,1715937855.4546316,1.6317445378181459
1.4559475813420928,70,1.343568105572524,2.7897266042456383,653,16.58578372001648,12.749290943145752,1715937856.3765898,1.4461584986731144
1.348261280242484,71,1.0079307925467549,2.250005525433451,718,17.592899799346924,13.756208896636963,1715937857.3837059,1.242074732886696
1.232510437472499,72,0.7448412759419655,1.7853045919508959,790,18.701377391815186,14.864620208740234,1715937858.4921834,1.0404633160089305
1.1226464039733275,73,0.5815591754054346,1.4483381453669655,869,19.91934585571289,16.08282780647278,1715937859.710152,0.8667789699615309
1.021088017567415,74,0.4592430610690323,1.1797637830271224,956,21.259474754333496,17.42305088043213,1715937861.0502808,0.7205207219580901
0.9251313963461683,75,0.3554504157603113,0.9500804736772601,1052,22.739434719085693,18.902677059173584,1715937862.5302408,0.5946300579169489
0.8293876339134174,76,0.27205753586092185,0.7527467911202115,1157,24.337666034698486,20.501166582107544,1715937864.128472,0.48068925525928957
0.7311401327702692,77,0.20977716489433748,0.5854029383660719,1272,26.093708515167236,22.257320165634155,1715937865.8845146,0.3756257734717345
0.6278121708251886,78,0.16128549106715018,0.4397175838427242,1400,28.037551403045654,24.201273918151855,1715937867.8283575,0.278432092775574
0.522671217576798,79,0.12291474576528752,0.31713181802850454,1539,30.143172025680542,26.306133270263672,1715937869.933978,0.19421707226321705
0.42051619445484173,80,0.0921476593259344,0.21927547997779373,1693,32.46731972694397,28.627309560775757,1715937872.2581258,0.12712782065185935
0.3327515176183363,81,0.0662481172672207,0.1476246411229049,1863,35.05410099029541,31.216537475585938,1715937874.844907,0.08137652385568422
0.26607211436387707,82,0.04597758710922087,0.10008492866309762,2049,37.8592312335968,34.022326707839966,1715937877.6500373,0.054107341553876746
0.22122506703428144,83,0.03132701929447714,0.07079294998595755,2254,40.97860383987427,37.138877391815186,1715937880.76941,0.039465930691480404
0.19456766507428025,84,0.021337741710587336,0.053452049070657245,2479,44.37833285331726,40.53852105140686,1715937884.169139,0.032114307360069906
0.17798024581634098,85,0.014399356545343531,0.042279565687245495,2727,48.14027523994446,44.30248785018921,1715937887.9310813,0.027880209141901962
0.16538821456007852,86,0.009460735453828207,0.03412805570265477,3000,52.24952673912048,48.40952205657959,1715937892.0403328,0.024667320248826567
0.15365359587062946,87,0.0058468281127098485,0.027522508668117264,3299,56.77623772621155,52.9392626285553,1715937896.5670438,0.021675680555407417
0.14159216155364185,88,0.003304910201707254,0.0220006414148912,3629,61.76187515258789,57.92532396316528,1715937901.5526812,0.018695731213183946
0.1292521147982734,89,0.0017601969454720562,0.01757944684951558,3992,67.25685358047485,63.41872715950012,1715937907.0476596,0.015819249904043525
0.11699719653235516,90,0.0009513141987451279,0.014117361420040385,4391,73.29407930374146,69.45419692993164,1715937913.0848854,0.013166047221295257
0.10512977725375983,91,0.0005393375191147069,0.011344567404363697,4831,79.9178900718689,76.07800722122192,1715937919.7086961,0.01080522988524899
0.09395328773228782,92,0.0003155906647451159,0.009093679165366427,5314,87.15539479255676,83.31517243385315,1715937926.9462008,0.008778088500621312
0.08367241667583641,93,0.0001868410371835672,0.007272315285790848,5845,95.13393926620483,91.29499077796936,1715937934.9247453,0.007085474248607281
0.0974073044223491,94,0.0069708387348735145,0.01583770131171961,6429,103.93598008155823,100.09626340866089,1715937943.7267861,0.008866862576846098
0.07505459027523867,95,0.001048064981116601,0.006648532856253365,7072,113.6542854309082,109.81792330741882,1715937953.4450915,0.005600467875136764
0.061758548388843426,96,0.00032715588724714694,0.0043752377187085455,7779,124.24549722671509,120.4077422618866,1715937964.0363033,0.004048081831461398
0.05349708034439502,97,0.0001356288870819125,0.003314681651394996,8557,135.8948860168457,132.0549511909485,1715937975.685692,0.0031790527643130837
0.04781214267726555,98,7.327202632107809e-05,0.002671705727293567,9413,148.7114474773407,144.87146663665771,1715937988.5022535,0.0025984337009724886
0.04349310966400308,99,3.236645186307997e-05,0.002190225180602755,10354,162.80762553215027,158.9676172733307,1715938002.5984316,0.0021578587287396753
0.040223747885003824,100,2.051658001632027e-05,0.0018462628301853467,11389,178.2801284790039,174.44244003295898,1715938018.0709345,0.0018257462501690264
0.04388494882993158,101,0.001015027168146829,0.0030898941075459454,12528,195.39112615585327,191.5511543750763,1715938035.1819322,0.002074866939399116
0.03743149707048261,102,8.852414545261775e-05,0.0016158162202501592,13781,214.19708609580994,210.3598494529724,1715938053.9878922,0.0015272920747975414
0.03349278896332523,103,2.3728142763144677e-05,0.0012383372391698124,15159,234.81376194953918,230.9738655090332,1715938074.604568,0.0012146090964066678
0.031102594404892245,104,0.0004630079055021799,0.0014954443731110835,16675,257.50551891326904,253.6686086654663,1715938097.296325,0.0010324364676089037
0.05077755846026033,105,0.029381119667309857,0.03107363578371203,18342,282.5674433708191,278.72950434684753,1715938122.3582494,0.0016925161164021733
0.02783061074780389,106,7.255968529716642e-05,0.0009190901273687795,20177,310.01986503601074,306.18167757987976,1715938149.810671,0.0008465304420716131
0.026081262419300838,107,0.00024083354657352725,0.0009573602153185822,22194,340.24221539497375,336.40225529670715,1715938180.0330215,0.0007165266687450549
0.026074970792595145,108,0.0005193411360553028,0.0013033555972964369,24414,373.7269744873047,369.8883755207062,1715938213.5177805,0.0007840144612411341
0.022946987552990322,109,3.1933419077956766e-05,0.0006340147199181091,26855,410.3232247829437,406.4831941127777,1715938250.1140308,0.0006020813008401523
0.02119808560366567,110,6.710147799551017e-06,0.0005098156216949253,29540,450.58166551589966,446.7429075241089,1715938290.3724716,0.0005031054738953743
0.019506900160357877,111,5.738972743445171e-05,0.0004792184990835361,32494,495.01614332199097,491.17797589302063,1715938334.8069494,0.0004218287716490844
0.018041004458980308,112,7.629764777912293e-06,0.00035624109592273165,35744,543.7235779762268,539.8860695362091,1715938383.514384,0.0003486113311448194
0.016633697470136422,113,2.2817560628267587e-05,0.0002968510884673577,39318,597.3663477897644,593.5260236263275,1715938437.1571538,0.00027403352783909006
0.016526064622786767,114,9.09727288454292e-05,0.00038961537834802403,43250,656.4723045825958,652.6352627277374,1715938496.2631106,0.00029864264950259483
0.014644651011064613,115,8.24561303578036e-06,0.00022948585252399365,47575,721.3120739459991,717.4755055904388,1715938561.10288,0.0002212402394882133
0.013391211672623955,116,1.1194387907941315e-05,0.00020153970163237607,52332,792.7498359680176,788.9095318317413,1715938632.540642,0.00019034531372443474
0.012188082449472358,117,1.8608982694899902e-05,0.00017975702006720515,57566,871.270263671875,867.4334819316864,1715938711.0610697,0.00016114803737230524
0.011087713537422848,118,1.75306654668121e-05,0.00014694020081290298,63322,957.6722078323364,953.8333694934845,1715938797.463014,0.00012940953534609087
0.009769548955562968,119,1.4818776741157238e-05,0.00011198215248969573,69654,1052.57998919487,1048.741549730301,1715938892.3707952,9.716337574853849e-05
0.009344839412116049,120,2.6589437698526565e-05,0.0001230130919367327,76620,1156.9112310409546,1153.0747339725494,1715938996.702037,9.642365423820611e-05
0.008563730307885405,121,9.180446840186194e-05,0.0001813594333753897,84281,1271.8452446460724,1268.0050718784332,1715939111.6360507,8.955496497352775e-05
0.007027582679903339,122,1.322850757497595e-05,6.786434631655799e-05,92710,1398.466049194336,1394.6262686252594,1715939238.2568552,5.463583874158204e-05
0.007208366561926288,123,7.611598184061528e-05,0.00013953702553928059,101980,1537.4632885456085,1533.622943162918,1715939377.2540946,6.342104369866531e-05
0.005842252478047665,124,7.846396190473679e-06,4.805514196771828e-05,112178,1690.052298784256,1686.2120885849,1715939529.8431048,4.0208745777244605e-05
0.005087575591534141,125,1.1512367915179187e-05,4.11660464114913e-05,123396,1858.274670124054,1854.4343662261963,1715939698.0654762,2.965367849631211e-05
0.004402611580298694,126,1.1315011314988537e-05,3.401584376119979e-05,135736,2043.3999118804932,2039.560640335083,1715939883.190718,2.270083244621125e-05
0.0045564534106560944,127,0.00012421677887563526,0.0001480900752005891,149309,2246.9670028686523,2243.1266729831696,1715940086.757809,2.3873296324953843e-05
0.009269366518384213,128,0.0031533970027643535,0.0031954691771063914,164240,2471.0534269809723,2467.2148587703705,1715940310.844233,4.2072174342038086e-05
0.003255607053278754,129,1.0620787053652923e-05,2.228237833671141e-05,180664,2717.4030153751373,2713.564237356186,1715940557.1938214,1.1661591283058488e-05
0.004579473605152952,130,0.0008497600355513175,0.0008661975814461617,198731,2988.4065940380096,2984.568779230118,1715940828.1974,1.6437545894844182e-05
0.0026873578657012538,131,6.333110101274479e-06,1.4710925507565276e-05,199763,3003.8492197990417,3000.01079082489,1715940843.6400259,8.377815406290797e-06
