loss_boundary,_runtime,loss_interior,_step,_timestamp,step,time,l2_error,loss
2.8002695686690656e-06,110.46585178375244,3.513993225730037e-06,39,1716140451.2899399,39,104.4614896774292,0.002184436646150953,6.314262794399103e-06
2.623551372486386e-06,113.32162261009216,3.304815807887076e-06,40,1716140454.1457107,40,107.31728839874268,0.0020689400679153205,5.9283671803734626e-06
2.1629430912704477e-06,119.01208448410034,2.828874049501622e-06,41,1716140459.8361726,42,113.00764274597168,0.001931730746849942,4.99181714077207e-06
1.7327918136016342e-06,130.37254190444946,2.30773965967234e-06,42,1716140471.19663,46,124.36772060394287,0.0017986034320453903,4.040531473273974e-06
1.2935806279376326e-06,141.69440722465515,1.7653192963140239e-06,43,1716140482.5184953,50,135.69004034996033,0.0015584623899299811,3.0588999242516567e-06
9.977486444902098e-07,155.86253690719604,1.4041480180807738e-06,44,1716140496.686625,55,149.85820817947388,0.0013630784493696695,2.401896662570984e-06
8.227918462636594e-07,169.80404615402222,1.1707714138657151e-06,45,1716140510.6281343,61,163.7997477054596,0.0012213768054902038,1.9935632601293745e-06
6.782401309076781e-07,186.8162395954132,9.74897512038614e-07,46,1716140527.6403277,67,180.81163620948792,0.0011318138927413127,1.653137642946292e-06
5.287954864601376e-07,203.79381346702576,8.009695798007233e-07,47,1716140544.6179016,73,197.7893843650818,0.0010140823184522682,1.3297650662608608e-06
4.768722232228861e-07,209.68206071853638,7.203840330049114e-07,48,1716140550.5061488,81,203.67773461341858,0.0009757819685147516,1.1972562562277975e-06
4.765438381639081e-07,211.56452631950378,7.140536809616013e-07,49,1716140552.3886144,89,205.56019735336304,0.000975472101626593,1.1905975191255094e-06
4.3132822302800825e-07,222.4093873500824,6.372196096446305e-07,50,1716140563.2334754,98,216.40438556671143,0.0009336017590031807,1.0685478326726387e-06
4.2969931108237414e-07,224.17769742012024,6.35507076862938e-07,51,1716140565.0017855,107,218.17330408096313,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,225.77089715003967,6.35507076862938e-07,52,1716140566.5949852,118,219.76655793190002,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,227.49026107788086,6.35507076862938e-07,53,1716140568.3143492,130,221.48592972755432,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,229.34551215171814,6.35507076862938e-07,54,1716140570.1696002,143,223.3409252166748,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,231.35055565834045,6.35507076862938e-07,55,1716140572.1746438,157,225.34625458717346,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,233.48800659179688,6.35507076862938e-07,56,1716140574.3120947,172,227.4836950302124,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,236.06567406654358,6.35507076862938e-07,57,1716140576.8897622,190,230.0612735748291,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,238.6248414516449,6.35507076862938e-07,58,1716140579.4489295,208,232.62056851387024,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,241.62516498565674,6.35507076862938e-07,59,1716140582.449253,229,235.6207513809204,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,244.9048366546631,6.35507076862938e-07,60,1716140585.7289248,252,238.9005217552185,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,248.46504640579224,6.35507076862938e-07,61,1716140589.2891345,277,242.45988202095032,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,252.43386054039001,6.35507076862938e-07,62,1716140593.2579486,305,246.42905282974243,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,256.6975874900818,6.35507076862938e-07,63,1716140597.5216756,335,250.69330954551697,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,261.46526432037354,6.35507076862938e-07,64,1716140602.2893524,369,255.46118903160095,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,266.6475496292114,6.35507076862938e-07,65,1716140607.4716377,406,260.6430003643036,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,272.3149461746216,6.35507076862938e-07,66,1716140613.1390343,446,266.3106219768524,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,278.71634435653687,6.35507076862938e-07,67,1716140619.5404325,491,272.7119359970093,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,285.6968426704407,6.35507076862938e-07,68,1716140626.5209308,540,279.69233870506287,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,293.3590874671936,6.35507076862938e-07,69,1716140634.1831756,594,287.3546702861786,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,301.70788383483887,6.35507076862938e-07,70,1716140642.531972,653,295.7034914493561,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,310.90703678131104,6.35507076862938e-07,71,1716140651.7311249,718,304.9027259349823,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,321.1159477233887,6.35507076862938e-07,72,1716140661.9400358,790,315.11167883872986,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,332.40186047554016,6.35507076862938e-07,73,1716140673.2259486,869,326.3971495628357,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,344.7023320198059,6.35507076862938e-07,74,1716140685.52642,956,338.69759249687195,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,358.30622029304504,6.35507076862938e-07,75,1716140699.1303084,1052,352.3014717102051,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,373.2166759967804,6.35507076862938e-07,76,1716140714.040764,1157,367.21232080459595,0.000933114588274561,1.0652063879453122e-06
4.2969931108237414e-07,389.5009961128235,6.35507076862938e-07,77,1716140730.3250842,1272,383.49628734588623,0.000933114588274561,1.0652063879453122e-06
4.2253704997317337e-07,449.04617500305176,5.91171859721192e-07,78,1716140789.870263,1400,443.04153537750244,0.0007680415612329126,1.0137089096943654e-06
4.2169811507689605e-07,468.9458906650543,5.909846978156428e-07,79,1716140809.7699788,1539,462.9415354728699,0.0007681171331417407,1.012682812892539e-06
4.2169811507689605e-07,490.79270005226135,5.909846978156428e-07,80,1716140831.6167881,1693,484.7880790233612,0.0007681171331417407,1.012682812892539e-06
4.2169811507689605e-07,514.9027667045593,5.909846978156428e-07,81,1716140855.7268548,1863,508.8983941078186,0.0007681171331417407,1.012682812892539e-06
4.2169811507689605e-07,541.2605390548706,5.909846978156428e-07,82,1716140882.0846272,2049,535.2559154033661,0.0007681171331417407,1.012682812892539e-06
4.2169811507689605e-07,570.214204788208,5.909846978156428e-07,83,1716140911.038293,2254,564.2098922729492,0.0007681171331417407,1.012682812892539e-06
4.2169811507689605e-07,601.9500710964203,5.909846978156428e-07,84,1716140942.7741592,2479,595.9453859329224,0.0007681171331417407,1.012682812892539e-06
4.670120731085591e-07,637.6955742835999,7.432410310804235e-07,85,1716140978.5196624,2727,631.6907484531403,0.0007687821974524891,1.2102531041889826e-06
4.666383903426926e-07,676.4385852813721,7.43203521173279e-07,86,1716141017.2626734,3000,670.4332678318024,0.0007686874566618508,1.2098419115159715e-06
4.666383903426926e-07,718.9310986995697,7.43203521173279e-07,87,1716141059.7551868,3299,712.9266185760498,0.0007686874566618508,1.2098419115159715e-06
4.666383903426926e-07,765.6167285442352,7.43203521173279e-07,88,1716141106.4408166,3629,759.6112508773804,0.0007686874566618508,1.2098419115159715e-06
4.666383903426926e-07,817.0343654155731,7.43203521173279e-07,89,1716141157.8584535,3992,811.0287585258484,0.0007686874566618508,1.2098419115159715e-06
3.806389537667565e-07,904.922244310379,4.847242763240522e-07,90,1716141245.7463324,4391,898.9176061153412,0.0007266650435339743,8.653632300908087e-07
3.806389537667565e-07,967.1513516902924,4.847242763240522e-07,91,1716141307.9754398,4831,961.1461577415466,0.0007266650435339743,8.653632300908087e-07
3.806389537667565e-07,1035.584181547165,4.847242763240522e-07,92,1716141376.4082696,5314,1029.5795843601227,0.0007266650435339743,8.653632300908087e-07
3.484909158600424e-07,1129.2724571228027,4.856476280099278e-07,93,1716141470.0965452,5845,1123.2676870822906,0.0006825652883597963,8.341385438699702e-07
3.484909158600424e-07,1211.9196946620941,4.856476280099278e-07,94,1716141552.7437828,6429,1205.9150478839874,0.0006825652883597963,8.341385438699702e-07
3.743753490390139e-07,1305.318089723587,5.068086131362552e-07,95,1716141646.1421778,7072,1299.3133420944214,0.0006900718817241927,8.811839621752691e-07
3.743753490390139e-07,1405.3221578598022,5.068086131362552e-07,96,1716141746.146246,7779,1399.3166844844818,0.0006900718817241927,8.811839621752691e-07
3.9423311419745124e-07,1518.4359154701233,5.316527840875315e-07,97,1716141859.2600036,8557,1512.4309363365173,0.0006879315340362112,9.258858982849827e-07
3.9423311419745124e-07,1639.5781803131104,5.316527840875315e-07,98,1716141980.4022684,9413,1633.5734601020813,0.0006879315340362112,9.258858982849827e-07
3.698540488553589e-07,1778.4196407794952,4.883486834814079e-07,99,1716142119.2437289,10354,1772.4149584770203,0.0006751039693145461,8.582027323367668e-07
3.953445917025903e-07,1926.4767649173737,5.058919603497239e-07,100,1716142267.300853,11389,1920.472166776657,0.0006727853027059585,9.012365520523142e-07
3.6968537577922344e-07,2091.107711315155,5.068907258070117e-07,101,1716142431.9317994,12528,2085.103103876114,0.0006720512764575259,8.765761015862351e-07
3.5104376047224123e-07,2275.510265111923,4.4010657454579754e-07,102,1716142616.3343532,13781,2269.505791902542,0.0006770971146227266,7.911503350180387e-07
3.924478221802199e-07,2471.0652322769165,5.360711716687358e-07,103,1716142811.8893204,15159,2465.0606076717377,0.0006762719040286473,9.285189938489557e-07
3.581828479780061e-07,2695.21559548378,4.913493677590548e-07,104,1716143036.0396836,16675,2689.2106227874756,0.0006596005511649465,8.495322157370609e-07
3.2451257546925626e-07,2933.4271261692047,4.775648880195512e-07,105,1716143274.2512143,18342,2927.4224033355713,0.0006512340055781553,8.020774634888075e-07
3.561397581770066e-07,3197.5815312862396,4.5172009454550875e-07,106,1716143538.4056194,20177,3191.576116323471,0.0006483189916028124,8.078598527225154e-07
3.908529965049168e-07,3490.8109395504,4.764082394366426e-07,107,1716143831.6350276,22194,3484.805639743805,0.0006537745974980699,8.672612359415594e-07
3.5720348211251004e-07,3811.5456597805023,4.4525625111038667e-07,108,1716144152.3697479,24414,3805.5410482883453,0.0006422186555229213,8.024597332228967e-07
3.4822240607543985e-07,4165.6621334552765,4.453372826773816e-07,109,1716144506.4862216,26855,4159.65664935112,0.0006447881010308628,7.935596887528215e-07
3.17891603700398e-07,4560.683525323868,4.52238137779693e-07,110,1716144901.5076134,29540,4554.678097724915,0.0006186806833509077,7.701297414800909e-07
3.1677671403995116e-07,4986.231167554855,4.2146019148672167e-07,111,1716145327.0552557,32494,4980.226552248001,0.0006082638090127243,7.382369055266728e-07
3.2317654991395616e-07,5449.805747270584,4.139054697317635e-07,112,1716145790.6298354,35744,5443.801149845123,0.0006083568890070826,7.370820196457197e-07
2.7156343805876594e-07,5971.177684545517,3.791153607699844e-07,113,1716146312.0017726,39318,5965.173087358475,0.0005894421008565929,6.506787988287503e-07
2.567677763626519e-07,6006.096613407135,3.9671544455916865e-07,114,1716146346.9207015,39537,6000.09103178978,0.0005812909662428401,6.534832209218205e-07
