loss_interior,step,loss_boundary,_step,_timestamp,loss,time,_runtime,l2_error
1.0692413319824011e-05,0,2.3941474858584644,0,1723045654.8261104,2.394158178271784,1.5810213088989258,2.709996461868286,1.6543146703143075
6.315177061350648e-05,1,2.3961302896460754,1,1723045654.8505626,2.3961934414166888,1.949911117553711,2.7344486713409424,1.6037898510902329
0.0001766043617784998,2,2.1440692825078758,2,1723045654.8726573,2.1442458868696543,1.9685313701629639,2.7565433979034424,1.551851001202036
0.00036130239813911806,3,2.071938098600463,3,1723045654.8943079,2.0722994009986024,1.9902293682098389,2.778193950653076,1.4981405856956822
0.0006413899805183563,4,2.0450793367030293,4,1723045654.9162614,2.0457207266835478,2.0120489597320557,2.800147533416748,1.4423676302658381
0.00103782746400818,5,1.9219795992977298,5,1723045654.938092,1.923017426761738,2.033940553665161,2.8219780921936035,1.3842449615814245
0.0015471585273362555,6,1.7585994594950565,6,1723045654.959855,1.7601466180223928,2.05568528175354,2.8437411785125732,1.323550866835095
0.002192400523756759,7,1.6269668003234434,7,1723045654.9815853,1.6291592008472002,2.0773837566375732,2.865471363067627,1.260003368502371
0.0030513386590704248,8,1.6186947958113145,8,1723045655.003545,1.621746134470385,2.0992579460144043,2.8874311447143555,1.1934522246771546
0.0040705464889279,9,1.4842453303002061,9,1723045655.025343,1.488315876789134,2.121349334716797,2.909229040145874,1.124037570780682
0.005329857943934503,10,1.4099234179471267,10,1723045655.0478985,1.4152532758910612,2.14361834526062,2.9317846298217773,1.0521485582914238
0.006690965819537845,11,1.2120684095812582,11,1723045655.0700815,1.218759375400796,2.168031930923462,2.953967571258545,0.9787434789396493
0.008296530107457015,12,1.0825673949363632,12,1723045655.0924733,1.0908639250438203,2.1889567375183105,2.9763593673706055,0.9050414366459404
0.00994900619345083,13,1.0293875613369858,13,1723045655.1130407,1.0393365675304367,2.210995674133301,2.996926784515381,0.8329054648285591
0.011903571112915377,14,0.8716993292481652,14,1723045655.1340084,0.8836029003610806,2.232100248336792,3.0178945064544678,0.7653393483421884
0.013359370365419882,15,0.7560695370574204,15,1723045655.1553917,0.7694289074228403,2.2531578540802,3.0392777919769287,0.7059468292721485
0.014909275250019538,16,0.6618516797640975,16,1723045655.1765664,0.676760955014117,2.2746472358703613,3.060452461242676,0.6591767458334832
0.016313996688171167,17,0.6050914396807077,17,1723045655.197223,0.6214054363688788,2.2951815128326416,3.081109046936035,0.6299181471052591
0.017470156396126642,18,0.5264721064071104,18,1723045655.2181058,0.543942262803237,2.3159923553466797,3.101991891860962,0.6215588783928375
0.018120255055823372,19,0.4413224721047676,19,1723045655.2387826,0.459442727160591,2.336578845977783,3.122668743133545,0.6345753989546387
0.0184262906496496,20,0.3959342701028705,20,1723045655.259093,0.41436056075252015,2.356584310531616,3.142979145050049,0.6658679431660457
0.018207426295941662,21,0.3598863096578772,21,1723045655.279476,0.3780937359538189,2.3770525455474854,3.1633620262145996,0.7110547583746608
0.018050146662885343,22,0.3586311293526955,22,1723045655.300144,0.3766812760155808,2.397799491882324,3.184030055999756,0.7639342867404668
0.01703762263704392,23,0.38919045282194736,23,1723045655.3207405,0.4062280754589913,2.4184556007385254,3.2046265602111816,0.8183591151375634
0.01559893875913083,24,0.3507173849520142,24,1723045655.3435514,0.36631632371114503,2.441108226776123,3.2274374961853027,0.8699440854078964
0.014283089351804513,25,0.3470798730421549,25,1723045655.3637471,0.3613629623939594,2.4611876010894775,3.247633218765259,0.9153274259552526
0.01266169106845845,26,0.3429609536350241,26,1723045655.383834,0.35562264470348254,2.481316089630127,3.2677199840545654,0.9521471585074267
0.0108053868673307,27,0.38909276714366453,27,1723045655.4037926,0.3998981540109952,2.5012240409851074,3.2876787185668945,0.9788323257848278
0.009292985803129358,28,0.3512116130857682,28,1723045655.4238079,0.3605045988888976,2.5214741230010986,3.3076939582824707,0.9956272863917875
0.007626560361489787,29,0.3812994778216657,29,1723045655.4443784,0.38892603818315546,2.542026996612549,3.3282644748687744,1.0029712188298752
0.006008948356818893,30,0.41937451180778634,30,1723045655.464358,0.4253834601646052,2.561817169189453,3.3482441902160645,0.9998201796104369
0.004713070236139875,31,0.4023542818259241,31,1723045655.4843361,0.40706735206206396,2.5817482471466064,3.368222236633301,0.9879996323620636
0.00341886118033205,32,0.3877847749927342,32,1723045655.504304,0.3912036361730663,2.601729154586792,3.3881900310516357,0.9684677656572085
0.0023545672222076972,33,0.36844054374794594,33,1723045655.5242755,0.3707951109701536,2.6217849254608154,3.4081616401672363,0.9421753491317164
0.0014810204323798108,34,0.35652456536778493,34,1723045655.544092,0.3580055858001647,2.6416428089141846,3.427978038787842,0.9109775337300936
0.0009311283960293092,35,0.33654320884689254,35,1723045655.5640078,0.33747433724292186,2.6612820625305176,3.4478938579559326,0.8751492946462639
0.0007170482761833568,36,0.32988191660790916,36,1723045655.5838296,0.3305989648840925,2.6810975074768066,3.4677157402038574,0.8360340933298853
0.0008733366448334838,37,0.31624194441732156,37,1723045655.60433,0.31711528106215503,2.7016761302948,3.4882161617279053,0.7964535691014237
0.0015496088231240048,38,0.3116096111421782,38,1723045655.6247163,0.3131592199653022,2.722015619277954,3.5086023807525635,0.7575305038176025
0.0026206110624142184,39,0.3006290511959812,39,1723045655.6447382,0.30324966225839545,2.7422406673431396,3.5286242961883545,0.7202411245555657
0.004205421461013058,40,0.2949400616909075,40,1723045655.665287,0.2991454831519205,2.7629055976867676,3.54917311668396,0.685057118659214
