loss_boundary,_step,loss,step,_runtime,l2_error,_timestamp,loss_interior,time
0.00011176235599984983,41,0.0001764512945646068,42,30.79645347595215,0.012021103557733066,1723045682.9006064,6.468893856475696e-05,30.007458448410034
9.605890733254152e-05,42,0.0001511570382803785,46,33.62816143035889,0.010669721029690483,1723045685.7323143,5.509813094783698e-05,32.839006662368774
9.412313352719025e-05,43,0.00015391639973270048,50,36.44729948043823,0.01149998605754893,1723045688.5514524,5.9793266205510247e-05,35.65824031829834
7.274562730294174e-05,44,0.00011888938508776816,55,39.98982000350952,0.00991883427056121,1723045692.093973,4.614375778482642e-05,39.19969296455383
5.998912983607695e-05,45,0.00010514458894139494,61,44.247313499450684,0.009695525285370684,1723045696.3514664,4.515545910531798e-05,43.457176208496094
5.6047094620539106e-05,46,9.141200048461392e-05,67,48.521308183670044,0.008813330807161334,1723045700.625461,3.536490586407482e-05,47.731971979141235
6.428793351266776e-05,47,9.491944958640958e-05,73,52.80284523963928,0.008715661719450483,1723045704.9069982,3.063151607374182e-05,52.013646364212036
4.9522612035060156e-05,48,7.817595645631923e-05,81,58.47391104698181,0.008129283464319376,1723045710.578064,2.865334442125908e-05,57.68449330329895
4.578981531533517e-05,49,7.28835482178018e-05,89,64.16772675514221,0.007362610838387331,1723045716.2718797,2.7093732902466634e-05,63.378700971603394
3.5104976172950085e-05,50,6.00169916641814e-05,98,70.55885004997253,0.007000891508392576,1723045722.663003,2.4912015491231315e-05,69.76977181434631
3.442395726244756e-05,51,5.619846325136854e-05,107,76.9533097743988,0.006571868080439318,1723045729.0574627,2.177450598892098e-05,76.16433525085449
3.340004633399424e-05,52,5.3021710546024904e-05,118,84.78884148597717,0.006201464135221017,1723045736.8929944,1.9621664212030667e-05,83.99946188926697
2.57347052911168e-05,53,4.4290766320652684e-05,130,93.26735162734985,0.0059516807887942886,1723045745.3715045,1.855606102953588e-05,92.47837615013123
2.6135585123995988e-05,54,4.453727189836878e-05,143,102.44457244873047,0.005876611027787423,1723045754.5487254,1.8401686774372796e-05,101.65551853179932
2.4120242164756868e-05,55,4.245347128320728e-05,157,112.37101626396179,0.005366760962264485,1723045764.4751692,1.833322911845041e-05,111.58179903030396
2.220317249618558e-05,56,3.907599487866696e-05,172,122.99457502365112,0.005283676686373324,1723045775.098728,1.6872822382481375e-05,122.20528483390808
2.0986814928757022e-05,57,3.700314488814709e-05,190,135.74723529815674,0.004974723046423732,1723045787.8513882,1.6016329959390072e-05,134.95814299583435
1.830315499700727e-05,58,3.472320101351543e-05,208,148.50139021873474,0.004779024462694681,1723045800.6055431,1.6420046016508155e-05,147.71228742599487
1.676247152803825e-05,59,3.0038029068722255e-05,229,163.34518098831177,0.004612700519798121,1723045815.449334,1.3275557540684005e-05,162.55577445030212
1.824746646207068e-05,60,3.005449865439424e-05,252,179.678231716156,0.004581961532295389,1723045831.7823846,1.1807032192323559e-05,178.88908791542053
1.6246778356190254e-05,61,2.651428152578762e-05,277,197.46469688415527,0.004257026215647689,1723045849.5688498,1.0267503169597366e-05,196.6756076812744
1.5824214371780008e-05,62,2.3332270067226083e-05,305,217.30474853515625,0.004333223698345086,1723045869.4089015,7.508055695446075e-06,216.51530289649963
1.1619864051013837e-05,63,1.7975817714023524e-05,335,238.55309438705444,0.0038958778341492434,1723045890.6572473,6.355953663009688e-06,237.76398849487305
1.012822501674577e-05,64,1.618666180897495e-05,369,262.6737995147705,0.0036232775120176876,1723045914.7779524,6.058436792229178e-06,261.8846778869629
9.376280393643555e-06,65,1.4756512233147421e-05,406,288.9210753440857,0.0033285954629563618,1723045941.0252283,5.380231839503865e-06,288.1318531036377
7.3707055834554505e-06,66,1.1613501056134482e-05,446,316.8066601753235,0.003052836939641188,1723045968.910813,4.242795472679031e-06,316.01762795448303
6.061934960052007e-06,67,9.969700202027706e-06,491,348.76538729667664,0.0026800480816631896,1723046000.8695402,3.9077652419756995e-06,347.9761486053467
4.064075478354813e-06,68,7.315931594469363e-06,540,383.6496362686157,0.002433181824394879,1723046035.7537892,3.2518561161145504e-06,382.86028361320496
3.8108129445262285e-06,69,6.807109498902475e-06,594,420.93305492401123,0.002235818633943143,1723046073.0372078,2.9962965543762457e-06,420.1438195705414
2.330272454314107e-06,70,4.690916531071509e-06,653,462.39521074295044,0.0017239040256448676,1723046114.4993637,2.3606440767574017e-06,461.605744600296
1.8618001710176219e-06,71,4.290119356117405e-06,718,503.8508462905884,0.0015369684988756785,1723046155.9549992,2.4283191850997827e-06,503.0615954399109
1.7404604568893418e-06,72,4.063235138518571e-06,790,550.0917918682098,0.00144358363191101,1723046202.1959448,2.3227746816292294e-06,549.3025186061859
1.5978119727869546e-06,73,3.695759922136333e-06,869,601.7337970733643,0.0013094366355107905,1723046253.83795,2.0979479493493783e-06,600.9445729255676
1.2731910719097657e-06,74,2.994639259367625e-06,956,653.3620812892914,0.001106536773878952,1723046305.4662342,1.7214481874578591e-06,652.572667837143
9.095927726888283e-07,75,2.342007192819274e-06,1052,702.0572090148926,0.0010653803156480733,1723046354.161362,1.4324144201304457e-06,701.2679073810577
9.611164417671074e-07,76,2.4793778181094266e-06,1157,744.1234929561615,0.0010404040205664773,1723046396.2276459,1.5182613763423195e-06,743.3342633247375
9.234890155786719e-07,77,2.2244345151184074e-06,1272,785.3599720001221,0.000978746409351721,1723046437.464125,1.3009454995397354e-06,784.5707156658173
7.003541128297704e-07,78,1.8457621129000678e-06,1400,833.0746126174927,0.0009050873684433144,1723046485.1787655,1.1454080000702975e-06,832.2853751182556
6.097896194144539e-07,79,1.7085793597211982e-06,1539,868.9473943710327,0.000899843403152539,1723046521.0515473,1.0987897403067443e-06,868.1581535339355
6.335035863931074e-07,80,1.6010858456726198e-06,1693,901.5316886901855,0.0008557036802601429,1723046553.6358416,9.675822592795124e-07,900.7426323890686
5.902499982114693e-07,81,1.6019825116981528e-06,1863,910.4096539020538,0.0008435184565494927,1723046562.5138068,1.0117325134866836e-06,909.6204571723938
5.840269128058338e-07,82,1.5862682805996507e-06,2049,917.8624360561371,0.0008435692503548025,1723046569.966589,1.0022413677938168e-06,917.0732097625732
5.433982315404271e-07,83,1.5983217229059973e-06,2254,926.0832495689392,0.0008435368685010935,1723046578.1874025,1.0549234913655701e-06,925.2941567897797
6.255992784020574e-07,84,1.5905021093742092e-06,2479,934.9957182407379,0.0008435180921348693,1723046587.0998712,9.649028309721517e-07,934.2066433429718
5.590127774082719e-07,85,1.5221651550068795e-06,2727,944.9117631912231,0.0008434682055865515,1723046597.015916,9.631523775986076e-07,944.1226773262024
6.51135135492939e-07,86,1.6513999053837446e-06,3000,955.7580971717834,0.0008434587691124196,1723046607.86225,1.0002647698908057e-06,954.9689283370972
6.753156119288572e-07,87,1.6438006022095662e-06,3299,967.6445937156677,0.0008434619085095684,1723046619.7487466,9.684849902807092e-07,966.855391740799
6.605598854161958e-07,88,1.6583420028923932e-06,3629,980.7082505226135,0.0008434867765760485,1723046632.8124034,9.977821174761975e-07,979.9192507266998
6.07053199760572e-07,89,1.571828051484472e-06,3992,995.1945202350616,0.0008434867765760485,1723046647.2986732,9.647748517239002e-07,994.4055333137512
6.795504885834608e-07,90,1.6914042317647992e-06,4391,1011.1029508113861,0.0008434867765760485,1723046663.2071037,1.0118537431813383e-06,1010.3137345314026
5.934932354545958e-07,91,1.5881582695728812e-06,4831,1028.5708174705505,0.0008434867765760485,1723046680.6749704,9.946650341182854e-07,1027.7816846370697
5.024141014917275e-07,92,1.429033684167755e-06,5314,1047.7414891719818,0.0008434867765760485,1723046699.845642,9.266195826760276e-07,1046.952481508255
5.93536800336897e-07,93,1.5493913138684223e-06,5845,1068.8046691417694,0.0008434867765760485,1723046720.908822,9.558545135315253e-07,1068.0154147148132
5.40480589521072e-07,94,1.517679736200851e-06,6429,1092.0359845161438,0.0008434867765760485,1723046744.1401374,9.771991466797791e-07,1091.246863603592
5.698671045684752e-07,95,1.6108719278320795e-06,7072,1117.563202381134,0.0008434783252781511,1723046769.6673553,1.0410048232636044e-06,1116.7738790512085
5.26038065668158e-07,96,1.5414760097121456e-06,7779,1145.5668368339539,0.0008434783252781511,1723046797.6709898,1.0154379440439875e-06,1144.7777853012085
4.77780477243225e-07,97,1.4999907365584184e-06,8557,1176.3424758911133,0.0008434783252781511,1723046828.4466288,1.0222102593151934e-06,1175.5531358718872
6.329112468288342e-07,98,1.5714594329273968e-06,9413,1210.274570465088,0.0008434783252781511,1723046862.3787234,9.385481860985627e-07,1209.4853200912476
5.803302469684865e-07,99,1.6273891600323911e-06,10354,1247.5554113388062,0.0008434783252781511,1723046899.6595643,1.0470589130639046e-06,1246.7663161754608
5.863362359409946e-07,100,1.5902785957163019e-06,11389,1288.2095980644226,0.0008434783252781511,1723046940.313751,1.0039423597753073e-06,1287.4203515052795
6.340426569048414e-07,101,1.606547010899464e-06,12528,1334.6602523326874,0.0008434783252781511,1723046986.7644053,9.725043539946225e-07,1333.8703637123108
5.997962499964498e-07,102,1.589448800002364e-06,13781,1385.0448150634766,0.0008434783252781511,1723047037.148968,9.896525500059143e-07,1384.2555606365204
5.076465562035874e-07,103,1.4522923920557714e-06,15159,1440.1717143058777,0.0008434704319197745,1723047092.2758672,9.44645835852184e-07,1439.3824870586395
6.620214003744117e-07,104,1.6129726879431273e-06,16675,1500.7050595283508,0.0008434704319197745,1723047152.8092124,9.509512875687156e-07,1499.9156579971313
5.80089198848316e-07,105,1.5522564252002858e-06,18342,1567.2939310073853,0.0008434704319197745,1723047219.398084,9.721672263519698e-07,1566.5037956237793
5.211643013067703e-07,106,1.4367302980033506e-06,20177,1640.1591472625732,0.0008434704319197745,1723047292.2633002,9.155659966965803e-07,1639.3689239025116
6.041473394969507e-07,107,1.580845841910665e-06,22194,1720.1722836494446,0.0008434704319197745,1723047372.2764366,9.766985024137142e-07,1719.3830318450928
5.65792931229239e-07,108,1.5337574193660667e-06,24414,1808.1441950798035,0.0008434704319197745,1723047460.248348,9.679644881368278e-07,1807.35480594635
5.739791777479788e-07,109,1.5353391732694738e-06,26855,1904.9512026309967,0.0008434704319197745,1723047557.0553555,9.613599955214952e-07,1904.161758184433
6.206325053263843e-07,110,1.6485317335483947e-06,29540,2011.3705563545227,0.0008434704319197745,1723047663.4747093,1.0278992282220104e-06,2010.5812652111053
6.719866881025477e-07,111,1.6233881231060788e-06,32494,2128.940884590149,0.0008434704319197745,1723047781.0450375,9.51401435003531e-07,2128.1513850688934
5.480124506748329e-07,112,1.4868085824808582e-06,35744,2258.2813556194305,0.0008434704319197745,1723047910.3855085,9.387961318060253e-07,2257.4920268058777
5.526500003309966e-07,113,1.579194333832603e-06,39318,2401.110816717148,0.0008434745843147232,1723048053.2149696,1.0265443335016066e-06,2400.3215038776398
6.24279493688942e-07,114,1.6495182458190796e-06,43250,2557.1172201633453,0.0008434745843147232,1723048209.221373,1.0252387521301376e-06,2556.327885389328
5.436252879123751e-07,115,1.5233018688313223e-06,47575,2729.4428129196167,0.0008434745843147232,1723048381.5469658,9.796765809189472e-07,2728.65349817276
5.962426949939066e-07,116,1.5523942619194958e-06,52332,2918.3755152225494,0.0008434745843147232,1723048570.4796681,9.56151566925589e-07,2917.5861263275146
4.967611450156391e-07,117,1.4522182724946842e-06,54408,3000.7906653881073,0.0008434745843147232,1723048652.8948183,9.55457127479045e-07,3000.000279188156
