_runtime,loss_boundary,loss_interior,loss,_step,l2_error,_timestamp,time,step
23.18597722053528,0.09427930322160631,0.012186815592332173,0.10646611881393848,42,0.39592629284540787,1723045715.6728373,22.55882954597473,46
24.89120364189148,0.08420680511049179,0.016092010047707852,0.10029881515819965,43,0.4090507782544839,1723045717.3780637,24.26396083831787,50
26.99391770362854,0.08073944441144966,0.01550290892674118,0.09624235333819084,44,0.38968323600928806,1723045719.4807777,26.36672830581665,55
29.55324387550354,0.08362142587857724,0.014631071197937202,0.09825249707651444,45,0.3555492049523763,1723045722.040104,28.92612862586975,61
32.227816343307495,0.07713000918890232,0.013497740372608905,0.09062774956151123,46,0.36186123019451005,1723045724.7146764,31.600714206695557,67
34.76500344276428,0.059691642797134875,0.014409796043852532,0.07410143884098741,47,0.3596108453409055,1723045727.2518635,34.13794660568237,73
38.2877984046936,0.06515480352320316,0.015112430695719384,0.08026723421892254,48,0.3562808012633854,1723045730.7746584,37.66052556037903,81
41.56783413887024,0.05625386452734009,0.013078353108849111,0.0693322176361892,49,0.2944485621021246,1723045734.0546942,40.94058275222778,89
45.26336336135864,0.04998544952721299,0.013658734414759845,0.06364418394197284,50,0.3046096688703619,1723045737.7502234,44.63623118400574,98
48.99745464324951,0.050112875922366525,0.012653559060807531,0.06276643498317405,51,0.2749286635731356,1723045741.4843147,48.370359897613525,107
53.619091272354126,0.038572454103598004,0.014094043928478834,0.05266649803207684,52,0.26541220597123877,1723045746.1059513,52.99174952507019,118
58.76895880699158,0.032416516443787464,0.009296967007920424,0.04171348345170789,53,0.2327900636350194,1723045751.2558188,58.14166593551636,130
64.37823748588562,0.03116238630492665,0.009502662760446,0.040665049065372647,54,0.21370681010916553,1723045756.8650975,63.751075744628906,143
70.50092625617981,0.02802606695493945,0.008510635415348002,0.03653670237028745,55,0.21276798969577945,1723045762.9877863,69.87380409240723,157
77.12669110298157,0.025679831045189852,0.00902891101079577,0.03470874205598562,56,0.2014092436033034,1723045769.6135511,76.49953126907349,172
84.89396929740906,0.023199121457106453,0.007159311216654823,0.030358432673761277,57,0.19509941579395582,1723045777.3808293,84.26677298545837,190
92.76771759986877,0.02301150863519191,0.0073596573792806,0.03037116601447251,58,0.18658497870090163,1723045785.2545776,92.14058899879456,208
101.79941082000732,0.019561272640874188,0.006250628456385241,0.025811901097259428,59,0.17169196915912574,1723045794.2862709,101.17207503318787,229
111.79106950759888,0.01791995968544265,0.005393830500352609,0.02331379018579526,60,0.16344893350464437,1723045804.2779295,111.16389560699463,252
122.58542203903198,0.016643916998641442,0.004995697106535204,0.021639614105176647,61,0.1529708657421658,1723045815.072282,121.95834064483643,277
134.56248831748962,0.01593470955657941,0.005175008153605351,0.02110971771018476,62,0.15062544139991757,1723045827.0493484,133.93516421318054,305
147.62363862991333,0.011879982622179526,0.003971691918673365,0.01585167454085289,63,0.14297962877255238,1723045840.1104987,146.99644780158997,335
162.47741389274597,0.011895968431937744,0.0037848570030921337,0.01568082543502988,64,0.1340849543586475,1723045854.964274,161.85014295578003,369
178.37386870384216,0.01031791785668023,0.0033132264483922247,0.013631144305072455,65,0.12678313970764943,1723045870.8607287,177.74669218063354,406
195.39255118370056,0.010099449033037876,0.0029017998315476975,0.013001248864585573,66,0.11891432516772474,1723045887.8794112,194.76522207260132,446
214.87347745895386,0.008773387207829168,0.002921961729002476,0.011695348936831643,67,0.1111183410885735,1723045907.3603375,214.24615454673767,491
235.9723198413849,0.00812780394507114,0.002370256449529701,0.010498060394600842,68,0.09886693296809265,1723045928.4591799,235.34524655342102,540
259.4030041694641,0.006039478101202765,0.0020900933609429005,0.008129571462145666,69,0.09836668837104806,1723045951.8898642,258.7756929397583,594
284.9127502441406,0.005383937422206485,0.002081152055267256,0.0074650894774737405,70,0.08570418381299576,1723045977.3996103,284.2856583595276,653
313.1846237182617,0.005167217761233183,0.001853712205051878,0.007020929966285061,71,0.08010011737779278,1723046005.6714838,312.5572409629822,718
344.4756963253021,0.004060534830843091,0.0017326682211820537,0.005793203052025145,72,0.06970203865814571,1723046036.9625564,343.84858083724976,790
378.8756272792816,0.00350969848297138,0.0017894346316246455,0.0052991331145960255,73,0.06588905297709545,1723046071.3624873,378.24832916259766,869
417.1194474697113,0.003058791670881411,0.0011694335312294442,0.004228225202110855,74,0.057625724337737896,1723046109.6063075,416.4922614097595,956
458.3465974330902,0.0021137785836888466,0.0010659389694213544,0.003179717553110201,75,0.052975889688641004,1723046150.8334575,457.71931743621826,1052
503.7598659992218,0.0021104195053831395,0.0009135397286307688,0.003023959234013908,76,0.048473977117292566,1723046196.246726,503.1327106952667,1157
553.567857503891,0.0018045715022173732,0.0008513725742971496,0.002655944076514523,77,0.04597149212505711,1723046246.0547175,552.9404022693634,1272
608.3955688476562,0.0017415331552029381,0.0007314349170423157,0.002472968072245254,78,0.04195848427113835,1723046300.882429,607.7682178020477,1400
668.1371920108795,0.0014996910306138173,0.0006938270993724244,0.0021935181299862416,79,0.038845518289163515,1723046360.624052,667.5099098682404,1539
734.7713661193848,0.0014812427500502556,0.0005079476668040368,0.0019891904168542925,80,0.03740735431532267,1723046427.2582262,734.1439092159271,1693
808.8101847171783,0.0010507783158625983,0.0005082840634245841,0.0015590623792871823,81,0.0342191703237976,1723046501.2970448,808.1828546524048,1863
889.6137609481812,0.0011206949929006033,0.00044854306527659146,0.0015692380581771948,82,0.03270293310701504,1723046582.100621,888.9863932132721,2049
978.2511210441589,0.0009317490568912777,0.0004009437353973298,0.0013326927922886075,83,0.031269725141701746,1723046670.737981,977.6237599849701,2254
1074.8031733036041,0.0008403793422071294,0.00037537871256301065,0.0012157580547701402,84,0.02958799662996174,1723046767.2900333,1074.1758289337158,2479
1181.8336608409882,0.0008596774409509496,0.0003816347779157881,0.0012413122188667377,85,0.028481431834514622,1723046874.3205209,1181.2063641548157,2727
1300.2550501823425,0.0007246470141013024,0.0003117424766147513,0.0010363894907160537,86,0.026780784701953,1723046992.7419102,1299.6277470588684,3000
1428.4587569236755,0.0007603562249628704,0.00027077595646580045,0.0010311321814286708,87,0.02651036861409434,1723047120.945617,1427.829402923584,3299
1570.23517370224,0.000730042352752099,0.0002621591458019791,0.000992201498554078,88,0.02653585324310655,1723047262.7220337,1569.6077828407288,3629
1726.6486730575562,0.0007092957448687116,0.00022441373578226418,0.0009337094806509758,89,0.025261766847760526,1723047419.135533,1726.0213539600372,3992
1898.6086225509644,0.000509013466086982,0.00023654572515036356,0.0007455591912373456,90,0.02237442280157232,1723047591.0954826,1897.981278181076,4391
2089.028193950653,0.00040421836141866943,0.00018828537148829594,0.0005925037329069653,91,0.021535117246012033,1723047781.515054,2088.4007918834686,4831
2296.3867976665497,0.0004726771557746651,0.0001812537436565494,0.0006539308994312145,92,0.021357490806206463,1723047988.8736577,2295.7594900131226,5314
2524.4420399665833,0.00036051674289446455,0.0001664388025800224,0.0005269555454744869,93,0.019948864964203502,1723048216.9289,2523.8147192001343,5845
2776.26633644104,0.0003515838234313834,0.00013939212240884075,0.0004909759458402241,94,0.01897474551414541,1723048468.7531965,2775.6389951705933,6429
3000.897754430771,0.0003816272315434073,0.00014429362643148414,0.0005259208579748915,95,0.020046652931517268,1723048693.3846145,3000.2704906463623,6949
