l2_error,loss_interior,loss,step,time,_step,_timestamp,loss_boundary,_runtime
0.18650930478695024,0.011600561426712964,0.04456802235374765,46,11.648656368255615,42,1723045704.2494504,0.03296746092703468,12.321402549743652
0.19845413169639906,0.010915765290385095,0.03695231571118919,50,12.410242795944214,43,1723045705.0108964,0.02603655042080409,13.08284854888916
0.19807826152073904,0.009793383129583624,0.033680225997048556,55,13.3607919216156,44,1723045705.9614415,0.02388684286746493,14.033393621444702
0.16888919513374018,0.006917201579940462,0.02798882717600142,61,14.502275228500366,45,1723045707.1032085,0.021071625596060958,15.175160646438599
0.15926744561561204,0.006183802854336664,0.023770476251072273,67,15.641700983047485,46,1723045708.2425132,0.017586673396735607,16.314465284347534
0.14527658318490055,0.0054260073214526605,0.020541399896074113,73,16.763479948043823,47,1723045709.3641872,0.015115392574621451,17.436139345169067
0.1225673647302942,0.004109913590860979,0.015063959907469102,81,18.28313970565796,48,1723045710.8839815,0.010954046316608122,18.955933570861816
0.10113615667971254,0.003795246764861597,0.012005309556034741,89,19.814522743225098,49,1723045712.4154766,0.008210062791173143,20.487428665161133
0.08086440453179548,0.0036256338810950837,0.009390835851891967,98,21.520873069763184,50,1723045714.121726,0.005765201970796883,22.19367814064026
0.06305837613269456,0.0029095528630385687,0.005564387883242257,107,23.179607152938843,51,1723045715.7803853,0.002654835020203688,23.85233736038208
0.048686209395792816,0.00244147181769609,0.004400140868494669,118,25.22643494606018,52,1723045717.827244,0.001958669050798579,25.8991961479187
0.035238475625477564,0.0014745159793343226,0.002548474472793911,130,27.525301456451416,53,1723045720.1264558,0.0010739584934595882,28.198407888412476
0.033011977800174286,0.0010791515707811235,0.0020371037160373247,143,29.921640396118164,54,1723045722.5222814,0.0009579521452562013,30.594233512878418
0.030373403305297805,0.0007718172631623456,0.0016032039312707763,157,32.496502161026,55,1723045725.0973823,0.0008313866681084308,33.169334411621094
0.028241494665065387,0.0006142406400127275,0.0013572372905791656,172,35.27922201156616,56,1723045727.8802004,0.0007429966505664381,35.952152490615845
0.024962474897817784,0.00039852507729110336,0.0009535551669503215,190,38.68124604225159,57,1723045731.282217,0.0005550300896592182,39.35416913032532
0.024325162671724142,0.0002838901479521297,0.0008158809128122847,208,42.1069016456604,58,1723045734.708018,0.000531990764860155,42.77997016906738
0.020298826387523082,0.00015966452709738043,0.0004254776303970352,229,46.07014989852905,59,1723045738.6708453,0.0002658131032996548,46.74279737472534
0.018529733428281358,0.0001045471184830671,0.0002828103704905393,252,50.407835483551025,60,1723045743.0091078,0.00017826325200747217,51.08105993270874
0.016694521810469442,7.300665264486453e-05,0.00020454074006044513,277,55.06287169456482,61,1723045747.6637135,0.0001315340874155806,55.73566555976868
0.013786916616726914,6.642887155898025e-05,0.00019803640068510636,305,60.37508416175842,62,1723045752.9761922,0.0001316075291261261,61.04814434051514
0.011293109548373507,3.059774199156507e-05,0.00010620399558466782,335,65.92727494239807,63,1723045758.528459,7.560625359310276e-05,66.60041117668152
0.009230332848173017,1.520565817432525e-05,5.783911333756319e-05,369,72.19161868095398,64,1723045764.7928638,4.263345516323794e-05,72.86481595039368
0.008014884731594528,1.170035425291523e-05,5.4524552076982825e-05,406,79.02745389938354,65,1723045771.6286645,4.2824197824067595e-05,79.70061659812927
0.006383258758655242,7.241629210561594e-06,2.6043930377207287e-05,446,86.421231508255,66,1723045779.022662,1.8802301166645693e-05,87.09461402893066
0.004859158657197074,4.182644623381686e-06,1.314607473211442e-05,491,94.70405101776123,67,1723045787.30479,8.963430108732733e-06,95.3767421245575
0.0029886926818329393,2.312308566850875e-06,5.851612980008119e-06,540,103.7560658454895,68,1723045796.3576422,3.539304413157244e-06,104.42959427833557
0.0021607656906362685,1.3437606973401246e-06,2.6331721455483663e-06,594,113.7238519191742,69,1723045806.3246424,1.2894114482082417e-06,114.39659452438354
0.0014116734102725878,8.739918225664709e-07,1.5065882324629558e-06,653,124.61027598381042,70,1723045817.2110424,6.325964098964848e-07,125.28299450874329
0.0009895060357871723,6.827654355285168e-07,1.2820970986713704e-06,718,136.58353281021118,71,1723045829.1844566,5.993316631428535e-07,137.25640869140625
0.0007806916222698396,2.8672195265463736e-07,4.811527389378656e-07,790,149.89744067192078,72,1723045842.4980764,1.9443078628322822e-07,150.5700285434723
0.0006390565495846576,1.9987119596562335e-07,3.153747407204233e-07,869,164.4972047805786,73,1723045857.0980523,1.1550354475479998e-07,165.17000436782837
0.0005025871361197385,1.5756108551193227e-07,2.620591893825978e-07,956,180.5829005241394,74,1723045873.1837163,1.0449810387066555e-07,181.25566840171814
0.00043929621210444804,1.3533177149864462e-07,2.2146826335280932e-07,1052,198.2861783504486,75,1723045890.8869379,8.61364918541647e-08,198.95888996124268
0.0004030649422464377,1.1442443485102281e-07,1.6208157195606249e-07,1157,217.64201045036316,76,1723045910.2427547,4.765713710503967e-08,218.31470680236816
0.00035283309636638686,6.828395686009237e-08,1.1046008703384058e-07,1272,238.86649894714355,77,1723045931.4673944,4.217613017374821e-08,239.5393464565277
0.0003138179572520361,2.0749429068123867e-07,2.988502724904483e-07,1400,262.5046343803406,78,1723045955.105365,9.135598180920962e-08,263.1773171424866
0.0002602523656500803,6.251039592724816e-08,9.461638135091271e-08,1539,288.08495903015137,79,1723045980.6859214,3.210598542366456e-08,288.75787353515625
0.000264731085853075,4.9356896487388095e-08,6.899475981253641e-08,1693,316.4423794746399,80,1723046009.0431411,1.9637863325148317e-08,317.1150932312012
0.00021641188805384423,5.2752662737797865e-08,7.489248698926102e-08,1863,347.7769842147827,81,1723046040.3780098,2.2139824251463163e-08,348.44996190071106
0.00019297522315938552,3.67292402216278e-08,5.382580489328289e-08,2049,382.0709171295166,82,1723046074.6720226,1.7096564671655094e-08,382.74397468566895
0.0001894392260667281,3.075909895481341e-08,4.610895267428909e-08,2254,419.85144543647766,83,1723046112.4522114,1.534985371947568e-08,420.52416348457336
0.00016803503219603555,2.8758619755602246e-08,3.865051246018168e-08,2479,461.33497071266174,84,1723046153.9359527,9.891892704579435e-09,462.0079047679901
0.0001538065173778237,3.224845981459135e-08,4.357375733190529e-08,2727,507.0360848903656,85,1723046199.6370735,1.1325297517313938e-08,507.7090256214142
0.00015409975288187925,8.381590304779276e-08,1.0906546218694422e-07,3000,557.6217625141144,86,1723046250.2227535,2.5249559139151465e-08,558.2947056293488
0.0001501870949946998,2.1714605989388933e-08,2.9796771947221654e-08,3299,612.7541034221649,87,1723046305.3550751,8.08216595783272e-09,613.4270272254944
0.00012795669152249853,1.9916733109468592e-08,2.8999498371915803e-08,3629,673.7030165195465,88,1723046366.3041327,9.082765262447212e-09,674.3760848045349
0.00012763083459311193,1.7183014993916994e-08,2.345998919249748e-08,3992,740.5343546867371,89,1723046433.1353588,6.2769741985804875e-09,741.2073109149933
0.00011747553460867911,1.60194106608623e-08,2.1545817632133152e-08,4391,813.9632213115692,90,1723046506.564283,5.526406971270852e-09,814.636234998703
0.000112850007142068,1.7979635028121016e-08,2.5302471121224452e-08,4831,894.8103997707367,91,1723046587.4114401,7.322836093103435e-09,895.483392238617
0.00010542080469632585,2.1904218160798173e-08,3.0649431245429094e-08,5314,983.9685304164886,92,1723046676.5696955,8.745213084630925e-09,984.6416475772858
9.402693783908765e-05,1.1066185058211855e-08,1.5992586939521276e-08,5845,1082.0263605117798,93,1723046774.6274242,4.92640188130942e-09,1082.6993763446808
9.029699280912088e-05,1.1325229041050375e-08,1.653532759299311e-08,6429,1189.7623834609985,94,1723046882.3633723,5.210098551942734e-09,1190.4353244304657
8.575715479666054e-05,1.1058017201967639e-08,1.4995281752670244e-08,7072,1307.648201227188,95,1723047000.2491071,3.937264550702605e-09,1308.3210592269897
8.18019992301524e-05,8.702668949136838e-09,1.1735664486810133e-08,7779,1437.3048312664032,96,1723047129.905841,3.0329955376732933e-09,1437.9777932167053
8.72094391635348e-05,9.621666455911374e-09,1.3105139210251377e-08,8557,1580.0350155830383,97,1723047272.635995,3.483472754340004e-09,1580.7079470157623
7.379938290087292e-05,1.1335742447370229e-08,1.4944723257230374e-08,9413,1737.2570662498474,98,1723047429.8581693,3.6089808098601454e-09,1737.930121421814
7.286414028795101e-05,7.310378581153307e-09,9.775154958652315e-09,10354,1909.9896278381348,99,1723047602.5906124,2.464776377499008e-09,1910.6625645160675
7.228501405380885e-05,5.462414801742996e-09,7.223877101370026e-09,11389,2099.91583609581,100,1723047792.5168774,1.761462299627029e-09,2100.5888295173645
6.462759499129537e-05,8.525683313413463e-09,1.125042917636606e-08,12528,2308.788956642151,101,1723048001.3899581,2.724745862952596e-09,2309.4619102478027
6.516663953988494e-05,5.692379204934813e-09,7.498021691372168e-09,13781,2538.771051645279,102,1723048231.3720486,1.8056424864373551e-09,2539.444000720978
5.56293407306655e-05,5.470175261968446e-09,7.312788682579267e-09,15159,2791.4474577903748,103,1723048484.048418,1.8426134206108216e-09,2792.1203701496124
5.523704280280988e-05,3.877622334497988e-09,5.504674132089446e-09,16295,3000.042569875717,104,1723048692.6433997,1.6270517975914581e-09,3000.715351819992
