step,_timestamp,loss_boundary,loss,l2_error,loss_interior,time,_runtime,_step
1157,1723045672.2736735,0.0048717457997361395,0.0070714081465568564,0.07643649570735889,0.0021996623468207173,20.697911739349365,22.54699945449829,76
1272,1723045674.2163136,0.0028177062491789332,0.004917914179444573,0.06534101110840576,0.002100207930265639,22.640650749206543,24.48963952064514,77
1400,1723045676.3717296,0.002526554233052531,0.004637727365494088,0.05160694987202228,0.0021111731324415565,24.79608988761902,26.645055532455444,78
1539,1723045678.7343984,0.001803054984885618,0.0036538846844523243,0.044681428211550196,0.0018508296995667064,27.15856695175171,29.007724285125732,79
1693,1723045681.3604264,0.0018551442450751613,0.0036192365025917318,0.04445472887978485,0.0017640922575165707,29.786020040512085,31.63375234603882,80
1863,1723045684.2935355,0.0012460916438358002,0.0027660072909395407,0.04762733587151825,0.0015199156471037405,32.71792244911194,34.566861391067505,81
2049,1723045687.492857,0.0011128020277059191,0.0024274168410522157,0.03592306388086491,0.0013146148133462963,35.91719651222229,37.7661828994751,82
2254,1723045690.995611,0.0013104945879003212,0.00247628800538288,0.0359742337773874,0.001165793417482559,39.420031785964966,41.2689368724823,83
2479,1723045694.9089618,0.001038119471674376,0.0019580689287505924,0.0395298776034677,0.0009199494570762162,43.333412408828735,45.18228769302368,84
2727,1723045699.275466,0.0009176361517658719,0.0017703958196925978,0.031594713405359395,0.0008527596679267259,47.70130014419556,49.54879188537598,85
3000,1723045703.8509676,0.000929680051962265,0.0016883695180371808,0.030138802886228895,0.0007586894660749156,52.2752411365509,54.12429356575012,86
3299,1723045708.9085681,0.0008499960018353336,0.0015270158973244158,0.03095510233372591,0.0006770198954890821,57.332451820373535,59.181894063949585,87
3629,1723045714.4746602,0.000806074153592565,0.0013633890592953575,0.03126399250620908,0.0005573149057027924,62.89885139465332,64.74798607826233,88
3992,1723045720.6818776,0.0010245223785756508,0.001508518103617519,0.026861022448050373,0.0004839957250418682,69.10651421546936,70.95520353317261,89
4391,1723045727.5073264,0.0007972396586810476,0.0012288764355677904,0.025456343260827595,0.000431636776886743,75.93155121803284,77.78065228462219,90
4831,1723045742.0941944,0.0006976056759773001,0.0010663288249246664,0.024251971999718503,0.00036872314894736643,90.51803088188171,92.36752033233643,91
5314,1723045750.1993904,0.0005224804577647231,0.0008516500704459662,0.02520677224143422,0.0003291696126812431,98.62340307235718,100.47271633148193,92
5845,1723045759.199793,0.0005567303942667739,0.0008394393468658927,0.021445458630365403,0.00028270895259911873,107.62368750572205,109.47311902046204,93
6429,1723045769.1849854,0.00041233933324571207,0.0006454711521738892,0.024877320345147065,0.00023313181892817712,117.60974478721619,119.4583113193512,94
7072,1723045780.1089373,0.00039900125492995736,0.0006097157887944758,0.019463672921553588,0.0002107145338645185,128.53294849395752,130.38226318359375,95
7779,1723045791.9875386,0.00035683393182489045,0.0005370586848966307,0.018323105737098937,0.00018022475307174032,140.41154384613037,142.26086449623108,96
8557,1723045805.2940512,0.00034286317222269894,0.0005038887120290378,0.01839650040252396,0.0001610255398063388,153.71768021583557,155.5673770904541,97
9413,1723045819.8396358,0.0002834736517859815,0.00042204929323942176,0.01982540902862191,0.0001385756414534403,168.263747215271,170.112961769104,98
10354,1723045835.9104416,0.0002376442518597985,0.00036291098829043845,0.018935211541989152,0.00012526673643063998,184.33426880836487,186.18376755714417,99
11389,1723045853.5654693,0.00023696475413973248,0.0003595800280540952,0.01714738710963154,0.00012261527391436273,201.98966646194458,203.8387951850891,100
12528,1723045872.9184594,0.00021032028815748657,0.00031646159400921446,0.014289067889077293,0.00010614130585172791,221.3425145149231,223.19178533554077,101
13781,1723045894.201025,0.00017119418436356597,0.0002666414381121465,0.0180840772836481,9.544725374858053e-05,242.62456917762756,244.47435092926025,102
15159,1723045917.7577457,0.0001708325876949205,0.00025451208293492827,0.013722955280172932,8.367949524000776e-05,266.1825885772705,268.03107166290283,103
16675,1723045943.3590474,0.00020256402354168568,0.00028016980248086716,0.015247226165675547,7.760577893918145e-05,291.7828760147095,293.6323733329773,104
18342,1723045971.5540216,0.0002565029031682147,0.00033346278165863043,0.019253356174817327,7.695987849041577e-05,319.97780561447144,321.82734751701355,105
20177,1723046002.7260706,0.0001386031745884334,0.00019933203180162707,0.012696232078271159,6.072885721319368e-05,351.1497359275818,352.9993965625763,106
22194,1723046036.8904238,0.00014555333470352128,0.00020778894760425427,0.021655625879435886,6.2235612900733e-05,385.3140754699707,387.1637496948242,107
24414,1723046074.5772183,0.0001253854278796017,0.00017984632187149595,0.012444839886287232,5.446089399189426e-05,423.00082325935364,424.85054421424866,108
26855,1723046116.1084785,0.00011529203113139528,0.00016550922158833114,0.010693390405900102,5.0217190456935864e-05,464.531934261322,466.38180446624756,109
29540,1723046161.7095337,0.00012539826376939406,0.00017706548282597824,0.01003573010768368,5.1667219056584184e-05,510.1332263946533,511.98285961151123,110
32494,1723046211.9580054,0.00010485206438863554,0.0001515832443861374,0.010721132351693136,4.673117999750185e-05,560.382486820221,562.2313313484192,111
35744,1723046266.8277678,9.636796621630745e-05,0.0001421786118573683,0.01000019855903565,4.581064564106087e-05,615.2511658668518,617.1010937690735,112
39318,1723046327.6552668,9.75166228099664e-05,0.00013991997688793243,0.009564935050063495,4.2403354077966024e-05,676.0784804821014,677.9285926818848,113
43250,1723046401.2410564,6.964363017237127e-05,0.00011188058721473993,0.010360132333363829,4.223695704236866e-05,749.6642618179321,751.5143823623657,114
47575,1723046495.7997522,7.253615241516108e-05,0.00010477412647055446,0.009460888607242555,3.223797405539338e-05,844.2239589691162,846.0730781555176,115
52332,1723046576.4566946,6.331102734818126e-05,9.478040364652903e-05,0.008263432099663072,3.146937629834776e-05,924.880610704422,926.7300205230713,116
57566,1723046672.4263341,8.994467004951021e-05,0.0001218225717802217,0.013749184441280168,3.187790173071148e-05,1020.8497066497803,1022.6996600627899,117
63322,1723046783.8171241,5.6844828854289145e-05,8.345957065069953e-05,0.007693851856154056,2.6614741796410392e-05,1132.2409195899963,1134.0904500484467,118
69654,1723046952.357954,4.919174398776211e-05,7.169146303356305e-05,0.00830074263252589,2.2499719045800934e-05,1300.7815375328064,1302.6312799453735,119
76620,1723047076.9409077,4.330809215884628e-05,6.461869787447281e-05,0.008982657005726986,2.1310605715626522e-05,1425.3645648956299,1427.214233636856,120
84281,1723047207.2663147,3.6585484221332596e-05,5.399843381421329e-05,0.0065215690216540185,1.74129495928807e-05,1555.6903507709503,1557.5396406650543,121
92710,1723047351.0609488,4.429472427874527e-05,6.147109891044628e-05,0.010752211300469678,1.7176374631701e-05,1699.4847574234009,1701.3342747688293,122
101980,1723047515.6385758,5.947031701332197e-05,7.492027329937095e-05,0.011272849474882293,1.5449956286048982e-05,1864.0622055530548,1865.9119017124176,123
112178,1723047703.1204243,3.883982754673239e-05,5.23835862378937e-05,0.00747294236427951,1.3543758691161311e-05,2051.5439043045044,2053.393750190735,124
123396,1723047949.049812,2.818641021480337e-05,4.089893917464196e-05,0.005853128083765602,1.2712528959838587e-05,2297.473677635193,2299.323137998581,125
135736,1723048159.565399,2.9278946756914392e-05,4.0900279596681106e-05,0.006455669367801553,1.1621332839766715e-05,2507.98872756958,2509.8387248516083,126
149309,1723048398.0494258,4.434644790764562e-05,5.5328361044178654e-05,0.009913109132922794,1.098191313653304e-05,2746.4733357429504,2748.322751760483,127
162570,1723048651.6517644,3.554934473004147e-05,4.5920250322289055e-05,0.008686687507064972,1.0370905592247581e-05,3000.040356874466,3001.9250903129578,128
