_timestamp,loss_interior,step,_runtime,time,l2_error,loss_boundary,loss,_step
1723045716.5667932,0.008847239943774636,46,24.284308195114136,23.675163745880127,0.40174340863800506,0.10856581874735564,0.11741305869113028,42
1723045718.421795,0.011503224061006853,50,26.139309883117676,25.53024125099182,0.3794256730585548,0.08768275796669818,0.09918598202770504,43
1723045720.7391362,0.009643206834070864,55,28.456651210784912,27.847530126571655,0.3629796116248553,0.0808954392838863,0.09053864611795717,44
1723045723.51351,0.008730587598649883,61,31.231024980545044,30.621887683868408,0.3271769523021999,0.07763313896264991,0.08636372656129979,45
1723045726.2910426,0.00950271912909715,67,34.00855755805969,33.399460554122925,0.3111371422148797,0.0672493078212045,0.07675202695030164,46
1723045729.059197,0.00870072323384463,73,36.77671194076538,36.16762566566467,0.29724329626780416,0.06725092803389515,0.07595165126773978,47
1723045732.743448,0.00818765771647233,81,40.460963010787964,39.851826190948486,0.28671742374992754,0.04998056787966451,0.05816822559613684,48
1723045736.4371912,0.008600731774646837,89,44.15470623970032,43.545599937438965,0.31551045457997984,0.042111706772084145,0.05071243854673098,49
1723045740.604731,0.0073249518682992135,98,48.322246074676514,47.71313118934631,0.2556904411169749,0.03888213651879494,0.046207088387094156,50
1723045744.7734487,0.007800211531254722,107,52.49096369743347,51.88166809082031,0.22436601270381296,0.03856114008575295,0.04636135161700767,51
1723045749.8430579,0.0076551589924374235,118,57.56057286262512,56.951420545578,0.2314691607422807,0.034423607085480416,0.04207876607791784,52
1723045755.3778834,0.006855334748485831,130,63.09539842605591,62.48624587059021,0.19489605034194268,0.026422117819776336,0.033277452568262166,53
1723045761.374418,0.0057379886126294865,143,69.09193301200867,68.4828040599823,0.20247696107593183,0.02309244787010661,0.028830436482736095,54
1723045767.823775,0.00605314325716176,157,75.54129004478455,74.93214631080627,0.19071611059164026,0.02164476594727192,0.02769790920443368,55
1723045774.7890084,0.005661894479803629,172,82.5065233707428,81.89738893508911,0.17339353540719404,0.019185058243838385,0.024846952723642013,56
1723045783.1002872,0.005548062474250047,190,90.81780219078064,90.20850896835327,0.1699612922899608,0.019435775479295786,0.024983837953545834,57
1723045791.408086,0.004448362679701245,208,99.12560105323792,98.5164406299591,0.15363949934855956,0.015266606540765428,0.01971496922046667,58
1723045801.1094658,0.0046807723817930144,229,108.82698082923889,108.21804475784302,0.1445286210241074,0.017343194523741987,0.022023966905535,59
