loss_interior,time,loss_boundary,_step,_runtime,loss,step,l2_error,_timestamp
2.4847066967012313e-05,366.57111978530884,2.9929348288213,0,368.1664865016937,2.992959675888267,0,1.2395736452578827,1723046019.8588495
0.7329129558401385,775.104195356369,1.5914088435830054,1,776.2707588672638,2.324321799423144,1,1.1623116288464521,1723046427.963122
0.5701576431460375,1168.7299401760101,1.3876379247500563,2,1169.8961687088013,1.9577955678960937,2,1.052619381988358,1723046821.5885317
0.5283777345604596,1526.491239309311,1.1023442119189515,3,1527.6580307483673,1.6307219464794112,3,0.37384897760986685,1723047179.3503938
0.1594768314705887,1926.5075583457947,0.09437346466075186,4,1927.6737849712372,0.2538502961313406,4,0.1779649877036027,1723047579.366148
0.04061767185150461,2267.889538049698,0.03831089779858745,5,2269.055928468704,0.07892856965009207,5,0.06245850183016095,1723047920.7482915
0.004105893571958001,2640.5422501564026,0.004393166428300253,6,2641.711450815201,0.008499060000258254,6,0.015205593559539177,1723048293.4038138
6.415590793997444e-05,3071.168732404709,0.0001446623317530541,7,3072.337492465973,0.00020881823969302855,7,0.006529642853474859,1723048724.0298555
