_runtime,_timestamp,loss,loss_boundary,loss_interior,step,time,_step,l2_error
3.0310118198394775,1723045652.540855,2.515526377583242,2.515194173220324,0.00033220436291789117,0,1.0065360069274902,0,1.720808147094805
3.0551161766052246,1723045652.5649593,2.4731599015251966,2.4729137274280584,0.0002461740971382406,1,1.2814266681671143,1,1.6634262829297102
3.077052354812622,1723045652.5868955,2.2772730432263955,2.2770755754349348,0.00019746779146072476,2,1.3030977249145508,2,1.6049227316160013
3.098798990249634,1723045652.608642,2.228693941783674,2.2285365142749964,0.0001574275086773356,3,1.324826717376709,3,1.5444301101322988
3.12062668800354,1723045652.6304698,2.0997933534414943,2.0996580544688737,0.00013529897262077714,4,1.3464818000793457,4,1.4810915188412874
3.142378568649292,1723045652.6522217,1.9503082089866124,1.9501739432553573,0.00013426573125498625,5,1.3683116436004639,5,1.4140997500069121
3.1639597415924072,1723045652.6738029,1.8618360666511973,1.8616964845653647,0.0001395820858326274,6,1.3897895812988281,6,1.3428405459273833
3.1861050128936768,1723045652.6959481,1.6865799977961025,1.686420581115589,0.00015941668051353388,7,1.4121441841125488,7,1.267035974174035
3.2090189456939697,1723045652.718862,1.5702597330998234,1.570071720269205,0.0001880128306184344,8,1.4353229999542236,8,1.1866472738135236
3.231853723526001,1723045652.7416968,1.3630055394152327,1.3627637344756343,0.00024180493959846154,9,1.4580986499786377,9,1.1020641754979006
3.2550666332244873,1723045652.7649097,1.2672822918209246,1.2669554744970375,0.00032681732388713204,10,1.4811522960662842,10,1.0140368580904628
3.277338981628418,1723045652.787182,1.1130632724358258,1.11263495228767,0.000428320148155863,11,1.5029442310333252,11,0.9239608305683247
3.3007452487945557,1723045652.8105884,1.019367487086776,1.0187764074059245,0.0005910796808515731,12,1.5250821113586426,12,0.8340958150023579
3.3224241733551025,1723045652.8322673,0.7953912658920252,0.7946254272169971,0.0007658386750281592,13,1.5481209754943848,13,0.7484971551181794
3.343639612197876,1723045652.8534827,0.7646508490389495,0.7636432038255325,0.0010076452134169835,14,1.5697643756866455,14,0.6721033438702946
3.363023519515991,1723045652.8728666,0.607572817797894,0.6062978517787567,0.0012749660191371964,15,1.5905816555023193,15,0.6123014761445559
3.3825769424438477,1723045652.89242,0.5092593088356894,0.5076681659212608,0.0015911429144285514,16,1.610018014907837,16,0.5768440455906751
3.4019532203674316,1723045652.9117963,0.43960117549225286,0.43778669202336784,0.0018144834688849994,17,1.6294147968292236,17,0.5712727326950574
3.4228227138519287,1723045652.9326658,0.3625566531502488,0.3604051708976674,0.002151482252581438,18,1.6506714820861816,18,0.595423999995212
3.4427456855773926,1723045652.9525888,0.3380472693685321,0.33574237156331854,0.002304897805213523,19,1.6701538562774658,19,0.6430506045300901
3.462514877319336,1723045652.972358,0.2924440424447265,0.2899849235841421,0.002459118860584412,20,1.6904163360595703,20,0.7043469025874182
3.4824302196502686,1723045652.9922733,0.2697946804706435,0.26736416515945255,0.002430515311190904,21,1.7100551128387451,21,0.7715747654479868
3.502134084701538,1723045653.0119772,0.29946562602069077,0.29712502638826194,0.0023405996324288325,22,1.7296607494354248,22,0.8381337318899102
3.521928310394287,1723045653.0317714,0.32061571845819703,0.3183877048194112,0.00222801363878585,23,1.7494864463806152,23,0.898289422428924
3.542590618133545,1723045653.0524337,0.3352418648232742,0.33318836272059815,0.00205350210267606,24,1.7702827453613281,24,0.9478349935270833
3.5637125968933105,1723045653.0735557,0.3684194212529045,0.36670923014538653,0.0017101911075179882,25,1.791558027267456,25,0.9831115580966338
3.584792375564575,1723045653.0946355,0.3686109109129254,0.36713484743090025,0.0014760634820251471,26,1.812469482421875,26,1.004821074977887
3.6062002182006836,1723045653.1160433,0.37149928526606185,0.37022770532639493,0.0012715799396669342,27,1.834212064743042,27,1.0136553157821768
3.6270532608032227,1723045653.1368964,0.3767920584593362,0.3756968060972732,0.0010952523620630116,28,1.8547043800354004,28,1.0104178636767684
3.6471452713012695,1723045653.1569884,0.39237716347435764,0.3912300476927825,0.0011471157815751154,29,1.8746562004089355,29,0.9966911673270186
3.6670382022857666,1723045653.1768813,0.3472957230341063,0.34606672642741854,0.001228996606687746,30,1.8946762084960938,30,0.9749723044705301
3.6868550777435303,1723045653.1966982,0.39878286894117093,0.39721620132403973,0.001566667617131206,31,1.9144537448883057,31,0.9456761654388538
3.7076990604400635,1723045653.2175422,0.3596810709325449,0.3575778107671896,0.0021032601653553497,32,1.9352128505706787,32,0.9094786361654904
3.7276451587677,1723045653.2374883,0.3352792785896375,0.332357782319917,0.0029214962697205215,33,1.955019235610962,33,0.8686348158720116
3.7474184036254883,1723045653.2572615,0.325347383945541,0.32139497559236974,0.003952408353171272,34,1.9751121997833252,34,0.8246134615677092
3.7670981884002686,1723045653.2769413,0.30160960536730874,0.2962396253696192,0.005369979997689567,35,1.9946293830871582,35,0.7809654702943041
3.7868406772613525,1723045653.2966838,0.27633649896707596,0.26940785139221624,0.006928647574859729,36,2.014446973800659,36,0.7385727805093707
3.8066680431365967,1723045653.3165112,0.28552435160460465,0.27666803203213,0.008856319572474698,37,2.034205436706543,37,0.6980625345343732
3.8263299465179443,1723045653.336173,0.24997146515028812,0.2394504433527299,0.010521021797558198,38,2.053884506225586,38,0.6611131209177823
3.845717191696167,1723045653.3555603,0.26133494495112086,0.24886373525681998,0.012471209694300876,39,2.0733704566955566,39,0.6276000201392191
3.8650333881378174,1723045653.3748765,0.27051505836688083,0.2550086111951211,0.015506447171759724,40,2.092604875564575,40,0.5984188841821656
