loss_interior,l2_error,_timestamp,_step,_runtime,loss_boundary,loss,time,step
0.001954453830865279,2.0124359615572356,1723045654.2897851,0,2.8458352088928223,3.2617973017784463,3.2637517556093116,1.164353609085083,0
0.0019152606057155793,1.9019549830972846,1723045654.3142061,1,2.870256185531616,3.0737093115726135,3.075624572178329,1.4691381454467773,1
0.0018411190327032052,1.7532348395833393,1723045654.3364644,2,2.89251446723938,2.7700270981600514,2.7718682171927544,1.489326000213623,2
0.0018102170076586062,1.5750026391994296,1723045654.3582225,3,2.9142725467681885,2.4155116084203345,2.4173218254279933,1.5109996795654297,3
0.0018047355090322756,1.3741058907911516,1723045654.379763,4,2.9358129501342773,1.9596426226750272,1.9614473581840595,1.5325565338134766,4
0.0018310536796494867,1.15317279287066,1723045654.4010906,5,2.9571406841278076,1.731868421026987,1.7336994747066365,1.5538053512573242,5
0.0019206271565609064,0.921037854499598,1723045654.427683,6,2.9837331771850586,1.3582807651407616,1.3602013922973224,1.5752525329589844,6
0.0019873088834545783,0.7070114248393458,1723045654.4495862,7,3.005636215209961,1.0087026070660847,1.0106899159495393,1.6024165153503418,7
0.0019901918980133604,0.5972150014062062,1723045654.471147,8,3.0271971225738525,0.5954463620727745,0.5974365539707878,1.6237847805023193,8
0.001893953635819865,0.6889606024374689,1723045654.4933975,9,3.049447536468506,0.45098348452847253,0.4528774381642924,1.645967721939087,9
0.0016708332650214146,0.926520245057159,1723045654.5152705,10,3.0713205337524414,0.3334073616698604,0.33507819493488183,1.6678085327148438,10
0.0015551729169999793,1.1815273246419482,1723045654.537422,11,3.0934720039367676,0.35369710976867613,0.3552522826856761,1.6899068355560303,11
0.0014300650879882422,1.3796237416090544,1723045654.5611532,12,3.1172032356262207,0.4904095409992172,0.49183960608720545,1.7123103141784668,12
0.0014971838659448018,1.4760224630176035,1723045654.5820339,13,3.1380839347839355,0.6480842082497172,0.649581392115662,1.7366657257080078,13
0.0016818605068702388,1.4551990286959255,1723045654.6018405,14,3.157890558242798,0.7890145884517837,0.790696448958654,1.7563390731811523,14
0.0022396440398820146,1.3309631839147515,1723045654.6215377,15,3.1775877475738525,0.748604558327434,0.750844202367316,1.7758991718292236,15
0.0032367376036891017,1.1420249978390649,1723045654.6410332,16,3.1970832347869873,0.6197317407907638,0.6229684783944529,1.7954747676849365,16
0.004601456773088077,0.9372774237525103,1723045654.661535,17,3.2175850868225098,0.4691494784647058,0.4737509352377939,1.816195011138916,17
0.0060557854709650865,0.7632755964046566,1723045654.6832047,18,3.2392547130584717,0.35814187446380763,0.3641976599347727,1.8389239311218262,18
0.007269366921889442,0.6517833962550684,1723045654.70313,19,3.2591800689697266,0.31032755354099584,0.3175969204628853,1.8578312397003174,19
0.008444123339717838,0.6065930775618117,1723045654.7232802,20,3.279330253601074,0.3316402041674793,0.34008432750719714,1.8780746459960938,20
0.009397010135913738,0.6036453492496967,1723045654.7443128,21,3.3003628253936768,0.3514543868833606,0.3608513970192744,1.8974411487579346,21
0.010129698558724393,0.6122263125753293,1723045654.7646925,22,3.320742607116699,0.4270318676972676,0.437161566255992,1.9196598529815674,22
0.010962374948867279,0.6140409184053015,1723045654.785347,23,3.3413970470428467,0.4590874884194378,0.47004986336830507,1.9404408931732178,23
0.011808235991076665,0.6053357079724071,1723045654.804824,24,3.3608741760253906,0.47963331412807064,0.4914415501191473,1.9595963954925537,24
0.01298845120263444,0.5931973389387823,1723045654.8248296,25,3.3808796405792236,0.4525554754323497,0.4655439266349841,1.9795360565185547,25
0.014194337024052263,0.5884353590827456,1723045654.8443618,26,3.40041184425354,0.4222245384078063,0.4364188754318586,1.9990649223327637,26
0.015672154675417483,0.6018208810790907,1723045654.8636951,27,3.4197452068328857,0.37964035042470234,0.39531250510011984,2.0185017585754395,27
0.017375236645555518,0.6386171152387654,1723045654.884306,28,3.4403560161590576,0.34417972017375714,0.36155495681931266,2.039076805114746,28
0.019226363781060157,0.694307588528315,1723045654.9072433,29,3.4632933139801025,0.28801848120299245,0.3072448449840526,2.06258487701416,29
0.020471821741351755,0.7588475845629986,1723045654.9272933,30,3.4833433628082275,0.2935824762083161,0.3140542979496679,2.082533121109009,30
0.022105436042228584,0.8173506563527743,1723045654.9475822,31,3.5036323070526123,0.3066952427026716,0.3288006787449002,2.102360963821411,31
0.02363173115751509,0.8592900948118091,1723045654.96745,32,3.5234999656677246,0.3033773655643349,0.32700909672185,2.122236728668213,32
0.024499811463783525,0.8796804824728508,1723045654.9867487,33,3.5427987575531006,0.30123911507859896,0.3257389265423825,2.1414952278137207,33
0.025221666016170388,0.8793868500740435,1723045655.0060632,34,3.5621132850646973,0.324455582059086,0.34967724807525635,2.1607563495635986,34
0.025547388574534806,0.8600447565442831,1723045655.0257027,35,3.5817527770996094,0.3302582918459232,0.355805680420458,2.1803805828094482,35
0.02593504528635638,0.8275224031639146,1723045655.0476847,36,3.6037347316741943,0.312895720931373,0.3388307662177294,2.2011959552764893,36
0.026289872610721233,0.7825852323329294,1723045655.0703971,37,3.6264472007751465,0.3259389453100586,0.35222881792077987,2.227226495742798,37
0.026536445208351286,0.734678915830793,1723045655.0909092,38,3.6469593048095703,0.30496329751055623,0.33149974271890753,2.2463321685791016,38
0.025933820801248456,0.6909446698793246,1723045655.1118162,39,3.6678662300109863,0.2598355235346804,0.2857693443359289,2.2684247493743896,39
0.025584379931078496,0.6546779218648403,1723045655.1363459,40,3.6923959255218506,0.28396260431332443,0.3095469842444029,2.2932252883911133,40
