_runtime,loss_boundary,loss_interior,step,l2_error,_timestamp,time,loss,_step
3.515336275100708,0.2939256223340518,0.023456816736999495,42,0.5779130960189407,1723045655.2284493,2.336149215698242,0.3173824390710513,41
3.5802719593048096,0.304094951643236,0.02343814293364515,46,0.6014434833896593,1723045655.293385,2.401276111602783,0.3275330945768812,42
3.64823579788208,0.25982491662112567,0.022086309856578116,50,0.683623419107726,1723045655.3613489,2.4692342281341553,0.2819112264777038,43
3.7291312217712402,0.2793054057746107,0.019050034908524756,55,0.7112062658133496,1723045655.4422443,2.549913167953491,0.29835544068313546,44
3.825146198272705,0.2445085436210098,0.018673507875466698,61,0.6307318070849993,1723045655.5382593,2.646132469177246,0.2631820514964765,45
3.9246838092803955,0.21835275348178562,0.017690766840205305,67,0.6159760016317887,1723045655.6377969,2.7454633712768555,0.23604352032199094,46
4.019689321517944,0.24188561199021105,0.015468321399417258,73,0.646092662283041,1723045655.7328024,2.84043025970459,0.2573539333896283,47
4.147197961807251,0.2138198260216776,0.016888385821290677,81,0.588069582867395,1723045655.860311,2.9680991172790527,0.23070821184296827,48
4.278442859649658,0.202787714170154,0.016595425694118152,89,0.5767848828943858,1723045655.991556,3.0993120670318604,0.21938313986427216,49
4.420692443847656,0.1776375872406051,0.012717895388588162,98,0.5755218601532223,1723045656.1338055,3.241398572921753,0.19035548262919327,50
4.563119649887085,0.15975331389555542,0.015164718464946209,107,0.5455120944854812,1723045656.2762327,3.383772850036621,0.17491803236050163,51
4.7439680099487305,0.1510958252464396,0.012741303244635044,118,0.5417006627611891,1723045656.457081,3.5643386840820312,0.16383712849107465,52
4.933043718338013,0.15379017546192547,0.011805236059292847,130,0.5351087739291857,1723045656.6461568,3.7538111209869385,0.16559541152121832,53
5.136876583099365,0.14545474199830655,0.012527851653836857,143,0.5082024518854938,1723045656.8499897,3.957674026489258,0.1579825936521434,54
5.3631956577301025,0.1391460591356178,0.011321038956024602,157,0.49662815550352474,1723045657.0763087,4.183834552764893,0.1504670980916424,55
5.599636793136597,0.12736086519478626,0.011004876971864566,172,0.4782388183116733,1723045657.3127499,4.4202985763549805,0.13836574216665082,56
5.886039733886719,0.12242808159248628,0.014054954500657454,190,0.45691933001763596,1723045657.5991528,4.706440210342407,0.13648303609314372,57
6.169833421707153,0.1090102425250489,0.01435240619829555,208,0.45352367268326155,1723045657.8829465,4.990324020385742,0.12336264872334445,58
6.508959770202637,0.10309342467964831,0.01513826289954539,229,0.4198741246287406,1723045658.2220728,5.32912278175354,0.11823168757919371,59
6.869062662124634,0.10704641064631691,0.014391456418695731,252,0.40456280031226555,1723045658.5821757,5.689640283584595,0.12143786706501264,60
7.259081602096558,0.08327295584725876,0.014557605489644736,277,0.38706117712478466,1723045658.9721947,6.079768896102905,0.09783056133690349,61
7.696017742156982,0.06378420499029282,0.013911535826886583,305,0.35625993107967724,1723045659.4091308,6.5165114402771,0.07769574081717939,62
8.228100061416626,0.0588188230986482,0.014689762801505352,335,0.31041340641153037,1723045659.9412131,7.0508763790130615,0.07350858590015355,63
8.90579104423523,0.050687517299601664,0.014685902227656967,369,0.28316657054725797,1723045660.618904,7.7275543212890625,0.06537341952725863,64
9.532636404037476,0.037405774156642195,0.01399636363533292,406,0.23658063233928775,1723045661.2457495,8.353134870529175,0.05140213779197511,65
10.200423240661621,0.028098854452998843,0.013015809558497949,446,0.21723544594711477,1723045661.9135363,9.023093700408936,0.04111466401149679,66
11.053573608398438,0.027463220808427582,0.010018833645350072,491,0.20975390020275297,1723045662.7666867,9.876066207885742,0.037482054453777655,67
11.970257759094238,0.026125629028384265,0.009266412315871185,540,0.17806102013770506,1723045663.6833708,10.792250871658325,0.03539204134425545,68
12.897841453552246,0.020123669167126976,0.006901654056611582,594,0.19389149565012018,1723045664.6109545,11.72085189819336,0.02702532322373856,69
14.022571563720703,0.01834345541849743,0.006000396141117003,653,0.15448164908244846,1723045665.7356846,12.843302726745605,0.02434385155961443,70
15.18618655204773,0.018110296670314625,0.005365945422311839,718,0.15478363816610718,1723045666.8992996,14.008931875228882,0.023476242092626463,71
16.338367700576782,0.013238641913009096,0.0046404998957690095,790,0.14392333496121495,1723045668.0514808,15.159885168075562,0.017879141808778105,72
17.55948829650879,0.011472661074448876,0.003576876219895092,869,0.13104076258989542,1723045669.2726014,16.380183458328247,0.015049537294343968,73
18.928215980529785,0.00943957441911028,0.003230641449944437,956,0.11485695318901978,1723045670.641329,17.748892068862915,0.012670215869054717,74
20.576724767684937,0.006891953029137529,0.0027888734558442897,1052,0.102309638692444,1723045672.2898378,19.396865367889404,0.009680826484981819,75
22.20410466194153,0.005876843020214058,0.002470814071579898,1157,0.08229707586096852,1723045673.9172177,21.027283668518066,0.008347657091793956,76
24.098174571990967,0.0038499126755930533,0.0022792237339699212,1272,0.0717527658632487,1723045675.8112876,22.920560121536255,0.006129136409562974,77
26.492900848388672,0.0027774439470230725,0.0019071617234010987,1400,0.06449709551136838,1723045678.206014,25.31333327293396,0.004684605670424171,78
28.67753505706787,0.0020856239563382764,0.0016129034728878378,1539,0.04957703116656827,1723045680.3906481,27.498126983642578,0.003698527429226114,79
31.07345199584961,0.0018571215959117815,0.0013675296621391442,1693,0.045324818605751,1723045682.786565,29.896124124526978,0.0032246512580509255,80
33.839370250701904,0.0011894212408803426,0.0012651785649150046,1863,0.05416141401230065,1723045685.5524833,32.659887075424194,0.002454599805795347,81
36.85614562034607,0.0013186665573188849,0.0009926365628644873,2049,0.039445936793053055,1723045688.5692587,35.676740407943726,0.002311303120183372,82
40.37699913978577,0.0014600716770653797,0.0008974394481443019,2254,0.05724265944838963,1723045692.0901122,39.1922128200531,0.0023575111252096817,83
44.16963028907776,0.0009471530270506496,0.0006653351259862748,2479,0.03508292197697908,1723045695.8827434,42.988675355911255,0.0016124881530369243,84
48.42114019393921,0.0019521143520030448,0.0005765404503401827,2727,0.05116712203018265,1723045700.1342533,47.24170422554016,0.0025286548023432274,85
52.87253403663635,0.000912384051998431,0.0004626910841274112,3000,0.036385140579973295,1723045704.585647,51.69273066520691,0.0013750751361258423,86
57.95344042778015,0.001657648057415689,0.00042583467342220335,3299,0.04569596957171149,1723045709.6665535,56.77393579483032,0.002083482730837892,87
63.45609426498413,0.0008060846102340632,0.0003542238643784065,3629,0.02926152377516157,1723045715.1692073,62.27669310569763,0.0011603084746124696,88
69.31861209869385,0.0008824523452415485,0.00030599928982502113,3992,0.03046634498896064,1723045721.0317252,68.13911747932434,0.0011884516350665697,89
75.77763748168945,0.0006609650444705214,0.00025685419644755423,4391,0.03493171009630009,1723045727.4907506,74.59753227233887,0.0009178192409180756,90
82.82872128486633,0.0008330294719191835,0.00022586079555440155,4831,0.03337998820901307,1723045734.5418344,81.64902877807617,0.001058890267473585,91
90.5461540222168,0.0006401242583591951,0.00021733920474260263,5314,0.02701871545526067,1723045742.259267,89.36668133735657,0.0008574634631017977,92
99.01663637161255,0.0005918121426878942,0.00018986564753671752,5845,0.03142586057728483,1723045750.7297494,97.83743810653687,0.0007816777902246117,93
108.36574625968933,0.0004781552966096811,0.00017701336676680685,6429,0.023117139110383093,1723045760.0788593,107.18676352500916,0.000655168663376488,94
118.65541291236877,0.0004220049778242435,0.00017676593804068534,7072,0.02949675267295027,1723045770.368526,117.47610425949097,0.0005987709158649288,95
129.9611053466797,0.00046396688912193006,0.00015920339250146835,7779,0.022991298433753974,1723045781.6742184,128.78175449371338,0.0006231702816233984,96
142.44641280174255,0.0003764108119562889,0.00014667547205550902,8557,0.018847953825565058,1723045794.1595259,141.2670032978058,0.0005230862840117979,97
156.18689632415771,0.0003844185817116235,0.00014887376077596403,9413,0.02021218637193114,1723045807.9000094,155.00982189178467,0.0005332923424875875,98
171.31444835662842,0.00029234745089076986,0.00013636685288188037,10354,0.016639456646946882,1723045823.0275614,170.1349630355835,0.0004287143037726502,99
188.00705647468567,0.00025878712089403807,0.00012188256822919503,11389,0.018660544814226503,1723045839.7201695,186.8274803161621,0.0003806696891232331,100
206.3391146659851,0.00019891186582230032,0.00012133628435578893,12528,0.014832009190320019,1723045858.0522277,205.15954041481018,0.00032024815017808923,101
226.4236171245575,0.00030016325236735536,0.0001236630891397007,13781,0.01701389091735942,1723045878.1367302,225.24398589134216,0.00042382634150705606,102
248.4831280708313,0.0001673830591991887,0.00010774332406959042,15159,0.013438558410319257,1723045900.1962411,247.30346274375916,0.0002751263832687791,103
272.8278748989105,0.0001512281523520728,0.00010401767595190844,16675,0.012865438581720855,1723045924.540988,271.6484773159027,0.00025524582830398126,104
299.7533628940582,0.00016762710182556052,9.788164899487949e-05,18342,0.01198447615503873,1723045951.466476,298.5738260746002,0.00026550875082044,105
329.24131321907043,0.00016984158057082877,8.470549770974291e-05,20177,0.018561788421389527,1723045980.9544263,328.06251525878906,0.0002545470782805717,106
361.7751233577728,0.00010125604885505567,7.419049104980925e-05,22194,0.011886922253082953,1723046013.4882364,360.59533405303955,0.0001754465399048649,107
397.5779654979706,9.616563846549049e-05,7.110469733508321e-05,24414,0.01262888277736785,1723046049.2910786,396.39819169044495,0.0001672703358005737,108
436.86321926116943,0.00014513334790834496,5.904442613074397e-05,26855,0.009773704157365833,1723046088.5763323,435.68341994285583,0.00020417777403908895,109
479.9655282497406,8.836318227507946e-05,5.261245258411347e-05,29540,0.011755914115158219,1723046131.6786413,478.78584265708923,0.00014097563485919294,110
527.4749736785889,0.00010363830286928058,4.860722996448221e-05,32494,0.013345577947743546,1723046179.1880867,526.2954795360565,0.0001522455328337628,111
579.6101875305176,7.114865874885343e-05,4.164065127871186e-05,35744,0.00910748757767129,1723046231.3233006,578.4306015968323,0.0001127893100275653,112
636.8231205940247,8.334910217899366e-05,3.6984001077716845e-05,39318,0.009116928993750165,1723046288.5362337,635.6436924934387,0.0001203331032567105,113
699.7216835021973,4.7039709203912314e-05,3.395552952078815e-05,43250,0.008567379369128023,1723046351.4347966,698.542055606842,8.099523872470046e-05,114
769.0027084350586,5.666896882028929e-05,3.114829230225157e-05,47575,0.015088895499944433,1723046420.7158215,767.8229646682739,8.781726112254087e-05,115
845.6339018344879,0.00015116102603115883,3.249958864180291e-05,52332,0.018884213046416645,1723046497.347015,844.4546163082123,0.00018366061467296174,116
930.0249807834625,4.642919914941339e-05,2.9338384020800632e-05,57566,0.00703841223345961,1723046581.7380939,928.8454849720001,7.576758317021402e-05,117
1022.432891368866,4.739465236838661e-05,2.85847932144118e-05,63322,0.0075632759617299565,1723046674.1460044,1021.2531685829163,7.597944558279841e-05,118
1123.8650708198547,3.5985909630589814e-05,2.748912393896602e-05,69654,0.006734942554925648,1723046775.578184,1122.6843903064728,6.347503356955584e-05,119
1236.0652902126312,4.038874140394681e-05,2.5991765149696524e-05,76620,0.0072537663376830135,1723046887.7784033,1234.8856148719788,6.638050655364334e-05,120
1358.9020528793335,6.024577596533542e-05,2.7166814698930026e-05,84281,0.009968018423904403,1723047010.615166,1357.7222435474396,8.741259066426545e-05,121
1494.1603028774261,6.85909875174354e-05,2.6774927801962115e-05,92710,0.010558958596560282,1723047145.873416,1492.9805278778076,9.536591531939751e-05,122
1640.4217388629913,4.0265841463201724e-05,2.3949764688409423e-05,101980,0.007501995600185252,1723047292.134852,1639.2420194149017,6.421560615161114e-05,123
1804.9522159099579,6.237004928405718e-05,2.0835541079795318e-05,112178,0.013844076079580074,1723047456.665329,1803.772408246994,8.32055903638525e-05,124
1986.468593597412,3.95988746087846e-05,1.941909946888123e-05,123396,0.00871434693724213,1723047638.1817067,1985.2888865470886,5.901797407766583e-05,125
2186.1590507030487,3.347412355389976e-05,1.8807545923767128e-05,135736,0.005511920329602156,1723047837.8721638,2184.9792218208313,5.228166947766689e-05,126
2405.3448872566223,5.574646013013293e-05,1.941247114923936e-05,149309,0.005925098389283283,1723048057.0580003,2404.165552377701,7.515893127937229e-05,127
2645.5753090381622,2.895413436962671e-05,1.8221979979094757e-05,164240,0.005946567961639409,1723048297.288422,2644.3955392837524,4.717611434872147e-05,128
2909.318597316742,2.9347440397945087e-05,1.6429334271355856e-05,180664,0.005134194269380539,1723048561.0317104,2908.139168739319,4.5776774669300946e-05,129
3001.1848995685577,6.443688726308853e-05,1.7655934053926835e-05,186356,0.00709312321976257,1723048652.8980126,3000.0040667057037,8.209282131701536e-05,130
