_step,loss_boundary,l2_error,loss,_runtime,_timestamp,loss_interior,step,time
41,0.0001230095793408706,0.013789487930331955,0.0002153753041155786,31.18155002593994,1723045682.619234,9.2365724774708e-05,42,29.754151582717896
42,0.00011661968356548968,0.012885636450530081,0.00018237627608750474,34.06665229797363,1723045685.5043364,6.575659252201504e-05,46,32.639036655426025
43,9.703813239680638e-05,0.0116506683110853,0.00015368029404628987,36.9356369972229,1723045688.373321,5.6642161649483496e-05,50,35.50817680358887
44,5.9342508844144834e-05,0.009852977864855254,0.00010588400585175302,40.521422147750854,1723045691.9591062,4.654149700760818e-05,55,39.093974351882935
45,6.11105735093465e-05,0.00931957093226202,9.394484783189068e-05,44.82068657875061,1723045696.2583706,3.283427432254417e-05,61,43.39208269119263
46,5.086594870961737e-05,0.008779049641887865,7.91234690139852e-05,49.099504232406616,1723045700.5371883,2.825752030436782e-05,67,47.67206597328186
47,4.9486889844779655e-05,0.0077960880453249864,7.465167958588635e-05,53.41532254219055,1723045704.8530066,2.516478974110669e-05,73,51.98780679702759
48,4.397620485201402e-05,0.007719144011130818,6.476767410033863e-05,59.16792130470276,1723045710.6056054,2.079146924832461e-05,81,57.74053740501404
49,4.271293690249509e-05,0.007454008390377669,6.142110351003989e-05,64.81973767280579,1723045716.2574217,1.87081666075448e-05,89,63.39220142364502
50,3.6990649453012795e-05,0.0073109790383501455,5.534385680095829e-05,71.28616499900818,1723045722.723849,1.8353207347945493e-05,98,69.85854721069336
51,3.0409430367702057e-05,0.006730530150969426,4.74969109401102e-05,77.69868993759155,1723045729.136374,1.7087480572408146e-05,107,76.27125024795532
52,3.6707325025242404e-05,0.006832822150615876,5.317986542914401e-05,85.40129446983337,1723045736.8389785,1.6472540403901608e-05,118,83.97384238243103
53,3.6611932378697435e-05,0.006798142352994689,5.1591228072577176e-05,93.92994570732117,1723045745.3676298,1.4979295693879741e-05,130,92.50245213508606
54,2.6007264183586615e-05,0.00627077996815986,4.0121382917713235e-05,103.21624732017517,1723045754.6539314,1.411411873412662e-05,143,101.78882837295532
55,3.0293854024659988e-05,0.006139008603860966,4.6056170424035657e-05,113.15828967094421,1723045764.5959737,1.576231639937567e-05,157,111.73077464103699
56,3.254350201493306e-05,0.005835750773880996,4.589852687044755e-05,123.89112710952759,1723045775.3288112,1.3355024855514494e-05,172,122.46353721618652
57,2.8177708665779357e-05,0.005746290248500682,3.968604119915063e-05,136.6440725326538,1723045788.0817566,1.1508332533371274e-05,190,135.21660375595093
58,2.332328673522577e-05,0.005320930147990036,3.5110427933770594e-05,149.49839973449707,1723045800.9360838,1.1787141198544823e-05,208,148.07068490982056
59,1.7248081615387966e-05,0.004837413751342895,2.8892121434788976e-05,164.65605330467224,1723045816.0937374,1.1644039819401009e-05,229,163.22854495048523
60,1.486975435100836e-05,0.004335645680756498,2.586784472046239e-05,181.31382536888123,1723045832.7515094,1.099809036945403e-05,252,179.8861882686615
61,1.1815471213032245e-05,0.0037118098716316886,2.2061842135673893e-05,199.59813356399536,1723045851.0358176,1.0246370922641648e-05,277,198.1707854270935
62,9.016112390003325e-06,0.0033458611762015194,1.872105767810995e-05,219.94531202316284,1723045871.382996,9.704945288106626e-06,305,218.51746797561646
63,6.794748871875464e-06,0.00313163021623579,1.543331211603009e-05,241.3429663181305,1723045892.7806504,8.638563244154626e-06,335,239.91553854942322
64,5.492479125790623e-06,0.002618750063084441,1.2827597047242078e-05,265.76078844070435,1723045917.1984725,7.335117921451454e-06,369,264.3331649303436
65,4.770669117004453e-06,0.0024157099390501604,1.136991299974212e-05,292.40261912345886,1723045943.8403032,6.5992438827376674e-06,406,290.97506952285767
66,3.01766098497011e-06,0.001960174587476554,7.657892069156543e-06,321.19260358810425,1723045972.6302876,4.640231084186433e-06,446,319.7649042606354
67,3.4615423822391136e-06,0.0020624238371036315,7.5684141710189685e-06,353.2364776134491,1723046004.6741617,4.106871788779855e-06,491,351.80897784233093
68,2.2596440536872757e-06,0.001786590642072242,5.7938168678774836e-06,388.3580412864685,1723046039.7957253,3.5341728141902074e-06,540,386.9303312301636
69,3.850553612578181e-05,0.004255289224763303,7.318519964632291e-05,426.7093183994293,1723046078.1470025,3.467966352054111e-05,594,425.2815942764282
70,1.919209350154277e-06,0.0015944569028731423,3.997695349441256e-06,467.22565960884094,1723046118.6633437,2.078485999286979e-06,653,465.7979142665863
71,1.5793029132886027e-06,0.001602465165617779,3.4998012953682968e-06,509.3100972175598,1723046160.7477813,1.9204983820796943e-06,718,507.88225841522217
72,2.192951944963758e-06,0.0015528142181986746,3.963315637409945e-06,555.602757692337,1723046207.0404418,1.7703636924461871e-06,790,554.1750361919403
73,1.6090784358967548e-06,0.0014164446916940694,3.0499553718430083e-06,602.4537100791931,1723046253.8913941,1.4408769359462537e-06,869,601.026070356369
74,1.2396801943818343e-06,0.0014091736765034695,2.932707603656251e-06,640.3952901363373,1723046291.8329742,1.6930274092744166e-06,956,638.96772813797
75,1.2326345582432861e-06,0.001302467972802279,2.6494817080858425e-06,688.4749491214752,1723046339.9126332,1.4168471498425561e-06,1052,687.0473375320435
76,1.2356928495350623e-06,0.0012366343992695733,2.5647046226232047e-06,724.5832841396332,1723046376.0209682,1.3290117730881426e-06,1157,723.1556539535522
77,9.978710562836155e-07,0.0011412080278020934,2.3184779230626046e-06,773.0160796642303,1723046424.4537637,1.3206068667789891e-06,1272,771.5884068012238
78,9.82136844591394e-07,0.0011023980615347787,2.414106406979079e-06,815.7884449958801,1723046467.226129,1.431969562387685e-06,1400,814.3607811927795
79,1.0313460880366976e-06,0.001086819741425206,2.3872556635523292e-06,859.9208905696869,1723046511.3585746,1.3559095755156316e-06,1539,858.4932534694672
80,8.939142493340406e-07,0.0010254000337460737,2.0660943373862785e-06,903.1772699356079,1723046554.614954,1.172180088052238e-06,1693,901.7495646476746
81,7.375104510957259e-07,0.001004899679068061,1.752308370036919e-06,956.2104790210724,1723046607.648163,1.014797918941193e-06,1863,954.7828352451324
82,9.020109788239346e-07,0.0010019446565982938,1.9026001686320702e-06,964.6816055774689,1723046616.1192896,1.0005891898081356e-06,2049,963.254148721695
83,7.219708039111058e-07,0.001001937331493384,1.7491338459935912e-06,972.9175984859467,1723046624.3552825,1.0271630420824854e-06,2254,971.4901423454285
84,7.767250669327018e-07,0.0010019449000332672,1.7979827545533333e-06,982.0556125640869,1723046633.4932966,1.0212576876206314e-06,2479,980.6279101371765
85,8.76104474050824e-07,0.0010019449000332672,1.926104653629414e-06,992.1840581893921,1723046643.6217422,1.05000017957859e-06,2727,990.7561960220337
86,7.424401751064226e-07,0.0010019449000332672,1.7680458124836465e-06,1003.2915301322937,1723046654.7292142,1.025605637377224e-06,3000,1001.8639008998871
87,7.309188059093208e-07,0.0010019449000332672,1.8116970497920818e-06,1015.2946541309357,1723046666.7323382,1.080778243882761e-06,3299,1013.8671178817749
88,7.804017784707701e-07,0.0010019300268037487,1.8164694587087068e-06,1028.7226045131683,1723046680.1602886,1.0360676802379366e-06,3629,1027.2949402332306
89,6.81863585826353e-07,0.0010019431538160557,1.7223015707139935e-06,1043.4765403270721,1723046694.9142244,1.0404379848876405e-06,3992,1042.0486397743225
90,8.129885106146256e-07,0.0010019431538160557,1.8272927006236929e-06,1059.5955028533936,1723046711.033187,1.0143041900090672e-06,4391,1058.167785167694
91,7.056923999101074e-07,0.0010019431538160557,1.6927174743724234e-06,1077.4996559619904,1723046728.93734,9.87025074462316e-07,4831,1076.0720009803772
92,6.99099186774641e-07,0.0010019431538160557,1.7747096948640265e-06,1097.0426774024963,1723046748.4803615,1.0756105080893856e-06,5314,1095.6148104667664
93,6.972014708733608e-07,0.0010019431538160557,1.7327964545523847e-06,1118.560632944107,1723046769.998317,1.035594983679024e-06,5845,1117.1330716609955
94,8.741433327559965e-07,0.0010019431538160557,1.987801507031143e-06,1142.7562429904938,1723046794.193927,1.1136581742751467e-06,6429,1141.3282520771027
95,8.223729206525178e-07,0.0010019431538160557,1.9002138611379154e-06,1168.904126882553,1723046820.341811,1.0778409404853977e-06,7072,1167.4762544631958
96,7.480834926140136e-07,0.0010019431538160557,1.8076552329427721e-06,1197.5107834339142,1723046848.9484675,1.0595717403287584e-06,7779,1196.0827634334564
97,6.828587123883876e-07,0.0010019431538160557,1.687275654535409e-06,1229.0780119895935,1723046880.515696,1.0044169421470213e-06,8557,1227.6503558158875
98,7.556989986014888e-07,0.0010019431538160557,1.7905809717379e-06,1263.7808701992035,1723046915.2185543,1.034881973136411e-06,9413,1262.3529493808746
99,8.039152105336807e-07,0.0010019519540846512,1.8513588599958515e-06,1302.0843963623047,1723046953.5220804,1.0474436494621708e-06,10354,1300.6563971042633
100,6.723097120495183e-07,0.0010019519540846512,1.6831454541632046e-06,1344.156311750412,1723046995.5939958,1.0108357421136862e-06,11389,1342.7283418178558
101,7.635120187716284e-07,0.0010019571077168955,1.7461599410472303e-06,1390.457373380661,1723047041.8950574,9.82647922275602e-07,12528,1389.029489994049
102,5.325908229920319e-07,0.0010019571077168955,1.53040448543681e-06,1441.3975579738617,1723047092.835242,9.97813662444778e-07,13781,1439.9697177410126
103,7.749350860856559e-07,0.0010019571077168955,1.8477203911038717e-06,1497.2517302036285,1723047148.6894143,1.0727853050182157e-06,15159,1495.8237979412079
104,6.829309073414031e-07,0.0010019571077168955,1.6974278704670245e-06,1558.8051393032074,1723047210.2428234,1.0144969631256214e-06,16675,1557.377210855484
105,7.174434911315562e-07,0.0010019571077168955,1.7484253944754075e-06,1626.3469281196594,1723047277.7846122,1.0309819033438514e-06,18342,1624.9189805984497
106,7.851912241258965e-07,0.0010019571077168955,1.8013528202007229e-06,1700.6809437274933,1723047352.1186278,1.0161615960748264e-06,20177,1699.253019809723
107,7.510894005274525e-07,0.0010019571077168955,1.7755665538425182e-06,1782.445603132248,1723047433.8832872,1.0244771533150657e-06,22194,1781.0176610946655
108,8.539243866338874e-07,0.0010019571077168955,1.934179098069512e-06,1872.5954422950745,1723047524.0331264,1.0802547114356246e-06,24414,1871.1674318313599
109,6.726265122265102e-07,0.0010019571077168955,1.6725104684477178e-06,1971.1631345748901,1723047622.6008186,9.998839562212075e-07,26855,1969.7352633476257
110,7.269342383455337e-07,0.0010019571077168955,1.7221889860085854e-06,2079.8806009292603,1723047731.318285,9.952547476630516e-07,29540,2078.4529082775116
111,8.438161675156769e-07,0.0010019571077168955,1.9307480964560353e-06,2200.037082195282,1723047851.4747663,1.0869319289403583e-06,32494,2198.609227657318
112,8.870706151498048e-07,0.0010019571077168955,1.9630403862573564e-06,2333.442851305008,1723047984.8805354,1.0759697711075517e-06,35744,2332.0149264335632
113,7.428216686267413e-07,0.0010019571077168955,1.7680019863515276e-06,2478.3159172534943,1723048129.7536013,1.0251803177247862e-06,39318,2476.8879404067993
114,6.788267252766085e-07,0.0010019571077168955,1.7567189472752487e-06,2637.875931739807,1723048289.3136158,1.0778922219986401e-06,43250,2636.447923183441
115,7.737463397624182e-07,0.0010019571077168955,1.7490989597477993e-06,2813.365631341934,1723048464.8033154,9.753526199853811e-07,47575,2811.9377796649933
116,7.446157088384082e-07,0.0010019571077168955,1.8042144493507358e-06,3001.4375882148743,1723048652.8752723,1.0595987405123275e-06,52214,3000.008631467819
