loss_boundary,loss,_step,_timestamp,time,loss_interior,_runtime,l2_error,step
2.639374320335948,2.6393765714064155,0,1723045694.887022,1.5251777172088623,2.2510704673150675e-06,2.4873850345611572,0.627543485323579,0
0.38312585893252515,0.38494966400656594,1,1723045695.2976396,2.297058582305908,0.0018238050740407821,2.8980026245117188,0.8088904644961811,1
0.32485801800143094,0.32733123038937484,2,1723045695.7390928,2.7389743328094482,0.0024732123879439164,3.3394558429718018,0.6787046851033206,2
0.32690014885866914,0.32726360573624164,3,1723045696.1867406,3.184668779373169,0.00036345687757250236,3.7871036529541016,0.7455066960813213,3
0.3042686438596357,0.3052054075974836,4,1723045696.6382399,3.637935161590576,0.0009367637378479239,4.238602876663208,0.6493685820805747,4
0.26791103462651744,0.2793040992689649,5,1723045697.1089585,4.108566045761108,0.011393064642447426,4.70932149887085,0.7210048740370644,5
0.25577175102266814,0.2655214397565596,6,1723045697.5331197,4.531523704528809,0.009749688733891471,5.1334826946258545,0.6448002412292002,6
0.254346652485461,0.26823231910809753,7,1723045697.937747,4.937533140182495,0.013885666622636511,5.538110017776489,0.4975874001650852,7
0.21790798750282223,0.2501400906815377,8,1723045698.344257,5.343891143798828,0.032232103178715464,5.944620132446289,0.664278540144398,8
0.21267694599442064,0.2256128988995858,9,1723045698.7463238,5.746065855026245,0.01293595290516518,6.346686840057373,0.559223915564977,9
0.19486265881794293,0.21321637201450558,10,1723045699.1556492,6.155346155166626,0.018353713196562652,6.756012201309204,0.6917004173206516,10
0.20065763710073703,0.20885954995107026,11,1723045699.5609584,6.560704469680786,0.008201912850333231,7.161321401596069,0.5441350019643296,11
0.17524546273764208,0.1913637901444098,12,1723045699.9699008,6.969610214233398,0.016118327406767722,7.570263862609863,0.5860329543581854,12
0.18361313419450007,0.19741795145907914,13,1723045700.4425254,7.442136764526367,0.013804817264579071,8.042888402938843,0.4882333810448076,13
0.16515142345786363,0.1899227138061523,14,1723045700.9043002,7.903838634490967,0.024771290348288677,8.504663228988647,0.5792747448908393,14
0.17818465424233995,0.19240665831221115,15,1723045701.3819587,8.381574869155884,0.014222004069871208,8.982321739196777,0.5267903541466987,15
0.16005974734151723,0.1784443208790968,16,1723045701.8603098,8.859996795654297,0.01838457353757958,9.460672855377197,0.5867828612249802,16
0.16592061387154633,0.1792914795902964,17,1723045702.2920387,9.291634798049927,0.01337086571875006,9.892401695251465,0.5415407192385414,17
0.16826541595190916,0.1856859128589601,18,1723045702.7633257,9.762812852859497,0.017420496907050935,10.363688707351685,0.546508651306848,18
0.1576804669877834,0.16382766267147666,19,1723045703.2192695,10.218806028366089,0.006147195683693259,10.819632530212402,0.5588416722463592,19
0.15491320664518973,0.16954934508405622,20,1723045703.647538,10.647083044052124,0.014636138438866481,11.24790096282959,0.5229474089820737,20
0.14971993920136875,0.16573823847829483,21,1723045704.1088645,11.108174085617065,0.016018299276926086,11.709227561950684,0.5685844552234667,21
0.14823252517243157,0.15712065722654805,22,1723045704.5184743,11.518003463745117,0.00888813205411648,12.118837356567383,0.5212677569099085,22
0.13992218061445028,0.1518939694849706,23,1723045704.9412148,11.940771102905273,0.011971788870520344,12.541577816009521,0.5549868716707155,23
0.15772238574194553,0.16862377504154977,24,1723045705.4043121,12.403801441192627,0.010901389299604249,13.004675149917603,0.5129221846164636,24
0.1493246868061689,0.1614864441156065,25,1723045705.87103,12.870266199111938,0.012161757309437622,13.47139310836792,0.4596434857414944,25
0.13967245970670866,0.1479546726060203,26,1723045706.3108623,13.310209035873413,0.008282212899311628,13.911225318908691,0.5218103567764704,26
0.14162162767437644,0.14812367128525522,27,1723045706.718741,13.718039751052856,0.0065020436108787745,14.319103956222534,0.47847775162043876,27
0.1273798432086549,0.14147574964432652,28,1723045707.1519086,14.151340007781982,0.014095906435671627,14.75227165222168,0.5230285966082453,28
0.14763020253082915,0.15697127643248734,29,1723045707.5977178,14.597154140472412,0.009341073901658208,15.198080778121948,0.4734181216828678,29
0.1334287536041674,0.14675921855050753,30,1723045708.0520036,15.051498174667358,0.013330464946340138,15.652366638183594,0.5026349877147314,30
0.13696857296390003,0.14801087245195527,31,1723045708.5285432,15.528018712997437,0.011042299488055239,16.12890625,0.43753677648340666,31
0.11559228619207926,0.13326519526587505,32,1723045708.9476361,15.9470694065094,0.01767290907379579,16.547999143600464,0.49442380863702734,32
0.12559508937228428,0.13735147012564694,33,1723045709.4091158,16.408567428588867,0.011756380753362649,17.00947880744934,0.46774314816213763,33
0.11877792547324872,0.13092866618035887,34,1723045709.8462946,16.845690965652466,0.01215074070711015,17.44665765762329,0.5033546738297936,34
0.12460362144014235,0.1346461779306645,35,1723045710.322493,17.321939945220947,0.010042556490522134,17.922856092453003,0.4771062645013641,35
0.1263538760377797,0.13754197055899242,36,1723045710.8006554,17.800094604492188,0.011188094521212732,18.401018381118774,0.434554010076154,36
0.1163093398059618,0.1330175628766402,37,1723045711.284987,18.28431487083435,0.016708223070678412,18.885349988937378,0.4611611004709365,37
0.11581819248256658,0.12836497838529343,38,1723045711.7404342,18.739790439605713,0.012546785902726853,19.340797185897827,0.42472049218796015,38
0.11411390362610505,0.1268559080774762,39,1723045712.150374,19.149839878082275,0.012742004451371164,19.750736951828003,0.46871082147486753,39
0.11967516101415504,0.1307096689109947,40,1723045712.5590007,19.55846881866455,0.011034507896839654,20.159363746643066,0.43950723347583004,40
0.11788287618846474,0.12695962537721273,41,1723045713.425326,20.424703359603882,0.009076749188747997,21.025689125061035,0.43750880697016875,42
