step,_runtime,_timestamp,l2_error,loss_interior,loss,time,loss_boundary,_step
81,16.950854778289795,1723045710.1984649,0.15859493139593747,0.005749311264925351,0.02221572206808807,16.51206064224243,0.016466410803162718,48
89,18.397016286849976,1723045711.6446264,0.1437604449898064,0.0044468589090597655,0.01727723868975215,17.95796489715576,0.012830379780692387,49
98,20.024535417556763,1723045713.2721455,0.11993137202918705,0.004025053003069935,0.014142007766982982,19.58550715446472,0.010116954763913047,50
107,21.65567922592163,1723045714.9032893,0.0962305592742935,0.0037985071348481435,0.01142310550383735,21.216719150543213,0.007624598368989206,51
118,23.650431871414185,1723045716.898042,0.05755968048559902,0.003423617363810746,0.006646452570732311,23.21155023574829,0.0032228352069215652,52
130,25.81351375579834,1723045719.0611238,0.05089334349951765,0.002267907302787979,0.004275001943355346,25.3746120929718,0.0020070946405673666,53
143,28.16112780570984,1723045721.408738,0.041954894287710265,0.0016880384029974594,0.0030749963948395343,27.722045421600342,0.0013869579918420747,54
157,30.706034183502197,1723045723.9536443,0.03805531082501699,0.0013277322857669224,0.002468538813105845,30.266988277435303,0.0011408065273389228,55
172,33.4158091545105,1723045726.6634192,0.03328012338015835,0.0007875522598286295,0.001647692426862482,32.976935386657715,0.0008601401670338525,56
190,36.6786425113678,1723045729.9262526,0.02866330866011372,0.0005053254850452462,0.001147414988747929,36.239784479141235,0.0006420895037026828,57
208,39.93410873413086,1723045733.1817188,0.024252012272175154,0.0003125024855973471,0.0008186825354570594,39.49522256851196,0.0005061800498597122,58
229,43.722925424575806,1723045736.9705355,0.021093940064901617,0.0002146232379010716,0.0005808152564852168,43.28400707244873,0.0003661920185841452,59
252,47.88779544830322,1723045741.1354055,0.018414154799114346,0.00015318773300934633,0.0004127318817409761,47.448856592178345,0.0002595441487316298,60
277,52.46325469017029,1723045745.7108648,0.015684479396634216,0.00010591920542753089,0.00027495621773551026,52.024324893951416,0.00016903701230797937,61
305,57.60830354690552,1723045750.8559136,0.013636874085936838,6.19583862816031e-05,0.00022909521170720587,57.169291973114014,0.00016713682542560278,62
335,63.10895800590515,1723045756.356568,0.010647080700782015,3.256331299464325e-05,0.0001043736459076319,62.66983604431152,7.181033291298865e-05,63
369,69.41637206077576,1723045762.6639822,0.009127305536760251,2.0559009565395833e-05,6.806408021576956e-05,68.97742891311646,4.750507065037373e-05,64
406,76.15079164505005,1723045769.3984017,0.007227319818266302,1.9502575725790786e-05,5.4743663707601656e-05,75.711834192276,3.5241087981810866e-05,65
446,83.44532370567322,1723045776.6929338,0.005969068155488011,8.941074302465105e-06,2.814923043206652e-05,83.00642251968384,1.9208156129601414e-05,66
491,91.64703035354614,1723045784.8946404,0.004414565702847646,4.630606067520183e-06,1.3546286779176641e-05,91.20805263519287,8.915680711656459e-06,67
540,100.53258347511292,1723045793.7801936,0.0029068401561341854,3.4134519873088134e-06,8.253102644516691e-06,100.09355330467224,4.8396506572078785e-06,68
594,110.50267148017883,1723045803.7502816,0.0019641417115891747,1.966460082216631e-06,3.4409937388525985e-06,110.06360650062561,1.474533656635967e-06,69
653,121.16214227676392,1723045814.4097524,0.0013784672111778115,1.252522292241491e-06,2.0678848465186328e-06,120.72324395179749,8.153625542771415e-07,70
718,133.01445651054382,1723045826.2620666,0.0011022313588552395,9.594022802425423e-07,1.632536496396996e-06,132.575532913208,6.731342161544537e-07,71
790,146.1662139892578,1723045839.413824,0.0009465552305006158,4.930205918111167e-07,8.014045947577442e-07,145.7269628047943,3.083840029466276e-07,72
869,160.49795198440552,1723045853.745562,0.000777820208606903,3.292686896614942e-07,5.645958205159739e-07,160.0590362548828,2.3532713085447969e-07,73
956,176.29156231880188,1723045869.5391724,0.000638395401371251,2.5343448401357685e-07,4.163978048462568e-07,175.8526439666748,1.6296332083267997e-07,74
1052,193.70237016677856,1723045886.9499803,0.0005377980849544901,2.254531239456708e-07,3.4819519105133997e-07,193.26313257217407,1.2274206710566914e-07,75
1157,212.75402808189392,1723045906.0016382,0.0004616808145941709,1.320115472275357e-07,2.1112075388315533e-07,212.31502652168274,7.910920665561964e-08,76
1272,233.56907081604004,1723045926.816681,0.0003855464426773457,1.2095237848559306e-07,1.8088178452794444e-07,233.13003039360046,5.992940604235139e-08,77
1400,256.80288314819336,1723045950.0504932,0.00035488162193248135,2.5012155996191413e-07,3.69397596222125e-07,256.3638164997101,1.1927603626021086e-07,78
1539,281.96830224990845,1723045975.2159123,0.00030868769572822664,9.394430306628517e-08,1.409694181626309e-07,281.52928161621094,4.702511509634575e-08,79
1693,309.8559432029724,1723046003.1035533,0.0002761972626696658,6.425552090478742e-08,9.578767390869077e-08,309.4168026447296,3.153215300390335e-08,80
1863,340.5902421474457,1723046033.8378522,0.00024296022240074896,5.920125089295547e-08,8.354935212660792e-08,340.15097546577454,2.4348101233652444e-08,81
2049,374.25708389282227,1723046067.504694,0.0002250309318183259,5.026640934111499e-08,7.063559761295552e-08,373.8180923461914,2.036918827184053e-08,82
2254,411.40059065818787,1723046104.6482008,0.00022274147844239805,4.966219449341426e-08,6.64756284127303e-08,410.96153950691223,1.6813433919316035e-08,83
2479,452.17960500717163,1723046145.427215,0.00021127203314415472,3.575778402891569e-08,4.661519721727195e-08,451.7405197620392,1.0857413188356259e-08,84
2727,497.1063640117645,1723046190.353974,0.0001781115330734195,4.196396910585312e-08,5.901128998851485e-08,496.66715455055237,1.704732088266173e-08,85
3000,546.5432105064392,1723046239.7908206,0.00018244183594521567,1.149414525815274e-07,1.5110791856380707e-07,546.1041598320007,3.616646598227968e-08,86
3299,600.6602182388306,1723046293.9078283,0.00016496056071148792,2.6217934135524635e-08,3.490789195213061e-08,600.2209827899933,8.689957816605979e-09,87
3629,660.4414875507355,1723046353.6890976,0.00014611574145129976,2.8000490807590256e-08,4.05759913885964e-08,660.002444267273,1.2575500581006149e-08,88
3992,726.5727360248566,1723046419.820346,0.0001389259930017935,1.7165602791462092e-08,2.4259814513985065e-08,726.1334393024445,7.094211722522973e-09,89
4391,799.0673053264618,1723046492.3149154,0.0001352718330980804,1.8532292753780434e-08,2.4217726643531198e-08,798.6279907226562,5.685433889750765e-09,90
4831,878.7338943481445,1723046571.9815044,0.00012019152287979289,2.2196830186418378e-08,3.015120440449264e-08,878.294734954834,7.954374218074258e-09,91
5314,966.2860534191132,1723046659.5336635,0.00011411075462362917,2.0436633005653963e-08,2.8023894769872222e-08,965.8468241691589,7.58726176421826e-09,92
5845,1063.0188159942627,1723046756.266426,0.00010513035564624042,1.6355000902389852e-08,2.16920362890181e-08,1062.5795266628265,5.337035386628247e-09,93
6429,1168.8313779830933,1723046862.078988,9.94717007508133e-05,1.9447023455227243e-08,2.468515425220722e-08,1168.3921508789062,5.238130796979977e-09,94
7072,1285.2404716014862,1723046978.4880817,9.566004311328912e-05,1.0895650108751086e-08,1.4412572376101067e-08,1284.8012206554413,3.516922267349981e-09,95
7779,1413.3892068862915,1723047106.636817,9.66663810336606e-05,1.4375396233195905e-08,1.755230876164021e-08,1412.9500141143799,3.1769125284443064e-09,96
8557,1554.2478485107422,1723047247.4954586,9.008940301492473e-05,1.0800800105647309e-08,1.3832434239418259e-08,1553.8085811138153,3.03163413377095e-09,97
9413,1709.295109987259,1723047402.54272,8.679696359054358e-05,1.3149755127052545e-08,1.8966264996233272e-08,1708.8558254241943,5.816509869180727e-09,98
10354,1880.1108119487762,1723047573.358422,8.293335915386606e-05,9.270884117398583e-09,1.218695687131295e-08,1879.6714720726013,2.916072753914366e-09,99
11389,2067.9657287597656,1723047761.2133389,7.695698547635596e-05,7.70364646675732e-09,1.0584295532050596e-08,2067.5265345573425,2.8806490652932747e-09,100
12528,2274.140022754669,1723047967.3876328,7.427612079730658e-05,8.308530761269989e-09,1.1477557581997565e-08,2273.7007641792297,3.169026820727576e-09,101
13781,2501.2939417362213,1723048194.5415518,7.206089241760123e-05,6.214379848049016e-09,8.128887663704152e-09,2500.8548674583435,1.9145078156551363e-09,102
15159,2751.6741902828217,1723048444.9218004,6.713121257572668e-05,5.77948490904637e-09,7.3565532839391684e-09,2751.2350010871887,1.5770683748927988e-09,103
16531,3000.54252076149,1723048693.7901309,6.555444342499219e-05,5.874598072232308e-09,7.853894480008338e-09,3000.102372646332,1.9792964077760305e-09,104
