_timestamp,loss_boundary,loss,time,_step,_runtime,loss_interior,l2_error,step
1723045695.763486,2.639374320335948,2.6393765714064155,1.7483797073364258,0,2.4089818000793457,2.2510704673150684e-06,0.6737656970914004,0
1723045695.9729831,0.5854061330765044,0.586147285420124,2.1804707050323486,1,2.618479013442993,0.0007411523436195624,0.7049210570347187,1
1723045696.1752174,0.35153686585841193,0.3532334363491253,2.3842506408691406,2,2.8207132816314697,0.0016965704907133733,0.7744789333994886,2
1723045696.3796065,0.3435778849717412,0.34539938908669593,2.5886096954345703,3,3.025102376937866,0.001821504114954745,0.7762722798168616,3
1723045696.5832348,0.34357256120497526,0.34539023981759664,2.7909762859344482,4,3.2287306785583496,0.0018176786126213697,0.7865776347465768,4
1723045696.78568,0.3434588583730997,0.3451971284842642,2.994727849960327,5,3.431175947189331,0.0017382701111645308,0.8003399772313875,5
1723045696.986634,0.34321258169693813,0.344718445706455,3.1956655979156494,6,3.6321299076080322,0.0015058640095168478,0.829798835123825,6
1723045697.1890337,0.34179319611978515,0.34236795093093325,3.3980531692504883,7,3.8345296382904053,0.0005747548111480761,0.7790903847884069,7
1723045697.38916,0.2881761215455682,0.31625030774379725,3.5982561111450195,8,4.034655809402466,0.02807418619822904,0.6060562929300924,8
1723045697.5926282,0.24319233374089183,0.3025475205402963,3.801717758178711,9,4.238124132156372,0.0593551867994045,0.5659233660676145,9
1723045697.7937636,0.23918117756330756,0.30103523882127353,4.002795934677124,10,4.4392595291137695,0.06185406125796595,0.6206776313798105,10
1723045697.9973783,0.23489666753737512,0.23869488253498383,4.206334114074707,11,4.642874240875244,0.003798214997608713,0.7199033277584305,11
1723045698.2017207,0.2240844576673829,0.22593992925160408,4.410734176635742,12,4.847216606140137,0.0018554715842211591,0.5600146037920766,12
1723045698.4009142,0.18336891018275095,0.19235343234012414,4.610013484954834,13,5.046410083770752,0.008984522157373206,0.551824644466536,13
1723045698.6009603,0.16303128078981546,0.18276428328492098,4.810070991516113,14,5.246456146240234,0.019733002495105515,0.5793689381995888,14
1723045698.8003893,0.15729492662088962,0.18030911576534933,5.009398460388184,15,5.445885181427002,0.02301418914445971,0.5939064488725507,15
1723045699.0008578,0.15693822333208066,0.17993513536186817,5.209892272949219,16,5.646353721618652,0.022996912029787528,0.6096931895324332,16
1723045699.200471,0.15787806604624263,0.1789674552391721,5.40945029258728,17,5.845966815948486,0.021089389192929464,0.5706381895440873,17
1723045699.4017267,0.1586021589037142,0.17466536227306462,5.610607624053955,18,6.04722261428833,0.016063203369350416,0.5476566633657914,18
1723045699.6029305,0.14458009457503299,0.16077736278424945,5.811793327331543,19,6.24842643737793,0.016197268209216475,0.5861775786089802,19
1723045699.8064344,0.13577106630663519,0.15061923577497144,6.015191078186035,20,6.451930284500122,0.014848169468336243,0.4791632590334495,20
1723045700.009348,0.1272138445314105,0.14466466623392427,6.218139171600342,21,6.654843807220459,0.01745082170251379,0.48829560438794734,21
1723045700.2108836,0.13170247144195243,0.1405676403061894,6.419745683670044,22,6.856379508972168,0.00886516886423697,0.5170624966533431,22
1723045700.417911,0.13191747796125616,0.13841100043131452,6.626657009124756,23,7.063406944274902,0.006493522470058358,0.5508869981360891,23
1723045700.6199818,0.12966432356695787,0.13630089298201134,6.828730344772339,24,7.265477657318115,0.00663656941505347,0.4787449992231658,24
1723045700.8208287,0.11649396801410043,0.13148254166661558,7.029641151428223,25,7.4663245677948,0.014988573652515151,0.4388894515747903,25
1723045701.0238292,0.10435254648703654,0.12274771653872063,7.232491970062256,26,7.669325113296509,0.018395170051684086,0.4818418582788371,26
1723045701.2249517,0.1067063678704316,0.11975049240000965,7.433706998825073,27,7.870447635650635,0.013044124529578047,0.48699018997709076,27
1723045701.4261613,0.10715054355452171,0.11970786125078998,7.634882211685181,28,8.071657180786133,0.012557317696268276,0.4329603483688453,28
1723045701.6294315,0.10012058176635641,0.11396878244406819,7.8381147384643555,29,8.274927377700806,0.013848200677711774,0.4234293313154162,29
1723045701.8307927,0.09208047132493594,0.11033610211892249,8.039585590362549,30,8.476288557052612,0.018255630793986555,0.4369342705075631,30
1723045702.0329735,0.08841640134086973,0.10874723077294653,8.241692543029785,31,8.67846941947937,0.020330829432076803,0.41063618097947235,31
1723045702.2350438,0.08986646174776784,0.10162976229842485,8.44369649887085,32,8.880539655685425,0.011763300550657012,0.39185827786942506,32
1723045702.436447,0.07803763821851822,0.09490554786877342,8.64525842666626,33,9.081942796707153,0.0168679096502552,0.412740139195869,33
1723045702.6423485,0.07721662944176118,0.09321997662872789,8.851054668426514,34,9.28784441947937,0.0160033471869667,0.4385823113227761,34
1723045702.843904,0.080297740523079,0.0908149299070134,9.052674293518066,35,9.489399909973145,0.010517189383934394,0.3875099208299445,35
1723045703.0451553,0.0750603680288299,0.08655059454998204,9.253835201263428,36,9.690651178359985,0.011490226521152147,0.3700572128182003,36
1723045703.2479925,0.07385278731756381,0.08603763050586523,9.456707000732422,37,9.89348840713501,0.012184843188301412,0.32004844318348485,37
1723045703.4515061,0.0619187710184015,0.0713539409063078,9.6602783203125,38,10.097002029418945,0.009435169887906302,0.3470277722902548,38
1723045703.653474,0.060024823126582805,0.06833184538741867,9.862143754959106,39,10.298969984054565,0.008307022260835866,0.36280174049595754,39
1723045703.8560374,0.05621302223849897,0.06528763979101447,10.06479525566101,40,10.501533269882202,0.009074617552515502,0.3195448314413752,40
1723045704.2553425,0.04995859856237078,0.05959182444344373,10.46401834487915,41,10.900838375091553,0.009633225881072948,0.30475599452050983,42
