loss_boundary,time,_step,_runtime,_timestamp,l2_error,loss_interior,loss,step
0.0003936101626794055,24.072033405303955,78,25.531447410583496,1723045676.9291034,0.02042957159952157,0.0002781557392171834,0.0006717659018965888,1400
0.0009598423377039091,26.27546739578247,79,27.734790325164795,1723045679.1324463,0.026502929899684988,0.0002444594448793651,0.0012043017825832743,1539
0.000358963238388717,28.70784282684326,80,30.167152881622314,1723045681.5648088,0.022249905820675795,0.00019449559154270839,0.0005534588299314254,1693
0.0006999761980404486,31.38671064376831,81,32.84588360786438,1723045684.2435396,0.023173469693779328,0.00018861541979275969,0.0008885916178332082,1863
0.000196701262067256,34.3518762588501,82,35.81114387512207,1723045687.2087998,0.01415203439375859,0.00012670911553074463,0.0003234103775980006,2049
0.0002530702508948064,37.63208508491516,83,39.09128546714783,1723045690.4889414,0.020907852192116275,0.0001283235970582864,0.0003813938479530928,2254
0.00011170236647371381,41.2754545211792,84,42.73553967475891,1723045694.1331956,0.011976176706120426,0.00010260910992831932,0.00021431147640203313,2479
0.0002134169875461825,45.23689293861389,85,46.69617414474487,1723045698.09383,0.01272387700068668,9.374915661019642e-05,0.0003071661441563789,2727
0.00027846982191897184,49.53670573234558,86,50.99612522125244,1723045702.3937812,0.017732136260904627,9.091063365187122e-05,0.0003693804555708431,3000
0.00011423653435795117,54.24688911437988,87,55.70625948905945,1723045707.1039155,0.010482898478841608,8.017895403826683e-05,0.000194415488396218,3299
0.0003740898663904053,59.462613582611084,88,60.92190456390381,1723045712.3195605,0.01915621126580273,7.812032585092428e-05,0.0004522101922413296,3629
0.00025773680739131635,65.17036771774292,89,66.62966585159302,1723045718.0273218,0.014382931391966504,5.8121782244692274e-05,0.0003158585896360086,3992
6.512092006872786e-05,71.39583325386047,90,72.85501384735107,1723045724.2526698,0.008450462192751449,5.044199496671893e-05,0.00011556291503544679,4391
0.00010098300078843798,78.27046084403992,91,79.72967529296875,1723045731.1273313,0.010403917088432631,7.377265085462728e-05,0.00017475565164306526,4831
0.00023834924781871827,85.92379069328308,92,87.38306498527527,1723045738.780721,0.02378384615272088,4.798573791600125e-05,0.0002863349857347195,5314
5.532112091506102e-05,94.23910665512085,93,95.69861173629761,1723045747.0962677,0.012567235001581238,4.468203767205847e-05,0.0001000031585871195,5845
5.9209053177148335e-05,103.36136102676392,94,104.82066130638123,1723045756.2183173,0.008565519158874041,3.676903433866993e-05,9.597808751581826e-05,6429
7.424511431861377e-05,113.48898386955261,95,114.94809150695801,1723045766.3457475,0.007100041255553105,4.1524417372979105e-05,0.00011576953169159288,7072
4.478947741714828e-05,124.63928842544556,96,126.09852862358093,1723045777.4961846,0.010221176686793558,4.1204287210090326e-05,8.599376462723862e-05,7779
3.510029660675703e-05,136.82290124893188,97,138.28198170661926,1723045789.6796377,0.006039605282520751,3.1131608161207806e-05,6.623190476796484e-05,8557
0.00014504587170503775,150.1974663734436,98,151.6569366455078,1723045803.0545926,0.01114394297338833,2.8646136836210385e-05,0.00017369200854124814,9413
4.4377391493462694e-05,164.98477172851562,99,166.44397139549255,1723045817.8416274,0.006415459814229531,2.436313226987674e-05,6.874052376333943e-05,10354
0.0002145997613417986,181.2577497959137,100,182.7166588306427,1723045834.1143148,0.0173733613441756,3.9654132865992944e-05,0.00025425389420779155,11389
2.8323621688226692e-05,199.12063002586365,101,200.57984733581543,1723045851.9775033,0.0055361344559777355,1.9256665339625286e-05,4.758028702785198e-05,12528
0.00010702361637440428,218.75163984298706,102,220.21112871170044,1723045871.6087847,0.012818983475223186,2.6105640604413176e-05,0.00013312925697881746,13781
3.275100885183694e-05,240.31135630607605,103,241.7706401348114,1723045893.168296,0.008795900783716313,1.223765598308934e-05,4.498866483492628e-05,15159
0.0001494674597315993,264.05774450302124,104,265.51698207855225,1723045916.914638,0.016348687068808463,1.566632800915455e-05,0.00016513378774075385,16675
