l2_error,step,time,_step,_timestamp,_runtime,loss,loss_boundary,loss_interior
0.13476358373662076,46,20.72087860107422,42,1723045717.1813033,21.18342423439026,0.015370599949708175,0.010826772984591415,0.004543826965116761
0.11099290242862148,50,22.31775188446045,43,1723045718.778209,22.780329942703247,0.012197983902384217,0.009071149189589744,0.0031268347127944734
0.09525555243867817,55,24.314489126205444,44,1723045720.775002,24.777122974395752,0.00965440703758437,0.00743175619259684,0.0022226508449875297
0.05984053109528633,61,26.703139305114746,45,1723045723.1636915,27.165812492370605,0.005260742173064116,0.0029398729222863402,0.002320869250777776
0.049463395466054376,67,29.090240001678467,46,1723045725.5510802,29.55320119857788,0.0031267125775599853,0.0015109485189205474,0.001615764058639438
0.03414338892796707,73,31.476499795913696,47,1723045727.9370158,31.939136743545532,0.0018669460361877494,0.0007782347998001871,0.0010887112363875623
0.02787315178256551,81,34.65342354774475,48,1723045731.1139562,35.116077184677124,0.0011279065158523163,0.0005593806710893841,0.0005685258447629321
0.027644271639557367,89,37.83805513381958,49,1723045734.2985663,38.300687313079834,0.0008818895603961844,0.00047258543040294145,0.00040930412999324293
0.024840314350863438,98,41.4119873046875,50,1723045737.8729298,41.87505078315735,0.0006267488184996243,0.0003989796773371469,0.00022776914116247744
0.023533876774950644,107,45.008211851119995,51,1723045741.4688075,45.47092843055725,0.0006385351603367035,0.0004546437782240891,0.00018389138211261446
0.021895417690110806,118,49.400392055511475,52,1723045745.860902,49.86302304267883,0.0005019131737481875,0.00037138880713320153,0.00013052436661498595
0.02093035778710963,130,54.185354709625244,53,1723045750.645913,54.64803385734558,0.00040648711162318295,0.00030605474444436574,0.00010043236717881722
0.01965806523982631,143,59.367578744888306,54,1723045755.828568,59.83068895339966,0.0003273353106283676,0.0002497573074289775,7.757800319939012e-05
0.017599876063995563,157,64.91028475761414,55,1723045761.370808,65.37292885780334,0.0002576608995768072,0.00019149032829028788,6.617057128651934e-05
0.015725507540609588,172,70.85216999053955,56,1723045767.3127131,71.3148341178894,0.00017989216867012669,0.00012443320856434756,5.5458960105779124e-05
0.01337662943028581,190,77.99922585487366,57,1723045774.4600239,78.46214485168457,0.0001147065477117656,8.275601251217446e-05,3.195053519959113e-05
0.011672629129868784,208,85.15196466445923,58,1723045781.612663,85.61478400230408,8.747403248064636e-05,6.730117093192046e-05,2.0172861548725898e-05
0.009961505517539403,229,93.49345231056213,59,1723045789.9539957,93.95611667633057,6.24216566070045e-05,4.638318207301005e-05,1.603847453399445e-05
0.008326679348365805,252,102.59857249259949,60,1723045799.0595171,103.06163811683655,4.448897788357273e-05,3.103440865628247e-05,1.3454569227290265e-05
0.007174647156979473,277,112.52675676345825,61,1723045808.9873967,112.98951768875122,3.064636979326617e-05,2.1094050844713593e-05,9.552318948552576e-06
0.005561624364159062,305,123.62642407417297,62,1723045820.087227,124.08934807777405,2.0932252836922774e-05,1.4520534352795198e-05,6.411718484127577e-06
0.003744302424118834,335,135.50368428230286,63,1723045831.9642363,135.96635723114014,9.111519789240978e-06,5.94592999618388e-06,3.165589793057099e-06
0.00234119788165654,369,149.02676463127136,64,1723045845.4872546,149.48937559127808,4.1241116763991495e-06,2.0160117910942108e-06,2.1080998853049387e-06
0.0014779261167840749,406,163.75751900672913,65,1723045860.2184577,164.2205786705017,2.6475819763337887e-06,1.2545699015752512e-06,1.3930120747585375e-06
0.0009782916761929559,446,179.67548990249634,66,1723045876.1360278,180.13814878463745,9.690866047907612e-07,4.1441765846410677e-07,5.546689463266545e-07
0.0007372027284753974,491,197.5320372581482,67,1723045893.992856,197.9949769973755,4.0553888509705504e-07,1.6683234632903586e-07,2.3870653876801916e-07
0.0005226157420261211,540,216.99608874320984,68,1723045913.4566526,217.45877361297607,2.5015975242570347e-07,7.98624460597952e-08,1.7029730636590826e-07
0.00041202826673793317,594,238.48683762550354,69,1723045934.9476895,238.94981050491333,1.0176876656487843e-07,2.5059512479054052e-08,7.670925408582437e-08
0.00026875789713739535,653,261.9332902431488,70,1723045958.3939407,262.39606165885925,6.573950867985664e-08,1.8250200343768906e-08,4.748930833608773e-08
0.0002175597340112925,718,287.74204206466675,71,1723045984.2031248,288.2052457332611,5.054968606199414e-08,1.831740629302754e-08,3.2232279768966606e-08
0.0001809417442664778,790,316.39340591430664,72,1723046012.8539746,316.85609555244446,1.5984493202752233e-08,4.04402332499724e-09,1.1940469877754993e-08
0.00016932921394990517,869,347.7890450954437,73,1723046044.2498636,348.25198459625244,1.1070643664785854e-08,2.6360147862085204e-09,8.434628878577334e-09
0.0001335992160441984,956,382.3491961956024,74,1723046078.8099434,382.812064409256,8.051280150629831e-09,2.659630871359321e-09,5.39164927927051e-09
0.00010091684179130954,1052,420.4038119316101,75,1723046116.8646572,420.8667781352997,6.633319951581576e-09,2.2468052241489707e-09,4.386514727432605e-09
8.730407770914643e-05,1157,462.0879819393158,76,1723046158.5487597,462.5508806705475,4.3579600492108496e-09,1.309827472774135e-09,3.048132576436715e-09
7.458068363961168e-05,1272,507.70365357398987,77,1723046204.1645832,508.16670417785645,3.2686129238069715e-09,9.628763161239553e-10,2.305736607683016e-09
7.008746579119829e-05,1400,558.5327379703522,78,1723046254.9935112,558.9956321716309,1.419645361612649e-08,5.339456378768022e-09,8.856997237358468e-09
6.460586527717754e-05,1539,613.5897085666656,79,1723046310.0506265,614.0527474880219,2.9509858593440074e-09,1.2168481435551722e-09,1.7341377157888354e-09
6.415392936915112e-05,1693,674.6527526378632,80,1723046371.1135492,675.1156702041626,1.7457838765474185e-09,5.008685117891619e-10,1.2449153647582565e-09
5.168508768397851e-05,1863,742.0459551811218,81,1723046438.5068836,742.5090045928955,1.704953962339641e-09,5.896387607094565e-10,1.1153152016301845e-09
5.06409577489198e-05,2049,815.7974150180817,82,1723046512.2582734,816.2603943347931,1.9185873314047797e-09,6.017000009600422e-10,1.3168873304447377e-09
4.4875445057930044e-05,2254,897.0780947208405,83,1723046593.5390205,897.5411415100098,1.5679191480630518e-09,5.334319861677369e-10,1.0344871618953148e-09
4.4436932029517745e-05,2479,986.3869044780731,84,1723046682.8477345,986.8498554229736,1.2594220842674615e-09,4.533355754359097e-10,8.060865088315518e-10
3.955564221634539e-05,2727,1084.768905878067,85,1723046781.2297072,1085.231828212738,1.6877648598780605e-09,6.272431972989164e-10,1.060521662579144e-09
3.926931780316502e-05,3000,1193.088562965393,86,1723046889.5494156,1193.5515365600586,3.4127212203064537e-09,1.473360918738805e-09,1.9393603015676486e-09
3.955780860779046e-05,3299,1311.771456003189,87,1723047008.232253,1312.2343740463257,7.219991747186915e-10,1.9435914966578473e-10,5.276400250529067e-10
3.3374144325343136e-05,3629,1442.4680514335632,88,1723047138.9288542,1442.9309751987457,1.1542793166845374e-09,4.3656371472078585e-10,7.177156019637516e-10
3.2646393308154266e-05,3992,1586.4608516693115,89,1723047282.9216876,1586.9238085746765,6.276993378719979e-10,1.50395934318054e-10,4.773034035539439e-10
3.4922612999936986e-05,4391,1744.745662689209,90,1723047441.2065566,1745.2086775302887,6.205788365888192e-10,1.6822403690797981e-10,4.5235479968083936e-10
3.179517565147164e-05,4831,1919.325400352478,91,1723047615.7862427,1919.7883636951447,9.180502055467827e-10,3.5759338307972134e-10,5.604568224670613e-10
2.9422100575134643e-05,5314,2110.911465406418,92,1723047807.372369,2111.3744900226593,1.0767872306749035e-09,4.117280960011292e-10,6.650591346737743e-10
2.753868094886291e-05,5845,2321.6662232875824,93,1723048018.1271405,2322.129261493683,6.266746756356632e-10,2.134077102844799e-10,4.1326696535118334e-10
2.728999105617771e-05,6429,2553.3059632778168,94,1723048249.766707,2553.7688279151917,6.974246608391647e-10,2.483599961225269e-10,4.490646647166378e-10
2.551478557202883e-05,7072,2808.128883600235,95,1723048504.589782,2808.5919029712677,4.371385873846929e-10,1.1044404489475064e-10,3.2669454248994227e-10
2.3535571522711973e-05,7556,3000.0532557964325,96,1723048696.5151634,3000.5172843933105,4.215044280717677e-10,1.1083804477714762e-10,3.1066638329462003e-10
