l2_error,_step,step,time,_timestamp,loss,_runtime,loss_boundary,loss_interior
0.4392559648992867,42,46,22.537928819656372,1723045715.3721735,0.11122093522780815,23.0394926071167,0.08975753046506722,0.021463404762740924
0.43008269461232873,43,50,24.338847398757935,1723045717.1730182,0.11111231113784815,24.84033727645874,0.09282683728664912,0.018285473851199035
0.3974607425778017,44,55,26.47811532020569,1723045719.3123643,0.10574707008903061,26.97968339920044,0.08738493381529563,0.01836213627373498
0.4242995552465105,45,61,29.119805812835693,1723045721.9540992,0.10521713974438868,29.621418237686157,0.0871228154476814,0.018094324296707282
0.36388219655941634,46,67,31.907429695129395,1723045724.7417085,0.10468847935493614,32.40902757644653,0.08573579077382436,0.018952688581111776
0.33774429082517043,47,73,34.486549615859985,1723045727.3210914,0.08961037081858428,34.98841047286987,0.07245410760120527,0.017156263217379005
0.3531387803605935,48,81,38.17388153076172,1723045731.0080612,0.08235185232558742,38.67538022994995,0.0656324271619177,0.016719425163669734
0.3356261564691458,49,89,41.75162482261658,1723045734.5859134,0.07381570730137359,42.25323247909546,0.06054539444186075,0.013270312859512832
0.28208660375138667,50,98,45.790085792541504,1723045738.6244376,0.06784040427087415,46.29175662994385,0.05621186511725418,0.011628539153619975
0.27276854862160804,51,107,49.83245921134949,1723045742.6666696,0.05992745056304238,50.333988666534424,0.04937445064118377,0.010552999921858602
0.27037620469512286,52,118,54.78221583366394,1723045747.6167574,0.056735484242872634,55.28407645225525,0.04712103959970758,0.009614444643165057
0.25799713690691634,53,130,60.16107416152954,1723045752.9952962,0.0448545970752093,60.66261529922485,0.036861625062602404,0.007992972012606896
0.23373059837664717,54,143,65.81793475151062,1723045758.6522498,0.04171220307467424,66.31956887245178,0.03395960155047585,0.007752601524198392
0.22697077319717182,55,157,71.78674721717834,1723045764.6211252,0.039135949360876804,72.28844428062439,0.03213891921821033,0.006997030142666479
0.21311353991801024,56,172,78.40677571296692,1723045771.241349,0.035159290578924085,78.90866804122925,0.02864910495855028,0.006510185620373807
0.18530645482395364,57,190,86.47628450393677,1723045779.3105974,0.029624415609081245,86.97791647911072,0.024414376146728676,0.005210039462352571
0.17538692601731462,58,208,94.33550596237183,1723045787.169839,0.03001137502438414,94.83715796470642,0.02378321400311723,0.006228161021266912
0.16190804273612208,59,229,103.53761100769043,1723045796.3721335,0.026089221812554547,104.03945255279541,0.02056359469311201,0.0055256271194425366
0.15866640008269922,60,252,113.82455658912659,1723045806.658905,0.022051396951249455,114.32622408866882,0.01751410277530101,0.004537294175948444
0.14189183871347494,61,277,124.78144907951355,1723045817.61571,0.018367047248453963,125.28302907943726,0.014686207707308867,0.003680839541145097
0.13621640712475425,62,305,137.52518272399902,1723045830.3600783,0.01932447449393869,138.0273973941803,0.015220945048380148,0.0041035294455585404
0.12735164186837408,63,335,150.56412959098816,1723045843.3983502,0.016827125566755974,151.065669298172,0.013142609853576862,0.0036845157131791114
0.12687466642793024,64,369,166.03136587142944,1723045858.8656616,0.015171997099558913,166.5329806804657,0.01156097460852195,0.003611022491036964
0.11443803480785596,65,406,182.823144197464,1723045875.6576571,0.01397816090969389,183.3249762058258,0.010973633824149157,0.0030045270855447326
0.10286518062174864,66,446,200.84640264511108,1723045893.6808202,0.01170078600515223,201.34813928604126,0.008964147689794063,0.002736638315358169
0.09158392538985076,67,491,221.40741276741028,1723045914.2419639,0.009714262404102399,221.90928292274475,0.007316859836485773,0.0023974025676166246
0.0862439666439716,68,540,243.9560525417328,1723045936.7903152,0.009767943838569678,244.45763421058655,0.007201602953604895,0.002566340884964783
0.07741817693755657,69,594,268.77873182296753,1723045961.6130724,0.007273033377746926,269.28039145469666,0.005268723508736564,0.0020043098690103616
0.07864152105989285,70,653,294.87291145324707,1723045987.7073848,0.006946725620776119,295.37470388412476,0.004853156285145599,0.0020935693356305195
0.06697536420711236,71,718,323.91311740875244,1723046016.7474113,0.006241231118766256,324.41473031044006,0.004316095552048439,0.0019251355667178175
0.061217556438473195,72,790,356.40799617767334,1723046049.242591,0.005534473677722328,356.9099099636078,0.003876779458781093,0.0016576942189412349
0.05921019234370707,73,869,392.6230082511902,1723046085.4572873,0.005089569998149165,393.1246063709259,0.00358934490117609,0.0015002250969730756
0.05338452294784224,74,956,432.0664448738098,1723046124.901048,0.004302257852395473,432.56836700439453,0.00264219705531728,0.0016600607970781933
0.05056589086722992,75,1052,475.7116117477417,1723046168.5461168,0.003743353578339331,476.2134358882904,0.0023611842587992894,0.0013821693195400415
0.04482913241522627,76,1157,522.6527237892151,1723046215.487153,0.003212400760965143,523.1544721126556,0.0020915404256260776,0.0011208603353390653
0.04013302106100651,77,1272,574.5523641109467,1723046267.3869746,0.0024708934331869976,575.0542936325073,0.0015154605105591652,0.0009554329226278325
0.03779451784082126,78,1400,632.4886744022369,1723046325.3231504,0.0021620779791820706,632.990469455719,0.0014190220273455818,0.0007430559518364887
0.03499563558865472,79,1539,696.1255190372467,1723046388.9602144,0.002034816971684629,696.6275334358215,0.001328608600165281,0.0007062083715193482
0.033555086811224294,80,1693,765.6449935436249,1723046458.479473,0.001687240959478801,766.1467921733856,0.0010830441246462304,0.0006041968348325706
0.03154157631539992,81,1863,842.0401532649994,1723046534.8746643,0.0016375452163101523,842.5419833660126,0.0010755145229459542,0.000562030693364198
0.02893096717221623,82,2049,925.0999083518982,1723046617.934376,0.0012955231582747668,925.60169506073,0.0007656025182577351,0.0005299206400170318
0.027013208527792033,83,2254,1018.0664255619049,1723046710.9011936,0.0010983051085141603,1018.5685126781464,0.0006860046192603025,0.0004123004892538579
0.026024924033160115,84,2479,1119.5028779506683,1723046812.3373594,0.00103834608130002,1120.0046784877777,0.000618069967790584,0.0004202761135094361
0.025428455588810572,85,2727,1230.0664460659027,1723046922.9009469,0.0009239311168617427,1230.568265914917,0.0005548270105842268,0.000369104106277516
0.024891754434511318,86,3000,1351.073502779007,1723047043.9079952,0.0008688796635193063,1351.575314283371,0.0005530059795302889,0.0003158736839890173
0.024066064945421396,87,3299,1483.7868509292603,1723047176.6212428,0.0008428135984957438,1484.288561820984,0.0005410993707705116,0.00030171422772523224
0.02362921279751015,88,3629,1630.6726231575012,1723047323.5072846,0.0007198139593630875,1631.1746037006378,0.00045481587955724514,0.00026499807980584234
0.022994683000633866,89,3992,1791.4014863967896,1723047484.2359753,0.0007105132235921689,1791.9032943248749,0.00046567157452413337,0.0002448416490680355
0.02179433383237649,90,4391,1970.4741561412811,1723047663.3087347,0.0006664158135475591,1970.9760537147522,0.0004287613503540898,0.00023765446319346935
0.021541103302258807,91,4831,2167.2581644058228,1723047860.0927858,0.0005747653502067155,2167.760104894638,0.0003717875364120328,0.0002029778137946827
0.020842125351307902,92,5314,2382.0702469348907,1723048074.904867,0.0005863087498765731,2382.5721859931946,0.0004033566286497982,0.0001829521212267749
0.021330439838141393,93,5845,2617.428479909897,1723048310.2630148,0.0005658287225371825,2617.930333852768,0.00038454824482734754,0.00018128047770983499
0.020428067843816653,94,6429,2877.8021306991577,1723048570.6367066,0.0005587215265952091,2878.3040256500244,0.0003946241176204992,0.00016409740897470993
0.01911836649617112,95,6704,3000.3281359672546,1723048693.1637912,0.00047993024800697335,3000.831110239029,0.0003121400498188193,0.00016779019818815406
