loss,loss_boundary,step,l2_error,loss_interior,_step,_runtime,_timestamp,time
1.3985693876744344e-05,5.22039155771945e-06,40,0.002643672226743833,8.765302319024893e-06,40,56.32498240470886,1723045707.6911905,54.79628348350525
1.2428698314057075e-05,5.324934960044157e-06,42,0.0028841136946716884,7.103763354012919e-06,41,58.68951416015625,1723045710.0557222,57.16104865074158
6.637819491231291e-06,3.7237906519333497e-06,46,0.003087982699176966,2.914028839297941e-06,42,66.48332238197327,1723045717.8495305,64.95469450950623
5.48121092189263e-06,4.277469588322715e-06,50,0.0021121102294624507,1.2037413335699154e-06,43,74.4855170249939,1723045725.851725,72.95654082298279
2.5618710316842845e-06,2.1107605807556846e-06,55,0.0017250609515032506,4.5111045092860006e-07,44,89.85554933547974,1723045741.2217574,88.32634329795837
1.0904724156693728e-06,8.034986510754181e-07,61,0.0010602283091891013,2.869737645939546e-07,45,107.16612720489502,1723045758.5323353,105.63775372505188
9.340258919991572e-07,4.7462032795196965e-07,67,0.0007461266379115588,4.594055640471876e-07,46,127.70975542068481,1723045779.0759635,126.18116807937622
5.271448974230994e-07,3.85496489984273e-07,73,0.0007253838463196923,1.4164840743882638e-07,47,151.50836896896362,1723045802.874577,149.9799256324768
3.690181200622192e-07,2.0457047601405928e-07,81,0.0005749113682497994,1.6444764404815988e-07,48,174.02574229240417,1723045825.3919504,172.4971570968628
2.6218262429027356e-07,1.7600279571959905e-07,89,0.0004932123856520404,8.61798285706745e-08,49,203.7710998058319,1723045855.137308,202.24275755882263
1.0292955261240405e-07,6.439811821608922e-08,98,0.0002649539995586871,3.853143439631483e-08,50,246.1454586982727,1723045897.5116668,244.6169102191925
4.7991883709604475e-08,2.6360566313508027e-08,107,0.00019347758678107076,2.1631317396096448e-08,51,288.98724389076233,1723045940.353452,287.45885133743286
2.8031546192891528e-08,1.3469150641081553e-08,118,0.00011343670014131125,1.4562395551809975e-08,52,345.15725898742676,1723045996.523467,343.628520488739
1.9555571926469105e-08,9.056496316489134e-09,130,9.93491274508332e-05,1.049907560997997e-08,53,405.9709825515747,1723046057.3371906,404.4423372745514
1.1011457660063069e-08,4.644202147797265e-09,143,7.045071153149494e-05,6.367255512265803e-09,54,472.04974246025085,1723046123.4159505,470.52119731903076
8.459787315473806e-09,3.2322510397172572e-09,157,6.237599427087483e-05,5.227536275756548e-09,55,543.1412427425385,1723046194.5074508,541.6126608848572
7.453923803824399e-09,3.3275170885788063e-09,172,5.1077609868194105e-05,4.126406715245593e-09,56,619.0598089694977,1723046270.426017,617.5312469005585
5.296860116075135e-09,2.047615216165994e-09,190,4.9380745476723e-05,3.24924489990914e-09,57,710.4343914985657,1723046361.8005996,708.9057192802429
4.970288446893001e-09,1.8888775155176525e-09,208,4.521882762202788e-05,3.0814109313753485e-09,58,801.8465633392334,1723046453.2127714,800.3179912567139
4.373366963453897e-09,1.7383150711802602e-09,229,4.1887203994101864e-05,2.6350518922736365e-09,59,908.2449488639832,1723046559.611157,906.7159404754639
3.6405939325989552e-09,1.2914441490795969e-09,252,3.846744319996265e-05,2.3491497835193584e-09,60,1024.7630400657654,1723046676.1292481,1023.2344930171967
3.6321493294080628e-09,1.5361865674995609e-09,277,4.028622078691072e-05,2.095962761908502e-09,61,1151.3735587596893,1723046802.7397668,1149.8448646068573
2.841282160846104e-09,1.1113420047508713e-09,305,3.912386421407706e-05,1.729940156095233e-09,62,1292.9065160751343,1723046944.2727242,1291.377947807312
2.9378057878398996e-09,1.2334231297790854e-09,335,3.703712074633417e-05,1.7043826580608144e-09,63,1441.479716539383,1723047092.8459246,1439.950271844864
2.688266556484303e-09,1.0025965716703075e-09,369,3.632306911603698e-05,1.6856699848139957e-09,64,1610.4088821411133,1723047261.7750902,1608.8803253173828
2.350342402465412e-09,8.051487467292916e-10,406,3.3010780133589284e-05,1.5451936557361206e-09,65,1793.6124498844147,1723047444.978658,1792.0838961601257
2.101704130372852e-09,8.10527207699735e-10,446,3.0708016282759115e-05,1.291176922673117e-09,66,1991.7566137313843,1723047643.1228218,1990.2280824184418
2.1007409443770704e-09,9.773667526665399e-10,491,3.069536134386923e-05,1.1233741917105306e-09,67,2214.6210157871246,1723047865.9872239,2213.0924763679504
1.994144221083771e-09,7.037661184627342e-10,540,2.668810653810918e-05,1.2903781026210368e-09,68,2457.406230688095,1723048108.7724388,2455.8776054382324
1.5495093892293428e-09,5.479330526757466e-10,594,2.5698756636949835e-05,1.0015763365535962e-09,69,2725.0947604179382,1723048376.4609685,2723.5661318302155
1.3651917322448248e-09,4.4997321229765765e-10,650,2.4018469130361534e-05,9.152185199471671e-10,70,3002.4279520511627,1723048653.7941601,3000.8984904289246
