step,_runtime,l2_error,loss_interior,time,loss,_step,_timestamp,loss_boundary
81,4.002316951751709,0.5378196049132041,0.014072223173973008,2.7045068740844727,0.20378932268685163,48,1723045654.500936,0.18971709951287863
89,4.132034778594971,0.530467833272259,0.009664350171560983,2.8343050479888916,0.1949014326381545,49,1723045654.6306539,0.1852370824665935
98,4.279029369354248,0.5120373421497907,0.011048949270632708,2.98134183883667,0.17837974017750527,50,1723045654.7776484,0.16733079090687256
107,4.4270100593566895,0.5119234214395854,0.017704932133628833,3.129729986190796,0.17236014035596683,51,1723045654.9256291,0.154655208222338
118,4.606590032577515,0.49900086728164667,0.013927825359539743,3.3089675903320312,0.1629429124481598,52,1723045655.105209,0.14901508708862007
130,4.8015360832214355,0.4987662167092243,0.010173291768634213,3.5037524700164795,0.15069571790956984,53,1723045655.3001552,0.14052242614093563
143,5.020535469055176,0.49058583649709697,0.0076358585202830655,3.723008155822754,0.1343373478622292,54,1723045655.5191545,0.12670148934194614
157,5.249427556991577,0.4754745377939833,0.010364770344430584,3.9516773223876953,0.14100393466623024,55,1723045655.7480466,0.13063916432179964
172,5.4929420948028564,0.4736548251671303,0.009666200061594842,4.195327281951904,0.13412460010958718,56,1723045655.9915612,0.12445840004799234
190,5.785432577133179,0.4434031372384881,0.0140182874350856,4.487740516662598,0.12665235033538835,57,1723045656.2840517,0.11263406290030276
208,6.078143358230591,0.4421242454013802,0.012291401245303559,4.780426263809204,0.1309828640041868,58,1723045656.5767624,0.11869146275888323
229,6.413820743560791,0.441862348635365,0.010829945000462167,5.116029977798462,0.11090081150397846,59,1723045656.9124398,0.10007086650351629
252,6.787599086761475,0.40339926293268086,0.0126249821443887,5.489857912063599,0.10485520198438532,60,1723045657.2862182,0.09223021983999662
277,7.190564870834351,0.3658761703825535,0.011451917215524163,5.892365455627441,0.0901657844757744,61,1723045657.689184,0.07871386726025024
305,7.6392998695373535,0.3352468695435838,0.010978008733623843,6.341442346572876,0.07153017132237029,62,1723045658.137919,0.06055216258874644
335,8.119641304016113,0.28032542425128076,0.010098976925305625,6.821889162063599,0.05652943660530532,63,1723045658.6182604,0.046430459679999696
369,8.665757656097412,0.22041230706117793,0.010800509038260676,7.36792516708374,0.044927737458925504,64,1723045659.1643767,0.034127228420664825
406,9.257381439208984,0.20221622824517485,0.00746360283985072,7.959676265716553,0.0326805600652821,65,1723045659.7560005,0.025216957225431377
446,9.905657768249512,0.18230214930824676,0.0059538422116017856,8.608276844024658,0.024513989838660558,66,1723045660.4042768,0.018560147627058772
491,10.627111673355103,0.14853744421207962,0.00608133392785277,9.329793930053711,0.023217479854003076,67,1723045661.1257308,0.017136145926150308
540,11.411068201065063,0.1288998806784201,0.00508975402641309,10.11330771446228,0.01586003319539307,68,1723045661.9096873,0.010770279168979978
594,12.275447845458984,0.10588706646276128,0.004708027568136819,10.977911710739136,0.013957472071433366,69,1723045662.774067,0.009249444503296548
653,13.216346740722656,0.0914482869404043,0.0032917265322353006,11.91970157623291,0.009879986245189916,70,1723045663.7149658,0.006588259712954615
718,14.262449264526367,0.07902769037343917,0.002757934948401673,12.964680910110474,0.006941977178895255,71,1723045664.7610683,0.004184042230493582
790,15.415688514709473,0.060643773566654895,0.0019242166403090001,14.118006229400635,0.004332348395434116,72,1723045665.9143076,0.002408131755125116
869,16.70628070831299,0.04588283892328516,0.0014936072020804126,15.408644914627075,0.0035146935689308713,73,1723045667.2048998,0.002021086366850459
956,18.09930944442749,0.03990177532252889,0.0010826872489808122,16.801569938659668,0.002040277173108938,74,1723045668.5979285,0.0009575899241281256
1052,19.62902069091797,0.03193818480467547,0.000853903743764562,18.331463098526,0.0015554922790488052,75,1723045670.1276398,0.0007015885352842433
1157,21.301737785339355,0.029020732940559273,0.000640162925604281,20.004334449768066,0.0013230858459765034,76,1723045671.8003569,0.0006829229203722223
1272,23.131556749343872,0.03178676668661925,0.0005269901408715019,21.833900928497314,0.001192562808291856,77,1723045673.6301758,0.0006655726674203542
1400,25.17116665840149,0.023320172594416398,0.0003905095275748123,23.873460292816162,0.0010648056216616066,78,1723045675.6697857,0.0006742960940867944
1539,27.396159887313843,0.021572031033313132,0.00032251248542044294,26.09864616394043,0.0007483793077499321,79,1723045677.894779,0.0004258668223294891
1693,29.847614765167236,0.02615521224191776,0.00024255576173958527,28.549750089645386,0.0013297792845966758,80,1723045680.3462338,0.0010872235228570905
1863,32.57614803314209,0.018040441619799386,0.00020612370622621445,31.27837038040161,0.0005196734375286735,81,1723045683.074767,0.00031354973130245906
2049,35.53642559051514,0.01758697084975941,0.00019370747880669408,34.238654136657715,0.0005377202200845369,82,1723045686.0350447,0.00034401274127784275
2254,38.809943199157715,0.02846164695246118,0.00014615115724500086,37.51228737831116,0.0004717886916038859,83,1723045689.3085623,0.0003256375343588851
2479,42.49356651306152,0.018316846505616997,0.00012108442997862429,41.195098876953125,0.00032021990811005135,84,1723045692.9921856,0.00019913547813142708
2727,46.51814794540405,0.021146477199925656,0.0001148668473753187,45.22076058387756,0.0006589095922305627,85,1723045697.016767,0.000544042744855244
3000,50.90568423271179,0.014113980416475403,9.279466453982514e-05,49.607982873916626,0.00027643889997089414,86,1723045701.4043033,0.000183644235431069
3299,55.677754402160645,0.027647874273202762,7.821045716723831e-05,54.37984085083008,0.0004392513862012382,87,1723045706.1763735,0.0003610409290339999
3629,60.94649958610535,0.01363857551163951,7.089526476785509e-05,59.64850568771362,0.0002115695530315907,88,1723045711.4451187,0.0001406742882637356
3992,66.73938584327698,0.018921916612971115,6.0213800165102194e-05,65.44148254394531,0.00018285211924897433,89,1723045717.238005,0.00012263831908387215
4391,73.09212684631348,0.026034062928549127,6.48707839860866e-05,71.79428148269653,0.0005987322164798774,90,1723045723.590746,0.0005338614324937907
4831,80.0830626487732,0.017549662046617884,5.130845239073324e-05,78.78520274162292,0.00022020558776356764,91,1723045730.5816817,0.0001688971353728344
5314,87.76200008392334,0.015479657702777372,4.613001949917887e-05,86.46428799629211,0.00018924678178656873,92,1723045738.2606192,0.00014311676228738986
5845,96.23135542869568,0.012152416528796629,4.888272601267233e-05,94.93341851234436,0.0001707956654346158,93,1723045746.7299745,0.00012191293942194348
6429,105.52767968177795,0.010843668730539225,4.7571594393479e-05,104.22960638999939,0.0001415337247073846,94,1723045756.0262988,9.396213031390559e-05
7072,115.78748083114624,0.02521902096670945,3.566337733629384e-05,114.48964381217957,0.0003303027135922057,95,1723045766.2861,0.00029463933625591186
7779,127.09777474403381,0.008378674226626293,3.601411403113938e-05,125.79968070983887,8.894182978123958e-05,96,1723045777.5963938,5.29277157501002e-05
8557,139.46424651145935,0.007176893015712321,3.12723904252511e-05,138.16646814346313,7.82544687148768e-05,97,1723045789.9628656,4.6982078289625696e-05
9413,153.17646265029907,0.017412457184995015,3.476644599322672e-05,151.87867259979248,0.00018047842051023858,98,1723045803.6750817,0.00014571197451701187
10354,168.2520182132721,0.007181204845847656,3.0860305436369094e-05,166.9542157649994,7.170825308248695e-05,99,1723045818.7506373,4.084794764611785e-05
11389,184.76900720596313,0.014713846800679154,1.947830706359719e-05,183.4708104133606,0.00013759824163492358,100,1723045835.2676263,0.00011811993457132639
12528,202.9201672077179,0.01756286752784511,2.5130758760570895e-05,201.62258005142212,0.00013563815891458897,101,1723045853.4187863,0.00011050740015401808
13781,222.97974109649658,0.017165052162448274,3.717238798281321e-05,221.68167662620544,0.00016614082802315656,102,1723045873.4783602,0.00012896844004034336
15159,244.92202353477478,0.008039814100811326,1.4738891664805775e-05,243.62428379058838,5.826323097833978e-05,103,1723045895.4206426,4.352433931353401e-05
16675,269.00648856163025,0.00989762205281468,1.8767712827502515e-05,267.70868253707886,6.266791925766661e-05,104,1723045919.5051076,4.3900206430164097e-05
18342,295.57215571403503,0.010083392459334668,1.9068557702216796e-05,294.274240732193,9.076453078769994e-05,105,1723045946.0707748,7.169597308548315e-05
20177,324.8023328781128,0.008603885131251843,1.0938016178085126e-05,323.50421023368835,5.0129878373366705e-05,106,1723045975.300952,3.919186219528158e-05
22194,356.9952211380005,0.010844904582626812,8.279443689891202e-06,355.697224855423,6.453043598603159e-05,107,1723046007.4938402,5.625099229614038e-05
24414,392.4146497249603,0.0025885102101691117,3.848499645950063e-05,391.1168897151947,4.86525842522744e-05,108,1723046042.9132688,1.0167587792773774e-05
26855,431.4154419898987,0.0028977317655431017,2.7617688528918792e-05,430.1175346374512,5.6764625521302216e-05,109,1723046081.914061,2.9146936992383424e-05
29540,474.2222378253937,0.004376786449199948,6.9239582481506925e-06,472.9241588115692,2.0662021336635515e-05,110,1723046124.720857,1.3738063088484823e-05
32494,521.4355638027191,0.00444280480692186,4.79694030993458e-06,520.1387095451355,1.5156841551443124e-05,111,1723046171.934183,1.0359901241508543e-05
35744,573.3790822029114,0.0034091528029748215,2.4086840005744273e-05,572.0811023712158,2.876348241419034e-05,112,1723046223.8777013,4.676642408446067e-06
39318,630.3575348854065,0.00498055333700817,4.610875084104634e-06,629.0594387054443,1.330346088703369e-05,113,1723046280.856154,8.692585802929056e-06
43250,692.959709405899,0.00211316689288459,1.1994554019689409e-05,691.6618790626526,1.7475300892007576e-05,114,1723046343.4583285,5.480746872318167e-06
47575,761.6470286846161,0.005282664485843145,4.002776008851737e-06,760.3488073348999,2.001952167695886e-05,115,1723046412.1456478,1.6016745668107122e-05
52332,837.6249778270721,0.0023584350015916364,3.112278304877892e-05,836.3271470069885,3.492861568469047e-05,116,1723046488.123597,3.805832635911551e-06
57566,921.2205836772919,0.0010735158403452278,5.927871680250343e-06,919.9226477146149,7.602088081937889e-06,117,1723046571.7192028,1.6742164016875456e-06
63322,1013.4436137676239,0.0033053530749370093,4.461207636186076e-06,1012.1456830501556,1.1371487434507897e-05,118,1723046663.9422328,6.910279798321822e-06
69654,1114.6122143268585,0.010185411924871692,3.39469824064547e-06,1113.3145987987518,4.773778631404798e-05,119,1723046765.1108334,4.434308807340251e-05
76620,1226.0938067436218,0.0026274917631162503,3.992512145373757e-06,1224.795690536499,6.8593786583703705e-06,120,1723046876.5924258,2.8668665129966136e-06
84281,1348.5974190235138,0.010458399534373683,1.088958369798607e-05,1347.299283027649,7.867988133367684e-05,121,1723046999.096038,6.779029763569077e-05
92710,1483.1726636886597,0.002496605785102953,9.630516629268014e-06,1481.874754667282,1.7343055060683145e-05,122,1723047133.6712828,7.71253843141513e-06
101980,1631.1393711566925,0.0037783223089289377,1.9650628480556968e-05,1629.8414475917816,2.186297554267601e-05,123,1723047281.6379902,2.2123470621190427e-06
112178,1793.8631038665771,0.0018708291556339186,6.8203445717253115e-06,1792.565093755722,1.2351177980294827e-05,124,1723047444.361723,5.530833408569514e-06
123396,1973.278597831726,0.0008653152885374715,2.311696586676616e-06,1971.980600118637,3.749433288077525e-06,125,1723047623.777217,1.4377367014009086e-06
135736,2170.619532585144,0.0022490575880762293,6.191118185117494e-06,2169.321944475174,7.765867493390801e-06,126,1723047821.1181517,1.5747493082733073e-06
149309,2387.7796561717987,0.002706892776320509,1.0390411725984199e-05,2386.4815816879272,1.7183248307086438e-05,127,1723048038.2782753,6.7928365811022394e-06
164240,2626.235247373581,0.002331314096003719,2.3335807617661413e-06,2624.9373042583466,4.286845551552401e-06,128,1723048276.7338665,1.9532647897862597e-06
180664,2888.8199231624603,0.0020969753180587565,3.263394788704815e-06,2887.522015810013,8.147785520488457e-06,129,1723048539.3185422,4.8843907317836416e-06
187692,3001.30788564682,0.001883203458842714,5.926240278813092e-06,3000.009199619293,7.103280790298431e-06,130,1723048651.8065047,1.1770405114853389e-06
