step,_timestamp,loss_boundary,loss_interior,_step,l2_error,loss,time,_runtime
50,1723045744.9611402,8.037069604085736e-07,3.932253091439028e-07,43,0.001214419511844322,1.1969322695524764e-06,92.90900230407715,94.07785820960999
55,1723045758.9270077,4.0660993301137e-07,4.900843940298546e-07,44,0.0011877232315429672,8.966943270412247e-07,106.87473368644714,108.04372572898865
61,1723045770.5608244,6.137565425351006e-07,8.340898591579307e-08,45,0.0009523094162495424,6.971655284508937e-07,118.5085654258728,119.67754244804382
67,1723045793.9845524,2.364008650874808e-07,1.0923756326485387e-07,46,0.0003926050844735486,3.4563842835233466e-07,141.93248796463013,143.1012704372406
73,1723045816.557991,9.755714753732301e-08,5.192469858811492e-08,47,0.00044997014272074386,1.4948184612543792e-07,164.50567817687988,165.67470908164978
81,1723045852.7974644,2.39935016666779e-08,3.83781325142518e-08,48,0.00014552723040008413,6.23716341809297e-08,200.74554324150085,201.9141824245453
89,1723045886.9112415,2.8897186974135125e-08,2.6901427698326795e-08,49,0.00022929347334054681,5.579861467246192e-08,234.8591947555542,236.02795958518982
98,1723045929.464268,2.997022159586928e-08,1.622214401509562e-08,50,0.00024006954244134763,4.61923656109649e-08,277.4122860431671,278.5809860229492
107,1723045965.123705,3.184994016924996e-08,1.1068661929889814e-08,51,0.00021097013110157157,4.2918602099139774e-08,313.0716485977173,314.24042296409607
118,1723046007.7083347,2.5321688197477526e-08,9.11425554868146e-09,52,0.00019600588317392556,3.443594374615898e-08,355.65611958503723,356.8250527381897
130,1723046062.0089333,1.1555476237075967e-08,7.154344960866491e-09,53,0.00013316239107602745,1.8709821197942457e-08,409.9567070007324,411.1256513595581
143,1723046127.8289847,7.311110396965522e-09,5.65579315787205e-09,54,0.0001020661791508365,1.2966903554837572e-08,475.7765781879425,476.945702791214
157,1723046198.3281362,2.678420711004138e-09,4.2255408300486345e-09,55,7.122112439121018e-05,6.903961541052773e-09,546.2749629020691,547.444854259491
172,1723046273.759425,2.019492422363011e-09,2.9368864104083345e-09,56,4.333985375475927e-05,4.9563788327713456e-09,621.7072415351868,622.8761429786682
190,1723046364.6477666,1.4269877953111223e-09,2.356800181457057e-09,57,3.892081821788419e-05,3.78378797676818e-09,712.5954375267029,713.7644846439362
208,1723046455.2727792,9.421255467643393e-10,1.7274308577611306e-09,58,3.547466075707082e-05,2.6695564045254697e-09,803.2205247879028,804.3894972801208
229,1723046561.1154342,1.078385265668748e-09,1.5245245513187505e-09,59,3.106717624993811e-05,2.6029098169874985e-09,909.0631062984467,910.232152223587
252,1723046677.4137084,9.093719226414824e-10,1.2413086502200264e-09,60,2.899592299057429e-05,2.150680572861509e-09,1025.361397743225,1026.5304265022278
277,1723046803.6557012,8.090487433194783e-10,1.2896334350875253e-09,61,2.6924435333967898e-05,2.0986821784070034e-09,1151.6033027172089,1152.7724192142487
305,1723046946.0981688,6.385150323347271e-10,9.433393833991419e-10,62,2.4779726796376644e-05,1.581854415733869e-09,1294.0459306240082,1295.2148869037628
335,1723047097.6212132,5.487457376167348e-10,8.465671077542687e-10,63,2.3286778639662977e-05,1.3953128453710035e-09,1445.5689644813538,1446.7379312515259
369,1723047270.8881097,4.882549141323844e-10,6.807906530976843e-10,64,2.0991828847389647e-05,1.1690455672300688e-09,1618.8358550071716,1620.0048277378082
406,1723047458.695888,3.7432028836255783e-10,5.947150723887104e-10,65,1.9256386361876208e-05,9.690353607512682e-10,1806.6435463428497,1807.8126060962677
446,1723047662.0225554,4.1397611559076393e-10,5.292894260071539e-10,66,1.9777580297843578e-05,9.43265541597918e-10,2009.9702506065369,2011.139273405075
491,1723047891.73727,3.4297078042415223e-10,4.418412389602156e-10,67,1.8104473253776914e-05,7.848120193843678e-10,2239.6850621700287,2240.853988170624
540,1723048141.522499,3.577197930993434e-10,4.726874212815867e-10,68,1.7393032849033322e-05,8.304072143809301e-10,2489.4702792167664,2490.6392171382904
594,1723048416.724081,2.35248423967629e-10,3.9561862365220587e-10,69,1.572260459963215e-05,6.308670476198349e-10,2764.6717381477356,2765.8407990932465
641,1723048656.2398877,2.7962934312029495e-10,3.869193947900174e-10,70,1.6659706076895357e-05,6.665487379103123e-10,3004.186725139618,3005.3566057682037
