time,l2_error,_timestamp,loss_boundary,loss,loss_interior,step,_step,_runtime
22.92757296562195,0.3950119007979474,1723045715.9481971,0.08086616391706883,0.09828893898953912,0.0174227750724703,46,42,23.47000503540039
24.748167276382446,0.3683166162883988,1723045717.768689,0.07306486935222009,0.08756817450021667,0.014503305147996574,50,43,25.290496826171875
27.019535779953003,0.3497207132620835,1723045720.0399377,0.06321381361859378,0.07903523279734419,0.015821419178750407,55,44,27.561745643615723
29.740743160247803,0.32665164919745365,1723045722.7611532,0.058387279170339514,0.07436808306460009,0.01598080389426058,61,45,30.282961130142212
32.50862407684326,0.31126292007691414,1723045725.5291095,0.06186094011692799,0.07950615965120392,0.01764521953427593,67,46,33.05091738700867
35.22278809547424,0.3406034311414769,1723045728.2434394,0.04697385371414126,0.06585086697879439,0.01887701326465312,73,47,35.7652473449707
38.839194536209106,0.3315076814745824,1723045731.8596804,0.055475260560406484,0.0728259342527924,0.017350673692385906,81,48,39.38148832321167
42.45093083381653,0.28172528006903175,1723045735.4713864,0.052162201427343534,0.06920773296721291,0.017045531539869374,89,49,42.993194341659546
46.50872278213501,0.2890611072560482,1723045739.5292413,0.04324141900792215,0.059612570413358774,0.016371151405436622,98,50,47.05104923248291
50.588560342788696,0.27556153683848134,1723045743.6093276,0.051831146171943746,0.06809697223244458,0.01626582606050084,107,51,51.1311354637146
55.580347537994385,0.2596257064828695,1723045748.6009903,0.0374651706516638,0.052832446435791186,0.015367275784127386,118,52,56.122798204422
61.043771743774414,0.25752086385220724,1723045754.0642617,0.032855082107579814,0.04677621033259518,0.013921128225015365,130,53,61.58606958389282
66.93910479545593,0.23569627167120139,1723045759.9595916,0.03249351078624452,0.045176819429700775,0.01268330864345626,143,54,67.48139953613281
73.28224086761475,0.2224878496806615,1723045766.3026912,0.03532283234036548,0.046325734513620806,0.01100290217325533,157,55,73.82449913024902
80.10979437828064,0.2152226346469336,1723045773.1305614,0.03561157301129734,0.04578004407013055,0.010168471058833214,172,56,80.65236926078796
88.28445291519165,0.213630817237255,1723045781.3053913,0.030239284751106828,0.03913648930183553,0.008897204550728705,190,57,88.82719922065735
96.46756339073181,0.19217810552103884,1723045789.4883735,0.027485340542436752,0.03459682095481486,0.007111480412378106,208,58,97.01018142700195
105.9483528137207,0.1961368208790668,1723045798.9689865,0.022543885725427863,0.028778752732764777,0.006234867007336912,229,59,106.49079442024231
116.34889554977417,0.18082560534043382,1723045809.3697627,0.023170058794118625,0.028387547815441016,0.0052174890213223905,252,60,116.89157056808472
127.71304702758789,0.16222251422491804,1723045820.7338037,0.02117957926283299,0.02591894717800844,0.004739367915175451,277,61,128.2556116580963
140.3836374282837,0.17165059994838663,1723045833.40441,0.018924990740520047,0.0230175270965715,0.004092536356051454,305,62,140.92621779441833
154.0443868637085,0.15899715249552204,1723045847.0650258,0.0169632057641655,0.021012811328361414,0.004049605564195914,335,63,154.58683371543884
169.4346799850464,0.15140072838113341,1723045862.4554276,0.014895934880039511,0.01835660164052572,0.003460666760486209,369,64,169.9772355556488
186.17970776557922,0.14273807064108904,1723045879.200552,0.013286883234525666,0.01675362725501669,0.003466744020491021,406,65,186.72235989570618
204.2738425731659,0.13352925463918747,1723045897.2945166,0.012602179216670376,0.015641778589302616,0.0030395993726322385,446,66,204.81632447242737
224.6547350883484,0.12474167553995152,1723045917.675262,0.011117231183277319,0.014100760856038397,0.002983529672761079,491,67,225.19706988334656
246.8894956111908,0.11704417113048414,1723045939.9102287,0.009398955170073733,0.012209121850245854,0.002810166680172121,540,68,247.4320366382599
271.4647219181061,0.10496508097384338,1723045964.4855156,0.008656803458455308,0.011063694859048259,0.0024068914005929507,594,69,272.00732350349426
298.3125696182251,0.09235277275339425,1723045991.3334181,0.008113484602605475,0.010406650554843393,0.002293165952237919,653,70,298.8552260398865
327.86862778663635,0.08694434223329597,1723046020.88945,0.00558710407010964,0.007660619855499047,0.0020735157853894073,718,71,328.411257982254
360.52718353271484,0.07303021153880869,1723046053.547812,0.004364956772753162,0.005963676300007684,0.0015987195272545215,790,72,361.0696198940277
