step,time,_timestamp,loss_interior,loss,loss_boundary,_step,_runtime,l2_error
81,2.744201898574829,1723045655.6017253,0.013519623728426316,0.23879870332200498,0.22527907959357865,48,4.222918272018433,0.5916061397443909
89,2.8786675930023193,1723045655.7362463,0.013019855960661382,0.22890599793675695,0.21588614197609557,49,4.357439279556274,0.5486933541941719
98,3.0294058322906494,1723045655.8869553,0.006360821473418596,0.20456159158162468,0.19820077010820608,50,4.508148193359375,0.5596709478436589
107,3.1792147159576416,1723045656.0366185,0.012207091731154711,0.18869815115591224,0.1764910594247575,51,4.657811403274536,0.5272220338190379
118,3.3614749908447266,1723045656.219029,0.00943564585368125,0.1717427774136937,0.16230713156001245,52,4.840221881866455,0.5287591227450288
130,3.557631492614746,1723045656.4149315,0.010143757035440517,0.16783754864708542,0.1576937916116449,53,5.0361244678497314,0.49821027010852487
143,3.7789409160614014,1723045656.6357985,0.012209954340706378,0.15763415850612184,0.14542420416541546,54,5.256991386413574,0.4815418987273705
157,4.004382133483887,1723045656.86221,0.009860751686076386,0.14526787066861313,0.13540711898253674,55,5.483402967453003,0.4769110278375775
172,4.246814012527466,1723045657.1043618,0.008987285285606883,0.13319905553505335,0.12421177024944645,56,5.725554704666138,0.45742519815842625
190,4.540060520172119,1723045657.3976953,0.012153554988839682,0.1352157906234943,0.1230622356346546,57,6.018888235092163,0.446849460793146
208,4.835521936416626,1723045657.6934762,0.011251387718815233,0.12090309735768581,0.10965170963887058,58,6.314669132232666,0.44625844486876487
229,5.176461458206177,1723045658.03404,0.012673621352020038,0.11368435798748203,0.10101073663546199,59,6.655232906341553,0.4178510782749454
252,5.545364856719971,1723045658.4031143,0.010574664615025089,0.11545057517468912,0.10487591055966404,60,7.0243072509765625,0.40392286840893377
277,5.946237564086914,1723045658.803992,0.012258089768614606,0.0907858747624567,0.0785277849938421,61,7.425184965133667,0.3623492293135315
305,6.405728816986084,1723045659.263393,0.010917602379265225,0.06608886371831088,0.05517126133904566,62,7.884585857391357,0.32668798678299504
335,6.894654035568237,1723045659.751553,0.009980022668758694,0.058593766179025765,0.04861374351026707,63,8.372745990753174,0.2769373639206091
369,7.438810110092163,1723045660.296658,0.009995860106673731,0.04735547863910611,0.03735961853243237,64,8.917850971221924,0.21999366158990785
406,8.019737720489502,1723045660.8776283,0.008781197027527731,0.03466254310383439,0.025881346076306662,65,9.498821258544922,0.19282386100092158
446,8.646506786346436,1723045661.5042422,0.006599881749276857,0.026155800501482834,0.019555918752205977,66,10.12543511390686,0.1905526172061896
491,9.364184617996216,1723045662.2219622,0.0049329080656522455,0.022510634044945826,0.017577725979293583,67,10.843155145645142,0.1560417080390792
540,10.167280197143555,1723045663.0248327,0.0037930500583624343,0.01856990780326821,0.014776857744905773,68,11.646025657653809,0.14350836947496867
594,11.052170991897583,1723045663.9097657,0.0029422122921186145,0.013817600460341146,0.010875388168222533,69,12.530958652496338,0.12204338905172245
653,11.995246410369873,1723045664.8533583,0.0022582928816439253,0.010280769938861645,0.00802247705721772,70,13.4745512008667,0.11002656697543836
718,13.04093861579895,1723045665.8986788,0.002087373020007825,0.007196103552373639,0.005108730532365814,71,14.519871711730957,0.08210724023054362
790,14.203569889068604,1723045667.0612795,0.0015986655348382197,0.004909557593872269,0.003310892059034049,72,15.682472467422485,0.07239611675824588
869,15.462097644805908,1723045668.3197834,0.0012217587326488046,0.0034164920411526327,0.002194733308503828,73,16.94097638130188,0.05102315906520874
956,16.82891607284546,1723045669.6868796,0.0008380507238182812,0.0018823277092986507,0.0010442769854803696,74,18.308072566986084,0.038489280187745306
1052,18.325408935546875,1723045671.1833174,0.0005950811847240719,0.0014553874231929462,0.0008603062384688744,75,19.804510354995728,0.03779562941434855
1157,19.96704077720642,1723045672.8251204,0.0004187815299817907,0.0010704643918585796,0.0006516828618767889,76,21.44631338119507,0.026082945307279823
1272,21.765793561935425,1723045674.623706,0.0003204248077982186,0.0010694079309936581,0.0007489831231954395,77,23.244899034500122,0.03638034226842336
1400,23.77151656150818,1723045676.629323,0.00022541933724620585,0.0007895455339972268,0.0005641261967510209,78,25.250515937805176,0.024680490718118384
1539,25.982812643051147,1723045678.8404493,0.0001919455977796225,0.000701164212452229,0.0005092186146726065,79,27.461642265319824,0.021884596099982532
1693,28.445801973342896,1723045681.3035047,0.00016156756788101312,0.0008729239186044992,0.0007113563507234861,80,29.924697637557983,0.023831909033138966
1863,31.184720277786255,1723045684.0423367,0.00014264765719390228,0.0005183104081593448,0.00037566275096544247,81,32.66352963447571,0.01964851996889726
2049,34.16587710380554,1723045687.023556,0.00013404333739036332,0.0005356835749650808,0.0004016402375747175,82,35.64474892616272,0.018905445945089482
2254,37.468408823013306,1723045690.3259683,0.00012424845618842683,0.0004996742386879842,0.0003754257824995573,83,38.94716119766235,0.022601867284248022
2479,41.08871006965637,1723045693.9473958,0.00012032210569124261,0.0005291184252807968,0.0004087963195895541,84,42.568588733673096,0.022923924961270045
2727,45.08958578109741,1723045697.947187,0.00011093462675582751,0.0006395838890220843,0.0005286492622662568,85,46.5683798789978,0.023244304683325518
3000,49.49624037742615,1723045702.3542717,8.751377931455225e-05,0.0003113328283780556,0.00022381904906350336,86,50.97546458244324,0.01800874876210797
3299,54.30430603027344,1723045707.1619298,8.07859473988817e-05,0.0006105934215582252,0.0005298074741593435,87,55.78312277793884,0.02209982720185928
3629,59.60167622566223,1723045712.4593153,0.00010763214797353412,0.0006559597755226314,0.0005483276275490973,88,61.0805082321167,0.017411061735538923
3992,65.41452193260193,1723045718.2717972,9.13996783393121e-05,0.0002572825109941206,0.0001658828326548085,89,66.89299011230469,0.014750536650462836
4391,71.84146881103516,1723045724.6994252,6.508322181747301e-05,0.00020222173741099705,0.00013713851559352404,90,73.32061815261841,0.015817385182219645
4831,78.92648196220398,1723045731.7839396,5.8350579661925544e-05,0.0002816967812753892,0.00022334620161346366,91,80.40513253211975,0.014247330437972619
5314,86.67789030075073,1723045739.5355465,5.4429327714105205e-05,0.00023744469893860026,0.00018301537122449504,92,88.1567394733429,0.017925509853442743
5845,95.20876693725586,1723045748.0663862,4.451011627478346e-05,0.00014445512383526608,9.994500756048261e-05,93,96.68757915496826,0.011018633282067628
6429,104.64227080345154,1723045757.4999125,6.164903220395573e-05,0.0002036513085127221,0.00014200227630876638,94,106.12110543251038,0.013615111959917386
7072,115.07971405982971,1723045767.9374855,3.6650413717784e-05,0.00010530262260004777,6.865220888226377e-05,95,116.55867838859558,0.013462006338975164
7779,126.507080078125,1723045779.3645425,3.823743654027825e-05,0.0001268826571846738,8.864522064439554e-05,96,127.98573541641235,0.01830556198471114
8557,139.10437107086182,1723045791.9621067,4.081782786182651e-05,0.00010063200231281045,5.981417445098393e-05,97,140.58329963684082,0.008480689637277402
9413,152.94927835464478,1723045805.8062162,2.6102602921387134e-05,0.00012781401611924664,0.00010171141319785952,98,154.4274091720581,0.01334291040638693
10354,168.167085647583,1723045821.0247147,2.94699743900719e-05,9.149012554746097e-05,6.202015115738907e-05,99,169.64590764045715,0.007360878850554076
11389,184.89347624778748,1723045837.7512624,3.47634554172713e-05,6.985387816063703e-05,3.5090422743365736e-05,100,186.37245535850525,0.00948681035950287
12528,203.31812024116516,1723045856.175619,1.86631981994278e-05,0.00010420304851799419,8.55398503185664e-05,101,204.79681181907654,0.015993271143533775
13781,223.6186740398407,1723045876.476372,2.760399419657664e-05,6.83880378731534e-05,4.0784043676576754e-05,102,225.0975649356842,0.005781246877994752
15159,246.16265559196472,1723045899.0206149,3.1526127417193925e-05,0.000788231215515141,0.0007567050880979471,103,247.64180779457092,0.03647553368518693
16675,270.7902994155884,1723045923.6479216,1.2502823850385591e-05,0.00012523673766665829,0.00011273391381627269,104,272.26911449432373,0.014938644588233334
18342,297.80441546440125,1723045950.6624126,5.1614218443053445e-05,0.000201417798193323,0.00014980357975026955,105,299.2836055755615,0.01363892011544673
20177,327.59626054763794,1723045980.4538622,9.940317186942386e-06,2.0515749944459552e-05,1.0575432757517167e-05,106,329.0750551223755,0.0034478836305960776
22194,360.4898006916046,1723046013.3474636,5.3913899558195264e-05,6.623183840440543e-05,1.231793884621017e-05,107,361.968656539917,0.004088761522273732
24414,396.60875177383423,1723046049.4666276,8.91543527372698e-06,3.480877819607896e-05,2.5893342922351977e-05,108,398.08782052993774,0.005324028725611467
26855,435.65736961364746,1723046088.515222,5.957238081966176e-06,1.4440868861722528e-05,8.483630779756352e-06,109,437.1364150047302,0.004068671691733043
29540,479.04051780700684,1723046131.8984616,1.3864452652181259e-05,2.8023247277876112e-05,1.4158794625694853e-05,110,480.5196545124054,0.004504284224434364
32494,526.9328336715698,1723046179.7901797,7.907548599977043e-06,6.829414272284582e-05,6.0386594122868776e-05,111,528.4113726615906,0.012020175977059868
35744,579.1342227458954,1723046231.9915283,1.1820366809680893e-05,5.458490892135998e-05,4.276454211167909e-05,112,580.6127212047577,0.009021323697836679
39318,636.9449269771576,1723046289.8023753,5.377135880853578e-06,6.088556206003594e-05,5.550842617918236e-05,113,638.4235682487488,0.006848794490244083
43250,700.6510031223297,1723046353.5087643,4.753310239048709e-06,4.454829873387245e-05,3.979498849482374e-05,114,702.1299571990967,0.0073259350587772535
47575,771.1712441444397,1723046424.0291243,3.5790118985146273e-06,1.705540737942216e-05,1.3476395480907531e-05,115,772.6503171920776,0.004030226605221082
52332,848.0969367027283,1723046500.954957,1.0591597314509144e-05,1.2061561920828467e-05,1.4699646063193224e-06,116,849.5761499404907,0.0015164743910065115
57566,933.1782333850861,1723046586.0360434,2.85601467001247e-06,4.014002727427666e-06,1.1579880574151962e-06,117,934.6572363376617,0.0013122468879174687
63322,1026.2321631908417,1723046679.0902398,9.316838802527508e-06,1.749351629923746e-05,8.176677496709952e-06,118,1027.7114326953888,0.00374379972359606
69654,1128.8265290260315,1723046781.684299,3.3240962649151616e-05,5.068918417076843e-05,1.7448221521616808e-05,119,1130.305491924286,0.00805431336673767
76620,1241.5921416282654,1723046894.4500067,3.2833906306993683e-06,3.6642546701941576e-05,3.335915607124221e-05,120,1243.0711996555328,0.008262042329490966
84281,1364.7854948043823,1723047017.6434078,4.36899755691711e-06,6.0590313760035796e-05,5.6221316203118684e-05,121,1366.2646007537842,0.005008939921793045
92710,1501.7552089691162,1723047154.6130035,1.9884915076407075e-06,2.57239277955325e-06,5.839012719125427e-07,122,1503.2341964244843,0.0009832995572586546
101980,1651.2396693229675,1723047304.0974422,7.729513358203149e-06,1.820951017175855e-05,1.04799968135554e-05,123,1652.7186350822449,0.004133083269766992
112178,1815.702089548111,1723047468.559657,1.5689414093587245e-05,2.5318875682292548e-05,9.629461588705303e-06,124,1817.1808500289917,0.0033471538291059326
123396,1997.2759540081024,1723047650.1337445,1.3409372048512203e-06,3.216436385872071e-06,1.8754991810208503e-06,125,1998.7549374103546,0.0017802489120329259
135736,2196.3811049461365,1723047849.2390342,2.3667862978078552e-06,3.1112800561766193e-06,7.444937583687641e-07,126,2197.8602271080017,0.0012149595396699427
149309,2415.346047401428,1723048068.2038946,4.343291661234714e-05,4.8717458157434525e-05,5.284541545087385e-06,127,2416.8250875473022,0.0016300426017167775
164240,2657.315315246582,1723048310.1730094,1.9749677686057176e-06,4.408679656109118e-06,2.4337118875034003e-06,128,2658.7942023277283,0.0016490966618998085
180664,2923.776027441025,1723048576.634042,2.7918998857496196e-05,9.780746164855718e-05,6.988846279106099e-05,129,2925.2552349567413,0.009458905145474721
185356,3000.0127506256104,1723048652.8713536,1.3321071397693733e-05,5.037450324255596e-05,3.705343184486223e-05,130,3001.49254655838,0.006536485966399436
