step,_runtime,loss_boundary,loss,_step,l2_error,time,_timestamp,loss_interior
4391,451.9772024154663,1.1082897324271047e-10,4.701137605336065e-10,90,2.7156082052106394e-05,451.55024313926697,1723046147.5567265,3.5928478729089603e-10
4831,496.6209514141083,2.1163418317142193e-10,6.947418158029748e-10,91,2.292108667257386e-05,496.19406247138977,1723046192.2004755,4.831076326315529e-10
5314,545.0434257984161,2.8822178180279546e-10,8.733139445777477e-10,92,2.292436906844877e-05,544.6166524887085,1723046240.6229498,5.850921627749522e-10
5845,599.118800163269,1.284960414740005e-10,4.6416153096195167e-10,93,2.2278361062708732e-05,598.691258430481,1723046294.6983242,3.3566548948795117e-10
6429,659.3495619297028,1.5903990002490676e-10,5.058678381140581e-10,94,1.9939482444578814e-05,658.9227340221405,1723046354.929086,3.468279380891513e-10
7072,724.9306917190552,7.181224036173494e-11,3.099160829289941e-10,95,2.183359356323847e-05,724.5031399726868,1723046420.5102158,2.3810384256725913e-10
7779,797.6420998573303,6.331159705343142e-11,3.0258709608698726e-10,96,2.071456676523042e-05,797.2147183418274,1723046493.221624,2.3927549903355587e-10
8557,877.3082096576691,8.744438565610326e-11,3.248148062092173e-10,97,1.9736955095935288e-05,876.880690574646,1723046572.8877337,2.37370420553114e-10
9413,964.3125739097595,1.5718560818934728e-10,5.827497017100952e-10,98,1.7279225828201444e-05,963.8856971263885,1723046659.892098,4.2556409352074797e-10
10354,1060.4135665893555,7.236211216667823e-11,2.4688994550941264e-10,99,1.6323964108772556e-05,1059.9861509799957,1723046755.9930906,1.745278333427344e-10
11389,1165.660784959793,5.446291692154438e-11,2.0600439010894269e-10,100,1.7671000412481478e-05,1165.2339553833008,1723046861.240309,1.515414731873983e-10
12528,1281.7905464172363,8.664637570547965e-11,3.074248203845169e-10,101,1.6075576651257043e-05,1281.363691329956,1723046977.3700705,2.2077844467903724e-10
13781,1410.2651069164276,3.975330342215128e-11,1.7708475201479242e-10,102,1.5176476323832726e-05,1409.837676525116,1723047105.844631,1.3733144859264114e-10
15159,1552.4273221492767,4.35637734533235e-11,1.9300463640699868e-10,103,1.5600996317228097e-05,1551.9994461536407,1723047248.0068462,1.494408629536752e-10
16675,1707.9194078445435,4.049059213085934e-11,1.6453266078367521e-10,104,1.4050859535604344e-05,1707.4926052093506,1723047403.498932,1.2404206865281587e-10
18342,1878.0371725559235,4.8584430252378246e-11,1.8034035329915825e-10,105,1.2933149966194729e-05,1877.610274553299,1723047573.6166966,1.3175592304678e-10
20177,2065.7065687179565,2.8541033196049923e-11,1.3009610536030658e-10,106,1.385437930672553e-05,2065.2796518802643,1723047761.2860928,1.0155507216425665e-10
22194,2271.371241569519,3.2290524671336054e-11,1.1677497904642092e-10,107,1.2491760163127416e-05,2270.9436032772064,1723047966.9507656,8.448445437508486e-11
24414,2497.9059298038483,8.342076428206017e-11,2.4135016074998035e-10,108,1.320414772254243e-05,2497.4789955615997,1723048193.4854538,1.5792939646792015e-10
26855,2746.6975429058075,3.438125215942755e-11,1.2428445414889748e-10,109,1.2934040437561411e-05,2746.2707307338715,1723048442.277067,8.990320198946995e-11
29333,3000.4917171001434,4.555821281536947e-11,1.55508514905081e-10,110,1.2003952972177794e-05,3000.063709497452,1723048696.0712411,1.0995030208971152e-10
