loss,_step,_timestamp,loss_boundary,step,loss_interior,time,_runtime,l2_error
0.00023857749088118267,40,1723045680.833392,0.00015785797618677116,40,8.07195146944115e-05,27.985389709472656,29.133487939834595,0.013175054695013443
0.00021431520430358235,41,1723045682.254587,0.00014434023425004893,42,6.997497005353342e-05,29.406623601913452,30.554682970046997,0.013430684602179693
0.0001728342552506691,42,1723045685.104943,0.00011786421632871446,46,5.497003892195462e-05,32.257012128829956,33.40503907203674,0.011306362959933413
0.0001759983550634487,43,1723045687.9297354,0.00011006747382872716,50,6.593088123472153e-05,35.081809759140015,36.22983145713806,0.011822468887784694
0.00015463106474803163,44,1723045691.4655626,0.00010634045635185763,55,4.829060839617401e-05,38.617225646972656,39.76565861701965,0.011183225884790936
0.00014942726227480188,45,1723045695.585141,9.869743623200811e-05,61,5.0729826042793766e-05,42.73620843887329,43.885236978530884,0.010293542375314643
9.58901127523928e-05,46,1723045699.6773546,5.746380671442916e-05,67,3.8426306037963635e-05,46.82942175865173,47.97745060920715,0.00896099614095889
8.274029085593885e-05,47,1723045703.7533472,4.692585378971651e-05,73,3.5814437066222345e-05,50.90544247627258,52.05344319343567,0.008247285459427748
8.2650108542647e-05,48,1723045709.2221289,4.872363669266007e-05,81,3.392647184998693e-05,56.374178409576416,57.52222490310669,0.007954027457056582
7.15955276600418e-05,49,1723045714.6894486,4.329701165450883e-05,89,2.8298516005532962e-05,61.841511487960815,62.98954463005066,0.007602082009739175
7.577295581592935e-05,50,1723045720.795141,4.910829379472257e-05,98,2.6664662021206783e-05,67.94707703590393,69.09523701667786,0.0076186072145318535
6.06913673935053e-05,51,1723045726.900309,3.723636744666419e-05,107,2.3454999946841108e-05,74.05238842964172,75.20040512084961,0.007006282518801156
6.070111449343269e-05,52,1723045734.4463408,3.869757823232675e-05,118,2.200353626110594e-05,81.59816384315491,82.74643683433533,0.007205586782738638
5.25153576893036e-05,53,1723045742.6561503,3.201731089960953e-05,130,2.0498046789694063e-05,89.80813312530518,90.9562463760376,0.006831235113624589
5.599905695129993e-05,54,1723045751.6583805,3.5617973454834625e-05,143,2.0381083496465303e-05,98.81043910980225,99.95847654342651,0.006807976415367242
5.1514092369759426e-05,55,1723045761.268756,3.354262689599437e-05,157,1.7971465473765056e-05,108.42080736160278,109.56885194778442,0.006617281187784316
4.948243869861883e-05,56,1723045771.58921,3.193274049621323e-05,172,1.7549698202405604e-05,118.74099540710449,119.88930606842041,0.006105923361322708
4.406834649403601e-05,57,1723045783.9379537,2.6932477640741858e-05,190,1.7135868853294153e-05,131.08980059623718,132.2380497455597,0.006057161949030512
3.550908486213121e-05,58,1723045796.195794,2.0203104482548342e-05,208,1.5305980379582874e-05,143.34779739379883,144.49589014053345,0.005637885742017756
3.9836985482559695e-05,59,1723045810.9950707,2.5472799373677656e-05,229,1.4364186108882035e-05,158.1467204093933,159.29516673088074,0.005913363191896823
3.373913432334668e-05,60,1723045828.150684,1.959595118145406e-05,252,1.414318314189262e-05,175.30265951156616,176.45078015327454,0.0051847946780659545
2.9014346932876847e-05,61,1723045847.9238918,1.5143124748792692e-05,277,1.3871222184084155e-05,195.07569336891174,196.22398781776428,0.004600327022371059
2.7355528292669042e-05,62,1723045869.9304028,1.4212948155670218e-05,305,1.3142580136998823e-05,217.08212327957153,218.23049879074097,0.004394192690709098
2.6002693232727745e-05,63,1723045893.0992014,1.306869587875167e-05,335,1.2933997353976074e-05,240.25114130973816,241.39929747581482,0.004254847702939803
2.5391701512629197e-05,64,1723045918.208809,1.354842459848414e-05,369,1.1843276914145055e-05,265.3606541156769,266.50890493392944,0.0040581720265688934
2.280333529565301e-05,65,1723045943.466653,1.1324826846281734e-05,406,1.1478508449371277e-05,290.61867666244507,291.76674914360046,0.003685715708043677
2.2005136111967394e-05,66,1723045971.2635925,1.0638653710296097e-05,446,1.1366482401671297e-05,318.4152898788452,319.5636885166168,0.003567154192320338
1.8973994950662145e-05,67,1723046002.6492956,8.440159712060948e-06,491,1.0533835238601199e-05,349.801100730896,350.94939160346985,0.0031949261357612966
1.5899853911426094e-05,68,1723046037.5395775,5.733361840027569e-06,540,1.0166492071398524e-05,384.6912405490875,385.8396735191345,0.0030945872941436107
1.4194913125685463e-05,69,1723046074.91588,6.1000608273975995e-06,594,8.094852298287865e-06,422.06770944595337,423.21597599983215,0.0027615501147573037
1.0318879536256247e-05,70,1723046115.5727453,4.599550624757123e-06,653,5.719328911499124e-06,462.7244279384613,463.8728413581848,0.0025758572084448256
9.451093552961239e-06,71,1723046160.2441683,4.690540910104733e-06,718,4.760552642856506e-06,507.39597272872925,508.54426431655884,0.0023781419699994617
6.844826954489995e-06,72,1723046209.9562888,2.7499963063279723e-06,790,4.094830648162023e-06,557.10808634758,558.2563848495483,0.0020177325964617736
7.085115336953217e-06,73,1723046261.6067019,2.9461393731388347e-06,869,4.138975963814382e-06,608.7578015327454,609.9067978858948,0.001886471896626585
5.40725287454758e-06,74,1723046321.341172,2.3397094122665313e-06,956,3.067543462281049e-06,668.4929397106171,669.6412680149078,0.001857257402089728
4.3175203990860015e-06,75,1723046381.8705375,1.7986941635292843e-06,1052,2.5188262355567174e-06,729.0222165584564,730.1706335544586,0.0016296995356792632
4.120034646665972e-06,76,1723046443.1215177,1.8639779883306696e-06,1157,2.2560566583353026e-06,790.2732403278351,791.4216136932373,0.0014935168075376772
3.527093898260324e-06,77,1723046506.1458752,1.4473053880905478e-06,1272,2.0797885101697763e-06,853.2976131439209,854.4459712505341,0.0013641435282180806
3.206023730411231e-06,78,1723046568.4910183,1.4831139858876758e-06,1400,1.7229097445235551e-06,915.6427838802338,916.7911143302917,0.0013781056184157276
2.765015421407729e-06,79,1723046619.1159284,1.3544886209305925e-06,1539,1.410526800477137e-06,966.267736196518,967.4160244464874,0.0012604702284289301
2.5345957873685376e-06,80,1723046698.085707,1.371758274073561e-06,1693,1.1628375132949764e-06,1045.2375001907349,1046.3858029842377,0.0012828595286105823
2.384081517256206e-06,81,1723046771.6030667,1.324767143946327e-06,1863,1.0593143733098789e-06,1118.7547507286072,1119.9031627178192,0.0011831298018266483
2.0944249691878787e-06,82,1723046831.2821667,1.1591382137760769e-06,2049,9.352867554118021e-07,1178.4338352680206,1179.5822627544403,0.0011922224034411361
2.0184781337960657e-06,83,1723046845.8318033,1.1173114384778651e-06,2254,9.011666953182006e-07,1192.9834775924683,1194.131899356842,0.0011732353493061204
2.0498866654168324e-06,84,1723046854.5523028,1.1601365172709575e-06,2479,8.897501481458748e-07,1201.7032599449158,1202.8523988723755,0.001173228189496545
1.9608601367578857e-06,85,1723046864.1326387,1.0592367064696496e-06,2727,9.016234302882363e-07,1211.284354686737,1212.4327347278595,0.0011732533497351818
2.029821235697337e-06,86,1723046874.5979328,1.0994998201942865e-06,3000,9.303214155030505e-07,1221.7496738433838,1222.8980288505554,0.0011732533497351818
1.7365213526173324e-06,87,1723046886.0997188,8.235563659593489e-07,3299,9.129649866579835e-07,1233.2514221668243,1234.3998148441315,0.0011732533497351818
1.9925543630099526e-06,88,1723046898.9271455,1.0246609315453812e-06,3629,9.678934314645714e-07,1246.078881263733,1247.2272415161133,0.0011731909650758657
1.9702355253241623e-06,89,1723046912.860686,1.093331211294907e-06,3992,8.769043140292554e-07,1260.012639284134,1261.1607820987701,0.0011731909650758657
2.010300145220237e-06,90,1723046928.2326808,1.0853790412092816e-06,4391,9.249211040109553e-07,1275.384536743164,1276.5327768325806,0.0011731909650758657
1.911018226346184e-06,91,1723046945.159566,1.0321460643080683e-06,4831,8.788721620381157e-07,1292.311395406723,1293.4596619606018,0.001173171468402827
1.9450783490193263e-06,92,1723046963.7515645,9.897898644088072e-07,5314,9.552884846105193e-07,1310.9035849571228,1312.0516605377197,0.001173171468402827
1.7975876722383588e-06,93,1723046984.231693,8.707622685822947e-07,5845,9.268254036560641e-07,1331.383459329605,1332.5317890644073,0.0011731482959394337
2.0405647433375207e-06,94,1723047006.8197246,1.124870218536416e-06,6429,9.156945248011049e-07,1353.9715659618378,1355.1198205947876,0.0011731137210504326
1.9887510803972245e-06,95,1723047031.695507,1.0622153391361811e-06,7072,9.265357412610433e-07,1378.8472986221313,1379.9956030845642,0.0011730869821801433
2.0210374219833963e-06,96,1723047059.3678417,1.1173302382570517e-06,7779,9.037071837263447e-07,1406.5198085308075,1407.6679377555847,0.0011730758408405374
2.037522944285246e-06,97,1723047089.458316,1.162651196373525e-06,8557,8.748717479117212e-07,1436.610162973404,1437.7584121227264,0.0011730758408405374
1.9826758402349806e-06,98,1723047122.5862353,1.0960521966465405e-06,9413,8.8662364358844e-07,1469.7380368709564,1470.886331319809,0.0011730758408405374
2.1388724542752868e-06,99,1723047159.1424487,1.2803185855519532e-06,10354,8.585538687233334e-07,1506.2941799163818,1507.4425446987152,0.0011730758408405374
2.028397396469479e-06,100,1723047199.6992395,1.0729434452083088e-06,11389,9.5545395126117e-07,1546.8510539531708,1547.99933552742,0.0011730758408405374
2.045822269562354e-06,101,1723047243.781241,1.0856732806879857e-06,12528,9.601489888743681e-07,1590.932993888855,1592.0813369750977,0.0011730758408405374
1.916325774443183e-06,102,1723047292.1620328,9.757457267424401e-07,13781,9.405800477007429e-07,1639.3137288093567,1640.4621288776398,0.0011730758408405374
1.878284611458912e-06,103,1723047345.589582,9.549590917082482e-07,15159,9.233255197506638e-07,1692.741315126419,1693.8896780014038,0.0011730758408405374
1.910874700857235e-06,104,1723047404.0462544,1.045780912610695e-06,16675,8.6509378824654e-07,1751.197990179062,1752.3463504314423,0.0011730758408405374
1.8614457320760085e-06,105,1723047468.320905,9.525519363315731e-07,18342,9.088937957444354e-07,1815.4727058410645,1816.6210010051727,0.0011730758408405374
1.7774498861947829e-06,106,1723047539.3213148,9.046465097692535e-07,20177,8.728033764255294e-07,1886.473042011261,1887.6214108467102,0.0011730573529910742
2.0639562280580418e-06,107,1723047617.3568797,1.122740491152041e-06,22194,9.412157369060007e-07,1964.5086786746979,1965.6569757461548,0.0011730573529910742
2.01828209525831e-06,108,1723047703.6517541,1.1846778325064051e-06,24414,8.336042627519047e-07,2050.803446292877,2051.9518501758575,0.0011730573529910742
1.8166369826186456e-06,109,1723047798.0924811,9.588196008887095e-07,26855,8.578173817299362e-07,2145.2443249225616,2146.3925771713257,0.0011730573529910742
1.9692825576248207e-06,110,1723047903.1212149,1.0544029522251754e-06,29540,9.148796053996451e-07,2250.272254705429,2251.421310901642,0.0011730261547099007
2.1682537913391213e-06,111,1723048017.9643133,1.2889022553431691e-06,32494,8.793515359959523e-07,2365.1160249710083,2366.264409303665,0.0011730261547099007
2.121681622637175e-06,112,1723048143.6379805,1.2645169648548177e-06,35744,8.571646577823573e-07,2490.7898008823395,2491.9380764961243,0.0011730261547099007
1.9887676434587805e-06,113,1723048281.885275,1.0762606248595113e-06,39318,9.125070185992692e-07,2629.0370354652405,2630.1853709220886,0.0011730261547099007
1.784028497337858e-06,114,1723048433.2381701,8.663483933274664e-07,43250,9.176801040103917e-07,2780.3899915218353,2781.538266181946,0.0011730261547099007
1.8057789051280893e-06,115,1723048600.4606047,9.333816559644408e-07,47575,8.723972491636486e-07,2947.61243724823,2948.7607007026672,0.001172994029045457
1.9428772958182114e-06,116,1723048652.8853643,1.0002735539745727e-06,48933,9.426037418436386e-07,3000.036278486252,3001.185460329056,0.001172994029045457
