loss_boundary,_step,l2_error,loss_interior,loss,time,_runtime,_timestamp,step
3.123687466814027,0,1.189738763902479,0.0006522653040536535,3.1243397321180804,1.552858829498291,2.297645092010498,1723045695.450588,0
0.5242675057638212,1,0.754155414877576,0.021852253565000056,0.5461197593288213,1.961766004562378,2.491497755050659,1723045695.6444407,1
0.3929708985397251,2,0.754155414877576,0.00010425296604543161,0.39307515150577055,2.14654278755188,2.6761059761047363,1723045695.8290489,2
0.3929708985397251,3,0.7097711203406363,0.00010425296604543161,0.39307515150577055,2.330404281616211,2.862856149673462,1723045696.015799,3
0.38756281531020137,4,0.7857091475882698,0.0029001379132147296,0.3904629532234161,2.518174648284912,3.047853708267212,1723045696.2007966,4
0.35526528100488663,5,0.7874515536559955,0.015060580670748478,0.37032586167563514,2.7015297412872314,3.231074571609497,1723045696.3840175,5
0.3532950611329072,6,0.7287716172155211,0.016883660422054473,0.3701787215549617,2.8849382400512695,3.4144747257232666,1723045696.5674176,6
0.3323754716580431,7,0.6084982850225643,0.03167313981861774,0.36404861147666084,3.0689942836761475,3.5985827445983887,1723045696.7515256,7
0.2844241973174035,8,0.6780930298911624,0.05353764131976573,0.3379618386371692,3.2567644119262695,3.7865521907806396,1723045696.939495,8
0.28039875619561644,9,0.7394836395461196,0.041233379784359495,0.3216321359799759,3.4457688331604004,3.975377321243286,1723045697.1283202,9
0.28838028692028117,10,0.6452884475377806,0.0274444277300531,0.3158247146503343,3.6374096870422363,4.167109727859497,1723045697.3200526,10
0.28567404873790453,11,0.7190632586328247,0.0022223639106020584,0.28789641264850657,3.830810070037842,4.360484600067139,1723045697.5134275,11
0.2611774629672699,12,0.5219729586758375,0.0006819356514204417,0.26185939861869034,4.020697832107544,4.5503458976745605,1723045697.7032888,12
0.21766257497076635,13,0.5610661417885459,0.01164828811681926,0.2293108630875856,4.2107439041137695,4.740347862243652,1723045697.8932908,13
0.17145458266612232,14,0.624889803816504,0.03812162630829876,0.20957620897442109,4.400360822677612,4.929988384246826,1723045698.0829313,14
0.17102707126920103,15,0.5530047468262779,0.025431644075771476,0.1964587153449725,4.593487977981567,5.1231849193573,1723045698.2761278,15
0.16003569204699158,16,0.5254024196344957,0.022401055184977897,0.18243674723196948,4.783204555511475,5.31281042098999,1723045698.4657533,16
0.16101264421096828,17,0.5199370562457963,0.01895644567911486,0.17996908989008314,4.972649574279785,5.50227427482605,1723045698.6552172,17
0.16290213439626655,18,0.5219468924635204,0.016573358490702617,0.17947549288696918,5.162258625030518,5.691853046417236,1723045698.844796,18
0.16686712525940284,19,0.5416868442438609,0.011680581522062174,0.178547706781465,5.354362487792969,5.883997917175293,1723045699.0369408,19
0.17213092393111237,20,0.5674134748705841,0.005512185762607006,0.17764310969371938,5.545589447021484,6.075184106826782,1723045699.228127,20
0.17246255923111312,21,0.48845810170406784,0.003171951268875294,0.1756345104999884,5.734477519989014,6.2640745639801025,1723045699.4170175,21
0.14569394534465613,22,0.5516432956012569,0.019273308458419135,0.16496725380307525,5.9199628829956055,6.449670314788818,1723045699.6026132,22
0.1418388950433664,23,0.4693523400339482,0.014447263905513978,0.15628615894888037,6.104741811752319,6.634349584579468,1723045699.7872925,23
0.13164321639031892,24,0.450000965490624,0.015232689529913414,0.14687590592023234,6.289181232452393,6.818775653839111,1723045699.9717185,24
0.13234263866902943,25,0.4661209957480434,0.013484395008273862,0.1458270336773033,6.473774433135986,7.003454208374023,1723045700.156397,25
0.13575130002918911,26,0.4776176765966088,0.005280646072992631,0.14103194610218175,6.661866903305054,7.191463947296143,1723045700.3444068,26
0.11190981907995251,27,0.39059250305976057,0.01569039121573135,0.12760021029568386,6.845880031585693,7.375475645065308,1723045700.5284185,27
0.10399444485609458,28,0.42348891527637267,0.017770996003655167,0.12176544085974975,7.029921770095825,7.55961012840271,1723045700.712553,28
0.10579074204310458,29,0.4492458037634241,0.010137257003285096,0.11592799904638967,7.213409423828125,7.743018865585327,1723045700.8959618,29
0.10555291620876585,30,0.3800996303659841,0.009357279613553482,0.11491019582231933,7.397855997085571,7.927555322647095,1723045701.0804982,30
0.08822299861531753,31,0.40921634756743536,0.020727019194463167,0.1089500178097807,7.586996078491211,8.116661548614502,1723045701.2696044,31
0.08970509253389995,32,0.32149684505298437,0.011622165898232291,0.10132725843213225,7.772699356079102,8.302348613739014,1723045701.4552915,32
0.0799616728220574,33,0.3571225994325989,0.013114386032688932,0.09307605885474633,7.963350534439087,8.493014574050903,1723045701.6459575,33
0.07430552014111365,34,0.37951160619555213,0.01181806056350761,0.08612358070462126,8.15481972694397,8.684507369995117,1723045701.8374503,34
0.0720332094750498,35,0.3393101151706594,0.01278725684321931,0.08482046631826912,8.347960472106934,8.877756834030151,1723045702.0306997,35
0.06434677114022751,36,0.2910184196550903,0.01624139852157149,0.08058816966179899,8.53948426246643,9.069168329238892,1723045702.2221112,36
0.06312462016473099,37,0.3155938866203627,0.013534236037797213,0.0766588562025282,8.730592966079712,9.26031494140625,1723045702.4132578,37
0.05985925674819165,38,0.3285377280222824,0.01191977650374244,0.07177903325193409,8.921074151992798,9.450737953186035,1723045702.6036808,38
0.05617214148894817,39,0.2989516678510541,0.0126386278176742,0.06881076930662237,9.11137843132019,9.641159057617188,1723045702.794102,39
0.04993336030389686,40,0.265943489648481,0.0166922894590948,0.06662564976299166,9.305999755859375,9.835848808288574,1723045702.9887917,40
0.0412461204537395,41,0.2458721037107268,0.015127163879766925,0.05637328433350643,9.682996273040771,10.21272087097168,1723045703.3656638,42
