_runtime,loss_boundary,time,step,loss,l2_error,_step,_timestamp,loss_interior
92.9486129283905,3.853278579171044e-09,92.50006103515625,869,1.2486566051982257e-08,0.00017290855621026705,73,1723045787.19047,8.633287472811213e-09
102.04149174690247,3.939522554869196e-09,101.59288668632507,956,1.130687181467776e-08,0.0001379125673965757,74,1723045796.2833488,7.367349259808564e-09
112.05869483947754,3.0066785228842777e-09,111.60991263389587,1052,8.790323242424343e-09,0.00012094567823518826,75,1723045806.300552,5.783644719540066e-09
123.06578969955444,2.2079535228727416e-09,122.6171863079071,1157,6.201286398323928e-09,0.00010922675235227061,76,1723045817.3076468,3.993332875451186e-09
135.11613202095032,9.402779894352165e-10,134.66758370399475,1272,3.765726109807312e-09,8.96900392683218e-05,77,1723045829.357989,2.8254481203720955e-09
148.5530128479004,5.623925471786119e-09,148.1044192314148,1400,1.7065992022653082e-08,8.265359339945054e-05,78,1723045842.79487,1.1442066550866961e-08
163.1653015613556,1.3167186352262684e-09,162.71665287017822,1539,3.658746727187501e-09,7.194652169516881e-05,79,1723045857.4071586,2.3420280919612324e-09
179.20038843154907,5.550631785380543e-10,178.75150895118713,1693,2.142745746877671e-09,6.437504726933506e-05,80,1723045873.4422455,1.5876825683396168e-09
196.93567276000977,5.709011173560071e-10,196.48708963394165,1863,2.3084248165213798e-09,5.8271062855462566e-05,81,1723045891.1775298,1.7375236991653729e-09
216.28461503982544,5.414264230203749e-10,215.8359546661377,2049,2.3892619472168858e-09,5.387323547214443e-05,82,1723045910.526472,1.847835524196511e-09
237.66144275665283,5.687737224899913e-10,237.21264481544495,2254,1.960018096886969e-09,4.5933893947234165e-05,83,1723045931.9032998,1.3912443743969775e-09
261.0998373031616,4.3208276780138656e-10,260.6512174606323,2479,1.6128074413190744e-09,4.8138854806046576e-05,84,1723045955.3416944,1.1807246735176879e-09
287.05061531066895,6.336871921293108e-10,286.602064371109,2727,2.538159055357418e-09,4.561909398674311e-05,85,1723045981.2924724,1.9044718632281072e-09
315.4675612449646,2.8045806910800016e-09,315.01877331733704,3000,6.970373620875942e-09,4.1789905575305406e-05,86,1723046009.7094183,4.165792929795941e-09
346.6076452732086,2.7351262036583537e-10,346.15901160240173,3299,1.0631899537311327e-09,4.234101417040864e-05,87,1723046040.8495023,7.896773333652973e-10
381.0429298877716,4.686774837648547e-10,380.5941240787506,3629,1.666474297528455e-09,3.6221060095497566e-05,88,1723046075.284787,1.1977968137636002e-09
418.951384305954,2.029316625182953e-10,418.50275015830994,3992,8.909132339767223e-10,3.856566302860635e-05,89,1723046113.1932414,6.87981571458427e-10
460.5200414657593,1.7944015527311229e-10,460.0710279941559,4391,8.889848495490508e-10,3.636968462647435e-05,90,1723046154.7618985,7.095446942759385e-10
506.420202255249,4.3345595608580416e-10,505.97125792503357,4831,1.2650894862300038e-09,3.4416873304672186e-05,91,1723046200.6620593,8.316335301441996e-10
556.9142642021179,4.565520478686987e-10,556.4654266834259,5314,1.6472339539882283e-09,2.9042932817976156e-05,92,1723046251.1561213,1.1906819061195296e-09
612.4187269210815,2.0314836388751903e-10,611.9697978496552,5845,7.8025179706196e-10,2.8358394133130702e-05,93,1723046306.660584,5.771034331744409e-10
673.3897745609283,2.920231415834316e-10,672.9408478736877,6429,1.0334397163791137e-09,2.8500142139687666e-05,94,1723046367.6316316,7.414165747956821e-10
740.4902217388153,1.4866641520614648e-10,740.0413699150085,7072,6.913611089447467e-10,2.7358928894373053e-05,95,1723046434.7320788,5.426946937386003e-10
814.1521434783936,1.167885947679245e-10,813.7031681537628,7779,5.327229133363417e-10,2.5976119076879e-05,96,1723046508.3940005,4.1593431856841727e-10
895.4525651931763,1.3399906932541415e-10,895.0035598278046,8557,5.862918217897737e-10,2.4227354802730748e-05,97,1723046589.6944222,4.522927524643595e-10
984.9165775775909,3.0717274204425114e-10,984.4676086902618,9413,1.0038224774160055e-09,2.568553663058677e-05,98,1723046679.1584346,6.966497353717544e-10
1083.0587289333344,1.1707606692903864e-10,1082.6096408367157,10354,5.330822184683019e-10,2.59011189812963e-05,99,1723046777.300586,4.1600615153926324e-10
1190.9579772949219,7.409340447763863e-11,1190.509084224701,11389,3.4306678883777924e-10,2.3143940019251236e-05,100,1723046885.1998343,2.6897338436014063e-10
1309.5717134475708,1.6027517942372808e-10,1309.1228153705597,12528,5.94087203993316e-10,1.9581775780992425e-05,101,1723047003.8135705,4.33812024569588e-10
1439.94957280159,6.963298512071431e-11,1439.5007376670837,13781,3.345233902003012e-10,1.9163092352119224e-05,102,1723047134.1914299,2.648904050795869e-10
1584.0287413597107,8.684369071158377e-11,1583.579796075821,15159,3.2148204517512284e-10,2.002331002299398e-05,103,1723047278.2705984,2.346383544635391e-10
1741.9350910186768,6.603450096820217e-11,1741.4859850406647,16675,2.6937416456964736e-10,1.854734364478469e-05,104,1723047436.176948,2.033396636014452e-10
1915.469497680664,8.284712052443615e-11,1915.0206665992737,18342,3.3998809185271785e-10,1.6904209733369845e-05,105,1723047609.7113547,2.571409713282817e-10
2107.3133585453033,6.377737339806904e-11,2106.8643922805786,20177,2.49966149879151e-10,1.6803419724090985e-05,106,1723047801.5552156,1.8618877648108199e-10
2317.749463558197,3.378849358481688e-11,2317.300560951233,22194,1.931405411413116e-10,1.6886242225003358e-05,107,1723048011.9913206,1.5935204755649472e-10
2549.1901960372925,1.1070764252060789e-10,2548.7413709163666,24414,3.9014623687952343e-10,1.551605576200666e-05,108,1723048243.432053,2.7943859435891555e-10
2803.833844900131,5.020951526113663e-11,2803.3849442005157,26855,2.0251482010916938e-10,1.4387723654809873e-05,109,1723048498.075702,1.5230530484803274e-10
3000.529563188553,5.968244206659008e-11,3000.0808703899384,28744,2.2600643894976325e-10,1.3453806167240268e-05,110,1723048694.7714202,1.6632399688317317e-10
