time,loss_boundary,loss_interior,loss,_runtime,step,l2_error,_timestamp,_step
1598.3626120090485,1.093498094785746e-07,1.3903295102418542e-07,2.4838276050276e-07,1598.8273618221283,38,0.0002903028543722328,1723047266.1399348,38
1640.5972867012024,6.366259859415772e-08,1.1565646927333293e-07,1.7931906786749064e-07,1641.0612919330597,39,0.00030170013089524144,1723047308.373865,39
1679.3543870449066,7.949760804930712e-08,1.2784082527418008e-07,2.073384333234872e-07,1679.8186767101288,40,0.00025607819351288207,1723047347.1312497,40
1761.3890445232391,6.903195834368262e-08,1.2302438162401297e-07,1.920563399676956e-07,1761.853330373764,42,0.0002957914692477354,1723047429.1659033,41
1920.2734651565552,7.577135138718045e-08,9.987535832330378e-08,1.7564670971048424e-07,1920.7384176254272,46,0.0002464949325471985,1723047588.0509906,42
2086.4079370498657,5.5499016908147133e-08,8.469098925200413e-08,1.4019000616015128e-07,2086.871765613556,50,0.0002675491986155227,1723047754.1843386,43
2285.407172203064,6.572041954764593e-08,7.675933934788881e-08,1.4247975889553475e-07,2285.8713154792786,55,0.0002478375190798156,1723047953.1838884,44
2533.253032684326,3.8257490936965546e-08,5.640854743325075e-08,9.46660383702163e-08,2533.7176699638367,61,0.00020696810751848077,1723048201.030243,45
2772.8711380958557,3.525478468106867e-08,5.090263653688404e-08,8.615742121795271e-08,2773.335295200348,67,0.000183959329000092,1723048440.6478682,46
3013.7544260025024,2.4752400192330776e-08,4.877504819787124e-08,7.352744839020201e-08,3014.2202866077423,73,0.00020140363408753151,1723048681.5328596,47
