loss_interior,time,loss_boundary,l2_error,loss,_runtime,_timestamp,step,_step
9.061364275742906e-08,1585.566036939621,5.753952362451615e-08,0.00026039472982428055,1.4815316638194522e-07,1585.9915761947632,1723047257.992571,38,38
9.429455839711128e-08,1624.5371313095093,5.6419408980438765e-08,0.0002588211211354123,1.5071396737755006e-07,1624.963562965393,1723047296.964558,39,39
1.0107016045846954e-07,1663.0380535125732,5.573112697613349e-08,0.0002742683821690675,1.5680128743460303e-07,1663.4635651111603,1723047335.46456,40,40
9.638481022583477e-08,1740.9807057380676,4.12191750117917e-08,0.0002574098096900977,1.3760398523762648e-07,1741.406408071518,1723047413.407403,42,41
7.239181870683424e-08,1892.9880006313324,4.105331135307179e-08,0.00019894494822730527,1.1344513005990602e-07,1893.4134757518768,1723047565.4144707,46,42
6.055636486258917e-08,2059.0793902873993,2.971260967841497e-08,0.00018686623585334233,9.026897454100414e-08,2059.505052089691,1723047731.506047,50,43
5.3962106633734955e-08,2260.664884328842,2.168869930622408e-08,0.0001718560876882976,7.565080593995903e-08,2261.090716600418,1723047933.0917115,55,44
4.671317040462805e-08,2504.3410291671753,2.1317504475212602e-08,0.00017563233719369061,6.803067487984066e-08,2504.7666409015656,1723048176.7676358,61,45
4.44201438956281e-08,2746.287627696991,2.321146077994198e-08,0.00016421587106970782,6.763160467557008e-08,2746.713357925415,1723048418.7143528,67,46
3.8438533768789064e-08,2984.0946559906006,1.872953820554683e-08,0.0001541476742099656,5.716807197433589e-08,2984.521556854248,1723048656.5225518,73,47
4.046400244640091e-08,3020.738720178604,2.726237000011008e-08,0.00017678734275896205,6.772637244651099e-08,3021.164570569992,1723048693.1655655,74,48
