loss_boundary,loss_interior,loss,step,_step,_timestamp,time,_runtime,l2_error
0.016736467937326544,0.0033199070900122975,0.02005637502733884,46,42,1723045702.599709,6.340467691421509,6.761908054351807,0.151435452873561
0.012794865819909662,0.0024969692104524397,0.015291835030362102,50,43,1723045703.0417886,6.782352685928345,7.2039875984191895,0.13675840272443604
0.008063422199860249,0.002379406174429136,0.010442828374289385,55,44,1723045703.5335894,7.27374529838562,7.695788383483887,0.11257494230755455
0.0038286760959311676,0.0025269650102360424,0.00635564110616721,61,45,1723045704.1532538,7.89396071434021,8.315452814102173,0.07231604110751906
0.0019751427055940142,0.0024542823820106704,0.004429425087604685,67,46,1723045704.7965403,8.537199974060059,8.958739280700684,0.04410426971538115
0.0014642808606178176,0.001545946939846497,0.0030102278004643145,73,47,1723045705.455436,9.19589376449585,9.617635011672974,0.04079122545337802
0.000958428837153043,0.0009718438378804572,0.0019302726750335003,81,48,1723045706.3330069,10.073326110839844,10.495205879211426,0.0327430920658633
0.0008489395476484686,0.0005962131750934344,0.0014451527227419031,89,49,1723045707.1957278,10.936082363128662,11.357926845550537,0.03298465293274736
0.0007583588031966747,0.00039025567599816077,0.0011486144791948356,98,50,1723045708.1247299,11.865321397781372,12.28692889213562,0.030560211917973885
0.0006301812878379045,0.000277799033872122,0.0009079803217100265,107,51,1723045709.0332856,12.773953914642334,13.195484638214111,0.025913101283778897
0.0003853282229864787,0.00016522283300567504,0.0005505510559921538,118,52,1723045710.1639278,13.904624938964844,14.32612681388855,0.022532180295051454
0.0003015016520237598,0.00011551253555876006,0.0004170141875825199,130,53,1723045711.3445914,15.084547758102417,15.506790399551392,0.020073076994211528
0.0002159618446326958,7.658865163981872e-05,0.0002925504962725145,143,54,1723045712.7138102,16.45450448989868,16.876009225845337,0.01808323151584152
0.0001391084592873976,6.448793183502494e-05,0.00020359639112242254,157,55,1723045714.1334224,17.874040603637695,18.295621395111084,0.014840398061563039
7.962286298696427e-05,4.884490147318064e-05,0.0001284677644601449,172,56,1723045715.7451034,19.485443592071533,19.907302379608154,0.011765498950979093
5.330021793249362e-05,2.952121511514405e-05,8.282143304763766e-05,190,57,1723045717.6496274,21.389885425567627,21.811826467514038,0.009972800919953465
6.031187121414311e-05,2.32471152045418e-05,8.355898641868491e-05,208,58,1723045719.410122,23.150807857513428,23.57232093811035,0.00941693246248231
3.902828052611237e-05,1.709200577250678e-05,5.612028629861915e-05,229,59,1723045721.4662044,25.206496238708496,25.628403425216675,0.007807310978615781
2.3082503577600765e-05,1.237631234331416e-05,3.545881592091492e-05,252,60,1723045723.8792422,27.619929790496826,28.041441202163696,0.006302692577350869
1.2297805171015128e-05,7.685478801578856e-06,1.9983283972593983e-05,277,61,1723045726.392343,30.132906675338745,30.554542064666748,0.004806709644101664
7.207936188493022e-06,4.198665334225829e-06,1.1406601522718851e-05,305,62,1723045729.248628,32.98935532569885,33.41082692146301,0.0032164197829031727
2.6248386856046806e-06,2.74437654908882e-06,5.369215234693501e-06,335,63,1723045732.2577415,35.99836993217468,36.41994047164917,0.002252872992747949
9.854824118659973e-07,1.5030470531505607e-06,2.4885294650165583e-06,369,64,1723045735.7564528,39.49690103530884,39.918651819229126,0.001583871494541034
1.0530903768774623e-06,1.0727734133214193e-06,2.1258637901988816e-06,406,65,1723045739.5884657,43.3290696144104,43.750664710998535,0.0012060890408924485
3.658000906480428e-07,4.998077386136576e-07,8.656078292617003e-07,446,66,1723045743.7056332,47.445990324020386,47.86783218383789,0.0009148130086577029
1.7397533150405015e-07,2.3565615935984707e-07,4.096314908638972e-07,491,67,1723045748.2478938,51.988115549087524,52.41009283065796,0.0007107629962132885
1.1518474421485486e-07,1.4389751898209201e-07,2.590822631969469e-07,540,68,1723045753.2057164,56.94638681411743,57.367915391922,0.0005620718309376759
3.538391580209761e-08,6.615166062139125e-08,1.0153557642348885e-07,594,69,1723045758.5763376,62.31698417663574,62.73853659629822,0.00042137233140437854
2.0323655200151155e-08,4.369355351094268e-08,6.401720871109384e-08,653,70,1723045764.6021116,68.342458486557,68.76431059837341,0.0003420643067185701
3.3184378618631925e-08,3.652722221497264e-08,6.971160083360456e-08,718,71,1723045771.2481093,74.98877263069153,75.41030836105347,0.00024937101168275315
5.960358080148165e-09,1.3504070213897316e-08,1.946442829404548e-08,790,72,1723045778.5920787,82.33230876922607,82.75427770614624,0.00016652955203290965
3.870735594518934e-09,9.132167394505683e-09,1.3002902989024616e-08,869,73,1723045786.8071198,90.54772567749023,90.96931886672974,0.00014196472481706686
3.170092036574359e-09,7.322251677793101e-09,1.049234371436746e-08,956,74,1723045795.5818665,99.32220697402954,99.74406552314758,0.00013393346531462278
2.6523987733430353e-09,5.5578417265550926e-09,8.210240499898129e-09,1052,75,1723045805.4307702,109.17100381851196,109.59296917915344,9.470140093703376e-05
1.395488914755188e-09,3.3752875271668346e-09,4.770776441922023e-09,1157,76,1723045816.1053922,119.84601664543152,120.26759123802185,8.514461654300263e-05
8.705203022884788e-10,2.7208353390581947e-09,3.5913556413466735e-09,1272,77,1723045827.982524,131.7226541042328,132.1447229385376,7.471430929304701e-05
6.442235846255024e-09,8.48693490361398e-09,1.4929170749869003e-08,1400,78,1723045841.001051,144.7414264678955,145.16324996948242,8.42527246151409e-05
1.173962881873219e-09,2.4510363394788382e-09,3.624999221352057e-09,1539,79,1723045855.3045852,159.04517006874084,159.4667842388153,6.682801794620273e-05
5.80809994793217e-10,1.6718012002419565e-09,2.2526111950351736e-09,1693,80,1723045871.1037533,174.84397339820862,175.2659523487091,5.757238284094529e-05
7.299222564466269e-10,1.6102310732923955e-09,2.3401533297390222e-09,1863,81,1723045888.7194867,192.4598617553711,192.88168573379517,5.825072584498253e-05
6.713181121254955e-10,1.5756570441688403e-09,2.246975156294336e-09,2049,82,1723045908.239184,211.97955894470215,212.40138292312622,5.545706564371749e-05
5.125608183838015e-10,1.2444908469777713e-09,1.7570516653615728e-09,2254,83,1723045929.6319482,233.37258625030518,233.7941472530365,4.969390057584433e-05
3.183450500830371e-10,9.293416704585388e-10,1.247686720541576e-09,2479,84,1723045952.6138098,256.3540635108948,256.7760088443756,4.809140386486467e-05
7.699962109789719e-10,1.3431704477221576e-09,2.1131666587011292e-09,2727,85,1723045977.9513636,281.6914529800415,282.11356258392334,4.426065824681268e-05
2.4816565620103883e-09,4.453632362473161e-09,6.9352889244835486e-09,3000,86,1723046006.2802126,310.02081179618835,310.44241166114807,4.6770823995177125e-05
2.402191179743368e-10,6.947599132751587e-10,9.349790312494954e-10,3299,87,1723046036.8457754,340.58617329597473,341.0079743862152,4.977199688208865e-05
5.206367637790225e-10,9.960899128416804e-10,1.516726676620703e-09,3629,88,1723046070.9720514,374.71221232414246,375.13425040245056,3.715707992720213e-05
1.862031640464885e-10,5.247441871261807e-10,7.109473511726692e-10,3992,89,1723046108.2746885,412.01475262641907,412.4368875026703,3.883158950597086e-05
1.8066302729018868e-10,4.726236026039567e-10,6.532866298941454e-10,4391,90,1723046149.1363783,452.87615489959717,453.2985773086548,3.9953150836719764e-05
4.009406328915107e-10,7.556375520403285e-10,1.1565781849318393e-09,4831,91,1723046194.2314985,497.9721591472626,498.3936975002289,3.208715120451457e-05
4.2333403045680205e-10,8.469846078225317e-10,1.2703186382793338e-09,5314,92,1723046243.42574,547.1658565998077,547.5879390239716,2.957106504150613e-05
2.2546248717066908e-10,4.683794500629327e-10,6.938419372336019e-10,5845,93,1723046297.00892,600.7486491203308,601.1711189746857,2.789833950337389e-05
2.7797350612488046e-10,6.117877870870852e-10,8.897612932119657e-10,6429,94,1723046355.816157,659.5557951927185,659.9783561229706,2.709500136696213e-05
1.1215082166991442e-10,3.7132753797908697e-10,4.834783596490014e-10,7072,95,1723046421.815979,725.5557987689972,725.978178024292,2.7850734607314428e-05
8.947571828483625e-11,2.785886192771835e-10,3.6806433756201973e-10,7779,96,1723046494.1313236,797.8717849254608,798.2935225963593,2.6024456647860045e-05
1.0927422166432448e-10,3.4410704028160155e-10,4.53381261945926e-10,8557,97,1723046572.8344884,876.574658870697,876.996687412262,2.2057852608485728e-05
2.770421774911337e-10,4.881265576403615e-10,7.651687351314951e-10,9413,98,1723046660.351882,964.0918283462524,964.5140810012817,2.253988093273177e-05
8.870201258742275e-11,2.961044194178224e-10,3.8480643200524515e-10,10354,99,1723046755.743794,1059.4841146469116,1059.9059929847717,1.9204335971790113e-05
5.458399704545262e-11,2.058649927524166e-10,2.6044898979786923e-10,11389,100,1723046862.9719284,1166.7123370170593,1167.1341273784637,2.0441093431495233e-05
1.0344913533428844e-10,3.2388080563369566e-10,4.273299409679841e-10,12528,101,1723046978.3239706,1282.0643486976624,1282.486169576645,1.8801469495713413e-05
5.150552684185367e-11,1.6552264298488994e-10,2.170281698267436e-10,13781,102,1723047106.756352,1410.496744632721,1410.9185509681702,1.7142709911538666e-05
6.144480009352999e-11,1.9146398780710632e-10,2.529087879006363e-10,15159,103,1723047248.326992,1552.0673036575317,1552.4891910552979,1.7651810889994153e-05
4.862366546271731e-11,1.4108490799230596e-10,1.8970857345502327e-10,16675,104,1723047403.703902,1707.4430885314941,1707.866101026535,1.7759783317319636e-05
6.112959053693029e-11,1.9618233273701905e-10,2.573119232739493e-10,18342,105,1723047574.51043,1878.2507693767548,1878.6726291179657,1.6030063038594927e-05
4.294012824021161e-11,1.4312069591170975e-10,1.8606082415192135e-10,20177,106,1723047762.1506221,2065.890968799591,2066.312821149826,1.579408414126613e-05
3.2886751363827645e-11,1.341614749318779e-10,1.6704822629570554e-10,22194,107,1723047968.9877453,2272.72744679451,2273.14994430542,1.618215898178894e-05
9.637283866240029e-11,2.2128014903675141e-10,3.176529876991517e-10,24414,108,1723048195.1476924,2498.887428045273,2499.309891462326,1.362317486252323e-05
4.328821881764249e-11,1.2509976445919415e-10,1.6838798327683662e-10,26855,109,1723048446.3770702,2750.116923093796,2750.539269208908,1.499751134255778e-05
1.4121240720750495e-10,2.438652871634211e-10,3.8507769437092604e-10,29306,110,1723048696.3402796,3000.0795514583588,3000.5024785995483,1.3354358731833978e-05
