step,loss,time,_runtime,loss_interior,_timestamp,loss_boundary,_step,l2_error
46,0.022385033839053183,21.823943853378296,22.286903381347656,0.005388423511833705,1723045718.2846403,0.01699661032721948,42,0.1455820527498041
50,0.017691298906518747,23.431427240371704,23.893757581710815,0.003776303622696281,1723045719.8914945,0.013914995283822467,43,0.15619997331488727
55,0.012157990206693283,25.43132781982422,25.893779516220093,0.0029226162226094025,1723045721.8915164,0.00923537398408388,44,0.10618505168233196
61,0.008807072223199514,27.82625436782837,28.28909659385681,0.0030055040201112776,1723045724.2868335,0.0058015682030882355,45,0.07514138806833252
67,0.005258486783368648,30.22543692588806,30.68811583518982,0.0028462662547978643,1723045726.6858528,0.002412220528570784,46,0.05415593026056718
73,0.002768338487789132,32.622031450271606,33.084704637527466,0.002030883808871452,1723045729.0824416,0.00073745467891768,47,0.03006776544638555
81,0.0017101359139789737,35.81151080131531,36.27413296699524,0.0010714669635730665,1723045732.27187,0.0006386689504059072,48,0.028039797173147748
89,0.0011958482317138417,39.007206201553345,39.469900369644165,0.0006049039404539815,1723045735.4676373,0.0005909442912598602,49,0.02494386559423173
98,0.0008230298924701801,42.59029293060303,43.05299758911133,0.00035641670696798326,1723045739.0507345,0.0004666131855021969,50,0.02193333852808753
107,0.000681835483557391,46.176973819732666,46.63964653015137,0.0002620417687491017,1723045742.6373835,0.00041979371480828923,51,0.0209687199088596
118,0.00047140905595448193,50.5518536567688,51.0145959854126,0.00018351896006990674,1723045747.012333,0.0002878900958845752,52,0.01899392714969812
130,0.00034172303844428014,55.32013726234436,55.783203125,0.00014134640923263867,1723045751.78094,0.00020037662921164147,53,0.017127787240941647
143,0.00024110672596526023,60.49123573303223,60.95390439033508,9.947352927389256e-05,1723045756.9516413,0.00014163319669136765,54,0.014700545644023318
157,0.0001765406539203127,66.05537605285645,66.5180823802948,6.622337263293602e-05,1723045762.5158193,0.00011031728128737667,55,0.013736096087511402
172,0.00011960629256943796,72.0217113494873,72.48437523841858,4.668255663447642e-05,1723045768.4821122,7.292373593496154e-05,56,0.012146492434691108
190,8.560527134510596e-05,79.18644714355469,79.64912390708923,3.107554055093396e-05,1723045775.6468608,5.4529730794171996e-05,57,0.010870451588229585
208,8.026963165529988e-05,86.33897852897644,86.80167984962463,2.6261228905572216e-05,1723045782.7994168,5.400840274972767e-05,58,0.009145455953529608
229,5.0669875892159596e-05,94.62991452217102,95.09267568588257,1.9574876301062905e-05,1723045791.0904126,3.109499959109669e-05,59,0.007428523194382242
252,3.606097141691787e-05,103.6185610294342,104.08110785484314,1.3822550048877323e-05,1723045800.0788448,2.223842136804055e-05,60,0.006467483667014441
277,2.191710951486488e-05,113.38179993629456,113.84422779083252,8.78612013223632e-06,1723045809.8419647,1.3130989382628559e-05,61,0.004921020432878747
305,1.7528820665875228e-05,124.32890629768372,124.79139041900635,5.976153486997131e-06,1723045820.7891273,1.1552667178878095e-05,62,0.0041759406949461175
335,6.9428213594802735e-06,136.0511782169342,136.51370525360107,3.075493415230945e-06,1723045832.5114422,3.867327944249328e-06,63,0.0028193737250126697
369,3.0801479027426144e-06,149.34676671028137,149.80961418151855,1.6045717295548728e-06,1723045845.807351,1.4755761731877416e-06,64,0.001908553537614672
406,2.6903654755241943e-06,163.81099677085876,164.27346682548523,1.4753849417315049e-06,1723045860.2712038,1.2149805337926894e-06,65,0.0012847038677838755
446,8.562637342077241e-07,179.45720982551575,179.9197416305542,5.169955042941659e-07,1723045875.9174786,3.3926822991355815e-07,66,0.0008907436690750548
491,3.0285090308840576e-07,197.04899334907532,197.51155519485474,1.9466581069216828e-07,1723045893.5092921,1.0818509239623751e-07,67,0.0005572158532991909
540,1.8240848789168002e-07,216.22024965286255,216.68268847465515,1.126529959391979e-07,1723045912.6804254,6.975549195248213e-08,68,0.00044931881249595873
594,6.608706217178416e-08,237.38408088684082,237.84681296348572,4.135864899453123e-08,1723045933.84455,2.4728413177252928e-08,69,0.0003570199836371165
653,4.671811736945418e-08,260.49888134002686,260.9613718986511,2.900435615451343e-08,1723045956.9591088,1.771376121494075e-08,70,0.00028429389616199175
718,4.1474688296204185e-08,285.95810198783875,286.42082834243774,2.150868575261745e-08,1723045982.4185653,1.9966002543586735e-08,71,0.0002181318311201169
790,1.3494874257932513e-08,314.1564221382141,314.6191728115082,9.1151890151573e-09,1723046010.6169097,4.379685242775213e-09,72,0.00016707150903354874
869,1.048407458102256e-08,345.04230260849,345.5048460960388,7.385035756675362e-09,1723046041.502583,3.099038824347198e-09,73,0.00015276606660504562
956,9.015409267242448e-09,379.06851983070374,379.5313181877136,6.545736377364126e-09,1723046075.529055,2.4696728898783226e-09,74,0.00011890940025818728
1052,8.612788497853133e-09,416.5921392440796,417.0548770427704,6.119785209099044e-09,1723046113.052614,2.493003288754089e-09,75,0.00011095930541733879
1157,6.3859902576779925e-09,457.6576328277588,458.1204402446747,4.5286555044753265e-09,1723046154.1181772,1.8573347532026664e-09,76,9.403593400977191e-05
1272,4.579908315188867e-09,502.58601784706116,503.04874181747437,3.4040765037357894e-09,1723046199.0464787,1.175831811453077e-09,77,8.422099850554388e-05
1400,1.7306905847886598e-08,552.5910873413086,553.0537915229797,1.0325158926835414e-08,1723046249.0515285,6.981746921051184e-09,78,7.857903225590886e-05
1539,4.181113262891651e-09,606.8490421772003,607.3117985725403,2.978356413735314e-09,1723046303.3095355,1.2027568491563375e-09,79,6.523528272355408e-05
1693,2.1953062797093646e-09,666.9781987667084,667.4410147666931,1.7128006192561388e-09,1723046363.4387517,4.825056604532257e-10,80,5.8871588016880914e-05
1863,2.4725673359948465e-09,733.3578305244446,733.820689201355,1.8708144492620724e-09,1723046429.8184261,6.017528867327739e-10,81,5.0599257153507745e-05
2049,2.1074702350836857e-09,805.97403383255,806.4369418621063,1.522930405599522e-09,1723046502.4346788,5.84539829484164e-10,82,4.538741595539129e-05
2254,2.258206318837827e-09,886.031861782074,886.4945895671844,1.8287020058235289e-09,1723046582.4923265,4.2950431301429814e-10,83,4.4238413689428436e-05
2479,1.4782738956814647e-09,973.8743362426758,974.3372623920441,1.1277301645969318e-09,1723046670.3349993,3.505437310845327e-10,84,4.092036568304654e-05
2727,2.1716008399039137e-09,1070.6582517623901,1071.121087551117,1.5696664740220526e-09,1723046767.1188245,6.019343658818612e-10,85,3.958903979224369e-05
3000,1.3150398660576871e-08,1177.171174287796,1177.6339683532715,1.1652293036393394e-08,1723046873.6317053,1.4981056241834778e-09,86,3.9439103142674367e-05
3299,9.788053402185485e-10,1293.8533935546875,1294.3161613941193,7.621467968915165e-10,1723046990.3138983,2.16658543327032e-10,87,3.591714529239256e-05
3629,1.555341319654956e-09,1422.662292957306,1423.1251072883606,1.1207171375858565e-09,1723047119.1228442,4.3462418206909956e-10,88,3.728820418268338e-05
3992,8.195825184694212e-10,1564.3008334636688,1564.763592004776,6.572387588182975e-10,1723047260.761329,1.6234375965112373e-10,89,3.524807854204272e-05
4391,7.616323835966004e-10,1720.0229947566986,1720.4857802391052,5.959283356971372e-10,1723047416.4835172,1.6570404789946314e-10,90,3.2351576053188924e-05
4831,1.272732425405279e-09,1891.7520151138306,1892.2147204875946,9.209042794815155e-10,1723047588.2124574,3.5182814592376354e-10,91,2.8188778563753962e-05
5314,1.6221563527604785e-09,2080.281037569046,2080.744005203247,1.1759853622757368e-09,1723047776.7417421,4.461709904847418e-10,92,2.7320597412401886e-05
5845,8.526382175761796e-10,2287.601525783539,2288.0642540454865,6.550668563546961e-10,1723047984.061991,1.9757136122148358e-10,93,2.6386020446001023e-05
6429,9.814590344485075e-10,2515.5571196079254,2516.019989967346,7.785678361721721e-10,1723048212.017727,2.0289119827633544e-10,94,2.4523874783679426e-05
7072,5.643705790613993e-10,2766.5971550941467,2767.059883594513,4.3349247183208306e-10,1723048463.0576205,1.308781072293162e-10,95,2.7056427991405906e-05
7669,5.438325123335946e-10,3000.0844881534576,3000.5482907295227,4.234900198690658e-10,1723048696.5460277,1.203424924645288e-10,96,2.3184308277234446e-05
