_runtime,loss_interior,step,time,_step,loss,_timestamp,loss_boundary,l2_error
5.75603175163269,0.015870724101942468,46,3.9837961196899414,42,0.3467505679926384,1723045655.3004727,0.33087984389069597,0.6376263863739297
5.956482410430908,0.014625899570027027,50,4.184420108795166,43,0.324792993580617,1723045655.5009234,0.31016709401058995,0.7000562833228515
6.204119443893433,0.013167206495654296,55,4.432044744491577,44,0.30439466053116093,1723045655.7485604,0.29122745403550665,0.7580897792767127
6.496959686279297,0.013019857115453594,61,4.724764823913574,45,0.3008946103326465,1723045656.0414007,0.28787475321719286,0.7120375930941296
6.789018154144287,0.014427531871626407,67,5.017301321029663,46,0.30398689574334203,1723045656.3334591,0.2895593638717156,0.6584573263533228
7.079838514328003,0.015192980426346446,73,5.307807683944702,47,0.3052361036211657,1723045656.6242795,0.2900431231948193,0.6709169833764271
7.463063478469849,0.01583654996123718,81,5.690779209136963,48,0.25877727907953985,1723045657.0075045,0.2429407291183027,0.6805475929784983
7.846706390380859,0.016543425775784357,89,6.074630260467529,49,0.2432413251183317,1723045657.3911474,0.22669789934254736,0.629911102184178
8.277638912200928,0.013280334595346898,98,6.505811452865601,50,0.2158804026501993,1723045657.82208,0.20260006805485242,0.6195105843546647
8.706655263900757,0.012605507244549782,107,6.934712648391724,51,0.20930809734884465,1723045658.2510962,0.19670259010429486,0.5847487953003748
9.229185581207275,0.013577334409017962,118,7.457374811172485,52,0.1786809628458916,1723045658.7736266,0.16510362843687365,0.5613079485857406
9.79814076423645,0.011774661530833298,130,8.026299238204956,53,0.17028782276385113,1723045659.3425817,0.15851316123301784,0.5475768145341274
10.413739204406738,0.01144822486708451,143,8.641642808914185,54,0.15275777599606938,1723045659.9581802,0.14130955112898486,0.5374312469822752
11.076462507247925,0.010486416279213486,157,9.30394458770752,55,0.13724185234682335,1723045660.6209035,0.12675543606760986,0.5240272976664833
11.786751985549927,0.009811170338566811,172,10.014197826385498,56,0.14586983890370428,1723045661.331193,0.13605866856513746,0.5029910943358004
12.634889364242554,0.012960728150716626,190,10.862183809280396,57,0.1307371051162517,1723045662.1793303,0.11777637696553507,0.4616157217881761
13.488945722579956,0.01154059863402747,208,11.71581506729126,58,0.12127930021620241,1723045663.0333867,0.10973870158217494,0.4590794163010424
14.478429079055786,0.011595370240622604,229,12.705399513244629,59,0.11733107523296671,1723045664.02287,0.10573570499234411,0.4305452214437218
15.56886887550354,0.01111128108241292,252,13.796323537826538,60,0.09592042895124586,1723045665.1133099,0.08480914786883294,0.38153267817502956
16.741755962371826,0.013456718852970936,277,14.968968391418457,61,0.07436592628681687,1723045666.286197,0.06090920743384593,0.34369378755680646
18.052011966705322,0.014099670219087698,305,16.279308795928955,62,0.05906514427054464,1723045667.596453,0.04496547405145695,0.2942890753382518
19.459696769714355,0.014530874267099671,335,17.686734914779663,63,0.050320206032811246,1723045669.0041378,0.03578933176571158,0.24049309843175803
21.048893213272095,0.014124877041438092,369,19.276548862457275,64,0.04326918967368394,1723045670.5933342,0.029144312632245848,0.226011689812244
22.77326226234436,0.012403100886475948,406,21.000870943069458,65,0.03868716565920189,1723045672.3177032,0.02628406477272594,0.2206040097808029
24.643025159835815,0.011109871625008705,446,22.870537042617798,66,0.033239674218391926,1723045674.1874661,0.022129802593383225,0.18744972661036516
26.736881256103516,0.00960435975270593,491,24.964072942733765,67,0.030283176604299314,1723045676.2813222,0.020678816851593382,0.17112135925618005
29.02033019065857,0.008656446584090056,540,27.24779176712036,68,0.026751085525940625,1723045678.5647712,0.01809463894185057,0.1952537961065052
31.539559364318848,0.008159849635726149,594,29.76716375350952,69,0.026243788049268555,1723045681.0840003,0.018083938413542406,0.17808512621565467
34.287737131118774,0.007570588174944876,653,32.5153648853302,70,0.02273394311324524,1723045683.832178,0.015163354938300365,0.16605708165692354
37.30660080909729,0.006482429285061741,718,35.534096479415894,71,0.022767007415489274,1723045686.8510418,0.016284578130427534,0.15380404448805962
40.63741874694824,0.006194771106858737,790,38.86550426483154,72,0.021317008486777794,1723045690.1818597,0.015122237379919056,0.15026920927967355
44.33639097213745,0.0046707352725396875,869,42.563515186309814,73,0.01787086260155864,1723045693.880832,0.013200127329018953,0.13587989198900977
48.404496908187866,0.004636188498564726,956,46.63251042366028,74,0.017173854432640467,1723045697.948938,0.01253766593407574,0.13952245819284778
52.84178566932678,0.003946901140716443,1052,51.06958031654358,75,0.014808319829320984,1723045702.3862267,0.01086141868860454,0.1291412856188193
57.691744565963745,0.0033412105695404255,1157,55.91938281059265,76,0.013035925275156185,1723045707.2361856,0.009694714705615759,0.13204156857628274
63.001933574676514,0.0031257723190694395,1272,61.229538440704346,77,0.011959749221853893,1723045712.5463746,0.008833976902784453,0.12103671763302053
68.90955591201782,0.0028141955903063782,1400,67.13710594177246,78,0.008452656753137328,1723045718.453997,0.00563846116283095,0.10511167038721793
75.32089233398438,0.002359712618429243,1539,73.54803824424744,79,0.007489540112175902,1723045724.8653333,0.005129827493746659,0.07535017507589603
82.41168260574341,0.0022399787360165265,1693,80.63925766944885,80,0.006265931140271787,1723045731.9561236,0.0040259524042552605,0.07188398853414463
90.17419791221619,0.001832668891740409,1863,88.40148067474365,81,0.004367184021243671,1723045739.718639,0.0025345151295032625,0.06139209328461728
98.66647434234619,0.001693139384081262,2049,96.89379215240479,82,0.0036295706122126577,1723045748.2109153,0.0019364312281313957,0.04698990057693489
108.02474737167358,0.0013950351592183499,2254,106.25196075439453,83,0.002684454855591795,1723045757.5691884,0.0012894196963734452,0.04351900512540003
118.32251191139221,0.001104165466623451,2479,116.54937720298767,84,0.002614616129646248,1723045767.866953,0.001510450663022797,0.03742497161584751
129.65094828605652,0.0008790582262872884,2727,127.87789249420166,85,0.002490072384706506,1723045779.1953893,0.0016110141584192177,0.03936888033361791
142.12032294273376,0.0007958370562681093,3000,140.34687876701355,86,0.0017563718970332758,1723045791.664764,0.0009605348407651667,0.031357807050206445
155.7908661365509,0.0006489978388597052,3299,154.01814246177673,87,0.0019014730845416197,1723045805.3353071,0.0012524752456819146,0.02831001769983119
170.88089847564697,0.0005524658272516333,3629,169.1072919368744,88,0.001480243228018574,1723045820.4253395,0.0009277774007669408,0.037013457427494456
187.47337126731873,0.0004701844328313064,3992,185.70004558563232,89,0.0011246836764989062,1723045837.0178123,0.0006544992436675998,0.02679586768967097
205.70880222320557,0.00033906955419190407,4391,203.93524551391602,90,0.0008285928152500956,1723045855.2532432,0.0004895232610581915,0.02252046656255135
225.80519580841064,0.00032568177108651173,4831,224.03177857398987,91,0.001062437818357564,1723045875.3496368,0.0007367560472710524,0.023941873829883133
247.875670671463,0.00026673320398038527,5314,246.10194659233093,92,0.000928879231474543,1723045897.4201117,0.0006621460274941577,0.02844336908672401
272.1590735912323,0.00022784510257600177,5845,270.38566637039185,93,0.000792180811830117,1723045921.7035146,0.0005643357092541152,0.01906425732399802
298.88769125938416,0.0002151682574754539,6429,297.1150085926056,94,0.0006644868226776548,1723045948.4321322,0.0004493185652022009,0.029650993920999083
328.3103721141815,0.00022033671453086063,7072,326.5366995334625,95,0.0009159101505094978,1723045977.854813,0.0006955734359786372,0.02390330877102288
360.6289026737213,0.00018593986157983776,7779,358.8551595211029,96,0.00048268441685489743,1723046010.1733437,0.0002967445552750597,0.016803754254889232
396.2105803489685,0.00015881669882057204,8557,394.43676352500916,97,0.0004077991421403517,1723046045.7550213,0.00024898244331977967,0.015342610446774787
435.36654591560364,0.00015306067239111883,9413,433.5930314064026,98,0.0005094682684740717,1723046084.910987,0.0003564075960829528,0.016311962984043863
478.40223002433777,0.0001402056584442589,10354,476.62825632095337,99,0.00033261834791518475,1723046127.946671,0.00019241268947092584,0.013751130051933118
525.6928491592407,0.00012317230501168958,11389,523.9189689159393,100,0.0003013897279444391,1723046175.2372901,0.0001782174229327495,0.01349728388674797
577.7433140277863,0.00011751510272974866,12528,575.9693529605865,101,0.00028807261948131943,1723046227.287755,0.00017055751675157076,0.012785989840807897
634.9967272281647,0.00010296078549231697,13781,633.2228157520294,102,0.0003303388272937489,1723046284.5411682,0.00022737804180143192,0.014000758246648608
697.9808964729309,0.00010546799642862098,15159,696.2069871425629,103,0.00025647784829992864,1723046347.5253375,0.00015100985187130767,0.011280732923656391
767.2759733200073,8.736788270396197e-05,16675,765.5020020008087,104,0.0002247287476859084,1723046416.8204143,0.00013736086498194645,0.011674414925345836
843.5083682537079,6.863630250321224e-05,18342,841.7344262599945,105,0.00015723840496700432,1723046493.0528092,8.860210246379208e-05,0.010682716906945838
927.3488433361053,6.542044189539669e-05,20177,925.5749018192291,106,0.00024734142628996073,1723046576.8932843,0.00018192098439456404,0.014296052582547975
1019.5657951831818,6.238974073562387e-05,22194,1017.7919228076935,107,0.0001635637721926801,1723046669.1102362,0.00010117403145705626,0.013455253194126925
1121.1012046337128,5.257044355933323e-05,24414,1119.327022075653,108,0.000147724815153437,1723046770.6456456,9.515437159410376e-05,0.008747842360665151
1232.7359325885773,4.517548322765049e-05,26855,1230.9620139598846,109,0.00012690989815729913,1723046882.2803736,8.173441492964864e-05,0.012946916352172653
1355.4827835559845,4.268766103300464e-05,29540,1353.7089247703552,110,0.00010114825830766846,1723047005.0272245,5.8460597274663815e-05,0.010736141252396213
1490.4583294391632,4.073185518385293e-05,32494,1488.684399843216,111,0.00010181607175101785,1723047140.0027704,6.108421656716492e-05,0.007487032590433931
1638.9180495738983,3.6960834211894175e-05,35744,1637.1440243721008,112,9.177577982490395e-05,1723047288.4624906,5.4814945613009764e-05,0.00743241352537905
1802.18270778656,3.121373681527114e-05,39318,1800.4088366031647,113,8.049534763883239e-05,1723047451.7271488,4.928161082356125e-05,0.007023405668407922
1981.7584438323975,3.580966505471075e-05,43250,1979.9847416877747,114,0.0001474881468185022,1723047631.3028848,0.00011167848176379144,0.008815590212191264
2179.3934218883514,2.7522833339492493e-05,47575,2177.61954331398,115,7.736901791078334e-05,1723047828.9378629,4.984618457129085e-05,0.008920753528266292
2396.9256422519684,2.803543010948224e-05,52332,2395.1515412330627,116,7.864408864556134e-05,1723048046.4700832,5.06086585360791e-05,0.007004092251333304
2636.1675324440002,2.3267708888926468e-05,57566,2634.39356136322,117,6.274714585826065e-05,1723048285.7119734,3.9479436969334176e-05,0.00906376848311315
2899.6689715385437,2.286251365680601e-05,63322,2897.8951218128204,118,6.060004473431473e-05,1723048549.2134125,3.773753107750872e-05,0.006495643180396247
3001.782918691635,2.216576113530272e-05,65549,3000.0078451633453,119,8.103227781168558e-05,1723048651.3273597,5.8866516676382866e-05,0.008380095689611396
