l2_error,step,time,loss_interior,_step,_timestamp,loss_boundary,loss,_runtime
0.43378699756851824,46,20.575048446655273,0.015931972194275133,42,1723045713.8057363,0.09244373846316903,0.10837571065744417,21.24059534072876
0.38135595222023544,50,22.18740725517273,0.024223646307292634,43,1723045715.4186223,0.08134980961936297,0.10557345592665561,22.85348129272461
0.3923732618583948,55,24.191572666168213,0.018425409568521373,44,1723045717.4224994,0.06860139908285419,0.08702680865137556,24.85735845565796
0.369791609558276,61,26.596617698669434,0.018192406507015476,45,1723045719.8277316,0.06576361606812477,0.08395602257514025,27.262590646743774
0.3584378985035334,67,28.999425888061523,0.017213009098126352,46,1723045722.23039,0.06476507177558748,0.08197808087371383,29.66524910926819
0.354951142394049,73,31.43235993385315,0.016085878384141907,47,1723045724.6634443,0.0679878061897227,0.0840736845738646,32.09830331802368
0.30522535253571353,81,34.631601333618164,0.017050093994616104,48,1723045727.862848,0.06062786851716668,0.07767796251178279,35.297707080841064
0.3009739132032379,89,37.82302474975586,0.014446730513449404,49,1723045731.0539613,0.05512452938314992,0.06957125989659932,38.48882031440735
0.300484938805803,98,41.42640686035156,0.014526204868607256,50,1723045734.657705,0.047479208634691156,0.06200541350329841,42.09256410598755
0.27633409428109734,107,44.99652409553528,0.01401553464182444,51,1723045738.2273536,0.05221553577169661,0.06623107041352105,45.66221261024475
0.2903523654779899,118,49.38018774986267,0.012652203816096658,52,1723045742.6113758,0.04121632567989958,0.053868529495996235,50.04623484611511
0.2704178331080029,130,54.16242718696594,0.012399225435802618,53,1723045747.3933096,0.04028179692807638,0.052681022363879,54.828168630599976
0.2647823318638854,143,59.3573944568634,0.012174390105199972,54,1723045752.5885653,0.03576019389268917,0.04793458399788914,60.02342438697815
0.25607447347707996,157,64.99576878547668,0.011011741954699021,55,1723045758.2269394,0.033136363485370524,0.04414810544006954,65.66179847717285
0.24135542505154223,172,70.9928822517395,0.010881417956326089,56,1723045764.223776,0.031982437565987766,0.04286385552231385,71.65863513946533
0.21006254795772902,190,78.27101397514343,0.00998429324494531,57,1723045771.502169,0.0334475480005018,0.04343184124544711,78.93702793121338
0.21016842174501985,208,85.56898164749146,0.009661734263218912,58,1723045778.8002393,0.029338574427400094,0.039000308690619004,86.235098361969
0.20619632823429107,229,94.03355431556702,0.009903519340383042,59,1723045787.2645617,0.027126908982111512,0.037030428322494556,94.6994206905365
0.19357434406616683,252,103.38664317131042,0.007935344657666705,60,1723045796.6178427,0.025257109957141175,0.03319245461480788,104.05270171165466
0.1896080841995506,277,113.6223828792572,0.00801453963425946,61,1723045806.8534038,0.02291085919360435,0.030925398827863812,114.2882628440857
0.1845458834507513,305,125.28926396369934,0.007237619824239007,62,1723045818.5204773,0.021131142113709075,0.028368761937948083,125.95533633232117
0.18091172621703805,335,137.72680068016052,0.006703476055963544,63,1723045830.9577587,0.019248768907701243,0.025952244963664786,138.39261770248413
0.17512996641474607,369,151.75658869743347,0.006853452793555443,64,1723045844.987492,0.019295879899354412,0.026149332692909855,152.42235112190247
0.16364634283885274,406,167.0323030948639,0.006235655429090042,65,1723045860.263245,0.017672139445767537,0.02390779487485758,167.6981041431427
0.15835861968173723,446,183.37517142295837,0.005968805857110123,66,1723045876.6061058,0.01611168107297853,0.022080486930088652,184.04096484184265
0.14729167297224177,491,201.49996495246887,0.005523124629742949,67,1723045894.7311325,0.015609122954874717,0.021132247584617667,202.1659915447235
0.15087244845942208,540,221.21466207504272,0.00513990959013262,68,1723045914.4456372,0.013351048725057307,0.018490958315189925,221.88049626350403
0.1306502245158306,594,243.06992411613464,0.004794087555844008,69,1723045936.300871,0.013077138076227042,0.01787122563207105,243.73572993278503
0.128289489704697,653,266.79544591903687,0.004706937928867411,70,1723045960.026573,0.010976642821714538,0.01568358075058195,267.46143198013306
0.1183583735054348,718,292.9587001800537,0.003991707753343207,71,1723045986.1896334,0.011543831202030175,0.015535538955373383,293.6244924068451
0.11604990432140443,790,322.060729265213,0.0037063841936364654,72,1723046015.2919466,0.009299104363352559,0.013005488556989023,322.7268056869507
0.10558825755585176,869,353.79242038726807,0.0032276864957285884,73,1723046047.0236142,0.008049535146400047,0.011277221642128635,354.4584732055664
0.105224222419909,956,388.63856172561646,0.0031848011888017946,74,1723046081.8697596,0.007075407386371541,0.010260208575173336,389.30461859703064
0.09431044427817538,1052,427.26566982269287,0.0028944143270985536,75,1723046120.4966574,0.00570917813336057,0.008603592460459122,427.9315164089203
0.08714283655507,1157,469.3881781101227,0.002648510564565069,76,1723046162.6193244,0.005695626064158053,0.00834413662872312,470.0541834831238
0.07853943360016268,1272,515.6319398880005,0.0024956238846729354,77,1723046208.8631945,0.004904380533193077,0.007400004417866013,516.2980535030365
0.07181847507110736,1400,567.0679047107697,0.0024609323638378968,78,1723046260.2990627,0.003975181096134607,0.006436113459972503,567.7339217662811
0.06547863869291376,1539,622.9847326278687,0.0021329944272107915,79,1723046316.215865,0.0037766387621970196,0.0059096331894078116,623.6507239341736
0.06280907211859882,1693,684.9631078243256,0.002075504451609345,80,1723046378.194158,0.0029928367863838474,0.0050683412379931925,685.6290171146393
0.05596310393517403,1863,753.4669172763824,0.001820907489416057,81,1723046446.6980586,0.002598986601023312,0.004419894090439369,754.1329176425934
0.050860166227807556,2049,828.4274551868439,0.0016129654733226927,82,1723046521.6586683,0.0024004837193671346,0.004013449192689827,829.0935273170471
0.049124087861636835,2254,910.7090170383453,0.0014171559645801608,83,1723046603.9402895,0.0018436578492247882,0.003260813813804949,911.3751485347748
0.04478736578163037,2479,1001.3845589160919,0.0011538574783598614,84,1723046694.6158543,0.0017552542286634965,0.002909111707023358,1002.050713300705
0.04110033060816105,2727,1100.963939189911,0.0009702055548627586,85,1723046794.195086,0.0016410073633668896,0.0026112129182296485,1101.6299450397491
0.038354415348015945,3000,1210.4553022384644,0.0007945997865285017,86,1723046903.6864812,0.0012599591886332453,0.002054558975161747,1211.1213402748108
0.03595210858793488,3299,1331.494099855423,0.000692240136321836,87,1723047024.7254086,0.001099787136936436,0.001792027273258272,1332.1602675914764
0.033937357606223316,3629,1464.2833857536316,0.0006308955763310972,88,1723047157.5145192,0.0011097654362940712,0.0017406610126251684,1464.9493782520294
0.0322249859803797,3992,1610.133404970169,0.0006037915091980946,89,1723047303.3645797,0.0008125219183523635,0.0014163134275504581,1610.799438714981
0.030427905391705378,4391,1770.3464670181274,0.0004522167063361997,90,1723047463.5774336,0.0006768145529033154,0.0011290312592395152,1771.01229262352
0.02847706375835546,4831,1947.0457673072815,0.00038836989859907764,91,1723047640.2769787,0.000791257646089847,0.0011796275446889245,1947.7118377685547
0.02730398160824811,5314,2141.7199659347534,0.0003552805119817148,92,1723047834.9512002,0.0006385235201557042,0.000993804032137419,2142.38605928421
0.025953232427710807,5845,2356.403537750244,0.0003299291365668164,93,1723048049.63468,0.0006022373220789639,0.0009321664586457803,2357.0695390701294
0.025613398161578933,6429,2593.441103219986,0.0002815296458835607,94,1723048286.6724315,0.0006608047622062095,0.0009423344080897702,2594.107290506363
0.024797892076550965,7072,2853.212821483612,0.00026272379089995574,95,1723048546.4439797,0.0005931283417335422,0.000855852132633498,2853.878838777542
0.024077091113192353,7435,3000.192539691925,0.00023060180461402676,96,1723048693.423724,0.0005549975940253499,0.0007855993986393766,3000.85858297348
