_timestamp,loss_boundary,l2_error,step,time,_runtime,loss_interior,loss,_step
1723045677.0793889,0.004005136342942704,0.07426883251973426,1400,24.186352252960205,25.348482847213745,0.001961837416919142,0.005966973759861846,78
1723045679.277895,0.002869817887506896,0.06643388657252125,1539,26.38464093208313,27.54698896408081,0.0017345326240912737,0.004604350511598169,79
1723045681.7107286,0.002911890164822366,0.05217390030007828,1693,28.81781005859375,29.979822635650635,0.0014400375209374248,0.004351927685759791,80
1723045684.366264,0.0029477900670237646,0.05303420403081745,1863,31.473235845565796,32.63535809516907,0.0012119692061109033,0.004159759273134668,81
1723045687.312686,0.0014135472990085415,0.04634823606218446,2049,34.41980314254761,35.58177995681763,0.0010670771543045089,0.00248062445331305,82
1723045690.6236067,0.0012091123470067513,0.03815746207705785,2254,37.73098134994507,38.89270067214966,0.0010025101596925748,0.002211622506699326,83
1723045694.2779415,0.0015798507159059789,0.04854346657837018,2479,41.38409733772278,42.547035455703735,0.0008686983900871726,0.0024485491059931513,84
1723045698.233167,0.0013284659971871196,0.035534076195710786,2727,45.340059995651245,46.50226092338562,0.0007248320578166607,0.0020532980550037805,85
1723045702.50731,0.0009555602995640371,0.034526527068964856,3000,49.614248514175415,50.77640390396118,0.000663387099995976,0.001618947399560013,86
1723045707.178875,0.0011349264767135648,0.029825615775853558,3299,54.28562951087952,55.44796895980835,0.0006170796990818483,0.001752006175795413,87
1723045712.3295698,0.0007997247674879057,0.03261014960636953,3629,59.436121225357056,60.59866380691528,0.0005133634592907587,0.0013130882267786644,88
1723045718.012377,0.0007592686475516974,0.0335670391246547,3992,65.1192557811737,66.28147101402283,0.00045152230354376157,0.001210790951095459,89
1723045724.2349184,0.0007050863262691039,0.025873702651001588,4391,71.3417694568634,72.5040123462677,0.0003921326654628096,0.0010972189917319135,90
1723045731.138177,0.0011211834616083078,0.026441042038501186,4831,78.24492573738098,79.40727090835571,0.000377756827970438,0.0014989402895787458,91
1723045738.6775684,0.0007001334966243173,0.028232698007730837,5314,85.78435635566711,86.94666242599487,0.0002834924797356209,0.0009836259763599383,92
1723045746.9511688,0.0005586959940465064,0.021386013568757405,5845,94.05786776542664,95.2202627658844,0.00024214387238377405,0.0008008398664302804,93
1723045756.0603566,0.00046884814533382165,0.02080423512520036,6429,103.16717267036438,104.3294506072998,0.00019814465460667256,0.0006669927999404942,94
1723045766.138918,0.00040672605910783527,0.018694718178665762,7072,113.24563932418823,114.40801191329956,0.00017295486032580066,0.000579680919433636,95
1723045777.207051,0.0003990786951965354,0.024486448065772045,7779,124.31376719474792,125.476145029068,0.00015537674682660708,0.0005544554420231425,96
1723045789.3587096,0.00028818056515437883,0.01850100697287313,8557,136.46548223495483,137.62780356407166,0.00013495603930062052,0.00042313660445499935,97
1723045802.7170827,0.0003230884358967121,0.015823260088129544,9413,149.82380867004395,150.98617672920227,0.00012320072855171024,0.0004462891644484223,98
1723045817.442156,0.0002309576497515019,0.016341156436769186,10354,164.54864764213562,165.7112500667572,0.0001125678942410359,0.00034352554399253777,99
1723045833.661903,0.00024752529222870024,0.013810180934039665,11389,180.76854825019836,181.93099689483643,9.80036798610893e-05,0.0003455289720897895,100
1723045851.4675817,0.00019095234516284875,0.01409910492609662,12528,198.5742540359497,199.73667573928833,9.079128049286909e-05,0.00028174362565571787,101
1723045871.0271013,0.00036159680587711986,0.021820936813971223,13781,218.1339647769928,219.29619526863098,9.645790830296851e-05,0.0004580547141800884,102
1723045892.497452,0.00016265352529300003,0.012100025283398165,15159,239.60406303405762,240.76654601097107,7.788696418595993e-05,0.00024054048947895997,103
1723045916.2326362,0.0001357128925574199,0.011428514805777681,16675,263.3394513130188,264.50173020362854,8.122187556023181e-05,0.00021693476811765168,104
1723045942.39384,0.00012193464180557025,0.010900027314386801,18342,289.50059175491333,290.6629340648651,6.39807895179429e-05,0.00018591543132351316,105
1723045971.1803799,0.00017907551979517904,0.011518723289976716,20177,318.28697180747986,319.44947385787964,6.810413954343246e-05,0.0002471796593386115,106
1723046002.7746315,7.555073869605881e-05,0.010487834337503344,22194,349.88130259513855,351.04372549057007,5.510433338218222e-05,0.00013065507207824103,107
1723046037.593107,6.769916238909274e-05,0.011174537114464441,24414,384.69957995414734,385.8622009754181,4.8916058204063284e-05,0.00011661522059315603,108
1723046075.8234115,7.044208808345043e-05,0.008654624558181194,26855,422.9299142360687,424.0925054550171,4.18861727549162e-05,0.00011232826083836664,109
1723046117.957825,0.0001330246820588326,0.012670328403537032,29540,465.0645487308502,466.22691893577576,4.0975170687563645e-05,0.00017399985274639624,110
1723046164.19724,5.5860851214075555e-05,0.008510926742584085,32494,511.3038260936737,512.466334104538,3.388910681973227e-05,8.974995803380783e-05,111
1723046215.0296404,5.636384446672571e-05,0.011453571203803557,35744,562.1359601020813,563.2987344264984,3.148043541836829e-05,8.7844279885094e-05,112
1723046270.9919002,5.169443621325082e-05,0.007928134642468774,39318,618.0984287261963,619.2609941959381,2.9083588767659846e-05,8.077802498091067e-05,113
1723046332.535812,5.649534305191195e-05,0.007036756402178878,43250,679.6422791481018,680.8049058914185,2.9400244427418887e-05,8.589558747933084e-05,114
1723046400.240748,4.7530778642382424e-05,0.01258599209468504,47575,747.3470928668976,748.5098419189453,2.4379993459028216e-05,7.191077210141065e-05,115
1723046474.884127,3.379958298950171e-05,0.006078072342324904,52332,821.9906160831451,823.1532208919525,2.1573851310074448e-05,5.537343429957616e-05,116
1723046556.7149205,4.7228408979530705e-05,0.012550834497492596,57566,903.8213353157043,904.9840145111084,2.1160086272351812e-05,6.838849525188251e-05,117
1723046647.116656,3.2803346088360015e-05,0.006202186885145714,63322,994.2232556343079,995.3857500553131,1.85775620916291e-05,5.138090817998911e-05,118
1723046746.4508798,0.0001290624745334994,0.007967379751377046,69654,1093.5574896335602,1094.7199738025665,2.4746550556108712e-05,0.0001538090250896081,119
1723046855.7527428,3.416390481620543e-05,0.006774927312893614,76620,1202.8591647148132,1204.02183675766,1.7761122500555975e-05,5.1925027316761403e-05,120
1723046975.7281833,3.0804523178206316e-05,0.00541915594126629,84281,1322.8345928192139,1323.9972772598267,1.7254401159006958e-05,4.8058924337213277e-05,121
1723047107.6969159,2.6894790368389792e-05,0.005549830776163699,92710,1454.8036403656006,1455.9660098552704,1.5673575188034135e-05,4.256836555642393e-05,122
1723047252.783788,2.311527038803101e-05,0.0064758178131596395,101980,1599.8901500701904,1601.0528819561005,1.648246790258333e-05,3.959773829061434e-05,123
1723047411.979428,2.763719430761946e-05,0.004962662724572826,112178,1759.085809469223,1760.2485220432281,1.423458804459967e-05,4.1871782352219134e-05,124
1723047587.6241202,2.5855781940374716e-05,0.004699216378457876,123396,1934.7305836677551,1935.893214225769,1.311481880755933e-05,3.8970600747934046e-05,125
1723047780.6867447,2.028510962049595e-05,0.005022930478911393,135736,2127.793294429779,2128.9558386802673,1.2592029451133478e-05,3.287713907162943e-05,126
1723047992.447926,2.5079651854369925e-05,0.004512516698456767,149309,2339.554412126541,2340.71702003479,1.3323122085721704e-05,3.840277394009163e-05,127
1723048225.4325688,1.9559542191953522e-05,0.005506632145703159,164240,2572.538941860199,2573.7016627788544,1.1452948213762359e-05,3.101249040571588e-05,128
1723048481.9954479,1.6150374723140666e-05,0.004699459742987532,180664,2829.1019880771637,2830.264541864395,1.138589033012343e-05,2.7536265053264095e-05,129
1723048652.898447,2.0060133368028506e-05,0.004080737182507551,191610,3000.004136323929,3001.167541027069,1.0718451416656574e-05,3.077858478468508e-05,130
