_timestamp,loss_boundary,loss_interior,loss,time,l2_error,step,_step,_runtime
1723047115.8948255,6.836219232559221e-08,8.769932310161837e-08,1.5606151542721057e-07,1448.2293829917908,0.00025269388954016425,38,38,1448.6404883861542
1723047153.1096735,7.139691231583869e-08,7.960190156087529e-08,1.5099881387671399e-07,1485.4446094036102,0.0002647196494026952,39,39,1485.8553364276886
1723047190.2425017,7.132649274969022e-08,9.220521116644969e-08,1.635317039161399e-07,1522.5775210857391,0.0002817250670755459,40,40,1522.9881646633148
1723047264.8488452,5.0365711437105946e-08,7.94928466369692e-08,1.2985855807407516e-07,1597.1836395263672,0.0002592413807679283,42,41,1597.5945081710815
1723047413.159272,4.378035562400082e-08,7.830674640224961e-08,1.2208710202625042e-07,1745.4941110610962,0.0002140823648057629,46,42,1745.9049348831177
1723047560.9583614,4.024476000954597e-08,6.9909371241501e-08,1.1015413125104697e-07,1893.2931089401245,0.0002006438843502952,50,43,1893.7040243148804
1723047746.4475737,2.670184837404531e-08,5.3448021406169345e-08,8.014986978021466e-08,2078.78227186203,0.00015985493369039065,55,44,2079.1932365894318
1723047968.880635,2.738906156933216e-08,4.5466836361435067e-08,7.285589793076723e-08,2301.215579509735,0.00018932315115335294,61,45,2301.6262979507446
1723048192.2043378,2.2415636406485788e-08,3.907936033525187e-08,6.149499674173767e-08,2524.539001226425,0.0001705119638984824,67,46,2524.9500007629395
1723048415.275621,2.1976433734926132e-08,3.95514641754414e-08,6.152789791036752e-08,2747.6103944778442,0.0001520431815852542,73,47,2748.021283864975
1723048674.7627392,1.7822872526190763e-08,3.4229789465437734e-08,5.2052661991628497e-08,3007.0964920520782,0.00015346327106419478,80,48,3007.508402109146
