step,time,_timestamp,loss,_runtime,loss_boundary,loss_interior,l2_error,_step
229,103.83025193214417,1715668227.1940246,2.764449028538312e-05,107.71794962882996,7.505869319396756e-06,2.0138620965986363e-05,0.003200151057097618,59
252,114.02554655075073,1715668237.389194,2.649917883970089e-05,117.9131190776825,7.168954514696355e-06,1.9330224325004535e-05,0.0031063337235151542,60
277,125.32634472846985,1715668248.6904087,2.1324760145306273e-05,129.2143337726593,6.46092997813609e-06,1.4863830167170184e-05,0.002940883504343383,61
305,138.08918023109436,1715668261.4532068,1.8176611617729505e-05,141.9771318435669,5.2572276106290145e-06,1.291938400710049e-05,0.002676125790847327,62
335,151.87403631210327,1715668275.2379973,1.6587346865198892e-05,155.76192235946655,4.75405128862645e-06,1.1833295576572441e-05,0.002572846259599712,63
369,167.24579739570618,1715668290.6096587,1.4893087402365828e-05,171.1335837841034,4.874122599567416e-06,1.0018964802798412e-05,0.0024320466497347137,64
406,183.98640084266663,1715668307.3501353,1.472241844337331e-05,187.87406039237976,4.5371326276399715e-06,1.0185285815733338e-05,0.002402181031726213,65
446,201.7545063495636,1715668325.1185472,1.287037686266504e-05,205.64247226715088,3.7319022977916255e-06,9.138474564873414e-06,0.0022754746155686997,66
491,222.07153844833374,1715668345.4355743,1.161151244902176e-05,225.95949935913086,3.5846275179191207e-06,8.02688493110264e-06,0.0019205603491553812,67
540,243.76376605033875,1715668367.1278071,2.3194632559644647e-05,247.6517322063446,9.436163085728259e-06,1.3758469473916386e-05,0.0030729632505420838,68
594,267.5374026298523,1715668390.9010081,8.091533119824495e-06,271.42493319511414,2.1008649748671227e-06,5.990668144957372e-06,0.0015866488792642725,69
653,293.4283585548401,1715668416.7923307,7.403611242017145e-06,297.3162558078766,2.2324516831466955e-06,5.17115955887045e-06,0.001621991187289787,70
718,321.53692841529846,1715668444.900683,6.472837508216306e-06,325.42460799217224,1.924266355673152e-06,4.548571152543154e-06,0.001481120607989938,71
790,353.63418078422546,1715668476.9981759,5.5920880110012045e-06,357.52210092544556,1.5088191821868777e-06,4.083268828814327e-06,0.00140764425865421,72
869,386.6006541252136,1715668509.9644957,5.057525846981006e-06,390.4884207248688,1.4115533082139753e-06,3.6459725387670307e-06,0.0013299394155324481,73
956,423.70266580581665,1715668547.0670729,4.426992530195474e-06,427.59099793434143,1.1612135342565586e-06,3.265778995938915e-06,0.0012806923533465158,74
1052,464.041095495224,1715668587.405087,3.932277976912263e-06,467.9290120601654,1.210601178175347e-06,2.7216767987369166e-06,0.0012227388652848352,75
1157,508.05021929740906,1715668631.414455,3.119580710697521e-06,511.93838000297546,7.733650114295966e-07,2.346215699267924e-06,0.0009871121999507847,76
1272,556.2294275760651,1715668679.593331,2.702386048342979e-06,560.1172561645508,4.555364855501101e-07,2.246849562792869e-06,0.0008191193084136174,77
1400,606.518440246582,1715668729.8823583,2.4043585353836228e-06,610.4062833786011,4.527248463982372e-07,1.9516336889853855e-06,0.0007629428262631325,78
1539,659.5338351726532,1715668782.8977442,2.176769278937163e-06,663.4216692447662,3.50986321410741e-07,1.825782957526422e-06,0.0006764802544417545,79
1693,710.9957299232483,1715668834.3596141,1.7047971865310114e-06,714.8835391998291,2.788575688182978e-07,1.4259396177127136e-06,0.0005983904249519499,80
1863,760.5585227012634,1715668883.9224937,1.5646647754245075e-06,764.446418762207,2.2111833956460238e-07,1.3435464358599052e-06,0.0005679305777690835,81
2049,805.9322168827057,1715668929.296287,1.5278274181307636e-06,809.8202121257782,2.3913030552292176e-07,1.2886971126078418e-06,0.0005372112295895085,82
2254,856.4842901229858,1715668979.8481002,1.420376154245112e-06,860.3720252513885,2.2357243699410535e-07,1.1968037172510065e-06,0.0005640895016340123,83
2479,905.8591763973236,1715669029.2231045,1.3734693491645973e-06,909.747029542923,2.1300100811249515e-07,1.1604683410521022e-06,0.0005316420416243125,84
2727,958.8924458026886,1715669082.2561607,1.3496437727857193e-06,962.7800858020782,1.6841106477535168e-07,1.1812327080103676e-06,0.0005034479812496388,85
3000,1013.2347190380096,1715669136.598568,1.2984294033541891e-06,1017.1224930286407,1.632270854806034e-07,1.1352023178735857e-06,0.0004881635301752311,86
3299,1060.639433145523,1715669184.003254,1.1309615277923554e-06,1064.5271790027618,1.96793717486651e-07,9.341678103057044e-07,0.0004877597947467147,87
3629,1069.9609115123749,1715669193.3247333,1.1002972148869948e-06,1073.848658323288,1.655561122220341e-07,9.347411026649606e-07,0.00048519569390865477,88
3992,1079.0392739772797,1715669202.4028964,1.1097017116335011e-06,1082.9268214702606,1.565014627279018e-07,9.532002489055993e-07,0.00048519569390865477,89
4391,1089.302890777588,1715669212.6665692,1.1242621037803925e-06,1093.190494298935,1.5918203949590514e-07,9.650800642844872e-07,0.00048519569390865477,90
4831,1101.0980801582336,1715669224.4628153,1.0239559747169634e-06,1104.9867403507233,1.6330112355699842e-07,8.606548511599649e-07,0.00048519569390865477,91
5314,1114.0301604270935,1715669237.3938458,1.1186748726597716e-06,1117.9177708625793,1.4851978146528159e-07,9.7015509119449e-07,0.00048519569390865477,92
5845,1127.9746658802032,1715669251.3385978,1.1451479716358667e-06,1131.8625228404999,1.7082440868957002e-07,9.743235629462966e-07,0.00048519569390865477,93
6429,1143.1201031208038,1715669266.4837635,1.1227116131914518e-06,1147.0076885223389,1.589219240512045e-07,9.637896891402472e-07,0.00048519569390865477,94
7072,1159.3646643161774,1715669282.7282357,1.1395197186907715e-06,1163.2521607875824,1.664494308900926e-07,9.730702878006788e-07,0.00048519569390865477,95
7779,1177.298453092575,1715669300.662392,1.1721896401358805e-06,1181.1863169670105,1.6920948984504834e-07,1.0029801502908321e-06,0.00048519569390865477,96
8557,1197.1470658779144,1715669320.5106707,1.169983216381483e-06,1201.0345957279205,1.7035141014540463e-07,9.996318062360784e-07,0.00048519569390865477,97
9413,1219.2200813293457,1715669342.5839481,1.1141313810231332e-06,1223.1078732013702,1.8493977185549767e-07,9.291916091676355e-07,0.00048519569390865477,98
10354,1243.3332736492157,1715669366.6971903,1.1090984637535884e-06,1247.2211153507233,1.429701459513288e-07,9.661283178022597e-07,0.00048519569390865477,99
11389,1269.6001424789429,1715669392.9640205,1.1143881602610961e-06,1273.4879455566406,1.4997026061038854e-07,9.644178996507075e-07,0.00048519569390865477,100
12528,1298.559110403061,1715669421.9229498,1.1676007841662871e-06,1302.4468748569489,1.7242589711102213e-07,9.95174887055265e-07,0.00048519569390865477,101
13781,1330.0047085285187,1715669453.3683455,1.0959439618955898e-06,1333.892270565033,1.781518347523307e-07,9.177921271432591e-07,0.00048519569390865477,102
15159,1365.085295200348,1715669488.4490867,1.111127479646672e-06,1368.9730117321014,1.8321060483023907e-07,9.27916874816433e-07,0.00048519569390865477,103
16675,1404.7728464603424,1715669528.1367216,1.1585196527393633e-06,1408.6606466770172,2.0931753177302902e-07,9.492021209663344e-07,0.00048519569390865477,104
18342,1447.0212783813477,1715669570.3849666,1.0596509695992361e-06,1450.9088916778564,1.8129163607049051e-07,8.783593335287455e-07,0.00048519569390865477,105
20177,1493.7463636398315,1715669617.1102223,1.1363663343824867e-06,1497.6341474056244,1.8252565352934441e-07,9.538406808531422e-07,0.00048519569390865477,106
22194,1545.835664510727,1715669669.199471,1.1361479143774497e-06,1549.723396062851,1.725003353134026e-07,9.63647579064047e-07,0.00048519569390865477,107
24414,1601.7494423389435,1715669725.1133752,1.1631088076789238e-06,1605.6373002529144,1.750198979775573e-07,9.880889097013666e-07,0.00048519569390865477,108
26855,1664.4688682556152,1715669787.8327773,1.1461985037704882e-06,1668.3567023277283,1.3767256555264112e-07,1.008525938217847e-06,0.00048519569390865477,109
29540,1732.4153587818146,1715669855.7796652,1.1425677585929385e-06,1736.303590297699,1.6356992453332788e-07,9.789978340596106e-07,0.00048519569390865477,110
32494,1807.535831451416,1715669930.8996978,1.1605722532341815e-06,1811.4236228466034,1.590879629330079e-07,1.0014842903011736e-06,0.00048519569390865477,111
35744,1889.7890388965607,1715670013.152977,1.08908412058215e-06,1893.6769020557404,1.3800362554339936e-07,9.510804950387507e-07,0.00048519569390865477,112
39318,1980.5635931491852,1715670103.9274213,1.1655434314195354e-06,1984.4513463974,1.9623097153522488e-07,9.693124598843106e-07,0.00048519569390865477,113
43250,2077.481912612915,1715670200.845724,1.168931999426448e-06,2081.369649171829,1.7532906054053156e-07,9.936029388859164e-07,0.00048519569390865477,114
47575,2184.2799911499023,1715670307.6439028,1.0982564216122427e-06,2188.1678278446198,1.6316588565635416e-07,9.350905359558886e-07,0.00048519569390865477,115
52332,2304.6426787376404,1715670428.007723,1.1187091213868441e-06,2308.531648159027,1.800123192091012e-07,9.386968021777429e-07,0.00048519569390865477,116
57566,2434.514657974243,1715670557.8784668,1.1454960822683613e-06,2438.402391910553,1.5973764556862945e-07,9.857584366997317e-07,0.00048519569390865477,117
63322,2576.6502974033356,1715670700.0140793,1.1100885455921718e-06,2580.538004398346,1.756225489215188e-07,9.344659966706529e-07,0.00048519569390865477,118
69654,2732.7549822330475,1715670856.1188045,1.1040868710587882e-06,2736.6427295207977,1.6291871344439652e-07,9.411681576143917e-07,0.00048519569390865477,119
76620,2905.3983895778656,1715671028.7623534,1.099687535647495e-06,2909.286278486252,1.6571328285244156e-07,9.339742527950535e-07,0.00048519569390865477,120
80397,3000.00528883934,1715671123.3691158,1.138230705975876e-06,3003.893040895462,1.6517846830981138e-07,9.730522376660647e-07,0.00048519569390865477,121
