loss_boundary,loss,loss_interior,l2_error,_timestamp,_step,time,_runtime,step
2.98752341873191e-07,1.1980941709433173e-06,8.993418290701264e-07,0.0006611451598888488,1715675223.5165753,39,11.585001945495605,15.505778312683105,39
3.0565079143889356e-07,1.1700586640394893e-06,8.644078726005958e-07,0.0005875357075186569,1715675223.7699265,40,11.838610649108887,15.759129524230957,40
2.2105787041525952e-07,1.0465257232239274e-06,8.25467852808668e-07,0.0005345898544198063,1715675224.2681344,41,12.336796522140503,16.25733733177185,42
1.6939535302670766e-07,9.000263409288624e-07,7.306309879021547e-07,0.0005184776034756857,1715675225.2616017,42,13.330247640609741,17.250804662704468,46
1.9193562395703448e-07,7.60500136137252e-07,5.685645121802174e-07,0.000544069408984252,1715675226.2590208,43,14.327281951904297,18.248223781585693,50
1.6191049178015173e-07,6.528135326188631e-07,4.909030408387113e-07,0.00047842677277854976,1715675227.5400581,44,15.608280897140503,19.529261112213135,55
1.564533074447595e-07,5.277985968859335e-07,3.71345289441174e-07,0.0004464986705593179,1715675229.0305815,45,17.09915590286255,21.019784450531006,61
8.297138449030053e-08,3.380886149448992e-07,2.551172304545987e-07,0.00036217579372047287,1715675230.5418005,46,18.610534191131592,22.53100347518921,67
6.942242906182581e-08,2.70412729081369e-07,2.009903000195432e-07,0.00030128622315878063,1715675232.0663426,47,20.134554862976074,24.055545568466187,73
6.378985913220434e-08,2.1736365768440285e-07,1.5357379855219852e-07,0.00025565879385618416,1715675234.0639577,48,22.13244867324829,26.053160667419434,81
4.396120634280828e-08,1.6582276732131379e-07,1.218615609785055e-07,0.0002512884313062636,1715675236.218935,49,24.28727626800537,28.20813798904419,89
4.252447024930301e-08,1.287238394391379e-07,8.61993691898349e-08,0.00020969842330117324,1715675238.4705083,50,26.538787126541138,30.45971131324768,98
2.6598783477793305e-08,8.60562785503815e-08,5.945749507258819e-08,0.00018735393272038074,1715675240.7907946,51,28.859265089035034,32.77999758720398,107
1.8633958064492407e-08,6.323896603481261e-08,4.46050079703202e-08,0.00015334915961325726,1715675243.5720725,52,31.640734672546387,35.561275482177734,118
1.3761675326982197e-08,4.887598442269778e-08,3.511430909571558e-08,0.00012587815433081858,1715675246.57449,53,34.643104553222656,38.563693046569824,130
9.840404945684081e-09,3.4136494840776306e-08,2.4296089895092223e-08,0.00011313420458981765,1715675249.8408976,54,37.909425020217896,41.830100536346436,143
8.342703584733788e-09,3.056389087403849e-08,2.22211872893047e-08,0.00010489071580544105,1715675253.3244202,55,41.39268732070923,45.31362318992615,157
7.81046997396083e-09,3.0542203435773575e-08,2.273173346181274e-08,9.614142976944583e-05,1715675257.0927126,56,45.161354541778564,49.081915616989136,172
5.79282575726944e-09,2.5734699892274084e-08,1.9941874135004644e-08,9.358612881770517e-05,1715675261.5660496,57,49.63470911979675,53.55525255203247,190
6.553568696882734e-09,2.451846993224246e-08,1.7964901235359725e-08,8.883653210983935e-05,1715675266.1342492,58,54.202797651290894,58.12345218658447,208
6.315844170355247e-09,2.2311553164170094e-08,1.5995708993814846e-08,9.343578409061983e-05,1715675271.4536471,59,59.52218198776245,63.44285011291504,229
5.8481545179961274e-09,2.3259677248986643e-08,1.7411522730990516e-08,8.353158071732003e-05,1715675277.3905582,60,65.45941686630249,69.37976121902466,252
8.569273403811306e-09,2.2491579560579923e-08,1.3922306156768617e-08,8.509639998811774e-05,1715675283.7911916,61,71.86005115509033,75.78039455413818,277
5.4855708525266165e-09,1.992571245001986e-08,1.4440141597493242e-08,8.045550106448484e-05,1715675290.9814742,62,79.0500602722168,82.97067713737488,305
4.012847869663881e-09,1.7208891591804418e-08,1.3196043722140535e-08,7.823200547982026e-05,1715675298.6915793,63,86.76044249534607,90.68078231811523,335
3.691271912832293e-09,1.667319963160083e-08,1.298192771876854e-08,7.387469960327853e-05,1715675307.4829106,64,95.55179572105408,99.47211360931396,369
3.963302864530322e-09,1.5488352078312285e-08,1.1525049213781962e-08,7.545648473241618e-05,1715675316.9656537,65,105.03431725502014,108.95485663414001,406
3.69751082474121e-09,1.3935396671216104e-08,1.0237885846474895e-08,7.496810575474478e-05,1715675327.3542216,66,115.42307567596436,119.34342455863953,446
3.741657528189442e-09,1.3154976505581122e-08,9.41331897739168e-09,6.889322443617626e-05,1715675338.955121,67,127.02374315261841,130.94432401657104,491
3.81583481196069e-09,1.2551567283245913e-08,8.735732471285223e-09,6.593299355015028e-05,1715675351.5414088,68,139.6102478504181,143.53061175346375,540
2.712730120638681e-09,1.130469883696804e-08,8.591968716329358e-09,6.232132133561425e-05,1715675365.4875183,69,153.5563383102417,157.47672128677368,594
3.420098972147104e-09,1.2729176006450731e-08,9.309077034303627e-09,5.9171120243659105e-05,1715675380.6652577,70,168.73397064208984,172.65446066856384,653
1.7142711696277912e-09,1.022204094538503e-08,8.507769775757239e-09,5.0738089168277025e-05,1715675397.3598983,71,185.4286618232727,189.34910130500793,718
