step,_step,l2_error,_runtime,loss_interior,time,loss_boundary,loss,_timestamp
46,42,0.22993221790135188,7.979709148406982,0.015338629701383192,4.344654083251953,0.018281436361598916,0.03362006606298211,1715764218.7818
50,43,0.19714659163458934,8.20590615272522,0.014396288609443926,4.570897817611694,0.015493881527620794,0.02989017013706472,1715764219.007997
55,44,0.13443798581325192,8.487760305404663,0.018080394621579544,4.852748870849609,0.010870775161016298,0.02895116978259584,1715764219.2898512
61,45,0.11094875284432956,8.846946716308594,0.017816878688014844,5.2119340896606445,0.008558106027245433,0.02637498471526028,1715764219.6490376
67,46,0.10810531567938822,9.174629926681519,0.01748906599603335,5.539648056030273,0.008605980991287426,0.026095046987320777,1715764219.9767208
73,47,0.10845135802630561,9.501242637634277,0.017736489142018665,5.866302967071533,0.007372447572012999,0.025108936714031665,1715764220.3033335
81,48,0.11299686891875976,9.958417415618896,0.017310998642068157,6.3234851360321045,0.005879022572926008,0.023190021214994166,1715764220.7605083
89,49,0.11356858161900761,10.413772106170654,0.01728007127887857,6.778882265090942,0.00577198189914022,0.02305205317801879,1715764221.215863
98,50,0.11362992101567489,10.89688515663147,0.017177060063951467,7.261809825897217,0.005608951184138585,0.02278601124809005,1715764221.698976
107,51,0.10893078445543353,11.383645296096802,0.01648855085541823,7.748708486557007,0.005604440467816068,0.0220929913232343,1715764222.1857362
118,52,0.09478477994049442,12.010986089706421,0.016519258382432782,8.376076221466064,0.004737030968032236,0.021256289350465016,1715764222.813077
130,53,0.09231665215835784,12.695040225982666,0.016154249824257515,9.060122728347778,0.004708439715948187,0.020862689540205703,1715764223.497131
143,54,0.09219507757797422,13.443039894104004,0.01601805809030715,9.808120012283325,0.004779690644787089,0.020797748735094237,1715764224.2451308
157,55,0.09159846876663809,14.243481397628784,0.015895086750660942,10.608399868011475,0.004804043223183957,0.020699129973844897,1715764225.0455723
172,56,0.08892338574801241,15.066999673843384,0.015771394904722777,11.43199110031128,0.004646471769951167,0.020417866674673945,1715764225.8690906
190,57,0.07453826802117725,16.148157358169556,0.015943215147620673,12.513064861297607,0.003943920398623796,0.01988713554624447,1715764226.9502482
208,58,0.05199683409725736,17.149171829223633,0.015498909083235616,13.51415753364563,0.0026098394102752553,0.018108748493510872,1715764227.9512627
229,59,0.07709238851109258,18.40739679336548,0.009591435798052899,14.77237868309021,0.005266136931208029,0.014857572729260929,1715764229.2094877
252,60,0.07074118325710273,19.813427686691284,0.009730397113740961,16.178366899490356,0.004624744683920181,0.014355141797661142,1715764230.6155186
277,61,0.06828066035328902,21.319233179092407,0.00990973465712539,17.68425703048706,0.004243572564352048,0.014153307221477437,1715764232.121324
305,62,0.06486687753217478,22.99532198905945,0.02434910911984454,19.360369205474854,0.0039600848416580505,0.028309193961502593,1715764233.7974129
335,63,0.07930776376661824,24.666774034500122,0.007831440911298646,21.031743049621582,0.0037484815385982607,0.011579922449896907,1715764235.468865
369,64,0.0709189384716466,26.579581260681152,0.004452770638663928,22.944502592086792,0.002998880398005977,0.007451651036669905,1715764237.3816721
406,65,0.05180822588809642,28.76536273956299,0.004620408392254376,25.130117177963257,0.00268939311379318,0.007309801506047556,1715764239.5674536
446,66,0.04536972111060106,30.96354341506958,0.0032596369662690823,27.32854437828064,0.0017104062367824806,0.004970043203051563,1715764241.7656343
491,67,0.044906541865996935,33.49561810493469,0.003238997769971271,29.860662698745728,0.0016317139124062587,0.00487071168237753,1715764244.297709
540,68,0.04950133053147832,36.18195128440857,0.0036532136097993644,32.54694843292236,0.0016009728143686272,0.005254186424167992,1715764246.9840422
594,69,0.040475344024917856,39.13849115371704,0.002928331677144848,35.50347709655762,0.001452025850916227,0.004380357528061075,1715764249.940582
653,70,0.033872005536399394,42.422016859054565,0.0019949934200037493,38.78705024719238,0.0009128551558823492,0.0029078485758860986,1715764253.2241077
718,71,0.026458616376821644,45.98287034034729,0.0007908306582558103,42.347607374191284,0.0005374030839688335,0.0013282337422246438,1715764256.7849612
790,72,0.01759012034569724,49.924087047576904,0.0002945314131132026,46.289053201675415,0.0002665569092904021,0.0005610883224036046,1715764260.726178
869,73,0.014081167954087504,54.32370376586914,0.00016719463442970266,50.688719749450684,0.00014431176139093632,0.000311506395820639,1715764265.1257946
956,74,0.009608732219123608,59.21442127227783,9.986437960833013e-05,55.579437255859375,7.661579081152833e-05,0.00017648017041985847,1715764270.0165122
1052,75,0.006329465955925822,64.47144198417664,3.2942694625785145e-05,60.83636689186096,2.409254700771865e-05,5.70352416335038e-05,1715764275.2735329
1157,76,0.0036617494498595846,70.47116470336914,1.288303661107854e-05,66.83594226837158,8.15294623549911e-06,2.103598284657765e-05,1715764281.2732556
1272,77,0.002146982830325378,77.14463114738464,6.588575400415491e-06,73.50923037528992,2.123354761110264e-06,8.711930161525755e-06,1715764287.946722
1400,78,0.0014114003221100263,84.2544264793396,6.9680222850482295e-06,80.61938571929932,1.661262406612901e-06,8.62928469166113e-06,1715764295.0565174
1539,79,0.0012077070021157368,92.1234176158905,3.04788835006842e-06,88.48818874359131,9.343378627381414e-07,3.982226212806561e-06,1715764302.9255085
1693,80,0.0010970621800863228,100.97702980041504,2.203020604127764e-06,97.34195280075073,6.795712733037387e-07,2.8825918774315025e-06,1715764311.7791207
1863,81,0.0009850531407147663,110.42662596702576,1.9012196168473255e-06,106.7916579246521,6.359345829102665e-07,2.537154199757592e-06,1715764321.2287169
2049,82,0.0009361829660313072,120.83637595176697,1.557367496406052e-06,117.20114946365356,5.53856356482697e-07,2.1112238528887492e-06,1715764331.6384668
2254,83,0.0008558485900714372,132.44042301177979,1.2994973482759993e-06,128.80538988113403,5.164188020692765e-07,1.8159161503452758e-06,1715764343.242514
2479,84,0.0007780133421263854,144.8997609615326,1.2215974955870406e-06,141.26482129096985,4.984330322105023e-07,1.7200305277975429e-06,1715764355.7018518
2727,85,0.000686568741434792,158.78078293800354,1.004184152655069e-06,155.14552474021912,3.8446220813265145e-07,1.3886463607877205e-06,1715764369.5828738
3000,86,0.0006391518634711196,174.26007223129272,1.1329104847581802e-06,170.62503385543823,3.962023439819856e-07,1.5291128287401658e-06,1715764385.062163
3299,87,0.0006586589430111861,191.06414222717285,7.956345677723264e-07,187.4291970729828,2.3970157621478814e-07,1.0353361439871146e-06,1715764401.866233
3629,88,0.0005851101552342568,209.76927852630615,7.466815558754931e-07,206.13397765159607,2.3577368798968556e-07,9.824552438651788e-07,1715764420.5713694
3992,89,0.0005496854159653573,230.47707104682922,6.095354478000073e-07,226.8421130180359,1.8608009722679007e-07,7.956155450267974e-07,1715764441.279162
4391,90,0.0005404084901729577,253.1596496105194,5.535300792036686e-07,249.52421116828918,1.5073019441749753e-07,7.042602736211661e-07,1715764463.9617405
4831,91,0.0005126714440764801,277.4584562778473,5.515794300937773e-07,273.8234348297119,1.5890961410972442e-07,7.104890442035018e-07,1715764488.2605472
5314,92,0.0005023072949245803,304.4579265117645,4.6176008064156965e-07,300.82271814346313,1.598797673992249e-07,6.216398480407945e-07,1715764515.2600174
5845,93,0.0004518877826237845,334.2931897640228,3.975566983194455e-07,330.6582293510437,1.2593456883587664e-07,5.234912671553222e-07,1715764545.0952806
6429,94,0.00037791356898626784,366.674845457077,3.86074133203693e-07,363.0395987033844,1.0307535767198579e-07,4.891494908756788e-07,1715764577.4769363
7072,95,0.0003440785963129631,402.6590733528137,3.3929652824360994e-07,399.02385544776917,9.956860086147822e-08,4.3886512910508817e-07,1715764613.4611642
7779,96,0.00036730882554035483,442.8548381328583,2.936963083907298e-07,439.21961069107056,7.075492431792745e-08,3.6445123270865723e-07,1715764653.656929
8557,97,0.0003414716177797019,485.9954228401184,2.6899606085496863e-07,482.360244512558,8.271253220323304e-08,3.5170859305820164e-07,1715764696.7975137
9413,98,0.0003305868907107981,533.8197245597839,2.5004394884769454e-07,530.1844871044159,7.297143955425432e-08,3.2301538840194883e-07,1715764744.6218154
10354,99,0.00030596751553609784,586.0590000152588,2.4526681165929884e-07,582.4236795902252,6.092890848476487e-08,3.061957201440637e-07,1715764796.861091
11389,100,0.00029468942714759805,644.105672121048,2.159326655683919e-07,640.4704389572144,4.962539719830459e-08,2.655580627666965e-07,1715764854.907763
12528,101,0.0002860968981374914,707.9703998565674,2.1715453255805647e-07,704.3351941108704,5.1871834812748445e-08,2.690263673708049e-07,1715764918.7724907
13781,102,0.0002924331725510885,778.1138441562653,2.0058077172982786e-07,774.478592634201,5.232516740994924e-08,2.529059391397771e-07,1715764988.915935
15159,103,0.00028637527835885117,855.1400809288025,1.8086376448236175e-07,851.5048115253448,4.767080589461205e-08,2.285345703769738e-07,1715765065.9421718
16675,104,0.000274559201301833,940.3333966732025,1.719029956423949e-07,936.6982891559601,3.624610886134036e-08,2.0814910450373526e-07,1715765151.1354876
18342,105,0.00025787297872645077,1034.5746903419495,1.8322332134794681e-07,1030.9394099712372,3.930018894635762e-08,2.2252351029430444e-07,1715765245.3767812
20177,106,0.0002652853163321506,1137.9071824550629,1.651139101174678e-07,1134.2719292640686,4.129974027663322e-08,2.0641365039410102e-07,1715765348.7092733
22194,107,0.0002538143794177694,1250.0892088413239,1.469132071402348e-07,1246.4540293216705,3.757287291507984e-08,1.8448608005531464e-07,1715765460.8912997
24414,108,0.00025293687544317335,1374.1343657970428,1.4913766544741402e-07,1370.499100446701,4.085819686066347e-08,1.8999586230807748e-07,1715765584.9364567
26855,109,0.00022833554975981905,1511.3888115882874,1.27721820748788e-07,1507.7535605430603,2.77810618676839e-08,1.555028826164719e-07,1715765722.1909025
29540,110,0.0002333721457836076,1661.308623790741,1.4241114525640679e-07,1657.6733317375183,2.430420624555935e-08,1.6671535150196615e-07,1715765872.1107147
32494,111,0.00022259890150190694,1826.8568768501282,1.2329539535031157e-07,1823.2216453552246,2.469804081018127e-08,1.4799343616049285e-07,1715766037.6589677
35744,112,0.0002160865471790685,2009.078886270523,1.1419370413449529e-07,2005.4436814785004,2.3716638097811987e-08,1.3791034223230727e-07,1715766219.8809772
39318,113,0.00019265125162896916,2209.155643224716,1.0337723962202048e-07,2205.520435810089,2.8349102033325807e-08,1.3172634165534629e-07,1715766419.957734
43250,114,0.0001933305818168997,2427.678376197815,9.217198150276289e-08,2424.0430040359497,2.1996520597175805e-08,1.1416850209993869e-07,1715766638.480467
47575,115,0.0001920101548198624,2669.669550895691,8.508806777039901e-08,2666.0342886447906,1.4298971720391589e-08,9.93870394907906e-08,1715766880.4716418
52332,116,0.0001787946428634835,2933.678575515747,8.721367030915478e-08,2930.0433554649353,1.6234956929806835e-08,1.0344862723896161e-07,1715767144.4806664
53589,117,0.00017103013439935077,3003.645065307617,8.667084442725788e-08,3000.0098435878754,1.718437063680058e-08,1.0385521506405847e-07,1715767214.4471562
