loss,_timestamp,loss_boundary,time,_runtime,step,loss_interior,_step,l2_error
3.413785867082854,1715668337.305702,3.411320357613169,1.4005818367004395,5.505500078201294,0,0.002465509469684491,0,0.5627500551160939
0.3307396850975102,1715668337.4850585,0.30054443062765596,1.9037024974822998,5.684856653213501,1,0.030195254469854285,1,0.7414970944694713
0.2511092300674651,1715668337.666771,0.2432892759529107,2.0854525566101074,5.8665690422058105,2,0.007819954114554405,2,0.5238244702331217
0.19983196209324533,1715668337.8440368,0.19598413723925306,2.2627151012420654,6.043834924697876,3,0.003847824853992255,3,0.5999536103758903
0.21454133975006334,1715668338.0211632,0.21060705020834108,2.439868927001953,6.220961332321167,4,0.003934289541722267,4,0.47482261113978186
0.19586462845886707,1715668338.1982641,0.1684438699105203,2.6155405044555664,6.398062229156494,5,0.02742075854834678,5,0.5394971173300476
0.1759940861450901,1715668338.376698,0.16000976552981497,2.7953948974609375,6.576496124267578,6,0.015984320615275133,6,0.4821068615007741
0.16094189160502437,1715668338.5541906,0.15562550675003645,2.972874641418457,6.753988742828369,7,0.005316384854987928,7,0.5393949517416093
0.1649892435041028,1715668338.7329066,0.16034965077278912,3.151611089706421,6.93270468711853,8,0.004639592731313683,8,0.4780960467219379
0.1392060133093807,1715668338.9122841,0.1278364648530905,3.330970525741577,7.112082242965698,9,0.011369548456290209,9,0.5199495341127829
0.15042472164624374,1715668339.091438,0.14425926996048102,3.5101075172424316,7.291236162185669,10,0.006165451685762702,10,0.4368032760133225
0.14629040559347417,1715668339.2734482,0.1355258300745385,3.692136764526367,7.473246335983276,11,0.010764575518935667,11,0.5041750325594055
0.14287385908030018,1715668339.4520044,0.13715110865745964,3.8706984519958496,7.6518025398254395,12,0.005722750422840529,12,0.41100685801453196
0.13188424131605878,1715668339.630327,0.1207396594794231,4.048733472824097,7.830125093460083,13,0.011144581836635671,13,0.4895580754456206
0.12827695965842625,1715668339.8084407,0.12282294975530574,4.227146148681641,8.008238792419434,14,0.005454009903120521,14,0.4203829421074782
0.1179969925083208,1715668339.9858954,0.10677828788226504,4.404585361480713,8.185693502426147,15,0.011218704626055759,15,0.46348418578554534
0.11633425856634515,1715668340.1640377,0.1103111825218381,4.58271861076355,8.36383581161499,16,0.006023076044507058,16,0.4216659821002024
0.11972274917116235,1715668340.3455167,0.1118502843832736,4.762533903121948,8.54531478881836,17,0.007872464787888755,17,0.4658397873141589
0.10665764656326819,1715668340.5238054,0.0983505284004535,4.9424848556518555,8.72360348701477,18,0.008307118162814691,18,0.4151526908405078
0.09901360342835654,1715668340.7071924,0.09013957221629106,5.125900983810425,8.90699052810669,19,0.00887403121206548,19,0.44647256112320577
0.09711886124756526,1715668340.886467,0.08975975753513717,5.305158853530884,9.086265087127686,20,0.007359103712428088,20,0.3990949099106843
0.09645548503187852,1715668341.0640643,0.08714327549463245,5.4827704429626465,9.263862371444702,21,0.009312209537246064,21,0.44382187568864395
0.09286969017637466,1715668341.2431712,0.08495291750325436,5.6618263721466064,9.44296932220459,22,0.007916772673120296,22,0.3942287940237011
0.08952055380031482,1715668341.4220397,0.08014420722218941,5.8407509326934814,9.621837854385376,23,0.009376346578125406,23,0.33802447302152433
0.08429353602622636,1715668341.5989187,0.07022503516951312,6.017625570297241,9.79871678352356,24,0.014068500856713247,24,0.3735433790231475
0.08871315648109568,1715668341.7772105,0.07801475283095836,6.195886611938477,9.977008581161499,25,0.010698403650137314,25,0.33455991139760977
0.08314625008575662,1715668341.958674,0.07098665626471577,6.37737250328064,10.158472061157227,26,0.012159593821040848,26,0.36392615404361384
