loss,_timestamp,loss_boundary,time,_runtime,step,loss_interior,_step,l2_error
0.07453428837893926,1715668342.1382947,0.06353902758259726,6.5569846630096436,10.338092803955078,27,0.010995260796341997,27,0.3876679952254095
0.07198722513608882,1715668342.3231268,0.059422065381595696,6.741821527481079,10.522924900054932,28,0.01256515975449312,28,0.3541147432679421
0.07652363323145966,1715668342.504145,0.06495221203788895,6.922802925109863,10.703943014144897,29,0.011571421193570708,29,0.3139490615735041
0.07469981774587156,1715668342.6821668,0.06344701116378952,7.100851535797119,10.881964921951294,30,0.011252806582082032,30,0.36195345841979537
0.06981051509923542,1715668342.8647141,0.05945947108183835,7.283376455307007,11.064512252807617,31,0.01035104401739706,31,0.33211404000015937
0.06538196585115887,1715668343.047057,0.05458671514329994,7.465727806091309,11.246855020523071,32,0.010795250707858918,32,0.35450943544404007
0.07287059428062058,1715668343.2305748,0.06259395264568017,7.649270057678223,11.430372953414917,33,0.010276641634940409,33,0.3178561659392191
0.07337139752359582,1715668343.4128377,0.0622176891436498,7.831521511077881,11.612635850906372,34,0.011153708379946024,34,0.3373173078914873
0.06654197850981979,1715668343.594789,0.05527229812360767,8.013487815856934,11.794587135314941,35,0.01126968038621211,35,0.3084301652102141
0.06978837526078709,1715668343.7775385,0.05781423445663532,8.196224689483643,11.977336645126343,36,0.011974140804151767,36,0.3395631418772506
0.06440182749150208,1715668343.9586306,0.05354070029655685,8.37730097770691,12.15842866897583,37,0.010861127194945234,37,0.30023682054848116
0.06373850133784403,1715668344.1429007,0.05206200313786765,8.561575174331665,12.342698812484741,38,0.011676498199976383,38,0.3251401244783726
0.06693639984966149,1715668344.3254051,0.05644999384944036,8.744097471237183,12.525203227996826,39,0.01048640600022112,39,0.279865210379918
0.06652377291691865,1715668344.5062122,0.05445106305774856,8.924901008605957,12.706010341644287,40,0.012072709859170087,40,0.305254414480193
0.064059206685352,1715668344.8642979,0.05252186405982026,9.282960176467896,13.064095973968506,42,0.01153734262553174,41,0.29635888327299564
0.05584501758891405,1715668345.5751548,0.045341977113728636,9.993841648101807,13.77495288848877,46,0.010503040475185415,42,0.25134233925273786
0.05198146039836557,1715668346.2865076,0.04184696696835921,10.705168008804321,14.486305713653564,50,0.010134493430006358,43,0.2752776835252777
0.05071661473667646,1715668347.1928797,0.04160941481664809,11.611454725265503,15.392677783966064,55,0.009107199920028373,44,0.24196686347155766
0.042319627667431095,1715668348.2715833,0.03250410349045331,12.690198421478271,16.471381425857544,61,0.009815524176977782,45,0.23476000732751132
0.043527143698638554,1715668349.3480732,0.03403918500345412,13.766708612442017,17.547871351242065,67,0.009487958695184439,46,0.24826431392109727
0.040722118292485135,1715668350.436625,0.03152904893359533,14.85521149635315,18.636423110961914,73,0.009193069358889805,47,0.2113941009514902
0.034874371353604244,1715668351.8821716,0.0268100533011211,16.300458669662476,20.081969738006592,81,0.008064318052483142,48,0.2122758943817305
0.03143227626440598,1715668353.46948,0.02360849318296491,17.887879848480225,21.669278144836426,89,0.007823783081441073,49,0.2097683994059831
0.03239580717091578,1715668355.091372,0.02525772863846155,19.509830951690674,23.291170120239258,98,0.007138078532454233,50,0.19450187299373065
0.028524129665743705,1715668356.7081873,0.022274652343614157,21.126538276672363,24.90798544883728,107,0.00624947732212955,51,0.18870828878562917
0.02967149461911891,1715668358.6803613,0.02280553714345503,23.09869647026062,26.880159378051758,118,0.0068659574756638805,52,0.19483668577826194
0.03133750894889982,1715668360.8276305,0.02489605914586372,25.24600839614868,29.02742862701416,130,0.006441449803036098,53,0.186370153278869
0.027272978205324053,1715668363.2038162,0.02131499794491034,27.622373342514038,31.403614282608032,143,0.005957980260413715,54,0.19063466757948694
0.026779929981694796,1715668365.766164,0.02074123862350786,30.184643745422363,33.965962171554565,157,0.006038691358186938,55,0.1869547722720178
0.025158884923427258,1715668368.4588542,0.019322635434441796,32.87724161148071,36.65865230560303,172,0.005836249488985462,56,0.17787649689144294
0.02512399488045048,1715668371.6343405,0.019533677064309054,36.05294132232666,39.83413863182068,190,0.005590317816141425,57,0.1747169974353937
0.025042015605750617,1715668374.9322426,0.019972074656852554,39.350587129592896,43.13204073905945,208,0.005069940948898063,58,0.17333730008646495
0.024420838687101112,1715668378.7211704,0.019136596739774366,43.13979244232178,46.920968532562256,229,0.005284241947326749,59,0.1729649619140781
0.02437847968166779,1715668382.8125246,0.01948875131006567,47.231019496917725,51.012322664260864,252,0.00488972837160212,60,0.16918409562175
0.024315998085917733,1715668387.2408226,0.019298716502109882,51.659401416778564,55.44062066078186,277,0.005017281583807851,61,0.1635535955616483
0.02173591435895578,1715668392.1705227,0.017135217959184202,56.588889360427856,60.37032079696655,305,0.004600696399771577,62,0.17207446609592486
0.023217119067393214,1715668397.4607542,0.01860840954002159,61.87915635108948,65.66055226325989,335,0.004608709527371625,63,0.16820809465435613
0.021675336133006814,1715668403.4768145,0.017417852479119155,67.89546227455139,71.67661261558533,369,0.004257483653887659,64,0.15963413674706214
0.020873474604004637,1715668410.0123117,0.016329081917177895,74.4306697845459,78.21210980415344,406,0.004544392686826742,65,0.15853217590079724
0.020243705060317384,1715668417.187266,0.015999042132793687,81.60567784309387,85.38706421852112,446,0.004244662927523695,66,0.1521890582936686
0.019071492863239538,1715668425.087503,0.015215625438905103,89.50607943534851,93.2873010635376,491,0.003855867424334433,67,0.15038732545305247
0.018434828803746448,1715668433.8994424,0.014529792866805917,98.31778717041016,102.09924054145813,540,0.0039050359369405306,68,0.14833407336824123
0.01639236929983889,1715668443.556921,0.012839841520414574,107.97522783279419,111.75671911239624,594,0.003552527779424318,69,0.15013757539782938
0.018223961584996697,1715668454.0739746,0.014474536279863419,118.49231743812561,122.27377271652222,653,0.00374942530513328,70,0.14088105543845084
0.016714585768427163,1715668465.5372808,0.0129578409457601,129.955632686615,133.7370789051056,718,0.0037567448226670614,71,0.13446373759023916
0.015322776625837243,1715668478.3322377,0.011821735411287825,142.750581741333,146.53203582763672,790,0.003501041214549419,72,0.1371017090924809
0.01471546275364324,1715668492.781986,0.011547375686731243,157.20031547546387,160.9817841053009,869,0.0031680870669119963,73,0.12901893002950635
0.013790398919929048,1715668508.2498105,0.0104635654291183,172.66816306114197,176.44960856437683,956,0.00332683349081075,74,0.12908286112815678
0.013102455415872181,1715668525.4090753,0.010013942830907833,189.8273196220398,193.60887336730957,1052,0.003088512584964347,75,0.12546561217191465
0.011866113728526344,1715668544.1227605,0.008946068778782823,208.54111051559448,212.32255864143372,1157,0.0029200449497435222,76,0.11496066839945858
0.011508167672550442,1715668564.4203703,0.008667417655440402,228.83869814872742,232.6201684474945,1272,0.0028407500171100395,77,0.11042749723673585
0.010158786872527852,1715668587.1313543,0.007291650844460939,251.5496621131897,255.33115243911743,1400,0.002867136028066913,78,0.10921998720265924
0.009860691209848069,1715668611.616377,0.0069045698497139625,276.03479957580566,279.81617522239685,1539,0.0029561213601341065,79,0.10571199819530579
0.009442952715583722,1715668638.7440872,0.0067095041332276995,303.16257214546204,306.9438853263855,1693,0.002733448582356023,80,0.09750646197977823
0.008061847110222854,1715668668.905765,0.005554421778777133,333.32406401634216,337.1055631637573,1863,0.0025074253314457205,81,0.0899670669071199
0.007581461740763134,1715668702.048648,0.00514811970802165,366.46697664260864,370.24844622612,2049,0.0024333420327414842,82,0.08555372161047795
0.0068972264121893775,1715668738.7505076,0.004653241561078307,403.1658253669739,406.9503057003021,2254,0.00224398485111107,83,0.08060867514326948
0.006106883797884552,1715668778.6784387,0.003954553774924178,443.09688425064087,446.8782367706299,2479,0.002152330022960374,84,0.07563703997734018
0.005820220679499124,1715668822.4474347,0.003912270794856014,486.86585211753845,490.6472327709198,2727,0.0019079498846431093,85,0.06915592287766911
0.005030488592546949,1715668870.5982833,0.0030834195083361,535.0166981220245,538.7980813980103,3000,0.001947069084210848,86,0.06308036978859768
0.004381019420878008,1715668923.274083,0.00274642862761525,587.6925275325775,591.4738810062408,3299,0.0016345907932627573,87,0.05916337387362442
0.003761696441392571,1715668982.0513215,0.0022568629653677654,646.4696588516235,650.2511196136475,3629,0.0015048334760248056,88,0.05405210119559413
0.0028748663475925565,1715669046.2815046,0.0015391140175945585,710.6999471187592,714.4813027381897,3992,0.001335752329997998,89,0.04924102062124133
0.0027959488543673992,1715669116.7383316,0.0015365839593672072,781.156792640686,784.9381296634674,4391,0.001259364895000192,90,0.04396782346573204
0.002470152401560168,1715669194.2344337,0.0013907277562941538,858.6527574062347,862.4342317581177,4831,0.0010794246452660143,91,0.0414970203630897
0.0023416974860807575,1715669280.0730946,0.0013516690125938988,944.4914093017578,948.2728927135468,5314,0.0009900284734868584,92,0.03774186860560227
0.0020425313525153964,1715669374.8731067,0.0010663947699004338,1039.291505098343,1043.0729048252106,5845,0.0009761365826149626,93,0.034758883690358615
0.001726431613314692,1715669477.5333083,0.0008768405526456792,1141.9517302513123,1145.7331063747406,6429,0.0008495910606690128,94,0.03251655047835551
0.0014291271981153918,1715669592.4411721,0.0007422848648198815,1256.8595645427704,1260.6409702301025,7072,0.0006868423332955102,95,0.030421980354129432
0.0013451824871113477,1715669717.8894432,0.0006914484416174689,1382.3078446388245,1386.0892412662506,7779,0.0006537340454938786,96,0.027420296875269156
0.001139593294775648,1715669855.9691744,0.0005406694844650657,1520.3875756263733,1524.168972492218,8557,0.0005989238103105823,97,0.025693662729779684
0.0010114748868627677,1715670007.8069293,0.0005069832353565882,1672.2253067493439,1676.0067274570465,9413,0.0005044916515061797,98,0.023299272790279924
0.000852190224824989,1715670174.4996395,0.0003916149774606428,1838.918000459671,1842.6994376182556,10354,0.0004605752473643462,99,0.02168183637098107
0.000818539146260479,1715670356.520729,0.0004104784006020481,2020.9391596317291,2024.7205271720886,11389,0.00040806074565843085,100,0.019599931626003146
0.000746385552258385,1715670558.233234,0.0003566634355197574,2222.6516330242157,2226.4330320358276,12528,0.00038972211673862756,101,0.017828536104927007
0.0005632083225770025,1715670781.3279872,0.0002596108565356444,2445.745581626892,2449.5277853012085,13781,0.0003035974660413581,102,0.01627568164485565
0.0006013478729635922,1715671028.969886,0.0002367139293504995,2693.387583255768,2697.1696841716766,15159,0.00036463394361309267,103,0.01509915673733285
0.0004234359335091119,1715671297.8009768,0.00018432226584688831,2962.219139099121,2966.000774860382,16675,0.00023911366766222363,104,0.014369669287028385
0.0004423886092783173,1715671335.6141148,0.0002061576683639793,3000.032675266266,3003.8139128684998,16888,0.00023623094091433801,105,0.013926417879841143
