l2_error,loss_boundary,loss,_runtime,time,_timestamp,loss_interior,_step,step
0.006394146936448872,3.292544675798932e-05,4.7712154558407624e-05,780.5838844776154,776.8793392181396,1715668861.0857344,1.4786707800418306e-05,123,101980
0.021168306468076863,0.00013080533331437575,0.0002100641519736514,858.1073369979858,854.4028744697571,1715668938.609187,7.925881865927564e-05,124,112178
0.005453097464095581,3.171062496411759e-05,4.205690583493603e-05,943.2868385314941,939.5824022293091,1715669023.7886884,1.0346280870818439e-05,125,123396
0.006987127587564869,2.0172704261234443e-05,3.5005427050241355e-05,1037.1500778198242,1033.4455919265747,1715669117.6519277,1.4832722789006914e-05,126,135736
0.002597961750174696,2.8439333536095454e-06,1.1423049915810242e-05,1140.247882604599,1136.5434274673462,1715669220.7497325,8.579116562200696e-06,127,149309
0.005099665062658315,3.600641813446982e-05,6.919455257640826e-05,1253.6075313091278,1249.9031488895416,1715669334.1093812,3.3188134441938445e-05,128,164240
0.002620742531371071,8.077508708536955e-06,1.695439064215862e-05,1378.5581657886505,1374.8537945747375,1715669459.0600157,8.876881933621664e-06,129,180664
0.005247331244527635,5.9679336564063405e-06,1.931894401476363e-05,1515.9286766052246,1512.224215745926,1715669596.4305265,1.3351010358357289e-05,130,198731
0.007752354991997811,1.8980629039432977e-05,5.6511411926343555e-05,1667.222782611847,1663.518308877945,1715669747.7246325,3.753078288691058e-05,131,218604
0.0035870883917909326,4.56420819007539e-06,1.0414519697397518e-05,1833.7451722621918,1830.0408504009247,1715669914.2470222,5.8503115073221275e-06,132,240464
0.0074646292060062125,1.854328388497636e-05,5.385211132266498e-05,2016.8041398525238,2013.0997462272644,1715670097.3059897,3.530882743768862e-05,133,264510
0.00510602051356028,6.7828706422916215e-06,1.801795215506633e-05,2217.9482288360596,2214.243721961975,1715670298.4500787,1.1235081512774708e-05,134,290961
0.00497723078022152,7.65555249816062e-06,3.992593278322211e-05,2440.1453609466553,2436.440858602524,1715670520.6472108,3.227038028506149e-05,135,320057
0.002090307408809115,1.3984034864046448e-06,5.532117187797508e-06,2683.9329826831818,2680.228492498398,1715670764.4348326,4.1337137013928636e-06,136,352063
0.0018524235562790816,3.379920523623761e-06,7.75494039847096e-06,2951.175268173218,2947.470904111862,1715671031.677118,4.3750198748471985e-06,137,387269
0.0010455622485103287,9.304012869440319e-07,4.997125746091372e-06,3003.70538854599,3000.001002550125,1715671084.2072384,4.06672445914734e-06,138,394184
