_step,_runtime,_timestamp,time,loss,step,loss_boundary,loss_interior,l2_error
42,5.911684513092041,1715638206.5511105,1.969778060913086,0.21034934804329725,46,0.18092367792346223,0.02942567011983503,0.5934014099364829
43,5.955011606216431,1715638206.5944376,2.0131068229675293,0.2212288309439325,50,0.1808344564308538,0.040394374513078694,0.5145446627449203
44,6.008566379547119,1715638206.6479924,2.066598415374756,0.21567328155792245,55,0.18489617216229515,0.030777109395627302,0.5194631247449407
45,6.069961786270142,1715638206.7093878,2.128059148788452,0.1952287919175116,61,0.1817587581629672,0.013470033754544431,0.5888396050005007
46,6.135918140411377,1715638206.7753441,2.1940033435821533,0.201940453182396,67,0.19080239917038297,0.011138054012013048,0.6088826897824121
47,6.1994898319244385,1715638206.8389158,2.257556438446045,0.19891135872773794,73,0.18135909301762015,0.017552265710117775,0.5736366900799786
48,6.28204607963562,1715638206.921472,2.340075731277466,0.19206742889003176,81,0.1693689756505564,0.02269845323947536,0.5596196734694686
49,6.358142614364624,1715638206.9975686,2.4161458015441895,0.19282456846373214,89,0.17637417257794807,0.016450395885784067,0.5801696830793701
50,6.4311535358428955,1715638207.0705795,2.4890811443328857,0.20700310235578667,98,0.19129595810729833,0.015707144248488344,0.5820426583064395
51,6.504356622695923,1715638207.1437826,2.562217950820923,0.17780105393825088,107,0.15884782628021862,0.018953227658032246,0.5568282106527619
52,6.592960596084595,1715638207.2323866,2.650895833969116,0.19771185409075132,118,0.18146324066609962,0.0162486134246517,0.5707945187604262
53,6.688141584396362,1715638207.3275676,2.746016502380371,0.19801128255418549,130,0.18107200388359943,0.01693927867058606,0.5586095921191558
54,6.791025161743164,1715638207.4304512,2.848914623260498,0.1926629559360688,143,0.17642866340660676,0.016234292529462038,0.5726021327863607
55,6.901704788208008,1715638207.5411308,2.959735631942749,0.1827401910840295,157,0.1660542825417755,0.016685908542253988,0.5495579173135184
56,7.020078182220459,1715638207.6595042,3.078003168106079,0.1825084271780499,172,0.16740361979139134,0.015104807386658568,0.5600735255967376
57,7.161695241928101,1715638207.8011212,3.2196028232574463,0.17433769990319253,190,0.1586280282689231,0.01570967163426942,0.5556810546182611
58,7.328228950500488,1715638207.967655,3.38626766204834,0.1687832770400699,208,0.15405518672289498,0.014728090317174918,0.5472371647821467
59,7.537908554077148,1715638208.1773345,3.5959768295288086,0.16821998584359982,229,0.15332238901494144,0.014897596828658387,0.5378322259973585
60,7.779078245162964,1715638208.4185042,3.8370156288146973,0.1634231551313956,252,0.1492049591230401,0.014218196008355508,0.526027757752372
61,8.033600568771362,1715638208.6730266,4.091601848602295,0.15802922768858121,277,0.14483643724695924,0.013192790441621971,0.5192920127234971
62,8.314013719558716,1715638208.9534397,4.371948003768921,0.14919629097374443,305,0.136993443010006,0.012202847963738444,0.5195115147389777
63,8.606237411499023,1715638209.2456634,4.664241313934326,0.14456035409276108,335,0.1331691304566984,0.011391223636062668,0.5069098353960934
64,8.884735584259033,1715638209.5241616,4.942732810974121,0.14113204147443928,369,0.12908421674365092,0.012047824730788356,0.47700943613533353
65,9.191886901855469,1715638209.831313,5.249895334243774,0.12816910083342234,406,0.1172046776875362,0.010964423145886132,0.46520018515249356
66,9.521829843521118,1715638210.1612558,5.579806089401245,0.11286026609144653,446,0.10191769624470999,0.010942569846736541,0.4300803193255826
67,9.894872665405273,1715638210.5342987,5.952829837799072,0.09605789613716051,491,0.08609816088479659,0.009959735252363919,0.42517933182542106
68,10.299782752990723,1715638210.9392087,6.357769012451172,0.09203025093375182,540,0.08052424491136165,0.011506006022390174,0.3798084808719529
69,10.74880051612854,1715638211.3882265,6.806764841079712,0.0740143524105233,594,0.06269016855038195,0.011324183860141354,0.353280575250437
70,11.237316131591797,1715638211.8767421,7.2951133251190186,0.07072509414411987,653,0.05776872146548296,0.012956372678636904,0.3175677256611525
71,11.769100904464722,1715638212.408527,7.8270957469940186,0.06602184493233412,718,0.0517118535431933,0.014309991389140823,0.2871584277503553
72,12.491674184799194,1715638213.1311002,8.549627542495728,0.05312949994453344,790,0.0404702971097584,0.012659202834775044,0.2739087720936916
73,13.229179382324219,1715638213.8686054,9.287144184112549,0.04791685847209538,869,0.03491037743187303,0.013006481040222354,0.24288537579911712
74,13.91806936264038,1715638214.5574954,9.97593903541565,0.044195482515394374,956,0.030870044307446637,0.013325438207947736,0.22378712052173785
75,14.849066019058228,1715638215.488492,10.90696907043457,0.03956559673848839,1052,0.026917483564599807,0.012648113173888581,0.20996418017072857
76,15.738304138183594,1715638216.3777301,11.796196222305298,0.0343524118659214,1157,0.022206340473043512,0.012146071392877895,0.1930977756339375
77,16.664182424545288,1715638217.3036084,12.722131967544556,0.03301221746551618,1272,0.02124366986614399,0.011768547599372188,0.18993243275514834
78,17.79356360435486,1715638218.4329896,13.85140323638916,0.030785853261236784,1400,0.01948139106618929,0.011304462195047492,0.17792576896607443
79,18.993711948394775,1715638219.633138,15.051631212234497,0.0290645472457012,1539,0.018072343557146122,0.010992203688555075,0.16493308732543724
80,20.24098253250122,1715638220.8804085,16.298720598220825,0.027358108406162963,1693,0.017842771214700157,0.009515337191462808,0.16349961036562788
81,21.77857494354248,1715638222.418001,17.836413860321045,0.025066449418564438,1863,0.015928849818926706,0.009137599599637732,0.15733763866986678
82,23.51420760154724,1715638224.1536336,19.572174310684204,0.024014855709889708,2049,0.015601475534951463,0.008413380174938244,0.15102978490203453
83,25.38862442970276,1715638226.0280504,21.44626545906067,0.022334025373764107,2254,0.014963178655590206,0.007370846718173902,0.14809118384299083
84,27.507016897201538,1715638228.146443,23.564906358718872,0.021469429240257236,2479,0.014660612203086393,0.006808817037170842,0.14411183215700216
85,29.806007146835327,1715638230.4454331,25.86396622657776,0.020404877328397294,2727,0.014685762489512155,0.00571911483888514,0.13905842537586494
86,32.30991268157959,1715638232.9493387,28.367862701416016,0.017729246791810864,3000,0.012075529572483899,0.005653717219326966,0.13879425048608962
87,35.0869255065918,1715638235.7263515,31.144877433776855,0.01718372461537391,3299,0.01220740823885025,0.004976316376523661,0.12977149337530627
88,38.182186126708984,1715638238.8216121,34.24013876914978,0.016141707095944063,3629,0.011474779380669457,0.004666927715274606,0.12538039115648633
89,41.52228617668152,1715638242.1617122,37.58012008666992,0.013789190177317827,3992,0.009502898606770581,0.004286291570547246,0.11655382154776595
90,45.14752984046936,1715638245.7869558,41.20523190498352,0.012865155798183106,4391,0.008758513984038705,0.0041066418141444015,0.10808055445963369
91,49.12460446357727,1715638249.7640305,45.18241882324219,0.01213512751253571,4831,0.008435456629534687,0.0036996708830010225,0.10708469327462722
92,53.47799324989319,1715638254.1174192,49.53594136238098,0.010677283937750845,5314,0.00739998440204233,0.003277299535708515,0.1028744072394041
93,58.79043674468994,1715638259.4298627,54.84832310676575,0.009959736178663166,5845,0.006364238795502561,0.003595497383160605,0.0964482170886896
94,63.96443724632263,1715638264.6038632,60.022401332855225,0.009808434498359843,6429,0.006613997306540764,0.003194437191819078,0.08968211919025137
95,69.72103261947632,1715638270.3604586,65.77855658531189,0.008147436785529772,7072,0.0055730483137955145,0.0025743884717342584,0.08314418667370167
96,75.65914011001587,1715638276.298566,71.71697878837585,0.006964715878857408,7779,0.004378242415875502,0.002586473462981906,0.07807779589929227
97,82.47648501396179,1715638283.115911,78.53442215919495,0.00654840775186383,8557,0.0039900204479579714,0.0025583873039058585,0.07412480767934204
98,90.7614073753357,1715638291.4008334,86.8191967010498,0.0061024307794610745,9413,0.003970698753052362,0.002131732026408713,0.06945591293828621
99,98.47699213027954,1715638299.1164181,94.53467679023743,0.005236483177360187,10354,0.0031449192298989297,0.002091563947461258,0.06299639138058641
100,108.1333839893341,1715638308.77281,104.19128441810608,0.004654262398802117,11389,0.002764564290766444,0.0018896981080356737,0.05872001289148848
101,118.40071487426758,1715638319.0401409,114.45854759216309,0.004772026807070428,12528,0.0030766628201974785,0.0016953639868729493,0.05557321064526491
102,130.15349745750427,1715638330.7929235,126.21137690544128,0.0038844370315543842,13781,0.002365644916847533,0.0015187921147068512,0.051239170656343605
103,142.70084953308105,1715638343.3402755,138.75855207443237,0.003476209935469148,15159,0.0021182895708364907,0.0013579203646326573,0.048672211578367014
104,156.17749691009521,1715638356.816923,152.23544597625732,0.002956637914362585,16675,0.001742747074258726,0.0012138908401038591,0.04852485475250202
105,171.1447069644928,1715638371.784133,167.20259356498718,0.002822600656524822,18342,0.0017185262336322886,0.0011040744228925335,0.04490457521380691
106,187.70236492156982,1715638388.341791,183.7601330280304,0.0029614442552462466,20177,0.0019000962406170191,0.0010613480146292277,0.043822265800738065
107,205.9120705127716,1715638406.5514965,201.9699273109436,0.002765648477096364,22194,0.0017576039978078985,0.0010080444792884657,0.04188184025810872
108,225.49071407318115,1715638426.13014,221.5481903553009,0.0022148067447929666,24414,0.0013028584818667768,0.0009119482629261896,0.04064301961143052
109,246.99960803985596,1715638447.639034,243.0573215484619,0.002085167652959274,26855,0.0012517023480235587,0.0008334653049357152,0.038309799196051715
110,271.00805282592773,1715638471.6474788,267.0659911632538,0.001983037344024392,29540,0.00118993200132268,0.0007931053427017118,0.03615304172200638
111,297.83622193336487,1715638498.475648,293.89387798309326,0.0017867533821427804,32494,0.001108340029823256,0.0006784133523195242,0.034262591844919685
112,327.03627252578735,1715638527.6756985,323.0942132472992,0.0016601152235798345,35744,0.0010281339491540926,0.0006319812744257419,0.03170547363149397
113,359.2335133552551,1715638559.8729393,355.2911331653595,0.0014464376407274286,39318,0.0007890041622958509,0.0006574334784315777,0.02990095329366045
114,395.1387538909912,1715638595.77818,391.19672656059265,0.001421432098853633,43250,0.00081456857757446,0.000606863521279173,0.027792582329450748
115,434.88012313842773,1715638635.5195491,430.9377489089966,0.0012636087974110888,47575,0.0006907140289985978,0.0005728947684124911,0.026026320127151944
116,477.8845705986023,1715638678.5239966,473.9419002532959,0.0011091293373998573,52332,0.000525671720625745,0.0005834576167741124,0.024321855284131416
117,524.498361825943,1715638725.1377878,520.5562999248505,0.0010139385831478484,57566,0.000495806259869634,0.0005181323232782146,0.02237736494372541
118,575.5394394397736,1715638776.1788654,571.5970158576965,0.0009876623802165378,63322,0.00045349010850921547,0.0005341722717073222,0.02085718142430924
119,632.4624569416046,1715638833.101883,628.520111322403,0.0008134931424443846,69654,0.00035529591811527217,0.0004581972243291125,0.01942506662715459
120,694.2934937477112,1715638894.9329197,690.351137638092,0.0007243130659084489,76620,0.0002722549900992779,0.0004520580758091711,0.018167659360925587
121,763.9508862495422,1715638964.5903122,760.0084681510925,0.0007017568547451146,84281,0.0002653134486031632,0.00043644340614195146,0.016960845091114982
122,839.6827070713043,1715639040.322133,835.7404210567474,0.0006887668637369977,92710,0.000291210276797959,0.00039755658693903863,0.015986889443573068
123,924.3441293239594,1715639124.9835553,920.4016234874725,0.0005551871211254906,101980,0.00020944274172438938,0.0003457443794011012,0.015129229523234089
124,1015.8377504348755,1715639216.4771764,1011.8952956199646,0.0005244454111538593,112178,0.00022348195886672667,0.0003009634522871326,0.014256605140144894
125,1117.8392956256866,1715639318.4787216,1113.896862745285,0.0004337978222685416,123396,0.00015364579662419478,0.0002801520256443468,0.013837938546658962
126,1231.0416188240051,1715639431.6810448,1227.0992412567139,0.0004107059592052396,135736,0.000163797801704478,0.00024690815750076157,0.013150779208022502
127,1352.2610168457031,1715639552.9004428,1348.318621635437,0.00035713774670576546,149309,0.00013587539097669705,0.00022126235572906842,0.012338329166237857
128,1487.771330833435,1715639688.4107568,1483.8288629055023,0.00030677632831172663,164240,0.0001156704111527828,0.00019110591715894382,0.01207689442531063
129,1636.4529659748077,1715639837.092392,1632.5104217529297,0.0002778235482487944,180664,0.00010828240118223753,0.0001695411470665569,0.011117149440213902
130,1801.2623522281647,1715640001.9017782,1797.319896697998,0.0002471178338320825,198731,0.00010514895449957961,0.00014196887933250294,0.010531846983467154
131,1979.865650653839,1715640180.5050766,1975.9232811927795,0.00020292342182184122,218604,8.539546766252275e-05,0.00011752795415931845,0.010434165262844606
132,2174.776396036148,1715640375.415822,2170.8331089019775,0.00019517476827433504,240464,8.403891759145126e-05,0.00011113585068288378,0.009707609961510601
133,2391.1818351745605,1715640591.8212612,2387.239432811737,0.00015363997601742583,264510,6.81721595939224e-05,8.546781642350343e-05,0.009159445545627445
134,2629.8728034496307,1715640830.5122294,2625.9303538799286,0.0001535185991196263,290961,6.484601337705165e-05,8.867258574257465e-05,0.008987801070512062
135,2892.2477078437805,1715641092.8871338,2888.3052554130554,0.00013540463576450652,320057,6.177556808669773e-05,7.36290676778088e-05,0.00904436833809847
136,3003.945977449417,1715641204.5854034,3000.0036222934723,0.00013462099220871814,332401,5.8027894081327276e-05,7.659309812739085e-05,0.008384961667047842
