loss_interior,loss,_runtime,l2_error,step,loss_boundary,_timestamp,time,_step
1.8906577085696417e-05,4.0688341964847614e-05,26.83371329307556,0.00816383461186062,40,2.1781764879151197e-05,1715668698.6977444,22.620038509368896,40
9.59194755347401e-06,5.447101183627705e-05,28.93092441558838,0.0071542791752373415,42,4.487906428280304e-05,1715668700.7949555,24.71671462059021,41
4.409228103144154e-06,2.617093564416064e-05,33.46275067329407,0.004419992454948819,46,2.176170754101649e-05,1715668705.3267817,29.24898886680603,42
5.047435142501917e-06,1.4806761700955179e-05,37.91628074645996,0.00366659504380273,50,9.759326558453262e-06,1715668709.7803118,33.70257496833801,43
3.5097261398974366e-06,4.99650329460915e-06,42.15259075164795,0.0012802731363425262,55,1.4867771547117142e-06,1715668714.0166218,37.938939571380615,44
1.8565832968441159e-06,2.6212168651515622e-06,48.32045269012451,0.0010614887163429363,61,7.646335683074461e-07,1715668720.1844838,44.10665440559387,45
1.053047222145908e-06,2.1187597265682894e-06,55.258596658706665,0.0014263618228978893,67,1.065712504422381e-06,1715668727.1226277,51.04460787773132,46
2.7217849348184685e-07,1.7846768812885891e-06,63.64474010467529,0.0015068454083708711,73,1.5124983878067422e-06,1715668735.5087712,59.43098187446594,47
1.700315895152898e-07,9.337378091476374e-07,75.20929479598999,0.0009639755546673315,81,7.637062196323476e-07,1715668747.0733259,70.99558663368225,48
1.0467858159556366e-07,4.375357142867686e-07,88.44177770614624,0.000682727828517348,89,3.32857132691205e-07,1715668760.3058088,84.22807717323303,49
1.2250176918001105e-07,3.474755877823023e-07,103.51608538627625,0.0006112604500842682,98,2.249738186022912e-07,1715668775.3801165,99.30217671394348,50
6.90879219525735e-08,2.8200220595598877e-07,118.55933690071106,0.0005641630716989522,107,2.1291428400341526e-07,1715668790.423368,114.34556245803833,51
4.890131321479591e-08,1.6891427592435937e-07,136.98414087295532,0.0004214992146500904,118,1.2001296270956347e-07,1715668808.848172,132.77008318901062,52
3.821437929138804e-08,1.0374931702534489e-07,156.88770365715027,0.0003032161084423039,130,6.553493773395685e-08,1715668828.7517347,152.6737425327301,53
2.7586822202912404e-08,6.994546018770025e-08,178.43071842193604,0.00026150994914432064,143,4.2358637984787844e-08,1715668850.2947495,174.21674156188965,54
2.2483046999574265e-08,5.320596232689455e-08,201.6349754333496,0.00020176028268767263,157,3.0722915327320284e-08,1715668873.4990065,197.4212679862976,55
1.971898385815275e-08,3.5282617024305405e-08,226.52365446090698,0.00014316509522922013,172,1.5563633166152655e-08,1715668898.3876855,222.30969166755676,56
1.862708004917648e-08,2.8639002245397297e-08,256.48031973838806,0.0001136862986646546,190,1.0011922196220816e-08,1715668928.3443508,252.26659607887268,57
1.5768588095960295e-08,2.179490962369172e-08,286.3925459384918,0.00011004740592862692,208,6.026321527731424e-09,1715668958.256577,282.17849349975586,58
1.158409839837162e-08,1.777922673904609e-08,321.8190038204193,0.00010372658521347196,229,6.195128340674471e-09,1715668993.683035,317.605073928833,59
1.2020754376243365e-08,2.0028037486530965e-08,360.8209636211395,9.301567591328891e-05,252,8.0072831102876e-09,1715669032.6849947,356.6068501472473,60
8.872613427894931e-09,1.8472184767199897e-08,402.9014205932617,0.00010403209475862484,277,9.599571339304966e-09,1715669074.7654517,398.6873278617859,61
8.43898859028918e-09,1.3476688971457037e-08,450.1889913082123,8.744907911068906e-05,305,5.0377003811678576e-09,1715669122.0530224,445.97489380836487,62
7.646989133553899e-09,1.2353916742615383e-08,500.5092532634735,8.633807018309779e-05,335,4.7069276090614845e-09,1715669172.3732843,496.2952651977539,63
7.241781579302754e-09,1.1745720244297143e-08,557.7104277610779,8.466417606362531e-05,369,4.503938664994389e-09,1715669229.5744588,553.4960181713104,64
5.8820535397753535e-09,1.0571052062904416e-08,620.7110772132874,7.704055558306295e-05,406,4.688998523129063e-09,1715669292.5751083,616.4970998764038,65
5.169796404941162e-09,8.467239261133653e-09,688.237565279007,7.146494164599152e-05,446,3.29744285619249e-09,1715669360.1015964,684.0234904289246,66
4.892882707103329e-09,7.710614819656496e-09,764.5796141624451,6.637264298131013e-05,491,2.8177321125531674e-09,1715669436.4436452,760.3655822277069,67
4.0335603114213554e-09,6.535253309680821e-09,847.0277841091156,6.166040845566664e-05,540,2.501692998259466e-09,1715669518.8918152,842.8138818740845,68
3.7976033298049e-09,6.249582095661114e-09,938.1748461723328,5.5350830371264035e-05,594,2.4519787658562136e-09,1715669610.0388772,933.9608716964722,69
3.844455332443828e-09,5.747635595530741e-09,1038.0419025421143,5.096594326720261e-05,653,1.9031802630869127e-09,1715669709.9059336,1033.8276693820953,70
3.556290804667183e-09,5.223591998342272e-09,1147.9071040153503,4.880798564497476e-05,718,1.6673011936750888e-09,1715669819.771135,1143.6929016113281,71
3.2468698716641327e-09,4.967004014470402e-09,1270.0007801055908,4.452899583518053e-05,790,1.7201341428062691e-09,1715669941.8648112,1265.7865340709686,72
2.9648996952761426e-09,4.314618371898099e-09,1404.2569737434387,4.074154511631115e-05,869,1.3497186766219564e-09,1715670076.1210048,1400.0428473949432,73
2.8291116634389024e-09,4.379659675469999e-09,1551.2515053749084,4.6107045659515717e-05,956,1.550548012031096e-09,1715670223.1155365,1547.0361018180847,74
2.5741875555606743e-09,3.7066266796438025e-09,1714.7985832691193,3.887700674962076e-05,1052,1.1324391240831282e-09,1715670386.6626143,1710.5845494270325,75
2.364627720894915e-09,3.225230547654389e-09,1893.2912712097168,3.788784654778275e-05,1157,8.606028267594742e-10,1715670565.1553023,1889.0772173404694,76
2.1781686049569742e-09,3.029237902285563e-09,2088.3369319438934,3.4135818300285196e-05,1272,8.510692973285886e-10,1715670760.200963,2084.122875928879,77
2.0205629310506665e-09,2.7623598858751147e-09,2305.5680136680603,3.191684357152783e-05,1400,7.41796954824448e-10,1715670977.4320447,2301.354065179825,78
1.7621319957307815e-09,2.471694034600802e-09,2541.0571064949036,2.9421908596709445e-05,1539,7.095620388700203e-10,1715671212.9211376,2536.843127965927,79
1.5999075499820871e-09,2.2923049058239503e-09,2801.971487045288,2.7382609201383292e-05,1693,6.923973558418632e-10,1715671473.8355181,2797.757428884506,80
1.659419056973889e-09,2.2942352839915693e-09,3004.611140012741,2.8232015634263043e-05,1813,6.348162270176803e-10,1715671676.475171,3000.3971338272095,81
