_timestamp,loss_interior,time,l2_error,loss,step,_step,_runtime,loss_boundary
1715674231.4564347,1.7471811987940708e-05,13.253093004226685,0.002770361248280309,2.665262375885067e-05,42,41,18.135084629058838,9.180811770909961e-06
1715674232.5056756,1.0054472722237174e-05,14.302345514297485,0.002095692456528317,1.4496977292333917e-05,46,42,19.184325456619263,4.442504570096743e-06
1715674233.5420887,4.783933463661561e-06,15.339009284973145,0.0014109406099836964,6.858413172705892e-06,50,43,20.220738649368286,2.0744797090443318e-06
1715674234.8628924,2.924922136926469e-06,16.6595618724823,0.0009170096384287857,3.889267654391064e-06,55,44,21.541542291641235,9.643455174645949e-07
1715674236.4243298,1.3418401773505293e-06,18.22095823287964,0.0006697930227532318,1.8052619917265067e-06,61,45,23.10297966003418,4.634218143759773e-07
1715674237.9856217,7.073737806592343e-07,19.78312587738037,0.0005507869863358832,9.723187364506514e-07,67,46,24.664271593093872,2.6494495579141705e-07
1715674239.5306268,4.5284362137602305e-07,21.327321529388428,0.00039331164397419263,6.022781296696266e-07,73,47,26.20927667617798,1.4943450829360354e-07
1715674241.599954,1.9702801986971104e-07,23.39651918411255,0.0002709120657264801,2.507590220241408e-07,81,48,28.27860379219055,5.373100215442977e-08
1715674243.8318238,1.1072264433439499e-07,25.629206657409668,0.00017185169151301066,1.3844900818046307e-07,89,49,30.51047372817993,2.7726363846068087e-08
1715674246.1727834,6.979414377577261e-08,27.96988844871521,0.00014962367795789904,8.722121069728356e-08,98,50,32.85143327713013,1.742706692151096e-08
1715674248.491176,3.3148633444323004e-08,30.2879056930542,0.00010298468489846614,4.121757488016508e-08,107,51,35.16982579231262,8.068941435842076e-09
1715674251.3416178,2.329382061969255e-08,33.13828682899475,7.761623894253318e-05,2.726559791830547e-08,118,52,38.020267724990845,3.9717772986129224e-09
1715674254.44557,1.764448966509057e-08,36.24228048324585,6.464462813134881e-05,2.0993132343161354e-08,130,53,41.12421989440918,3.348642678070782e-09
1715674257.7876112,1.1032433954721722e-08,39.58401012420654,4.4744100147673165e-05,1.287759062370756e-08,143,54,44.46626114845276,1.8451566689858382e-09
1715674261.4042885,7.323203437579283e-09,43.200921058654785,3.604667275193788e-05,8.561808077986263e-09,157,55,48.08293843269348,1.2386046404069793e-09
1715674265.2511296,5.190268037444869e-09,47.04784083366394,2.9577200285176527e-05,5.972718971065308e-09,172,56,51.92977952957153,7.824509336204389e-10
1715674269.8982558,3.759950183108177e-09,51.69570803642273,3.054026990040021e-05,4.269419061866945e-09,190,57,56.576905727386475,5.094688787587685e-10
1715674274.5287955,2.8303329470324054e-09,56.325156927108765,2.7519734165529614e-05,3.2726278472845102e-09,208,58,61.2074453830719,4.422949002521047e-10
1715674279.9449847,1.89060754205102e-09,61.74233531951904,2.5095527473384286e-05,2.3204759261123554e-09,229,59,66.62363457679749,4.298683840613354e-10
1715674285.883564,1.218590137576149e-09,67.68100619316101,2.206717541481373e-05,1.5414197661223579e-09,252,60,72.56221389770508,3.228296285462087e-10
1715674292.3753786,8.253846873402972e-10,74.17278528213501,1.3676472691454644e-05,9.75301140827805e-10,277,61,79.05402851104736,1.4991645348750786e-10
1715674299.5398402,6.307786190588455e-10,81.33619022369385,1.158189158480178e-05,7.256003959808255e-10,305,62,86.21849012374878,9.482177692198009e-11
1715674307.2495375,5.168204722398721e-10,89.0462064743042,1.0463134862365051e-05,5.798892571255578e-10,335,63,93.9281873703003,6.306878488568567e-11
1715674315.952398,4.14835150875329e-10,97.74902653694153,8.146729914205701e-06,4.651895235469738e-10,369,64,102.63104796409607,5.0354372671644837e-11
1715674325.4209898,3.082472985200119e-10,107.21765089035034,7.093740884623616e-06,3.520848747195619e-10,406,65,112.09963965415955,4.383757619954995e-11
1715674335.6597214,2.525463059792178e-10,117.45640683174133,6.116956172918995e-06,2.791918935605614e-10,446,66,122.33837127685547,2.6645587581343577e-11
1715674347.2387075,2.1977807417343713e-10,129.0352954864502,5.27483110450179e-06,2.3715238106208564e-10,491,67,133.91735744476318,1.7374306888648505e-11
1715674359.7612543,1.5944478260053276e-10,141.55761075019836,4.268521508176093e-06,1.727348053107593e-10,540,68,146.43990421295166,1.3290022710226531e-11
1715674373.6077933,1.434257991242171e-10,155.4047498703003,3.912049458708584e-06,1.5635692067504814e-10,594,69,160.28644323349,1.2931121550831052e-11
1715674388.6967351,1.1842672866165802e-10,170.49314093589783,3.907707185752834e-06,1.285328834256472e-10,653,70,175.37538504600525,1.0106154763989167e-11
1715674405.392831,1.0414564850343196e-10,187.18952822685242,3.235473765616484e-06,1.1108082323323936e-10,718,71,192.07148098945618,6.935174729807406e-12
1715674423.8745615,8.983685096425353e-11,205.671133518219,4.3455032993827e-06,9.777105048291447e-11,790,72,210.55321145057678,7.934199518660936e-12
1715674444.1456664,6.820171441654579e-11,225.94134068489075,3.268766295335007e-06,7.598557933222925e-11,869,73,230.82431626319885,7.783864915683467e-12
1715674466.430347,4.9354040955747914e-11,248.2269434928894,3.0302311141884854e-06,5.7267910445305595e-11,956,74,253.10899686813354,7.91386948955768e-12
1715674491.1273532,3.3378595771205554e-11,272.924161195755,3.020600194010573e-06,3.835847259581938e-11,1052,75,277.8060030937195,4.979876824613821e-12
1715674518.1056566,2.556441110539814e-11,299.90233039855957,2.2271072875185054e-06,2.948560419101098e-11,1157,76,304.7843065261841,3.92119308561284e-12
1715674547.5615067,1.9475413861874954e-11,329.35896134376526,1.8991999699305103e-06,2.3362480644227452e-11,1272,77,334.2401566505432,3.887066782352499e-12
1715674580.18044,1.8296253193380215e-11,361.9769287109375,1.7951650592184316e-06,2.1023149100332217e-11,1400,78,366.8590898513794,2.726895906952001e-12
1715674615.9442487,1.585461573919684e-11,397.7406017780304,1.683954408640413e-06,1.789002149096518e-11,1539,79,402.6228985786438,2.0354057517683394e-12
1715674655.5346684,1.4240724852309214e-11,437.3309020996094,1.5795395601603959e-06,1.5743540950021115e-11,1693,80,442.2133183479309,1.5028160977119013e-12
1715674699.1008189,1.2956119213069738e-11,480.89721393585205,1.5399248569219787e-06,1.492787415012997e-11,1863,81,485.77946877479553,1.9717549370602307e-12
1715674746.2518282,1.237504306860899e-11,528.0482079982758,1.5027640016866987e-06,1.3866793890969287e-11,2049,82,532.9304780960083,1.4917508223602967e-12
1715674799.1147068,1.1486618320279089e-11,580.9110403060913,1.3700808266251437e-06,1.265568548055549e-11,2254,83,585.7933566570282,1.1690671602764003e-12
1715674857.3049982,1.0290865085410538e-11,639.1013367176056,1.256416070815686e-06,1.150525823089577e-11,2479,84,643.9836480617523,1.214393145485232e-12
1715674921.279526,9.470385443479584e-12,703.0765726566315,1.1478691001835196e-06,1.0408674088799929e-11,2727,85,707.9581758975983,9.382886453203455e-13
1715674991.6834378,9.028540350738759e-12,773.4797778129578,1.1381430550239494e-06,9.930384014747942e-12,3000,86,778.362087726593,9.018436640091834e-13
1715675068.14985,7.83517242666959e-12,849.9461603164673,1.1897649012107476e-06,9.149357921423997e-12,3299,87,854.8284997940063,1.3141854947544078e-12
1715675152.5141253,6.856775527691238e-12,934.3107476234436,1.0403675651891835e-06,7.61404254837961e-12,3629,88,939.1927752494812,7.572670206883729e-13
1715675245.3241756,6.040591450515666e-12,1027.1206018924713,1.0109215673323841e-06,6.757422520838906e-12,3992,89,1032.002825498581,7.168310703232401e-13
1715675347.8955026,5.266435315350279e-12,1129.6919038295746,9.794643049408599e-07,5.982154984793219e-12,4391,90,1134.574152469635,7.157196694429402e-13
1715675460.6476827,4.8735867934987815e-12,1242.4446320533752,9.825089003947044e-07,5.545769911218613e-12,4831,91,1247.3263325691223,6.72183117719832e-13
1715675584.56237,4.805402255145129e-12,1366.3589873313904,9.516880790900305e-07,5.366584230567575e-12,5314,92,1371.2410199642181,5.611819754224456e-13
1715675720.702876,4.484019238775254e-12,1502.4995200634003,9.272960115873253e-07,5.2464055035576455e-12,5845,93,1507.3815259933472,7.623862647823912e-13
1715675869.8283086,4.039885088686289e-12,1651.624713897705,8.988840591941097e-07,4.742796555103494e-12,6429,94,1656.5069584846497,7.029114664172049e-13
1715676034.558991,4.127575392602193e-12,1816.3558218479156,8.858425695530865e-07,4.608953159584407e-12,7072,95,1821.2376408576965,4.813777669822134e-13
1715676215.4132378,3.86600746795997e-12,1997.2098774909973,8.876154757718373e-07,4.373655598711274e-12,7779,96,2002.0918877124786,5.07648130751304e-13
1715676414.6380956,3.602433830702257e-12,2196.4343972206116,9.130003088902355e-07,4.022941439143759e-12,8557,97,2201.316745519638,4.205076084415019e-13
1715676633.3667586,3.3447683713282773e-12,2415.1628036499023,7.686196136591882e-07,3.838079404412357e-12,9413,98,2420.04540848732,4.9331103308408e-13
1715676874.5245683,3.1056320088816676e-12,2656.3207564353943,7.779860434232105e-07,3.693237411403563e-12,10354,99,2661.2032182216644,5.876054025218957e-13
1715677139.3057702,3.1472912943528666e-12,2921.1021089553833,7.363924540413653e-07,3.5518587037510817e-12,11389,100,2925.9844200611115,4.0456740939821526e-13
1715677218.2369287,3.299227187372175e-12,3000.033839225769,7.561670194373753e-07,3.7647208780274615e-12,11698,101,3004.9155786037445,4.654936906552865e-13
